Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name (Redacted)
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,304.73 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,30/10/2024,"1,140.09 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,30/10/2024,"1,229.50 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/10/2024,961.70 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,07/11/2024,"1,195.00 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"2,928.83 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,"2,375.00 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,719.73 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"2,258.98 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"3,021.42 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"2,509.05 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"1,982.75 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"2,460.00 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"1,695.00 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/11/2024,"1,458.50 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/12/2024,671.10 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"1,823.50 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"2,367.65 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"2,367.65 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"2,367.65 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"2,733.90 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,751.35 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/12/2024,"1,894.85 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/12/2024,605.20 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/12/2024,840.10 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,04/12/2024,"1,340.10 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/12/2024,"1,643.40 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/12/2024,"1,977.05 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"3,222.62 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"1,838.65 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/12/2024,896.52 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"1,903.65 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/12/2024,718.66 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/12/2024,804.50 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/12/2024,932.00 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/12/2024,874.30 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/12/2024,575.10 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/12/2024,884.79 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/12/2024,579.55 ,Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/12/2024,"2,094.15 ",Revenue,CARE-ABILITY HEALTHCARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,09/10/2024,"2,680.95 ",Revenue,CareFlex
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/10/2024,"3,872.05 ",Revenue,CareFlex
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/10/2024,"3,834.00 ",Revenue,CareFlex
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"3,609.10 ",Revenue,CareFlex
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"3,458.55 ",Revenue,CareFlex
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,17/12/2024,936.70 ,Revenue,CareFlex
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,30/10/2024,"7,935.00 ",Revenue,Careium UK Limited
Capital - Social Services,Adult Social Care,6205080,Capital - Equipment Purchase,13/11/2024,"7,600.00 ",Capital,Careium UK Limited
"Prevention, Provider & Support Services",Adult Social Care,6140020,Equipment Purchase,27/11/2024,"7,850.00 ",Revenue,Careium UK Limited
Capital - Social Services,Adult Social Care,6205080,Capital - Equipment Purchase,02/12/2024,"3,015.00 ",Capital,Careium UK Limited
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,07/10/2024,"58,308.48 ",Revenue,CARELINE HOMECARE LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,21/10/2024,"55,151.53 ",Revenue,CARELINE HOMECARE LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,31/10/2024,"52,174.96 ",Revenue,CARELINE HOMECARE LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,15/11/2024,"50,745.26 ",Revenue,CARELINE HOMECARE LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,29/11/2024,"49,553.95 ",Revenue,CARELINE HOMECARE LTD
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,16/12/2024,"49,574.36 ",Revenue,CARELINE HOMECARE LTD
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"7,704.52 ",Revenue,Careline Lifestyles - Lancaster Court
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"7,704.52 ",Revenue,Careline Lifestyles - Lancaster Court
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"7,704.52 ",Revenue,Careline Lifestyles - Lancaster Court
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"7,704.52 ",Revenue,Careline Lifestyles - Lancaster Court
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"18,434.72 ",Revenue,Careline Lifestyles - Lyons Court
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"18,434.72 ",Revenue,Careline Lifestyles - Lyons Court
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"21,568.50 ",Revenue,Careline Lifestyles - Lyons Court
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"18,803.40 ",Revenue,Careline Lifestyles - Lyons Court
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,02/10/2024,"12,782.56 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
"Prevention, Provider & Support Services",Adult Social Care,7157000,Call Off Partnership Payments,02/10/2024,"3,232.18 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
"Prevention, Provider & Support Services",Adult Social Care,6157000,Partnership Payments,24/10/2024,"18,200.00 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,05/11/2024,"12,782.56 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
"Prevention, Provider & Support Services",Adult Social Care,7157000,Call Off Partnership Payments,05/11/2024,"3,232.18 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,03/12/2024,"12,782.56 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
"Prevention, Provider & Support Services",Adult Social Care,7157000,Call Off Partnership Payments,03/12/2024,"3,232.18 ",Revenue,CARERS TOGETHER REDCAR & CLEVELAND
Safeguarding & Care Planning,Children's Care,6147000,Expenses Non Staff,28/10/2024,"4,449.50 ",Revenue,CARTER BROWN THE EXPERT SERVICE LTD
Property Services,Regeneration,6124200,Water Services,31/10/2024,534.72 ,Revenue,CASTLE WATER
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",25/11/2024,"9,296.00 ",Revenue,CATCOTE ACADEMY
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",25/11/2024,"13,584.00 ",Revenue,CATCOTE ACADEMY
Purchasing,Adult Social Care,7157000,Call Off Partnership Payments,22/11/2024,"5,828.40 ",Revenue,Catcote Futures
Capital Financing & Corporate Costs,General Fund & Centrally Held Budgets,7124000,Call Off Rents,13/12/2024,"77,087.26 ",Revenue,CBRE Ltd
Capital Financing & Corporate Costs,General Fund & Centrally Held Budgets,7124000,Call Off Rents,13/12/2024,"136,731.28 ",Revenue,CBRE Ltd
Investment Properties,Regeneration,6145140,"Professional, commission & membership fees",20/12/2024,"1,400.00 ",Revenue,CBRE Ltd
Substance Misuse,Public Health,6140100,Materials - general,29/10/2024,"1,000.00 ",Revenue,CC-HIGHSTREETVOUCHERS
Substance Misuse,Public Health,6140100,Materials - general,30/10/2024,"1,000.00 ",Revenue,CC-HIGHSTREETVOUCHERS
Property Services,Regeneration,6145000,Hired & Contracted Services,16/10/2024,529.38 ,Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,17/10/2024,778.16 ,Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,16/10/2024,"1,213.25 ",Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,17/10/2024,775.38 ,Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,12/11/2024,545.00 ,Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,15/11/2024,"1,152.51 ",Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,14/11/2024,"1,200.00 ",Revenue,CDR M&E Services Ltd
"Prevention, Provider & Support Services",Adult Social Care,6140040,Equipment Repairs,29/11/2024,"1,721.78 ",Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,28/11/2024,"1,602.87 ",Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,05/12/2024,689.93 ,Revenue,CDR M&E Services Ltd
Property Services,Regeneration,6145000,Hired & Contracted Services,12/12/2024,"1,065.05 ",Revenue,CDR M&E Services Ltd
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,07/10/2024,"13,543.20 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/10/2024,851.20 ,Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"8,524.70 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,"2,205.60 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,"7,793.15 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,"1,716.00 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/11/2024,"1,129.80 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/11/2024,"4,833.90 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/11/2024,936.30 ,Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/11/2024,"4,052.12 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"1,276.80 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"10,625.45 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"1,716.00 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"2,145.00 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,17/12/2024,"2,637.68 ",Revenue,CEFNDY HEALTHCARE
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/10/2024,"2,902.90 ",Revenue,CENTROBED LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/11/2024,"1,294.10 ",Revenue,CENTROBED LTD
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,19/11/2024,"5,475.00 ",Revenue,Change Working Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,27/11/2024,"4,380.00 ",Revenue,Change Working Ltd
Substance Misuse,Public Health,7157000,Call Off Partnership Payments,19/12/2024,"3,485.00 ",Revenue,Change Working Ltd
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,04/10/2024,"4,224.90 ",Revenue,Changing Futures Fostering Limited
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,06/11/2024,"4,365.73 ",Revenue,Changing Futures Fostering Limited
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"4,224.90 ",Revenue,Changing Futures Fostering Limited
Management Budgets,Children's Care,7149000,Call Off Other supplies & services,10/10/2024,"1,983.53 ",Revenue,CHANGING FUTURES NORTH EAST
Management Budgets,Children's Care,7149000,Call Off Other supplies & services,10/10/2024,935.66 ,Revenue,CHANGING FUTURES NORTH EAST
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,02/10/2024,"39,790.51 ",Revenue,Changing Lives
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,05/11/2024,"39,790.51 ",Revenue,Changing Lives
Access & Safeguarding,Adult Social Care,6157000,Partnership Payments,04/12/2024,"39,790.51 ",Revenue,Changing Lives
Cultural Services,Regeneration,6145000,Hired & Contracted Services,03/12/2024,"11,060.34 ",Revenue,CHAPTERHOUSE THEATRE COMPANY
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,08/10/2024,"1,095.00 ",Revenue,CHARLES ENDIRECT LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,08/11/2024,"1,095.00 ",Revenue,CHARLES ENDIRECT LTD
Healthy Environments,Public Health,6149000,Other supplies & services,03/12/2024,"1,750.00 ",Revenue,Charm Theatrical Productions UK Ltd.
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"3,064.00 ",Revenue,Cherry Tree Care Centre
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"3,064.00 ",Revenue,Cherry Tree Care Centre
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"3,064.00 ",Revenue,Cherry Tree Care Centre
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"3,064.00 ",Revenue,Cherry Tree Care Centre
Cultural Services,Regeneration,6145140,"Professional, commission & membership fees",21/11/2024,"1,670.00 ",Revenue,Chevron Traffic Management
Resources Residential & Fostering,Children's Care,7140020,Call Off Equipment Purchase,15/11/2024,960.00 ,Revenue,CHewison Consultant  Project Manager Training Ltd
Resources Residential & Fostering,Children's Care,7140020,Call Off Equipment Purchase,13/12/2024,960.00 ,Revenue,CHewison Consultant  Project Manager Training Ltd
Resident & Business Support,Finance,6149000,Other supplies & services,22/11/2024,"2,000.00 ",Revenue,CHILD POVERTY ACTION GROUP
Safeguarding & Care Planning,Children's Care,7149000,Call Off Other supplies & services,24/12/2024,"2,704.00 ",Revenue,Children and Families Across Borders
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,480.74 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,000.55 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,404.42 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,294.60 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,840.90 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,871.50 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,474.17 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,572.19 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,871.50 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,076.19 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,879.65 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,362.10 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,336.20 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,944.70 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,717.00 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,424.70 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"4,000.55 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,23/10/2024,"3,754.50 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"1,041.36 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,894.18 ,Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"2,968.15 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"3,097.20 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"4,480.74 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"3,024.27 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"4,572.19 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"3,474.17 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"1,021.92 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"3,879.65 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"3,404.42 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/11/2024,"3,840.90 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,905.10 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,832.20 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,362.10 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,832.20 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,294.60 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"4,424.70 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"4,336.20 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,754.50 ",Revenue,CHILDRENS FAMILY TRUST
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"3,717.00 ",Revenue,CHILDRENS FAMILY TRUST
Pathways Leaving Care Service,Children's Care,6145140,"Professional, commission & membership fees",03/10/2024,684.00 ,Revenue,CHOICES & VOICES CARE LIMITED
Referral & Assessment,Children's Care,6145140,"Professional, commission & membership fees",07/10/2024,724.50 ,Revenue,CHOICES & VOICES CARE LIMITED
SEN & Vulnerable Learners,Education & Partnerships,6145140,"Professional, commission & membership fees",18/10/2024,943.00 ,Revenue,CHOICES & VOICES CARE LIMITED
Pathways Leaving Care Service,Children's Care,6145140,"Professional, commission & membership fees",02/12/2024,"1,332.00 ",Revenue,CHOICES & VOICES CARE LIMITED
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,08/11/2024,522.84 ,Revenue,CHUBB FIRE & SECURITY
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"5,436.48 ",Revenue,Church Farm Nursing Home Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"5,436.48 ",Revenue,Church Farm Nursing Home Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"5,436.48 ",Revenue,Church Farm Nursing Home Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"5,436.48 ",Revenue,Church Farm Nursing Home Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"3,064.00 ",Revenue,Church View Nursing & Residential Home
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"3,064.00 ",Revenue,Church View Nursing & Residential Home
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"3,064.00 ",Revenue,Church View Nursing & Residential Home
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"3,064.00 ",Revenue,Church View Nursing & Residential Home
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,10/10/2024,633.00 ,Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,15/10/2024,"1,587.20 ",Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,28/10/2024,"2,100.00 ",Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,05/12/2024,"1,350.00 ",Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,06/12/2024,"-2,100.00 ",Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,06/12/2024,-633.00 ,Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,17/12/2024,-633.00 ,Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,17/12/2024,864.00 ,Revenue,CID TRADING LTD
Highways Infrastructure & Fleet,Environment & Community Services,6140100,Materials - general,30/12/2024,633.00 ,Revenue,CID TRADING LTD
Healthy Environments,Public Health,6157000,Partnership Payments,19/12/2024,998.33 ,Revenue,CINEWORLD CINEMAS LTD
Economic Development Capital,Regeneration,7205044,Call Off Capital Other Costs,18/11/2024,"2,589.20 ",Capital,Cinos Ltd
