Service (T),Directorate (T),Expenditure Code/Type,Expenditure Code Type (T),Date,Amount,Revenue or Capital,Supplier Name (Redacted)
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"2,214.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,828.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,525.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/10/2024,"2,272.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"3,079.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"2,214.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,860.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/10/2024,"1,428.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/10/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/10/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/10/2024,"1,284.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/10/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/10/2024,"1,419.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/10/2024,"1,525.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,24/10/2024,"1,950.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/10/2024,"3,404.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,28/10/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/10/2024,"1,314.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/10/2024,"1,866.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,25/10/2024,"2,142.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,28/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/10/2024,"1,744.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/10/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/11/2024,"1,950.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,31/10/2024,"1,364.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/11/2024,"1,422.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,01/11/2024,"1,448.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/11/2024,"1,620.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/11/2024,"2,008.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,07/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,06/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,08/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,13/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,13/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/11/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,14/11/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,15/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/11/2024,"2,520.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/11/2024,"1,506.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/11/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/11/2024,"1,422.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,22/11/2024,"1,200.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/11/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/11/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,26/11/2024,"2,198.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,27/11/2024,"2,043.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"1,203.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,29/11/2024,880.00 ,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"2,298.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"2,008.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"2,477.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,03/12/2024,"1,995.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,05/12/2024,"1,525.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"1,904.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,10/12/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,11/12/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,12/12/2024,"1,506.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"1,402.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,17/12/2024,"1,513.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"1,744.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/12/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,"1,853.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,17/12/2024,"1,258.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,16/12/2024,598.00 ,Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,18/12/2024,"1,145.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,19/12/2024,"5,742.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,20/12/2024,"4,038.00 ",Revenue,ACCORA LTD
"Prevention, Provider & Support Services",Adult Social Care,7140020,Call Off Equipment Purchase,23/12/2024,"1,490.00 ",Revenue,ACCORA LTD
Economic Growth & Infrastructure,Regeneration,6146000,Computer Costs,22/10/2024,"9,620.00 ",Revenue,ACCURIS c/o Allium UK Holding Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"6,256.68 ",Revenue,Achieve Together Limited
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"6,256.68 ",Revenue,Achieve Together Limited
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"6,256.68 ",Revenue,Achieve Together Limited
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"6,256.68 ",Revenue,Achieve Together Limited
Safeguarding & Care Planning,Children's Care,6155000,Voluntary Schools,28/11/2024,909.30 ,Revenue,ACKLAM CHILDRENS DAY NURSERY
Safeguarding & Care Planning,Children's Care,6149005,Short Breaks CWD,19/12/2024,743.20 ,Revenue,ACKLAM CHILDRENS DAY NURSERY
Stronger Communities,Environment & Community Services,6147500,Grants to organisations,21/11/2024,750.00 ,Revenue,ACKLAM COMMUNITY COUNCIL
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"3,865.04 ",Revenue,Acklam House- Swanton Care & Community Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"10,113.92 ",Revenue,Acklam House- Swanton Care & Community Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"9,852.56 ",Revenue,Acklam House- Swanton Care & Community Ltd
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"21,163.53 ",Revenue,Acklam House- Swanton Care & Community Ltd
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),01/10/2024,587.10 ,Revenue,ACL HIRE LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),01/10/2024,587.10 ,Revenue,ACL HIRE LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/11/2024,606.67 ,Revenue,ACL HIRE LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),04/11/2024,606.67 ,Revenue,ACL HIRE LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),03/12/2024,587.10 ,Revenue,ACL HIRE LIMITED
Highways Infrastructure & Fleet,Environment & Community Services,7131500,Call Off Hire of Transport (External),03/12/2024,587.10 ,Revenue,ACL HIRE LIMITED
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",01/10/2024,"14,935.68 ",Revenue,Acorn Care & Education Ltd
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",15/11/2024,"15,433.54 ",Revenue,Acorn Care & Education Ltd
SEN & Vulnerable Learners,Education & Partnerships,7145140,"Call Off Professional, commission & membership fees",18/11/2024,"14,935.68 ",Revenue,Acorn Care & Education Ltd
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,11/10/2024,"4,242.30 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7149000,Call Off Other supplies & services,11/10/2024,857.10 ,Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,11/10/2024,"4,019.10 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,01/11/2024,"4,383.71 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,01/11/2024,"4,153.07 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,04/11/2024,"2,834.79 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,11/12/2024,"3,779.72 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"4,242.30 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,05/12/2024,"4,019.10 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Pathways Leaving Care Service,Children's Care,7149000,Call Off Other supplies & services,17/12/2024,"1,714.20 ",Revenue,ACORN CARE (NE) LTD - FOSTERING
Pathways Leaving Care Service,Children's Care,7149000,Call Off Other supplies & services,01/11/2024,857.10 ,Revenue,ACORN CARE (UK) LTD - RESIDENTIAL
Pathways Leaving Care Service,Children's Care,7149000,Call Off Other supplies & services,01/11/2024,"1,771.34 ",Revenue,ACORN CARE (UK) LTD - RESIDENTIAL
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/12/2024,"4,692.78 ",Revenue,ACORN HOUSE FOSTERING SERVICES LTD
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,13/12/2024,"4,541.40 ",Revenue,ACORN HOUSE FOSTERING SERVICES LTD
Partnerships,Education & Partnerships,6144830,Hire of Rooms,15/11/2024,506.67 ,Revenue,ACTES TRUST
Partnerships,Education & Partnerships,6144830,Hire of Rooms,27/11/2024,506.67 ,Revenue,ACTES TRUST
Substance Misuse,Public Health,6157000,Partnership Payments,28/11/2024,637.50 ,Revenue,ACTES TRUST
Commissioning,Finance,6147500,Grants to organisations,23/12/2024,"6,951.77 ",Revenue,ACTES TRUST
Purchasing,Adult Social Care,6157000,Partnership Payments,01/10/2024,"13,296.24 ",Revenue,Action for Care Ltd - Springwood
Purchasing,Adult Social Care,6157000,Partnership Payments,29/10/2024,"13,296.24 ",Revenue,Action for Care Ltd - Springwood
Purchasing,Adult Social Care,6157000,Partnership Payments,26/11/2024,"13,296.24 ",Revenue,Action for Care Ltd - Springwood
Purchasing,Adult Social Care,6157000,Partnership Payments,17/12/2024,"13,296.24 ",Revenue,Action for Care Ltd - Springwood
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,04/10/2024,"4,411.50 ",Revenue,ACTION FOR CHILDREN
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,15/10/2024,"4,558.55 ",Revenue,ACTION FOR CHILDREN
Resources Residential & Fostering,Children's Care,7145130,Call Off Placement Fees,04/12/2024,"4,411.50 ",Revenue,ACTION FOR CHILDREN
