Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,318.69,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,318.69,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,254.95,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,318.69,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,1019.8,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,1274.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,1147.28,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,382.43,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,254.95,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,637.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,1274.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,1147.28,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,382.43,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,254.95,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,28-06-2024,,637.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-211.65,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,211.65,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,163.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-163.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,99.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-99.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-101.28,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,101.28,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-186.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,186.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-103.9,PAYABLES ACCRUAL ACCOUNT,Hand Tools - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,103.9,PAYABLES ACCRUAL ACCOUNT,Hand Tools - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,211.65,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,163.8,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,101.28,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,123.9,PAYABLES ACCRUAL ACCOUNT,Hand Tools - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,-20,PAYABLES PRICE VARIANCE AC,Hand Tools - Other
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,99.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Chemical
Children & Education Services,SELDEN RESEARCH LTD,22-07-2024,,186.3,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,1070.79,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,1019.8,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,TEACHER ACTIVE LIMITED,22-07-2024,,1075.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Cultural & Related Services,BULLIVANT MEDIA LTD,22-07-2024,,300,OTHER FEES & CHARGES,Events
Housing Revenue Account,ALLPAY.NET LTD,16-07-2024,,1397.81,PAYMENT CHARGES,Not Classified
Central Services to the Public,ALLPAY.NET LTD,16-07-2024,,1719.81,PROFESSIONAL FEES,Not Classified
Adult Social Care,KEEN N CLEAN,28-06-2024,,275,CLEANING,Cleaning Materials - Other
Highways & Transport Services,NSL LTD,04-06-2024,,114313.1,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,-114313.1,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,95260.92,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,207061.06,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,-207061.06,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,172550.88,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,-19069.38,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,19069.38,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,15891.15,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,52288.58,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,-52288.58,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,04-06-2024,,43573.82,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,25-06-2024,,-52749.96,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,25-06-2024,,52749.96,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,25-06-2024,,43958.3,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,25-06-2024,,19118.56,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,25-06-2024,,-19118.56,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,25-06-2024,,15932.13,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,15-07-2024,,-18783.6,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,15-07-2024,,18783.6,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,15-07-2024,,15653,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,15-07-2024,,46048.78,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,15-07-2024,,-46048.78,OTHER CONTRACTED SERVICES,Parking - Wardens
Highways & Transport Services,NSL LTD,15-07-2024,,38373.98,OTHER CONTRACTED SERVICES,Parking - Wardens
Corporate & Democratic Core,ACTIVE VISUAL SUPPLIES LTD,22-07-2024,,772.8,OTHER FEES & CHARGES,Events
Corporate & Democratic Core,ACTIVE VISUAL SUPPLIES LTD,22-07-2024,,-772.8,OTHER FEES & CHARGES,Events
Corporate & Democratic Core,ACTIVE VISUAL SUPPLIES LTD,22-07-2024,,-772.8,OTHER FEES & CHARGES,Events
Corporate & Democratic Core,ACTIVE VISUAL SUPPLIES LTD,22-07-2024,,772.8,OTHER FEES & CHARGES,Events
Corporate & Democratic Core,ACTIVE VISUAL SUPPLIES LTD,22-07-2024,,644,OTHER FEES & CHARGES,Events
Corporate & Democratic Core,ACTIVE VISUAL SUPPLIES LTD,22-07-2024,,644,OTHER FEES & CHARGES,Events
Children & Education Services,SENTAA LIMITED,11-07-2024,,355,CAPITATION,Education - Other
Cultural & Related Services,REDACTED PERSONAL DATA,29-07-2024,,2500,OTHER FEES & CHARGES,Events
Cultural & Related Services,Ogechi Cornelia Ochiagha,15-07-2024,,250,OTHER FEES & CHARGES,Events
Central Services to the Public,Around Again Charity,08-07-2024,,8976,GRANTS & SUBSCRIPTIONS,Grants - Other
Central Services to the Public,Around Again Charity,16-07-2024,,4488,GRANTS & SUBSCRIPTIONS,Grants - Other
Children & Education Services,SRH Professional Safeguarding Services LTD,11-07-2024,,4500,PROFESSIONAL FEES,Consultancy - Business
Children & Education Services,IN THE WOODS NURSERY LTD,08-07-2024,,880,CLIENTS EXPENSES,ASC - Client Expenses
Central Services to the Public,BOXFUSION CONSULTING LIMITED,15-07-2024,,63.75,ICT GENERAL,ICT - Application Service Provision
Central Services to the Public,BOXFUSION CONSULTING LIMITED,15-07-2024,,-63.75,ICT GENERAL,ICT - Application Service Provision
Central Services to the Public,BOXFUSION CONSULTING LIMITED,15-07-2024,,318.75,ICT GENERAL,ICT - Application Service Provision
Central Services to the Public,DEEPSTORE,08-07-2024,,2139.24,GENERAL OFFICE EXPENSES,Document Archiving & Storage
Children & Education Services,REDACTED PERSONAL DATA,22-07-2024,,362.49,OFFICERS MEMBERS TRAVEL COSTS,Not Classified
Children & Education Services,LRC,08-07-2024,,9042,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Children & Education Services,LRC,08-07-2024,,44705.8,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Cultural & Related Services,Giraffe Dance,22-07-2024,,2000,OTHER FEES & CHARGES,Events
Central Services to the Public,Renewal Christian Centre,22-07-2024,,15131.33,GRANTS & SUBSCRIPTIONS,Grants - Other
Children & Education Services,SPECIALISING IN SPORT,15-07-2024,,500,OTHER FEES & CHARGES,Fees - Other (Schools)
Children & Education Services,CITY LINK TRANSFERS,08-07-2024,,1780,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Children & Education Services,CITY LINK TRANSFERS,08-07-2024,,3099.8,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Children & Education Services,CITY LINK TRANSFERS,29-07-2024,,1335,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Children & Education Services,CITY LINK TRANSFERS,29-07-2024,,1239.92,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Adult Social Care,SANDANT CARE LTD,08-07-2024,,14180.56,BLOCK CONTRACTS,ASC - Block Contracts - Community and Voluntary Sector
Adult Social Care,SANDANT CARE LTD,15-07-2024,,596.19,BLOCK CONTRACTS,ASC - Block Contracts - Community and Voluntary Sector
Adult Social Care,SANDANT CARE LTD,15-07-2024,,8346.64,BLOCK CONTRACTS,ASC - Block Contracts - Community and Voluntary Sector
Adult Social Care,SANDANT CARE LTD,15-07-2024,,8346.64,BLOCK CONTRACTS,ASC - Block Contracts - Community and Voluntary Sector
Adult Social Care,SOLIHULL ACTION THROUGH ADVOCACY,26-07-2024,,33617.93,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Children & Education Services,CHILD 1ST SOLIHULL,15-07-2024,,1,CLIENTS EXPENSES,ASC - Client Expenses
Children & Education Services,CHILD 1ST SOLIHULL,15-07-2024,,-1,CLIENTS EXPENSES,ASC - Client Expenses
Children & Education Services,CHILD 1ST SOLIHULL,15-07-2024,,1706.25,CLIENTS EXPENSES,ASC - Client Expenses
Children & Education Services,BOSWORTH MEDICAL CENTRE,15-07-2024,,360,PROFESSIONAL FEES,CSC - Other
Children & Education Services,CACI LTD,08-07-2024,,999,ICT GENERAL,ICT - Software
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,166.32,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,20.9,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,10.17,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,228.23,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,244.86,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,122.05,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,76.14,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,99.84,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,20.9,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,106.47,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,94.59,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,106.52,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,30.55,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,168.19,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,206.91,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,85.31,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,213.16,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,102.84,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,196.54,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,146,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,127.46,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,121.56,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,96.81,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,52.88,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,30.16,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,58.59,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,87.37,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,21.15,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,87.93,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,35.75,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,74.39,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,51.14,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,52.32,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,49.61,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,139.45,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,168.99,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,86.58,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,55.78,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,58.13,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,199.15,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,187.38,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,74.02,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,103.65,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,155.03,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,14.24,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,122.78,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,175.14,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,53.59,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,89.18,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,82.33,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,101.19,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,118.28,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,86.75,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,42.14,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,66.89,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,40.25,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,76.83,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,70.5,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,131.75,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,-5.1,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,09-07-2024,,86.3,CATERING PROVISIONS,Catering - Food & Beverages
