Company,coded supplier,Supplier Name,Date,System Reference,Directorate Description,Directorate Area,Expenditure Description,Type of Expenditure,Line Number,Line Amount,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,98.89,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,260.73,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,242.74,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,140.85,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,9,74.05,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,10,140.85,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,11,74.05,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,12,116.88,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,13,182.8,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,14,98.9,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,15,86.91,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,16,65.93,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,17,74.04,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,18,62.93,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,19,152.84,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,20,395.59,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,21,815.16,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,22,111.09,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,23,11.99,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,24,86.91,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,25,815.15,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,26,275.71,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,27,92.9,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,28,242.75,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,29,389.59,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357793,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,30,111.09,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,286.12,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,517.72,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,54.11,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,286.12,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,188.54,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,54.11,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,32.73,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,135.95,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,9,184.66,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,10,254.8,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,11,174.9,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357794,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,12,63.93,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357795,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,357.5,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357795,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,47.32,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357795,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,74.05,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357795,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,8.99,,
WF,SU2295759,INTEGRAL UK LTD,11/04/2024,357795,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,177.39,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365948,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,74.05,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365948,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,182.8,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365948,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,74.92,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365948,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,182.8,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365948,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,74.05,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365948,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,40.76,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,"1,410.05",,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,402.87,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,630.72,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,94,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,9,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,10,74.3,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,11,20.47,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,12,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,13,531.79,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,14,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,15,74.3,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,16,357.24,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,17,89.31,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,18,366.61,,
WF,SU2295759,INTEGRAL UK LTD,18/04/2024,365949,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,19,89.31,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,1,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,2,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,3,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,4,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,5,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,6,441.44,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,7,55.5,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,8,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,9,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,10,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,11,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,12,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,13,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,14,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,15,42.73,,
WF,SU2295759,INTEGRAL UK LTD,30/04/2024,374658,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,CONTRACTUAL PAYMENTS (MAIN),Revenue,16,42.73,,
WF,SU2322435,DSL HEATING,17/04/2024,365166,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,330,,
WF,SU2322435,DSL HEATING,24/04/2024,372068,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,270,,
WF,SU2329455,COUNTRYWIDE GROUNDS MAINTENANCE LTD,03/04/2024,350794,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,"1,820.00",,
WF,SU2329455,COUNTRYWIDE GROUNDS MAINTENANCE LTD,15/04/2024,359478,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,"3,000.00",,
WF,SU2329455,COUNTRYWIDE GROUNDS MAINTENANCE LTD,16/04/2024,360111,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,"2,225.00",,
WF,SU2329455,COUNTRYWIDE GROUNDS MAINTENANCE LTD,16/04/2024,361185,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,"1,900.00",,
WF,SU2329455,COUNTRYWIDE GROUNDS MAINTENANCE LTD,23/04/2024,368362,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,251.11,,
WF,SU2342091,D & M CARPET FITTERS & UPHOLSTERERS,16/04/2024,360013,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,400,,
WF,SU2342091,D & M CARPET FITTERS & UPHOLSTERERS,29/04/2024,373686,CHILDRENS SERVICES,CHILDREN & FAMILIES           ,PWAY SERV SET UP HOME ALL'CE,Revenue,1,781.68,,
WF,SU2347707,ABSEIL COMMERCIAL LTD,25/04/2024,372782,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REPAIRS & MAINTENANCE,Revenue,1,590.07,,
WF,SU2444583,WP ROOFING (NW) LTD,19/04/2024,366680,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,"7,300.00",,
WF,SU2448795,PAULS CARPETS,22/04/2024,367606,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,"1,433.33",,
WF,SU2448795,PAULS CARPETS,22/04/2024,367613,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SCHOOLS ONLY BLDING WK CAPITAL,Revenue,1,"3,258.33",,
WF,SU2575155,DNB ELECTRICAL&HEATING SOLUTIONS LTD,26/04/2024,373370,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,823.17,,
WF,SU2611659,F PARKINSON LTD,09/04/2024,353870,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"606,401.15",,
WF,SU2611659,F PARKINSON LTD,09/04/2024,353871,CAPITAL COST CENTRES,CAPITAL - CHILDRENS           ,CAPITAL ADDITIONS - OTHER,Capital,1,"296,217.60",,
WF,SU2614467,IN ADMINISTRATION,09/04/2024,353929,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"4,049.58",,
WF,SU2614467,IN ADMINISTRATION,11/04/2024,357474,LOCALITY BOARDS,LOCALITY BOARDS               ,HIGHWAYS: CONTRACTOR,Capital,1,774,,
WF,SU2614467,IN ADMINISTRATION,15/04/2024,359583,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,412.5,,
WF,SU2614467,IN ADMINISTRATION,15/04/2024,359587,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,291.31,,
WF,SU2614467,IN ADMINISTRATION,15/04/2024,359588,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"6,237.50",,
WF,SU2614467,IN ADMINISTRATION,15/04/2024,359590,LOCALITY BOARDS,LOCALITY BOARDS               ,GENERAL HIRE OF MOBILE PLANT,Revenue,1,"2,227.68",,
WF,SU2614467,IN ADMINISTRATION,15/04/2024,359594,LOCALITY BOARDS,LOCALITY BOARDS               ,GENERAL HIRE OF MOBILE PLANT,Revenue,1,"2,227.68",,
WF,SU2614467,IN ADMINISTRATION,23/04/2024,368361,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"1,337.48",,
WF,SU2627103,INFRASAFE UK LIMITED,04/04/2024,351605,CAPITAL COST CENTRES,CAPITAL - THRIVING PLACES     ,HIGHWAYS: CONTRACTOR,Capital,1,"1,109.76",,
WF,SU2718363,VANGUARD BUILDING AND CIVILS LTD,03/04/2024,350721,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,"2,000.00",,
WF,SU2718363,VANGUARD BUILDING AND CIVILS LTD,03/04/2024,350729,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,GROUNDS MAINTENANCE,Revenue,1,450,,
WF,SU2736615,HARKEN DECORATORS,18/04/2024,366060,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SCHOOLS ONLY BLDING WK CAPITAL,Revenue,1,"1,400.00",,
WF,SU2736615,HARKEN DECORATORS,18/04/2024,366064,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,SCHOOLS ONLY BLDING WK CAPITAL,Revenue,1,"1,700.00",,
WF,SU2759079,KEITH DAVIDSON ROOFING LTD,18/04/2024,365705,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,350,,
WF,SU2791371,HANDICARE,19/04/2024,366847,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,1,"3,145.00",,
WF,SU2791371,HANDICARE,19/04/2024,366847,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,SLDC DFG Levy,Revenue,2,445.54,,
WF,SU2791371,HANDICARE,19/04/2024,366847,THRIVING COMMUNITIES,HOUSING                       ,SLDC DFG Levy,Revenue,3,-445.54,,
WF,SU2791371,HANDICARE,26/04/2024,373309,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,1,"5,470.00",,
WF,SU2791371,HANDICARE,26/04/2024,373387,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,CAPITAL ADDITIONS - OTHER,Capital,1,"5,990.00",,
WF,SU2791371,HANDICARE,26/04/2024,373387,CAPITAL COST CENTRES,CAPITAL - THRIVING COMMUNITIES,SLDC DFG Levy,Revenue,2,848.58,,
WF,SU2791371,HANDICARE,26/04/2024,373387,THRIVING COMMUNITIES,HOUSING                       ,SLDC DFG Levy,Revenue,3,-848.58,,
WF,SU2843319,UTILIKO LTD,22/04/2024,367327,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,BUILDING REPAIRS,Revenue,1,"2,500.00",,
WF,SU2947215,URBASER LIMITED,21/03/2024,339129,CHIEF EXEC & ASST CHIEF EXEC,EMERGENCY MANGMT & RESILIENCE ,CONTRACTED SERVICE PROVISION,Revenue,1,479,,
WF,SU2947215,URBASER LIMITED,21/03/2024,339129,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,CONTRACTED SERVICE PROVISION,Revenue,2,40.37,,
WF,SU2947215,URBASER LIMITED,21/03/2024,339129,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,CONTRACTED SERVICE PROVISION,Revenue,3,40.37,,
WF,SU2947215,URBASER LIMITED,21/03/2024,339129,THRIVING PLACES,INCLUSIVE & GREEN GROWTH      ,CONTRACTED SERVICE PROVISION,Revenue,4,40.37,,
WF,SU2947215,URBASER LIMITED,21/03/2024,339129,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,CONTRACTED SERVICE PROVISION,Revenue,5,40.37,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,CHIEF EXEC & ASST CHIEF EXEC,EMERGENCY MANGMT & RESILIENCE ,REPAIRS & MAINTENANCE,Revenue,1,545.72,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING COMMUNITIES,HOUSING                       ,REPAIRS & MAINTENANCE,Revenue,2,922.81,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING PLACES,WASTE & ENVIRONMENTAL SERVICES,SIGNS / BOLLARDS MAINTCE,Revenue,3,247.65,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BUILDING REPAIRS,Revenue,4,93.5,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BUILDING REPAIRS,Revenue,5,71.6,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BUILDING REPAIRS,Revenue,6,156.53,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,ENABLER SERVICES,HR/OD                         ,MISC SUPPLIES & SRVCS,Revenue,7,172.92,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BUILDING REPAIRS,Revenue,8,312.94,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BUILDING REPAIRS,Revenue,9,78.18,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING PLACES,SUSTAINABLE TRANSPORT&HIGHWAYS,REPAIRS & MAINTENANCE,Revenue,10,78.18,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BUILDING REPAIRS,Revenue,11,180.09,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REPAIRS & MAINTENANCE,Revenue,12,101.28,,
WF,SU2947215,URBASER LIMITED,04/04/2024,352082,THRIVING PLACES,INCLUSIVE & GREEN GROWTH      ,EDC Non recovery costs,Revenue,13,155.58,,
WF,SU2947215,URBASER LIMITED,05/04/2024,352635,SCHOOLS,NON CHEQUE BOOK SCHOOLS       ,CLEANING SERVICES,Revenue,1,520,,
WF,SU2947215,URBASER LIMITED,05/04/2024,352749,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REFUSE COLLECTION,Revenue,1,453.06,,
WF,SU2947215,URBASER LIMITED,09/04/2024,353970,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,BUILDING REPAIRS,Revenue,1,646.42,,
WF,SU2947215,URBASER LIMITED,09/04/2024,353970,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,REPAIRS & MAINTENANCE,Revenue,2,64.64,,
WF,SU2947215,URBASER LIMITED,09/04/2024,353970,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BUILDING REPAIRS,Revenue,3,"1,470.59",,
WF,SU2947215,URBASER LIMITED,09/04/2024,353970,RESOURCES,ASSETS FLEET & CAPITAL PROG   ,REPAIRS & MAINTENANCE,Revenue,4,65.8,,
WF,SU2947215,URBASER LIMITED,09/04/2024,353970,THRIVING COMMUNITIES,COMMUNITY INFRASTRUCTURE      ,BUILDING REPAIRS,Revenue,5,336.5,,
