Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,30/07/2024,VI-119008,"2,417.80",Revenue,The Oyster Partnership,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Legionella,23/07/2024,VI-118577,"1,031.65",Revenue,Panks Engineers Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Regeneration,Supplies and Services,Grants & Contributions,05/07/2024,VI-116966,"1,659.00",Revenue,Parker Planning Services,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Analysts/Vets Fees,31/07/2024,VI-118851,698.33,Revenue,Paton and Lee,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Premises Expenses,Building Services - Responsive Maintenance,31/07/2024,VI-119186,"1,235.00",Revenue,Pearce and Kemp Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Property,Premises Expenses,Asbestos,05/07/2024,VI-117345,"2,570.64",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,Consultants,17/07/2024,VI-117821,"24,331.94",Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Asbestos,31/07/2024,VI-119406,332.95,Revenue,Pennington Choices Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,16/07/2024,VI-118017,"8,723.85",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,External Printing,24/07/2024,VI-118582,"8,045.55",Revenue,PermiServ Ltd,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,16/07/2024,VI-117906,"4,999.00",Revenue,Phoenix Leisure Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Caravan and Camping Sites,Supplies and Services,Machine Repair & Maintenance,31/07/2024,VI-119030,"1,784.73",Revenue,Phs Group,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/07/2024,VI-118011,"5,247.60",Revenue,Pier Marketing Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,23/07/2024,VI-118529,700.00,Revenue,Places for People,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,23/07/2024,VI-118531,"1,993.00",Revenue,Places for People,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Third Party Payments,Private Contractors,05/07/2024,VI-117172,"11,845.09",Revenue,Places for people,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117767,250.00,Revenue,Playford Parish Hall,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Customer and Client Receipts,Outside Scope Application Fees,02/07/2024,VI-116727,"9,984.00",Revenue,Planning Portal,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Technical Training,05/07/2024,VI-116995,865.00,Revenue,The Play Inspection Company Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Software Maintenance,01/07/2024,VI-115204,"6,496.00",Revenue,The Play Inspection Company Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Software Maintenance,31/07/2024,VI-116671,"4,115.00",Revenue,The Play Inspection Company Ltd,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,12/07/2024,VI-117663,"12,000.00",Revenue,Plymouth & Sth Devon Freeport,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,05/07/2024,VI-116990,"16,377.87",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,31/07/2024,VI-119383,"6,644.68",Revenue,Polycastle NU-Span,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Software Maintenance,16/07/2024,VI-114187,"24,000.00",Revenue,Policy in Practice Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Electricity,12/07/2024,VI-117858,"1,260.69",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Electricity,12/07/2024,VI-117857,891.58,Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,17/07/2024,VI-117934,"252,169.74",Revenue,Port of Felixstowe,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,"HRA Drainage, Pumping Stat etc",26/07/2024,VI-118621,350.00,Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Premises Expenses,"HRA Drainage, Pumping Stat etc",26/07/2024,VI-118620,350.00,Revenue,Precision Pipework Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118456,"3,913.65",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118455,"5,000.77",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118454,"6,522.75",Revenue,Premier Sportscoach Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,12/07/2024,VI-117850,"6,595.01",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-117868,"10,554.70",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-118084,"4,291.10",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-118088,"4,962.72",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,23/07/2024,VI-118650,"5,235.26",Revenue,4Principles Construction Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,10/07/2024,VI-117512,836.50,Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,10/07/2024,VI-117511,"2,077.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,Building Services - Responsive Maintenance,16/07/2024,VI-117760,"2,575.35",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Repairs,16/07/2024,VI-117761,"6,388.24",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Holding Account - Cash Out,Capital Expenditure,19/07/2024,VI-118473,"6,220.99",Capital,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,19/07/2024,VI-118468,"2,077.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Emergency Lighting,30/07/2024,VI-118618,"2,217.00",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Fire Alarm Servicing,30/07/2024,VI-118907,"1,059.88",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Door Entry/Security,30/07/2024,VI-119003,"3,440.21",Revenue,Protect and Detect Systems Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,30/07/2024,VI-118976,655.10,Revenue,R J Pryce and Co Ltd,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,05/07/2024,VI-117134,"8,104.80",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/07/2024,VI-117406,"1,157.95",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/07/2024,VI-117405,574.75,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,09/07/2024,VI-117414,"9,301.60",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,19/07/2024,VI-118207,"9,714.90",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,23/07/2024,VI-118606,"11,028.05",Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,30/07/2024,VI-119048,871.20,Revenue,Public Analyst Scientific Services,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Other Financial Transactions,Expenditure not charged to Cost of Service,Finance Lease Interest Payable,01/07/2024,VI-117174,"60,882.33",Revenue,Pulse Fitness,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Outdoor Leisure,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117137,"38,583.17",Capital,Pulse Design & Build Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117138,"146,331.93",Capital,Pulse Design & Build Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Parks and Gardens,Holding Account - Cash Out,Capital Expenditure,17/07/2024,VI-118066,"13,174.00",Capital,Pulse Design & Build Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-118684,"11,331.78",Capital,Pulse Design & Build Ltd,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Indoor Leisure,Holding Account - Cash Out,Capital Expenditure,31/07/2024,VI-119129,"72,327.22",Capital,Pulse Design & Build Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,12/07/2024,VI-117354,"3,100.00",Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Supplies and Services,Consultants,17/07/2024,VI-115427,"3,100.00",Revenue,Purcell Architecture Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,16/07/2024,VI-118069,"3,712.81",Revenue,RAB Consultants Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Consultants,16/07/2024,VI-118070,596.65,Revenue,RAB Consultants Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,16/07/2024,VI-117874,"8,070.25",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,24/07/2024,VI-117869,"4,997.00",Revenue,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-118982,"3,359.64",Capital,Ramp and Mobility Solutions,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Supplies and Services,Hotel Accommodation,10/07/2024,VI-117566,"1,575.00",Revenue,Ramada by Wyndham,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/07/2024,VI-118082,"1,422.27",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/07/2024,VI-118116,827.93,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/07/2024,VI-118117,"1,118.09",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/07/2024,VI-118118,691.98,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/07/2024,VI-118120,864.18,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/07/2024,VI-118123,651.62,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/07/2024,VI-118127,826.56,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,23/07/2024,VI-118132,976.22,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118626,702.51,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,24/07/2024,VI-118627,664.52,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,26/07/2024,VI-118632,840.99,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,26/07/2024,VI-118630,"1,102.92",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,26/07/2024,VI-118628,740.19,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,30/07/2024,VI-119018,925.13,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,31/07/2024,VI-119313,"1,289.42",Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,31/07/2024,VI-119312,509.34,Revenue,Raventree Ltd T/A Premiere Kitchens,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Consultants,26/07/2024,VI-118848,250.00,Revenue,Real Consulting LLP,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117376,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117380,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117382,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,09/07/2024,VI-117388,"2,500.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,12/07/2024,VI-117806,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,12/07/2024,VI-117805,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117901,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117908,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,16/07/2024,VI-117939,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/07/2024,VI-118739,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/07/2024,VI-118740,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,24/07/2024,VI-118742,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,31/07/2024,VI-119055,"3,291.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,31/07/2024,VI-119056,"4,488.75",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Holding Account - Cash Out,Capital Expenditure,31/07/2024,VI-119057,"3,125.00",Capital,Reed Specialist Recruitment,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Supplies and Services,Corporate Subscriptions,31/07/2024,VI-118415,"21,902.79",Revenue,Regulator of Social Housing,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,16/07/2024,VI-117554,278.40,Revenue,Renewable UK Association,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,19/07/2024,VI-118425,"5,808.37",Revenue,Re-Utilise,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Miscellaneous Other Services,30/07/2024,VI-119068,"7,050.00",Revenue,RH Environmental Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Supplies and Services,Stationery,10/07/2024,VI-117188,310.00,Revenue,Riba Books,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,30/07/2024,VI-118791,320.00,Revenue,The Rifle Hall Trust,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Other Office Expenses,15/07/2024,VC-002450,"-1,647.66",Revenue,Riso (UK) Limited,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Premises Expenses,Rents Payable,12/07/2024,VI-117770,250.00,Revenue,Riverside Centre,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Materials For Resale,26/07/2024,VI-118677,"3,630.04",Revenue,Rix Petroleum Fuel & Lubricant Distributors,,,,,,,,,,,,,,,
"Communities, Culture, Leisure and Tourism",Harbours and Yacht Stations,Supplies and Services,Materials For Resale,31/07/2024,VI-118674,"6,506.66",Revenue,Rix Petroleum Fuel & Lubricant Distributors,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Other Ext Provided Services,24/07/2024,VI-116992,"5,750.00",Revenue,Roadvert Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,30/07/2024,VI-117356,"33,094.76",Capital,Roadtechs Europe Ltd,,,,,,,,,,,,,,,
