Service Area Categorisation,Service Division Categorisation,Expenses Type,Detailed Expenses Type,Date,Transaction Number,Amount,Capital / Revenue,Supplier Name,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,16/04/2024,VI-112036,268.44,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112288,447.27,Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,19/04/2024,VI-112287,"6,833.65",Revenue,Travis Perkins,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,30/04/2024,VI-113114,"7,771.20",Revenue,Travis Perkins,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,05/04/2024,VI-111091,"2,118.00",Revenue,Trauma Informed Schools UK CIC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112509,"14,362.00",Revenue,Trimley St Martin PC,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112129,"4,563.30",Revenue,Trimley St Mary Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112510,"28,500.00",Revenue,Trimley St Mary Parish Council,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Supervision and Management,Employee Expenses,Technical Training,30/04/2024,VI-112185,"14,662.50",Revenue,TripleA Consult t/a Triple A Solutions,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,05/04/2024,VI-111335,"1,860.00",Revenue,Trifin Plus Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112511,"6,230.00",Revenue,Tuddenham St Martin PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112512,"5,170.99",Revenue,Tunstall Parish Council,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Premises Expenses,Building Services - Responsive Maintenance,05/04/2024,VI-111197,335.84,Revenue,Turners Carpentry & Joinery,,,,,,,,,,,,,,,
Corporate Services,Public Conveniences,Holding Account - Cash Out,Capital Expenditure,26/04/2024,VI-112896,"4,978.35",Capital,Turners Carpentry & Joinery,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Furniture and Equipment,15/04/2024,VI-112734,"5,035.11",Revenue,Tusker,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Premises Expenses,HRA Lifts,16/04/2024,VI-111996,"1,560.00",Revenue,Ray Tuttle Lift Services Limited,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112513,"5,412.00",Revenue,Ubbeston Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112514,"11,910.50",Revenue,Ufford Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112130,"1,523.12",Revenue,Ufford Parish Council,,,,,,,,,,,,,,,
Community Health,Food and Safety,Supplies and Services,Analysts/Vets Fees,02/04/2024,VI-110769,410.04,Revenue,UK Health Security Agency,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Holding Account - Cash Out,Capital Expenditure,01/04/2024,VI-112870,"2,519.00",Capital,UK Power Networks,,,,,,,,,,,,,,,
Planning and Coastal Management,Coastal Management,Holding Account - Cash Out,Capital Expenditure,24/04/2024,VI-113062,"11,168.90",Capital,UK Power Networks,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-110742,"85,000.00",Revenue,University of Suffolk,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,16/04/2024,VI-112186,"1,000.00",Revenue,University of East Anglia,,,,,,,,,,,,,,,
Planning and Coastal Management,Planning,Employee Expenses,Technical Training,19/04/2024,VI-111778,"1,500.00",Revenue,Urban Design London,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Consultants,16/04/2024,VI-112050,"5,305.69",Revenue,Useful Simple Group Ltd T/A Expedition,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Supplies and Services,Surveyor Fees,12/04/2024,VI-111496,"8,500.00",Revenue,Richard Utting LLP,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VI-112679,376.34,Revenue,Valtec Properties Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,23/04/2024,VI-112680,441.09,Revenue,Valtec Properties Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,05/04/2024,VI-106771,"97,172.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Transport Expenses,Vehicle Hire,02/04/2024,VI-109711,"1,420.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Leader of the Council,Corporate and Democratic Management,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-107211,"1,110.86",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,05/04/2024,VI-110968,"124,960.70",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Furniture and Equipment,05/04/2024,VI-110863,612.17,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Tax Collection Cost,Supplies and Services,Furniture and Equipment,05/04/2024,VI-108840,"1,951.07",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,05/04/2024,VC-003326,"-105,768.78",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,05/04/2024,VI-107219,860.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,05/04/2024,VI-107328,"1,190.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,05/04/2024,VI-107345,760.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,05/04/2024,VI-109678,"105,768.78",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Corporate Services,Admin Buildings,Supplies and Services,Postages,05/04/2024,VI-110862,621.87,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Furniture and Equipment,10/04/2024,VI-111506,612.17,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Supplies and Services,Stationery,10/04/2024,VI-111505,472.23,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Leader of the Council,Growth Programme Partnership,Supplies and Services,Subsistence,12/04/2024,VC-003346,-342.50,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Leader of the Council,Growth Programme Partnership,Supplies and Services,Subsistence,12/04/2024,VI-110660,685.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,30/04/2024,VC-003356,"-97,172.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Management and Support,Premises Expenses,Electricity,30/04/2024,VI-111625,"97,172.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Special Services,Transport Expenses,Vehicle Hire,30/04/2024,VI-111934,"1,250.00",Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Transport Expenses,Vehicle Hire,30/04/2024,VI-112682,690.00,Revenue,Vertas Group Ltd,,,,,,,,,,,,,,,
The Environment,Environmental Protection,Supplies and Services,Miscellaneous Other Services,09/04/2024,VI-111451,840.00,Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Supplies and Services,General Purchases,17/04/2024,VI-112248,430.00,Revenue,Vinyl Installation Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Employee Expenses,Contract Staff,09/04/2024,VI-111638,"7,275.00",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Corporate Services,Assets and Property Services,Employee Expenses,Contract Staff,12/04/2024,VI-111629,"9,328.86",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Employee Expenses,Contract Staff,12/04/2024,VI-111816,"6,035.00",Revenue,Vivid Resourcing,,,,,,,,,,,,,,,
The Environment,Waste Management,Supplies and Services,Telephone Calls/Data/Broadband,05/04/2024,VI-110969,"4,712.34",Revenue,Vodafone Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rent Deposits,23/04/2024,VI-112628,550.00,Revenue,Wainwrights Estate Agents (Deposit),,,,,,,,,,,,,,,
Deputy Leader and Housing,Homelessness,Premises Expenses,Rents Payable,19/04/2024,VI-112324,550.00,Revenue,Wainwrights Estate Agents (Rent,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112131,339.02,Revenue,Walberswick Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112515,"10,000.00",Revenue,Walberswick Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112132,"1,830.62",Revenue,Waldringfield Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112516,"8,702.12",Revenue,Waldringfield Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,12/04/2024,VI-111879,"5,285.38",Revenue,Walsh Home Improvements,,,,,,,,,,,,,,,
Economic Development and Transport,Economic Development,Supplies and Services,Grants & Contributions,26/04/2024,VI-112859,"10,000.00",Revenue,Walkers Style Ltd,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112517,"6,500.00",Revenue,Wangford and Henham Parish Council,,,,,,,,,,,,,,,
Corporate Services,Miscellaneous Land,Premises Expenses,Building Services - Planned Maintenance,30/04/2024,VI-113065,"2,074.00",Revenue,Waveney Surfacing Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,12/04/2024,VI-111792,375.00,Revenue,The Waveney Centre,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,09/04/2024,VI-111276,"1,000.00",Revenue,Waveney Bird Club,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112518,"12,000.00",Revenue,Wenhaston with Mells Hamlet PC,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Grants & Contributions,12/04/2024,VI-111779,966.00,Revenue,Wendy Richards Business Coach,,,,,,,,,,,,,,,
Corporate Services,ICT,Employee Expenses,Technical Training,02/04/2024,VI-110332,"1,450.00",Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,10/04/2024,VI-111400,"9,447.30",Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Corporate Services,ICT,Supplies and Services,Corporate Subscriptions,17/04/2024,VI-111753,"30,000.00",Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,23/04/2024,VI-109447,"13,480.12",Revenue,West Suffolk Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112133,"5,824.40",Revenue,Westerfield Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112519,"5,008.72",Revenue,Westerfield Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112520,"4,100.00",Revenue,Westhall Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112521,"6,500.00",Revenue,Westleton Parish Council,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,26/04/2024,VI-112802,"12,095.60",Revenue,Wessex Lift Co Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,Other Ext Provided Services,02/04/2024,VI-110878,"1,486.00",Revenue,Westbury Building Services,,,,,,,,,,,,,,,
Housing Revenue Account,HRA Repairs and Maintenance,Transport Expenses,Operational Vehicle Hire,16/04/2024,VI-112033,820.26,Revenue,West Wallasey Car Hire Ltd,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,02/04/2024,VI-110762,"8,874.20",Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,19/04/2024,VI-112583,"6,011.40",Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
Deputy Leader and Housing,Private Sector Housing,Supplies and Services,DFG REFCUS,23/04/2024,VI-112632,730.52,Revenue,Brandon Wetrooms,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,05/04/2024,VI-111087,"2,560.00",Revenue,Wickham Market Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112135,"2,367.53",Revenue,Wickham Market Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112522,"39,507.50",Revenue,Wickham Market Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112523,"4,327.59",Revenue,Wissett Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112136,"21,645.02",Revenue,Witnesham & Swilland PC,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112524,"8,175.89",Revenue,Witnesham & Swilland PC,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,19/04/2024,VI-112225,"1,000.00",Revenue,Woodbridge Riverside Trust,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112525,"247,261.00",Revenue,Woodbridge Town Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112137,"8,385.91",Revenue,Woodbridge Town Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110795,"1,500.00",Revenue,Worlingham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112526,"19,743.11",Revenue,Worlingham Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110695,"2,000.00",Revenue,Wrentham Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Current Liabilities,Creditors - Other,17/04/2024,VI-112138,"32,304.26",Revenue,Wrentham Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112527,"9,336.29",Revenue,Wrentham Parish Council,,,,,,,,,,,,,,,
Excluded,Holding Accounts,Holding Account - Cash Out,Payments,05/04/2024,VI-110719,"3,840.00",Revenue,WSP UK Limited,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,09/04/2024,VI-111380,455.00,Revenue,Xtra Time Sport Development Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Community Development,Supplies and Services,Grants & Contributions,09/04/2024,VI-111382,511.88,Revenue,Xtra Time Sport Development Ltd,,,,,,,,,,,,,,,
Planning and Coastal Management,Building Control,Customer and Client Receipts,Outside Scope Application Fees,05/04/2024,VI-111067,600.00,Revenue,Waveney Windows Ltd,,,,,,,,,,,,,,,
Excluded,Bank Accounts,Current Liabilities,Creditors - Unallocated,09/04/2024,VI-111422,284.40,Revenue,GAC Services Ltd,,,,,,,,,,,,,,,
Excluded,Bank Accounts,Current Liabilities,Creditors - Unallocated,26/04/2024,VI-112895,284.40,Revenue,Swiss Farm Ltd,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110717,"1,125.00",Revenue,Yoxford Parish Council,,,,,,,,,,,,,,,
Financial Resources and Value for Money,Collection Fund,Expenditure not charged to Cost of Service,Parish Council Precepts,30/04/2024,VI-112528,"7,377.00",Revenue,Yoxford Parish Council,,,,,,,,,,,,,,,
"Communities, Leisure and Tourism",Revenue Grants,Supplies and Services,Grants & Contributions,05/04/2024,VI-110704,441.60,Revenue,Yoxford History Group,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Transfer Payments,Settlement Of Complaints,19/04/2024,VI-112337,585.19,Revenue,Boast International,,,,,,,,,,,,,,,
Community Health,Port Health Authority,Supplies and Services,Analysts/Vets Fees,30/04/2024,VI-112875,"1,842.66",Revenue,Ziegler UK Limited,,,,,,,,,,,,,,,
