Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",BLUE PEAR DAY NURSERY,45083,5037296,10590.880000000001,TCR NURSERY
"Children, Education and Families",BREASIDE PREPARATORY SCHOOL,45083,5037297,19489.5,OTHER CREDS
"Children, Education and Families",BRICK BY BRICK PRE-SCHOOL,45083,5037298,9523.5,OTHER CREDS
"Children, Education and Families",BRICK BY BRICK PRE-SCHOOL,45083,5037298,144,OTHER CREDS
"Children, Education and Families",BRIGHT BEGINNINGS PRE-SCHOOL,45083,5037299,5278.609999999999,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037300,7121.6,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037301,7554.839999999999,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037301,264,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037302,13557.679999999998,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037302,273.6,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037303,13904.460000000001,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037303,432,TCR NURSERY
"Children, Education and Families",BRIGHT HORIZONS FAMILY SOLUTIONS,45083,5037304,16628.559999999998,TCR NURSERY
"Children, Education and Families",BRIGHT START MONTESSORI,45083,5037305,16119.3,OTHER CREDS
"Children, Education and Families",BRIGHT START MONTESSORI,45083,5037305,1152,OTHER CREDS
"Children, Education and Families",BURNT ASH PRIMARY SCHOOL (ACADEMY),45083,5037306,12168.6,TCR IND SCHOOL
"Children, Education and Families",BURNT ASH PRIMARY SCHOOL (ACADEMY),45083,5037306,1080,TCR IND SCHOOL
"Children, Education and Families",BUSY BEES KIDS CLUB LTD,45083,5037307,15810.56,TCR NURSERY
"Children, Education and Families",BUSY BEES KIDS CLUB LTD,45083,5037307,360,TCR NURSERY
"Children, Education and Families",BUSY BEES NURSERY CHISLEHURST,45083,5037308,14172.8,TCR NURSERY
"Children, Education and Families",CANNON CARS,45083,5037309,593.7,TCR TRANSPORT
"Children, Education and Families",CANNON CARS,45083,5037310,17392.37,TCR TRANSPORT
Adult Care and Health,CARING LANE LTD,45083,5037313,3643.92,TCR DOMICILIARY PROVIDER
"Children, Education and Families",CDAT T/A BIGGIN HILL PRIMARY SCHOOL,45083,5037316,11610,TCR IND SCHOOL
Environment & Community Services,CDP ENVIRONMENTAL LTD,45083,5037318,720,TCR SUPPLIER GENERAL
"Children, Education and Families",CHAILEY HERITAGE FOUNDATION,45083,5037319,13725.3,TCR RESIDENTIAL HOME
"Children, Education and Families",CHANNEL YOUR ENERGIES LTD * CATOR PARK,45083,5037320,16693.02,TCR NURSERY
"Children, Education and Families",CHANNEL YOUR ENERGIES LTD * CATOR PARK,45083,5037320,360,TCR NURSERY
"Children, Education and Families",CHARTERHOUSE PRE-SCHOOL,45083,5037322,18401.4,VENDOR
"Children, Education and Families",CHARTERHOUSE PRE-SCHOOL,45083,5037322,1920,VENDOR
"Children, Education and Families",CHILDBASE LTD,45083,5037324,26096.129999999997,VENDOR
"Children, Education and Families",CHILDBASE LTD,45083,5037324,789.6,VENDOR
"Children, Education and Families",CHILDRENS SERVICES NETWORK,45083,5037325,62.4,TCR SUPPLIER GENERAL
"Children, Education and Families",CHILDRENS SERVICES NETWORK,45083,5037325,2625,TCR SUPPLIER GENERAL
"Children, Education and Families",CHRIST CHURCH PRE-SCHOOL,45083,5037326,3671.46,TCR NURSERY
"Children, Education and Families",CHRIST CHURCH PRE-SCHOOL,45083,5037326,504,TCR NURSERY
"Children, Education and Families",CHURCHFIELDS PRIMARY SCHOOL,45083,5037327,10612.439999999999,LBB SCHOOL
"Children, Education and Families",CLOCK HOUSE PRE-SCHOOL GROUP,45083,5037328,11381.76,OTHER CREDS
"Children, Education and Families",CLOCK HOUSE PRE-SCHOOL GROUP,45083,5037328,2220,OTHER CREDS
Adult Care and Health,REDACTED PERSONAL DATA,45083,5037329,8820,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037329,212906,TCR TRANSPORT
"Children, Education and Families",CLOVER INDEPENDENT LIVING LTD,45083,5037330,29917.109999999993,TCR SUPPLIER GENERAL
"Children, Education and Families",CONNECT SCHOOLS ACADEMY TRUST,45083,5037331,5368.320000000001,TCR ACADEMY
"Children, Education and Families",CONNECT SCHOOLS ACADEMY TRUST,45083,5037332,9525,TCR ACADEMY
"Children, Education and Families",CONNECT SCHOOLS ACADEMY TRUST,45083,5037333,17174,TCR ACADEMY
Environment & Community Services,CONTAINERS 4 SALE UK LTD,45083,5037334,3490,TCR TRANSPORT
"Children, Education and Families",CROFTON EARLY LEARNERS,45083,5037335,11469.6,TCR NURSERY
"Children, Education and Families",CROWN CHILDCARE LTD,45083,5037336,2970.9,TCR NURSERY
"Renewal, Recreation and Housing",CROYDON COUNCIL,45083,5037337,481.2,PCS LOCAL AUTH
"Children, Education and Families",CRYSTAL CHILDCARE LTD,45083,5037338,6606.26,OTHER CREDS
"Children, Education and Families",CRYSTAL CHILDCARE LTD,45083,5037339,9634.36,OTHER CREDS
"Resources, Commissioning and Contracts Management",D S CALLARDS LTD,45083,5037340,9567.87,TCR TRAINING
"Children, Education and Families",DARRICK WOOD INFANT SCHOOL (ACADEMY),45083,5037342,17125.68,TCR IND SCHOOL
"Children, Education and Families",DARRICK WOOD INFANT SCHOOL (ACADEMY),45083,5037342,348,TCR IND SCHOOL
Environment & Community Services,REDACTED PERSONAL DATA,45083,5037344,29734.14,SUB-CONTRACTOR
"Children, Education and Families",E J C  CHILDCARE LTD,45083,5037345,5857.2,TCR NURSERY
"Children, Education and Families",E J C  CHILDCARE LTD,45083,5037345,288,TCR NURSERY
"Children, Education and Families",EDEN PARK CHILDCARE - AMANDA COWARD,45083,5037346,936,TCR NURSERY
Adult Care and Health,EKOHRAY LTD,45083,5037348,3145,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037349,811.1999999999999,TCR NURSERY
"Children, Education and Families",ELMSTEAD WOOD PRIMARY SCHOOL,45083,5037350,11476.8,TCR NURSERY
"Children, Education and Families",ELMSTEAD WOOD PRIMARY SCHOOL,45083,5037350,360,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037351,686.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037355,561.6,IND CARERS/MOTHERS
"Children, Education and Families",ENA PURSER LITTLELITES,45083,5037356,1499.4,TCR NURSERY
Adult Care and Health,EUROPEAN NURSING AGENCY,45083,5037359,1201.2,OTHER CREDS
"Children, Education and Families",EXPERT IN MIND,45083,5037360,908.08,TCR CONSULTANT
"Children, Education and Families",FARRINGTONS SCHOOL,45083,5037361,9360,OTHER CREDS
"Children, Education and Families",FENNIES DAY NURSERIES LTD,45083,5037362,7589.12,TCR NURSERY
"Children, Education and Families",FENNIES DAY NURSERIES LTD,45083,5037362,526.08,TCR NURSERY
"Children, Education and Families",FENNIES DAY NURSERIES LTD,45083,5037363,12755.74,TCR NURSERY
"Children, Education and Families",FENNIES DAY NURSERIES LTD,45083,5037364,15985.579999999998,TCR NURSERY
"Children, Education and Families",FENNIES DAY NURSERIES LTD,45083,5037364,986.64,TCR NURSERY
"Children, Education and Families",FERN HILL MONTESSORI LTD,45083,5037365,7377.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037366,693.24,IND AGENCY CARERS
"Children, Education and Families",FLEDGLINGS MONTESSORI,45083,5037367,4305.599999999999,TCR NURSERY
"Children, Education and Families",FUNSHINE (EDEN PARK) LTD,45083,5037368,10340.779999999999,TCR IND SCHOOL
"Children, Education and Families",GEORGE DAY NURSERIES LTD,45083,5037371,8124.68,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037372,739.88,TCR NURSERY
"Children, Education and Families",GIANT STEPS NURSERY LTD,45083,5037373,6281.64,TCR NURSERY
"Children, Education and Families",GIANT STEPS NURSERY LTD,45083,5037373,720,TCR NURSERY
"Children, Education and Families",GRACES DAY NURSERY LTD,45083,5037374,47684.4,TCR NURSERY
"Children, Education and Families",GRACES DAY NURSERY LTD,45083,5037374,1080,TCR NURSERY
Public Protection and Enforcement,GRADKO INTERNATIONAL LTD,45083,5037375,1652.4,TCR SUPPLIER GENERAL
"Children, Education and Families",GRAYS FARM PRIMARY ACADEMY,45083,5037376,7592.4,TCR IND SCHOOL
"Children, Education and Families",HAPPY DAYS KINDERGARTEN LTD,45083,5037377,10707.48,TCR NURSERY
"Children, Education and Families",HARRIS FEDERATION PRIMARY ACADEMY KENT HOUSE,45083,5037378,6664.8,TCR IND SCHOOL
"Children, Education and Families",HARRIS FEDERATION PRIMARY ACADEMY KENT HOUSE,45083,5037378,180,TCR IND SCHOOL
"Children, Education and Families",HARRIS PRIMARY ACADEMY CRYSTAL PALACE,45083,5037379,10340.4,TCR IND SCHOOL
Adult Care and Health,HATS GROUP LTD,45083,5037380,8358,TCR SUPPLIER GENERAL
"Children, Education and Families",HATS GROUP LTD,45083,5037380,179642,TCR SUPPLIER GENERAL
"Children, Education and Families",HAYESWICK LTD,45083,5037381,4576.18,TCR NURSERY
"Children, Education and Families",HAYESWICK LTD,45083,5037382,6652.049999999999,TCR NURSERY
"Children, Education and Families",HOLY INNOCENTS CATHOLIC PRIMARY SCHOOL,45083,5037385,19509.6,TCR NURSERY
"Children, Education and Families",HOLY INNOCENTS CATHOLIC PRIMARY SCHOOL,45083,5037385,900,TCR NURSERY
"Renewal, Recreation and Housing",HYDE & ROWE LTD,45083,5037386,3560.8,TCR SUPPLIER GENERAL
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45083,5037390,4918,OTHER CREDS
"Children, Education and Families",JAMMA UMOJA [RESIDENTIAL SERVICES] LTD,45083,5037391,4918,OTHER CREDS
"Children, Education and Families",JIGSAW PRE-SCHOOL PLAYGROUP,45083,5037393,4780.8,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037394,4137.43,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037395,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037397,2892.85,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037398,1060.8,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037399,951.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037403,6132.6,IND REFUND
"Children, Education and Families",KELLY EXECUTIVE LTD,45083,5037404,44319.6,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037409,546,OTHER CREDS
"Children, Education and Families",KINDER EDUCATION LTD,45083,5037410,12833.1,TCR NURSERY
"Children, Education and Families",KINDER EDUCATION LTD,45083,5037410,900,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45083,5037411,-391,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45083,5037411,33199.42,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45083,5037411,974.8,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45083,5037412,41641.51,TCR NURSERY
"Children, Education and Families",KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,45083,5037413,3129.98,PCS HEALTH AUTH
Adult Care and Health,REDACTED PERSONAL DATA,45083,5037416,4702.71,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45083,5037416,434.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45083,5037416,242.81,TCR DOMICILIARY PROVIDER
"Children, Education and Families",L & S VENTURES LTD,45083,5037417,16984.739999999998,TCR NURSERY
"Children, Education and Families",L & S VENTURES LTD,45083,5037417,480,TCR NURSERY
"Children, Education and Families",LA SEN NETWORK LTD,45083,5037418,1500,TCR TRAINING
"Children, Education and Families",LADYBIRD NURSERIES LONDON LTD,45083,5037419,2423.2,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERIES LONDON LTD,45083,5037420,4992,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERY,45083,5037421,6531.2,OTHER CREDS
"Children, Education and Families",LADYBIRD NURSERY,45083,5037422,8652.8,OTHER CREDS
Adult Care and Health,LADYBIRDS 1991 LTD,45083,5037423,6150,TCR SUPPLIER GENERAL
"Children, Education and Families",LADYBIRDS 1991 LTD,45083,5037423,86247.12,TCR SUPPLIER GENERAL
"Children, Education and Families",LANGLEY PRE SCHOOL,45083,5037424,8040.96,OTHER CREDS
"Children, Education and Families",LANGLEY PRE SCHOOL,45083,5037424,360,OTHER CREDS
"Children, Education and Families",LEESONS PRIMARY SCHOOL (ACADEMY),45083,5037428,13199.52,TCR NURSERY
"Children, Education and Families",LEESONS PRIMARY SCHOOL (ACADEMY),45083,5037428,1296,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037430,3431.48,TCR NURSERY
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45083,5037431,7359.9800000000005,TCR NURSERY
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45083,5037431,720,TCR NURSERY
"Children, Education and Families",LINDEN LEAS PRE-SCHOOL,45083,5037432,12204.600000000002,VENDOR
Adult Care and Health,LIQUID PERSONNEL LTD,45083,5037433,1019.5500000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE BIRCHES PRIVATE PRESCHOOL,45083,5037435,19836.66,TCR NURSERY
"Children, Education and Families",LITTLE BIRCHES PRIVATE PRESCHOOL,45083,5037435,480,TCR NURSERY
"Children, Education and Families",LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,45083,5037436,9328.38,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,45083,5037436,600,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE ELMS DAY CARE (CROFTON),45083,5037437,17785.239999999998,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE (CROFTON),45083,5037437,263.04,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45083,5037438,14266.740000000002,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45083,5037438,240,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45083,5037439,33867.12,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45083,5037439,120,TCR NURSERY
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45083,5037440,3605.4,TCR NURSERY
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45083,5037440,720,TCR NURSERY
"Children, Education and Families",LITTLE SUNFLOWER DAY NURSERY * 3008906,45083,5037441,7722,OTHER CREDS
"Children, Education and Families",LITTLE SUNSHINES LTD,45083,5037442,5119.74,TCR NURSERY
"Children, Education and Families",LOTTIES NURSERIES LTD,45083,5037445,24702.63,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037446,717.6,SOLETRADER
"Children, Education and Families",MANOR OAK PRIMARY SCHOOL,45083,5037447,10413,LBB SCHOOL
"Children, Education and Families",MANOR OAK PRIMARY SCHOOL,45083,5037447,180,LBB SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037448,724.5,TCR NURSERY
"Children, Education and Families",MARKU A LTD,45083,5037450,17520.28,TCR SUPPLIER GENERAL
"Children, Education and Families",MARKU A LTD,45083,5037450,268.24,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,REDACTED PERSONAL DATA,45083,5037451,4140,IND INSURANCE
"Children, Education and Families",MARYFIELD PRE-SCHOOL,45083,5037452,8892.449999999999,TCR NURSERY
"Children, Education and Families",MARYFIELD PRE-SCHOOL,45083,5037452,540,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037454,504.2,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45083,5037455,11542.940000000004,TCR DOMICILIARY PROVIDER
"Children, Education and Families",MIDFIELD PRIMARY SCHOOL (ACADEMY),45083,5037456,11084.63,TCR IND SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037457,608.4,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037460,630.9,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037461,780,IND CARERS/MOTHERS
"Children, Education and Families",MOTTINGHAM HALL LTD,45083,5037464,9321.75,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45083,5037466,1949.92,IND DIRECT PAYMENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037467,14112,TCR TRANSPORT
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037468,608.4,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037472,1376.9,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037473,561.6,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037474,538.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037477,20093.579999999998,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037477,1844,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037480,670.8,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037482,1404,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037485,858,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037486,514.8,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037487,785.1,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037489,561.6,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037490,8618.1,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037491,5513.400000000001,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037492,1632.8,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037494,1003.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037496,766.1999999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037498,842.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037499,4368.9,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037499,360,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037500,1310.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037502,1060.8,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037505,1528.8000000000002,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037506,563.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037507,808.29,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037507,525.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037509,19348.82,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037509,318,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037510,655.1999999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037511,6497.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037511,450,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037512,10183.1,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037512,180,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037513,561.6,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037514,10005,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037516,1170,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037517,468,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037517,720,IND REFUND
Insurance Fund Holding Account Total,NATIONAL WINDSCREENS (REPLACEMENTS) LTD,45083,5037520,425.7,TCR SUPPLIER GENERAL
"Children, Education and Families",NATURAL LEARNERS LTD,45083,5037521,10611.599999999999,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037522,10004.4,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45083,5037522,360,TCR SUPPLIER GENERAL
