Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032220,3905,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032221,1039.5,CHILDRENS RES UNITS
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032222,2086.82,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032222,143,TCR DOMICILIARY PROVIDER
Public Protection and Enforcement,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,45040,5032223,92912.87999999999,PCS HEALTH AUTH
"Children, Education and Families",KISIMUL GROUP LTD,45040,5032224,2343.47,TCR RESIDENTIAL HOME
Control Balance Sheet Total,LEX AUTOLEASE LTD,45040,5032227,4704.099999999999,TCR SUPPLIER GENERAL
Adult Care and Health,LIAISE MANAGEMENT LTD,45040,5032228,9273.12,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45040,5032229,32958.18,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45040,5032229,8363.71,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45040,5032230,1837.29,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45040,5032231,8810.76,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45040,5032232,187644.19999999995,OTHER CREDS
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45040,5032232,515083.24,OTHER CREDS
"Children, Education and Families",LIRAL VEGET COLLEGE LONDON LTD,45040,5032234,26414,TCR IND SCHOOL
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45040,5032235,2904,TCR NURSERY
"Resources, Commissioning and Contracts Management",LONDON GRID FOR LEARNING TRUST,45040,5032237,3001.44,OTHER CREDS
Insurance Fund Holding Account Total,REDACTED PERSONAL DATA,45040,5032238,780,IND INSURANCE
Adult Care and Health,ME LEARNING LTD,45040,5032240,6421.88,TCR SUPPLIER GENERAL
CEF Balance Sheet Total,ME LEARNING LTD,45040,5032240,6421.87,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",ME LEARNING LTD,45040,5032240,16407.75,TCR SUPPLIER GENERAL
Control Balance Sheet Total,MEDIGOLD HEALTH CONSULTANCY LTD,45040,5032241,14887,TCR SUPPLIER GENERAL
"Children, Education and Families",MORE HOUSE SCHOOL,45040,5032243,6112.62,PCS LA SCHOOL
"Renewal, Recreation and Housing",MR CHARANTOOR SINGH T/A KINGS MOVE,45040,5032244,1295,TCR SUPPLIER GENERAL
"Children, Education and Families",NONSTOP CONSULTING LTD,45040,5032246,1950,TCR STAFF AGENCY
RCCM Capital Total,NUMBER 10 INTERIM,45040,5032247,5750,TCR SUPPLIER GENERAL
"Children, Education and Families",OCTAVIA HOUSE SCHOOLS LTD,45040,5032248,15000,TCR IND SCHOOL
"Children, Education and Families",OUTER TEMPLE CHAMBERS,45040,5032249,3300,TCR LEGAL
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45040,5032250,12890.509999999993,TCR DOMICILIARY PROVIDER
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45040,5032250,1660.0199999999998,TCR DOMICILIARY PROVIDER
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45040,5032252,16600,TCR IND SCHOOL
Adult Care and Health,PATHWAYS CARE GROUP LTD,45040,5032253,3643.72,TCR RESIDENTIAL HOME
CEF Capital Total,PELLINGS LLP,45040,5032254,10500,VENDOR
CEF Capital Total,PINNACLE ESP LTD,45040,5032255,1499,TCR CONSULTANT
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032258,12755.860000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032258,141.68,TCR DOMICILIARY PROVIDER
Adult Care and Health,RIVER GARDEN CARE LTD,45040,5032261,7605.949999999999,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45040,5032261,330.6,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45040,5032261,1142.48,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45040,5032262,1144.54,VENDOR
"Children, Education and Families",SACKVILLE SCHOOL,45040,5032263,53627,TCR IND SCHOOL
Adult Care and Health,SALUTEM SHARED SERVICES III LTD,45040,5032264,6826,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032265,16076.76,CHILDRENS RES UNITS
"Children, Education and Families",SB HAIR & BEAUTY ACADEMY,45040,5032266,3900,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032267,560,TCR SUPPLIER GENERAL
"Children, Education and Families",SEND UK SOLUTIONS,45040,5032268,5640,TCR TRAINING
"Children, Education and Families",SERENITY SCHOOL ELTHAM LTD,45040,5032269,51429,LBB OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032270,27332,TCR IND SCHOOL
"Children, Education and Families",SHEARS ACADEMY LTD,45040,5032271,1666.66,TCR ACADEMY
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032274,1063.08,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032275,7001.189999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032275,441.63,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45040,5032276,6272,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032277,21982.680000000008,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032277,103.38,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032277,1274.5900000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45040,5032278,20000,TCR CONSULTANT
"Children, Education and Families",THE GARWOOD  FOUNDATION,45040,5032280,55795.97,VOS CHARITY ORG
"Children, Education and Families",THE RYES COLLEGE LTD,45040,5032282,20794.84,TCR SUPPLIER GENERAL
"Children, Education and Families",THE WRITE TIME LTD,45040,5032283,66452.16,TCR TRAINING
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45040,5032284,9210.14,TCR RESIDENTIAL HOME
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45040,5032285,9210.14,TCR RESIDENTIAL HOME
Adult Care and Health,WOODHAM ENTERPRISES LIMITED,45040,5032285,6362.18,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45040,5032286,545.26,CHILDRENS RESIDENTIAL UNITS
"Children, Education and Families",YOUNG VIBRANT,45040,5032287,3580,TCR SUPPLIER GENERAL
Adult Care and Health,YOUTH GRACES (UK) LTD,45040,5032288,1792.9800000000002,TCR SUPPLIER GENERAL
RCCM Capital Total,EUROVIA INFRASTRUCTURE LTD,45041,220079,564.67,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45041,220082,1000,LBB OTHER
"Resources, Commissioning and Contracts Management",6 PUMP COURT CHAMBERS,45041,5032289,7200,TCR LEGAL
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032290,680,SOLETRADER
Environment & Community Services,ALLIED PUBLICITY SERVICES (MANCHESTER) LTD,45041,5032292,1030.93,TCR SUPPLIER GENERAL
Adult Care and Health,ALLPAY LTD,45041,5032296,512.26,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032298,36778.81,IND TRAINING
"Children, Education and Families",AURORA FOXES,45041,5032299,20623.25,TCR ACADEMY
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032300,17629.53,IND OTHER
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45041,5032301,6712.47,SUB-CONTRACTOR
"Renewal, Recreation and Housing",BANK SEARCH INFORMATION CONSULTANCY LTD,45041,5032302,1180,TCR SUPPLIER GENERAL
CEF Capital Total,BISHOP JUSTUS C. E. SCHOOL (ACADEMY),45041,5032304,19600,TCR IND SCHOOL
"Children, Education and Families",BLOSSOM HOUSE SCHOOL LTD,45041,5032305,15950,TCR IND SCHOOL
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45041,5032306,5858.170000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45041,5032306,189.09,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45041,5032306,382.6,TCR DOMICILIARY PROVIDER
Adult Care and Health,CARE DIRECT UK LTD,45041,5032308,12727.789999999997,TCR SUPPLIER GENERAL
Adult Care and Health,CARE DIRECT UK LTD,45041,5032308,705.0900000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",COMPASS ACADEMY TRUST,45041,5032309,9750,TCR IND SCHOOL
Adult Care and Health,CREATIVE SUPPORT LTD,45041,5032310,2838.08,TCR SUPPLIER GENERAL
Adult Care and Health,DAY TO DAY CARE LTD,45041,5032312,1777.8600000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45041,5032312,69.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45041,5032312,202.82,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032313,15372,TCR SUPPLIER GENERAL
"Children, Education and Families",NEUROBOX  LTD,45041,5032314,3302.32,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032316,4928.4,CHILDRENS RES UNITS
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45041,5032317,3250,TCR CONSULTANT
"Children, Education and Families",EQUAL CHANCE LTD,45041,5032318,957.65,TCR SUPPLIER GENERAL
Adult Care and Health,ETERNAL CARE UK LTD,45041,5032319,4062.5199999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45041,5032319,4351.12,TCR DOMICILIARY PROVIDER
Environment & Community Services,EXACTRAK,45041,5032320,580,TCR SUPPLIER GENERAL
"Children, Education and Families",EXPERT IN MIND,45041,5032322,604.8,TCR CONSULTANT
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45041,5032323,8609.69,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45041,5032323,509.28,TCR DOMICILIARY PROVIDER
Adult Care and Health,FABS DOMICILIARY HOMECARE LTD,45041,5032323,302.55,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032326,3485.06,CHILDRENS RES UNITS
Environment & Community Services,FORESHAW BUILDING SERVICES LIMITED,45041,5032327,10415.46,SUB-CONTRACTOR
Adult Care and Health,FORGETMENOT ADULT CENTRE LTD,45041,5032328,1860,TCR SUPPLIER GENERAL
Environment & Community Services,REDACTED PERSONAL DATA,45041,5032330,3650,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032331,1038.85,IND OTHER
"Renewal, Recreation and Housing",GREENWICH LEISURE LTD,45041,5032336,515414,TCR SUPPLIER GENERAL
Adult Care and Health,GUYS & ST THOMAS NHS FOUNDATION TRUST,45041,5032337,16800,TRUST
"Children, Education and Families",HEADSIGHT SERVICES LTD,45041,5032338,700,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032339,1417.14,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032340,6857.13,CHILDRENS RES UNITS
Adult Care and Health,INVICTA24 PLUS LTD,45041,5032342,10620.84,TCR SUPPLIER GENERAL
Public Protection and Enforcement,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,45041,5032347,120806.12,PCS HEALTH AUTH
"Children, Education and Families",KISIMUL GROUP LTD,45041,5032348,2343.47,TCR RESIDENTIAL HOME
"Children, Education and Families",KISIMUL GROUP LTD,45041,5032349,2343.47,TCR RESIDENTIAL HOME
"Children, Education and Families",KISIMUL GROUP LTD,45041,5032350,21387.15,TCR RESIDENTIAL HOME
"Children, Education and Families",KISIMUL GROUP LTD,45041,5032350,4371.19,TCR RESIDENTIAL HOME
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032351,4264.85,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032351,428.82000000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032351,175.33,TCR DOMICILIARY PROVIDER
RRH Capital Total,LAMBERT SMITH HAMPTON GROUP LTD,45041,5032352,3619,TCR CONSULTANT
"Children, Education and Families",LET'S COMMUNICATE LTD,45041,5032354,1295,TCR CONSULTANT
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45041,5032355,88019.51,OTHER CREDS
Adult Care and Health,MACKLEY HOME CARE LTD,45041,5032356,915.1800000000001,TCR DOMICILIARY PROVIDER
Enviromnent Balance Sheet Total,MARK TRANSPORT CO LTD,45041,5032357,636.03,OTHER CREDS
Public Protection and Enforcement,MARK TRANSPORT CO LTD,45041,5032357,62,OTHER CREDS
"Children, Education and Families",MARVELLOUS PROPERTIES LTD,45041,5032358,10971.43,TCR SUPPLIER GENERAL
"Children, Education and Families",MARY HARE SCHOOLS,45041,5032359,62026,TCR IND SCHOOL
"Children, Education and Families",MEPA ACADEMY LIMITED,45041,5032360,4500,TCR ACADEMY
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032361,11209.53,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032362,900,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032366,39090,CHILDRENS RES UNITS
"Children, Education and Families",NISAI VIRTUAL ACADEMY LTD,45041,5032367,3250.01,TCR TRAINING
"Children, Education and Families",OXLEAS NHS FOUNDATION TRUST,45041,5032368,2600,PCS HEALTH AUTH
Adult Care and Health,PARKWOOD HALL CO-OPERATIVE ACADEMY,45041,5032370,11695.58,TCR IND SCHOOL
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45041,5032370,5504.42,TCR IND SCHOOL
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45041,5032370,18633.33,TCR IND SCHOOL
"Children, Education and Families",PLUMPTON COLLEGE,45041,5032371,2639.92,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45041,5032372,309.75,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45041,5032372,282.3,TCR SUPPLIER GENERAL
"Children, Education and Families",PPL PRS LTD,45041,5032373,2633.8200000000006,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45041,5032374,1627.45,LBB OTHER
Adults Balance Sheet Total,ROWLAND BROTHERS LTD,45041,5032375,1417,TCR SUPPLIER GENERAL
Adult Care and Health,ROYAL BOROUGH OF KENSINGTON & CHELSEA,45041,5032376,15473,PCS LOCAL AUTH
"Children, Education and Families",RUSKIN MILL EDUCATIONAL TRUST,45041,5032377,28041.47,VENDOR
"Children, Education and Families",RUTH BAYLISS THE CHILDREN'S PHYSIO,45041,5032378,1711,TCR SUPPLIER GENERAL
"Children, Education and Families",SACKVILLE SCHOOL,45041,5032379,4380,TCR IND SCHOOL
Adult Care and Health,SCODEF LTD T/A SODEF CARE,45041,5032381,31212.18000000003,TCR SUPPLIER GENERAL
Adult Care and Health,SCODEF LTD T/A SODEF CARE,45041,5032381,1143.4199999999998,TCR SUPPLIER GENERAL
Public Protection and Enforcement,SDK ENVIRONMENTAL LTD,45041,5032382,5598.13,TCR SUPPLIER GENERAL
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45041,5032383,13693.01,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45041,5032383,86.45,TCR DOMICILIARY PROVIDER
Adult Care and Health,SMITHFIELD HEALTH & SOCIALCARE LTD T/A VERILIFE,45041,5032383,84.28,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45041,5032384,10495.36,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032385,7317.519999999996,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032385,441.63,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032386,8439.77,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032386,441.63,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032387,9955.539999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45041,5032387,793.71,TCR DOMICILIARY PROVIDER
RRH Capital Total,SOMERHILL CONSULTING SERVICES LTD,45041,5032388,980,COMPANY
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45041,5032390,20641.8,TCR SUPPLIER GENERAL
"Children, Education and Families",ST OLAVES SCHOOL TRUST,45041,5032391,5441,VOS CHARITY ORG
"Children, Education and Families",THE ARTEMIS TEAM LTD,45041,5032392,4160,OTHER CREDS
"Children, Education and Families",THE ARTEMIS TEAM LTD,45041,5032393,4430,OTHER CREDS
"Children, Education and Families",THE ARTEMIS TEAM LTD,45041,5032394,4680,OTHER CREDS
"Children, Education and Families",THE ARTEMIS TEAM LTD,45041,5032395,5537.5,OTHER CREDS
"Children, Education and Families",THE FREWEN EDUCATIONAL TRUST LTD,45041,5032396,14150,OTHER CREDS
"Children, Education and Families",THE OT PRACTICE LTD,45041,5032397,743,TCR SUPPLIER GENERAL
"Children, Education and Families",THE TUTORIAL FOUNDATION,45041,5032398,1808.1000000000001,VENDOR
"Children, Education and Families",TKG LTD,45041,5032399,5609.34,TCR TRANSPORT
"Renewal, Recreation and Housing",TRAFALGAR UK THEATRES BROMLEY LTD,45041,5032400,10125,TCR SUPPLIER GENERAL
"Children, Education and Families",UNITY CARE SOLUTIONS LTD,45041,5032401,2295.08,COMPANY
CEF Capital Total,WOODSIDE CONTRACT SERVICES LTD,45041,5032403,2223,SUB-CONTRACTOR
"Children, Education and Families",YOUNG EPILEPSY,45041,5032405,21167.33,VOS CHARITY ORG
"Children, Education and Families",YOUNG EPILEPSY,45041,5032406,23978.33,VOS CHARITY ORG
Adult Care and Health,YOUNG EPILEPSY,45041,5032407,112460.58,VOS CHARITY ORG
"Children, Education and Families",YOUNG EPILEPSY,45041,5032407,303587.69999999995,VOS CHARITY ORG
"Children, Education and Families",YOUNG VIBRANT,45041,5032408,507.06,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG VIBRANT,45041,5032409,507.06,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG VIBRANT,45041,5032410,600,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG VIBRANT,45041,5032411,5080,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUR BEAUTY SCHOOL CIC,45041,5032412,5765,TCR TRAINING
"Resources, Commissioning and Contracts Management",4 BRICK COURT,45042,5032414,700,TCR LEGAL
RRH Capital Total,AB STANS HEATING,45042,5032416,2640,TCR SUPPLIER GENERAL
"Children, Education and Families",ACORN CARE & EDUCATION LTD,45042,5032419,2263.9100000000003,TCR SUPPLIER GENERAL
"Children, Education and Families",ACORN CARE & EDUCATION LTD,45042,5032420,16318.5,TCR SUPPLIER GENERAL
"Children, Education and Families",ACORN CARE & EDUCATION LTD,45042,5032421,165641.16999999995,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45042,5032422,9696,TCR LANDLORD
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45042,5032423,738.3,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45042,5032423,1264.8799999999999,TCR SUPPLIER GENERAL
Adult Care and Health,AGE CONCERN ORPINGTON & DISTRICT,45042,5032423,87.84,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45042,5032426,560,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",APPURITY LTD,45042,5032428,17170,TCR SUPPLIER GENERAL
RCCM Capital Total,REDACTED PERSONAL DATA,45042,5032429,2144.56,SUB-CONTRACTOR
"Children, Education and Families",BRANAS ISAF (BYTHNOD & HENDRE LLWYD) LTD,45042,5032431,25928.57,TCR SUPPLIER GENERAL
Adult Care and Health,BRISEN COMPANY LTD,45042,5032432,393.96,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRISEN COMPANY LTD,45042,5032432,1700.8200000000004,TCR DOMICILIARY PROVIDER
"Renewal, Recreation and Housing",BRITISH BIDS LTD,45042,5032433,850,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45042,5032435,546263.33,TCR IND SCHOOL
"Children, Education and Families",CANON (UK) LTD,45042,5032436,2220.5800000000004,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45042,5032437,2759.4,IND AGENCY CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45042,5032439,2932.5,IND OTHER
Public Protection and Enforcement,CITY OF LONDON,45042,5032440,1646,OTHER CREDS
"Children, Education and Families",COMPASS FOSTERING LONDON LIMITED,45042,5032441,3409,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",COPERS COPE AREA RESIDENTS ASSOCIATION,45042,5032443,5000,VOS VOLUNTARY ASSOC
"Children, Education and Families",CORAM,45042,5032444,100856,TCR SUPPLIER GENERAL
