SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075224,45376,10062.36,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5075225,45376,-4691.64,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075225,45376,10062.36,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5075226,45376,-4691.64,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075226,45376,10062.36,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,53236,Fairer Charging Nursing Care Income,LEONARD CHESHIRE SERVICES CIC,3146063,5075227,45376,-4691.64,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075227,45376,10062.36,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075228,45376,8188,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075229,45376,8188,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075230,45376,8188,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075231,45376,8188,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075232,45376,10917.8,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65536,Long Term Nursing Care Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075233,45376,24008.57,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,LEONARD CHESHIRE SERVICES CIC,3146063,5075234,45376,46504.8,TCR RESIDENTIAL HOME
 Management Accounting & Systems,"Resources, Commissioning and Contracts Management",65589,C.E School Services Contract,LIBERATA UK LIMITED,3020486,5075235,45376,8810.76,OTHER CREDS
 Access and Inclusion,"Children, Education and Families",63213,Client Transport,REDACTED PERSONAL DATA,3148214,5075236,45376,19547.5,TCR TRANSPORT
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,MARVELLOUS PROPERTIES LTD,3127037,5075238,45376,3360.06,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,MARVELLOUS PROPERTIES LTD,3127037,5075238,45376,372.86,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",66112,Looked After Cost Other,MARVELLOUS PROPERTIES LTD,3127037,5075239,45376,3360.06,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",64353,Placement Support,MARVELLOUS PROPERTIES LTD,3127037,5075239,45376,372.86,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,MARVELLOUS PROPERTIES LTD,3127037,5075240,45376,3591.79,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,MARVELLOUS PROPERTIES LTD,3127037,5075240,45376,398.57,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",66112,Looked After Cost Other,MARVELLOUS PROPERTIES LTD,3127037,5075240,45376,3591.79,TCR SUPPLIER GENERAL
 Referral and Assessment Service,"Children, Education and Families",64353,Placement Support,MARVELLOUS PROPERTIES LTD,3127037,5075240,45376,398.57,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning West,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3145574,5075242,45376,1123.2,IND OTHER
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,REDACTED PERSONAL DATA,3203849,5075243,45376,925,IND OTHER
 Contact Centre,"Resources, Commissioning and Contracts Management",64412,ICT Software,NETCALL TECHNOLOGY LTD,3148362,5075244,45376,17471,LBB OTHER
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3200792,5075246,45376,8103.39,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3202570,5075247,45376,21780.2,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",65584,Community Homes,REDACTED PERSONAL DATA,3202570,5075248,45376,23282.28,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",63214,Transport Costs Staff,RSP LTD * 3000664,3000664,5075251,45376,45.2,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",63214,Transport Costs Staff,RSP LTD * 3000664,3000664,5075251,45376,337.7,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",65532,Kinship Family and Friends,RSP LTD * 3000664,3000664,5075251,45376,220.8,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,RSP LTD * 3000664,3000664,5075251,45376,438.4,OTHER CREDS
 0-25 Children Service,"Children, Education and Families",63213,Client Transport,RSP LTD * 3000664,3000664,5075251,45376,66.9,OTHER CREDS
 Safeguarding and Quality Improvement,"Children, Education and Families",63511,Contributions to Transport Related Provisions,RSP LTD * 3000664,3000664,5075251,45376,39.4,OTHER CREDS
 Safeguarding and Care Planning East,"Children, Education and Families",64326,Professional Services General,SAFESPACE LIVING LTD,3204250,5075253,45376,7800,TCR RESIDENTIAL HOME
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,SER PROPERTIES LTD,3145379,5075254,45376,64777.29,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5075255,45376,8088.5700000000015,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5075255,45376,96.95,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3151872,5075255,45376,700.24,TCR DOMICILIARY PROVIDER
 Safeguarding and Care Planning East,"Children, Education and Families",65584,Community Homes,SURE STEPS SUPPORT SERVICES LTD,3204362,5075256,45376,12794.06,CHILDRENS RESIDENTIAL UNITS
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,VIBRANT SUPPORTED HOUSING,3145217,5075258,45376,2100,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,VIBRANT SUPPORTED HOUSING,3145217,5075258,45376,500,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,VIBRANT SUPPORTED HOUSING,3145217,5075259,45376,27760,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,VIBRANT SUPPORTED HOUSING,3145217,5075259,45376,5400,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",64353,Placement Support,VIBRANT SUPPORTED HOUSING,3145217,5075259,45376,3800,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",66112,Looked After Cost Other,YOUNG VIBRANT,3147946,5075260,45376,3780,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65555,Client Support Third Party,YOUNG VIBRANT,3147946,5075260,45376,2500,TCR SUPPLIER GENERAL
 SEN and Inclusion,"Children, Education and Families",64315,Consultancy Fees,REDACTED PERSONAL DATA,3202212,220550,45377,2100,IND REFUND
 Access and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,ACADEMY21 LTD,3135114,5075262,45377,1800,TCR SUPPLIER GENERAL
 Beckenham Housing,RRH Capital Total,68159,Survey Fees,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD,3136619,5075263,45377,1847.72,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,AMY ADAMS HOMECARE UK LIMITED,3139872,5075267,45377,3804.6200000000003,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65539,Long Term Support Community Supported Living,AVENUES MANAGEMENT SERVICES LTD,3202214,5075270,45377,6454.879999999999,TCR SUPPLIER GENERAL
 Safeguarding and Care Planning East,"Children, Education and Families",66112,Looked After Cost Other,AVIS HOTEL * 3034588,3034588,5075271,45377,1113,OTHER CREDS
 Allocations & Accommodation,"Renewal, Recreation and Housing",65552,Private Rented Leased Fee,BARNES GOLD LTD,3138225,5075273,45377,42516.5,TCR LANDLORD
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,BEBRIGHT PROJECT LIMITED,3146625,5075274,45377,1143.21,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,64118,Specialist Equipment for Service Provision,BELLMAN & SYMFON UK LTD,3146688,5075275,45377,477.08,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5075277,45377,12174.389999999998,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5075277,45377,139.94,TCR DOMICILIARY PROVIDER
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,BLUEFIELD CARE SERVICES LTD,3143988,5075277,45377,1019.4100000000001,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BM HOMECARE LTD,3148731,5075278,45377,2457.84,TCR DOMICILIARY PROVIDER
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,BM HOMECARE LTD,3148731,5075278,45377,303.68,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BRIDGES HEALTHCARE & NURSING LTD,3129134,5075281,45377,571.48,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,BRIDGES HEALTHCARE & NURSING LTD,3129134,5075282,45377,2366.9,TCR RESIDENTIAL HOME
 SEN and Inclusion (DSG),"Children, Education and Families",65587,Alternative Programmes,BRIGHT HORIZONS FAMILY SOLUTIONS,3143790,5075283,45377,2505,TCR NURSERY
 Information Systems and Telephony,"Resources, Commissioning and Contracts Management",64216,Land Line Telephone Costs,BRIGHTLY SOFTWARE LTD,3151214,5075284,45377,2000,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,REDACTED PERSONAL DATA,1856731,5075285,45377,2750,OTHER CREDS
 Safeguarding and Care Planning West,"Children, Education and Families",66112,Looked After Cost Other,CANNON CARS,1664360,5075288,45377,862.37,TCR TRANSPORT
 0-25 Children Service,"Children, Education and Families",63213,Client Transport,CANNON CARS,1664360,5075288,45377,120.6,TCR TRANSPORT
 Adult Social Care Transport Holding Account,Adults Balance Sheet Total,15753,Other Debtor Entities and Individuals,CANNON CARS,1664360,5075289,45377,11227.999999999998,TCR TRANSPORT
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CAPITAL HOMECARE UK LTD,3127307,5075290,45377,7964.369999999999,TCR DOMICILIARY PROVIDER
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5075291,45377,7446.620000000002,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE DIRECT UK LTD,3134821,5075291,45377,835.8,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,CARE OUTLOOK LIMITED,3119225,5075292,45377,945.71,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CARE OUTLOOK LIMITED,3119225,5075292,45377,475.82,TCR SUPPLIER GENERAL
 Assessment and Care Management,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3121366,5075293,45377,12590.339999999997,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3121366,5075293,45377,336.28,TCR SUPPLIER GENERAL
 Mental Health Services,Adult Care and Health,65520,Long Term Support Community Homecare,REDACTED PERSONAL DATA,3121366,5075293,45377,1064.28,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65585,Fostering Maintenance Allowance,REDACTED PERSONAL DATA,3140895,5075295,45377,432,IND FOSTER CARER
 CLA and Care Leavers,"Children, Education and Families",64326,Professional Services General,REDACTED PERSONAL DATA,3140895,5075295,45377,511.5,IND FOSTER CARER
 Parks and Green Space,Environment & Community Services,62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,38619.909999999996,TCR UTILITY
 Libraries and Museums,"Renewal, Recreation and Housing",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,1032.31,TCR UTILITY
 Bromley Youth Support Programme,"Children, Education and Families",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,284.15000000000003,TCR UTILITY
 Early Intervention and Family Support,"Children, Education and Families",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,456.05999999999995,TCR UTILITY
 Schools & Early Years Commissioning and QA,"Children, Education and Families",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,316.36,TCR UTILITY
 Facilities & Support,"Resources, Commissioning and Contracts Management",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,5153.21,TCR UTILITY
 Culture,"Renewal, Recreation and Housing",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,25.11,TCR UTILITY
 Planning,"Renewal, Recreation and Housing",62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,4.91,TCR UTILITY
 Parking,Environment & Community Services,62316,Water and Sewerage,CASTLE WATER LTD,3139896,5075296,45377,135.18,TCR UTILITY
 Learning Disabilities Services,Adult Care and Health,65520,Long Term Support Community Homecare,CHOICE SUPPORT,3115662,5075298,45377,1207.4400000000003,TCR RESIDENTIAL HOME
 Assessment and Care Management,Adult Care and Health,65516,Long Term Support Community Day Services,CHOICE SUPPORT,3115662,5075299,45377,50,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65516,Long Term Support Community Day Services,CHOICE SUPPORT,3115662,5075299,45377,4969.31,TCR RESIDENTIAL HOME
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,CLARION HOUSING ASSOCIATION,3143223,5075300,45377,5000,TCR LANDLORD
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,COLBERG MANAGEMENT LTD,3204297,5075301,45377,4795.96,TCR LANDLORD
 Housing Options & Support ,"Renewal, Recreation and Housing",65550,Payment to Private Sector Landlords PSL,COLBERG MANAGEMENT LTD,3204297,5075302,45377,4795.96,TCR LANDLORD
 HR,"Resources, Commissioning and Contracts Management",64350,Disclosure & Barring Service,COMMERCIAL SERVICES KENT LTD,3201779,5075303,45377,24123,TCR SUPPLIER GENERAL
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,CONSENSUS HEALTHCARE LIMITED,3035858,5075304,45377,-409,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CONSENSUS HEALTHCARE LIMITED,3035858,5075304,45377,8021.48,OTHER CREDS
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CONSENSUS SUPPORT SERVICES LTD,3127635,5075305,45377,9726.04,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,53237,Fairer Charging Residential Care Income,CONSENSUS SUPPORT SERVICES LTD,3127635,5075305,45377,-483.2,TCR RESIDENTIAL HOME
 Learning Disabilities Services,Adult Care and Health,65542,Long Term Residential Spot Contract,CONSENSUS SUPPORT SERVICES LTD,3127635,5075306,45377,11307.64,TCR RESIDENTIAL HOME
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,CORNERSTONE (NORTH EAST),3143543,5075307,45377,4300.41,TCR SUPPLIER GENERAL
 CLA and Care Leavers,"Children, Education and Families",65518,Fostering Agency Placements,CORNERSTONE (NORTH EAST),3143543,5075308,45377,4596.99,TCR SUPPLIER GENERAL
 SEN and Inclusion (DSG),"Children, Education and Families",65586,SEN Support,CROYDON COLLEGE,2163578,5075310,45377,48056.36,TCR SUPPLIER GENERAL
