SERVICE_AREA,PORTFOLIO,SUBJECTIVE,SUBJ_DESCRIPTION,SUPPLIER_NAME_REDACTED,SUPPLIER_NUMBER,PAYMENT_NUMBER,PAYMENT_DATE,Net Amount,VENDOR_TYPE_LOOKUP_CODE
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BRIGHT START MONTESSORI,2146762,5041076,45112,16235.099999999999,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BURNT ASH PRIMARY SCHOOL (ACADEMY),3137546,5041092,45112,11839.5,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BUSY BEES KIDS CLUB LTD,2133083,5041094,45112,17132.5,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,BUSY BEES NURSERY CHISLEHURST,3151771,5041095,45112,17234.69,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3150215,5041114,45112,547.6,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CDAT T/A BIGGIN HILL PRIMARY SCHOOL,3137101,5041116,45112,16109.1,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHANNEL YOUR ENERGIES LTD * CATOR PARK,2008688,5041119,45112,22186.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHARTERHOUSE PRE-SCHOOL,3112216,5041123,45112,18256.2,VENDOR
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHILDBASE LTD,3112231,5041130,45112,32887.85,VENDOR
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHRIST CHURCH PRE-SCHOOL,3149610,5041136,45112,4895.28,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CHURCHFIELDS PRIMARY SCHOOL,3020377,5041139,45112,13819.8,LBB SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CLOCK HOUSE PRE-SCHOOL GROUP,2145278,5041145,45112,15572.88,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5041153,45112,17042,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5041151,45112,7184.85,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CONNECT SCHOOLS ACADEMY TRUST,3123488,5041152,45112,12306,TCR ACADEMY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CROFTON EARLY LEARNERS,2143003,5041161,45112,10852.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CROWN CHILDCARE LTD,3148192,5041162,45112,3924,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CRYSTAL CHILDCARE LTD,1451847,5041164,45112,12194.789999999997,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,CRYSTAL CHILDCARE LTD,1451847,5041163,45112,10195.76,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3114705,5041168,45112,566.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,DARRICK WOOD INFANT SCHOOL (ACADEMY),3123478,5041169,45112,22786.4,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,E J C  CHILDCARE LTD,3124048,5041177,45112,5857.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,EDEN PARK CHILDCARE - AMANDA COWARD,3138051,5041180,45112,1248,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3147438,5041181,45112,995.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ELMSTEAD WOOD PRIMARY SCHOOL,3152957,5041184,45112,14767.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3133477,5041186,45112,915.1999999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ENA PURSER LITTLELITES,3144504,5041191,45112,1962,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FARRINGTONS SCHOOL,3031781,5041195,45112,6240,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FENNIES DAY NURSERIES LTD,3133007,5041197,45112,16832.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FENNIES DAY NURSERIES LTD,3133007,5041198,45112,20172.12,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FENNIES DAY NURSERIES LTD,3133007,5041196,45112,9429.93,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FERN HILL MONTESSORI LTD,3131133,5041199,45112,7191,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FLEDGLINGS MONTESSORI,1680145,5041203,45112,5740.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,FUNSHINE (EDEN PARK) LTD,3108498,5041212,45112,13098.279999999999,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,GEORGE DAY NURSERIES LTD,3132562,5041216,45112,8994.18,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3147437,5041217,45112,863.1899999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,GIANT STEPS NURSERY LTD,3151937,5041219,45112,8128.7,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,GRACES DAY NURSERY LTD,3122259,5041229,45112,57398.399999999994,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,GRAYS FARM PRIMARY ACADEMY,3131014,5041231,45112,9900,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HAPPY DAYS KINDERGARTEN LTD,3142180,5041240,45112,14207.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HARRIS FEDERATION PRIMARY ACADEMY KENT HOUSE,3131195,5041241,45112,8526,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HARRIS PRIMARY ACADEMY CRYSTAL PALACE,3131922,5041242,45112,13530,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HAYESWICK LTD,3032660,5041243,45112,5686.24,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HAYESWICK LTD,3032660,5041244,45112,8315.060000000001,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HEADSTART CHILDCARE,3142201,5041249,45112,540.8,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,HOLY INNOCENTS CATHOLIC PRIMARY SCHOOL,3144738,5041258,45112,26527.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,JIGSAW PRE-SCHOOL PLAYGROUP,2018837,5041278,45112,6530.400000000001,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3148335,5041279,45112,4715.85,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3140327,5041282,45112,2350.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3147297,5041284,45112,1338,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3034369,5041286,45112,624,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3032782,5041294,45112,728,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,KINDER EDUCATION LTD,3150236,5041295,45112,17669.399999999998,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,KINDRED EDUCATION (LES ENFANTS)  LTD,3152225,5041296,45112,39673.479999999996,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,KINDRED EDUCATION (LES ENFANTS)  LTD,3152225,5041297,45112,49994.53999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,3129922,5041298,45112,3912.48,PCS HEALTH AUTH
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,KLEVERCLOGS LTD,3138511,5041345,45112,748.8,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,L & S VENTURES LTD,3151716,5041302,45112,19984.7,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LADYBIRD NURSERIES LONDON LTD,3140527,5041304,45112,6240,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LADYBIRD NURSERIES LONDON LTD,3140527,5041303,45112,3029,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LADYBIRD NURSERY,1016288,5041305,45112,8164,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LADYBIRD NURSERY,1016288,5041306,45112,10816,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LANGLEY PRE SCHOOL,3004262,5041307,45112,11465.1,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3142757,5041312,45112,624,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LEESONS PRIMARY SCHOOL (ACADEMY),3141924,5041313,45112,16869,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3104268,5041316,45112,4048.85,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LILLY BROOK CHILDCARE LTD,3137032,5041320,45112,9638.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LINDEN LEAS PRE-SCHOOL,2150450,5041322,45112,16244.4,VENDOR
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE BIRCHES PRIVATE PRESCHOOL,3146044,5041325,45112,25602.32,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,3031700,5041326,45112,11082.560000000001,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE ELMS DAY CARE (CROFTON),3123041,5041327,45112,21861.11,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE ELMS DAY CARE NURSERY,3117312,5041329,45112,40103.22,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE ELMS DAY CARE NURSERY,3117312,5041328,45112,18677.36,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE ELMS DAYCARE NURSERY BROMLEY LLP,3202635,5041330,45112,653.95,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE LEGS DAY NURSERY & PRE SCHOOL,3137558,5041331,45112,4614,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE SUNFLOWER DAY NURSERY * 3008906,3008906,5041332,45112,10296,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LITTLE SUNSHINES LTD,3142086,5041333,45112,5701.78,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,LOTTIES NURSERIES LTD,3135100,5041344,45112,28507.92,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,MANOR OAK PRIMARY SCHOOL,1015818,5041349,45112,14582.7,LBB SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,MARKU A LTD,3134304,5041352,45112,21173.87,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,MARYFIELD PRE-SCHOOL,3000583,5041354,45112,9628.5,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3200452,5041357,45112,504.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,MIDFIELD PRIMARY SCHOOL (ACADEMY),3144042,5041358,45112,14675.34,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3143253,5041361,45112,811.2,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3133584,5041363,45112,624,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3140611,5041366,45112,1584,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3140774,5041369,45112,520,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,MOTTINGHAM HALL LTD,3131473,5041377,45112,11818.64,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3135404,5041382,45112,811.2,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3150080,5041390,45112,1577.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3140226,5041391,45112,748.8,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3200526,5041392,45112,717.6,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,2126400,5041395,45112,28194,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3201882,5041396,45112,630.5,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3148153,5041401,45112,748.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3105679,5041408,45112,1144,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3141778,5041409,45112,764.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3126648,5041415,45112,11964.7,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3114860,5041416,45112,7158,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3143249,5041417,45112,2132,SOLETRADER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3148152,5041419,45112,624,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3130526,5041421,45112,1279.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3105593,5041423,45112,785.0999999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3149110,5041424,45112,624,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3148548,5041425,45112,1123.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3019612,5041426,45112,4473.9,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3132040,5041427,45112,1747.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3105605,5041435,45112,1965.6,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3138016,5041436,45112,714,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3102289,5041438,45112,1010.3599999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,2143577,5041440,45112,19729.780000000002,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3152962,5041441,45112,811.1999999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3103662,5041442,45112,8538.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3121831,5041443,45112,10762.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,NATURAL LEARNERS LTD,3109355,5041455,45112,14157.599999999999,VENDOR
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,NEISHA EBANKS SMILING FACES PRE-SCHOOL,3142977,5041457,45112,12714,TCR SUPPLIER GENERAL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,NEST NURSERIES,3200267,5041459,45112,12998,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3148392,5041462,45112,582.3,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,NUFFY BEAR DAY NURSERY,3146519,5041470,45112,2860,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,OAKLANDS PRIMARY ACADEMY,3136450,5041471,45112,23605.199999999997,TCR IND SCHOOL
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ONE WORLD MONTESSORI,3030014,5041475,45112,1664,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ORPINGTON DAY NURSERY LTD,3150004,5041478,45112,22305.1,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,OUR LADYS PRE SCHOOL LTD,3123889,5041479,45112,11639.1,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PALS CHRIST CHURCH,3200807,5041482,45112,9834.720000000001,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PARKER'S PRE-SCHOOL LTD,3135762,5041485,45112,5477.2,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PARKLANDS NURSERY,2106779,5041486,45112,15695.3,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3148516,5041490,45112,1404,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,3200278,5041492,45112,936,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PENGE COMMUNITY PRE-SCHOOL,2179245,5041497,45112,15476.599999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PENGUIN CHILDCARE ORPINGTON,3131481,5041498,45112,2496,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PETTS WOOD PLAYGROUP,2145545,5041499,45112,4886.4,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PINK ELEPHANTS NURSERY LTD,3149726,5041500,45112,17456,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,PIXIE DAY NURSERY * 1861140,1861140,5041501,45112,11944.93,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,RAINBOW DAY NURSERY  LTD,1185934,5041520,45112,31297.989999999998,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,RAINBOW DAY NURSERY  LTD,1185934,5041519,45112,20105.88,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,RAINBOW DAY NURSERY  LTD,1185934,5041518,45112,17775.64,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,READY STEADY GO! PRESCHOOL,2036266,5041521,45112,5104.58,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,READY STEADY GROW PRE-SCHOOL,3200980,5041522,45112,9272.699999999999,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3141769,5041190,45112,748.8,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3201384,5041402,45112,624,IND CARERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3145587,5041449,45112,1341.6,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3152855,5041037,45112,1497.6,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3201732,5041684,45112,832,IND CARERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3150533,5041669,45112,1747.2,IND OTHER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3142692,5041451,45112,624,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3144346,5041010,45112,1040,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3145270,5041014,45112,561.6,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3145271,5041403,45112,1872,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3035091,5041610,45112,624,IND OTHER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3152350,5041614,45112,617.48,IND OTHER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3146895,5041445,45112,748.8,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3141770,5041410,45112,1308.5,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3105297,5041324,45112,665.6,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3141490,5041422,45112,509.6,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3129145,5041432,45112,1378,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3129069,5041529,45112,710.5,IND OTHER
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSONAL DATA,3143106,5041367,45112,1040,IND CARERS/MOTHERS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ROSSY'S RASCALS,3147748,5041532,45112,12013.8,TCR NURSERY
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,ROYSTON PLAYGROUP,2146827,5041537,45112,12328.8,OTHER CREDS
 Schools & Early Years Commissioning and QA (DSG),"Children, Education and Families",66317,Community Nursery Payment,REDACTED PERSON,2137453,5041539,45112,9440.4,TCR NURSERY
