Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",HAYESWICK LTD,45055,5033686,4576.18,TCR NURSERY
"Children, Education and Families",HAYESWICK LTD,45055,5033687,6652.049999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033688,540.8,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033689,658.8,IND REFUND
"Children, Education and Families",HOLY INNOCENTS CATHOLIC PRIMARY SCHOOL,45055,5033690,24936.4,TCR NURSERY
"Children, Education and Families",HOLY INNOCENTS CATHOLIC PRIMARY SCHOOL,45055,5033690,450,TCR NURSERY
Adult Care and Health,HP INC. UK LIMITED,45055,5033691,497,OTHER CREDS
"Children, Education and Families",HP INC. UK LIMITED,45055,5033691,408,OTHER CREDS
"Children, Education and Families",HP INC. UK LIMITED,45055,5033691,355,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033692,7770.55,CHILDRENS RESIDENTIAL UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033693,10135.5,CHILDRENS RESIDENTIAL UNITS
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45055,5033694,2672,IND RENT ALLOWANCE
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033696,988,TCR NURSERY
"Children, Education and Families",JIGSAW PRE-SCHOOL PLAYGROUP,45055,5033697,6628.799999999999,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033698,4479.38,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033699,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033701,1248,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033702,1038.24,TCR RESIDENTIAL HOME
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033703,1185.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033705,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033707,8240.4,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033713,728,OTHER CREDS
"Children, Education and Families",KINDER EDUCATION LTD,45055,5033714,13982.4,TCR NURSERY
"Children, Education and Families",KINDER EDUCATION LTD,45055,5033714,450,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45055,5033715,34055.7,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45055,5033715,974.8,TCR NURSERY
"Children, Education and Families",KINDRED EDUCATION (LES ENFANTS)  LTD,45055,5033716,41298.310000000005,TCR NURSERY
"Children, Education and Families",KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,45055,5033717,3129.98,PCS HEALTH AUTH
"Children, Education and Families",L & S VENTURES LTD,45055,5033719,18444.59,TCR NURSERY
"Children, Education and Families",L & S VENTURES LTD,45055,5033719,240,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERIES LONDON LTD,45055,5033720,2423.2,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERIES LONDON LTD,45055,5033721,4992,TCR NURSERY
"Children, Education and Families",LADYBIRD NURSERY,45055,5033722,6947.2,OTHER CREDS
"Children, Education and Families",LADYBIRD NURSERY,45055,5033723,8652.8,OTHER CREDS
"Children, Education and Families",LANGLEY PRE SCHOOL,45055,5033724,11520.079999999998,OTHER CREDS
"Children, Education and Families",LANGLEY PRE SCHOOL,45055,5033724,180,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033726,624,TCR NURSERY
"Children, Education and Families",LEESONS PRIMARY SCHOOL (ACADEMY),45055,5033728,17646.64,TCR NURSERY
"Children, Education and Families",LEESONS PRIMARY SCHOOL (ACADEMY),45055,5033728,648,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033730,3587.48,TCR NURSERY
Control Balance Sheet Total,LEX AUTOLEASE LTD,45055,5033731,4713.78,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",LIBERATA UK LIMITED,45055,5033732,9374.32,OTHER CREDS
"Children, Education and Families",LILIAN DAVIS GROUP LTD,45055,5033733,1563.3,TCR LANDLORD
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45055,5033734,11057.24,TCR NURSERY
"Children, Education and Families",LILLY BROOK CHILDCARE LTD,45055,5033734,360,TCR NURSERY
"Children, Education and Families",LINDEN LEAS PRE-SCHOOL,45055,5033735,16466.4,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033736,665.6,IND CARERS/MOTHERS
"Children, Education and Families",LITTLE BIRCHES PRIVATE PRESCHOOL,45055,5033737,20430.71,TCR NURSERY
"Children, Education and Families",LITTLE BIRCHES PRIVATE PRESCHOOL,45055,5033737,480,TCR NURSERY
"Children, Education and Families",LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,45055,5033738,10966.38,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE CHERUBS NURSERY CARE & EDUCATION SERVICES,45055,5033738,300,TCR SUPPLIER GENERAL
"Children, Education and Families",LITTLE ELMS DAY CARE (CROFTON),45055,5033739,18407.170000000002,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45055,5033740,15453.7,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45055,5033740,240,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45055,5033741,33732.09,TCR NURSERY
"Children, Education and Families",LITTLE ELMS DAY CARE NURSERY,45055,5033741,120,TCR NURSERY
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45055,5033742,5849.8,TCR NURSERY
"Children, Education and Families",LITTLE LEGS DAY NURSERY & PRE SCHOOL,45055,5033742,360,TCR NURSERY
"Children, Education and Families",LITTLE SUNFLOWER DAY NURSERY * 3008906,45055,5033743,10296,OTHER CREDS
"Children, Education and Families",LITTLE SUNSHINES LTD,45055,5033744,6102.54,TCR NURSERY
"Children, Education and Families",LONDON BOROUGH OF CROYDON - HEAVERS FARM PRIMARY,45055,5033745,3250,PCS LA SCHOOL
"Children, Education and Families",LONDON BOROUGH OF CROYDON - HEAVERS FARM PRIMARY,45055,5033746,6500,PCS LA SCHOOL
"Resources, Commissioning and Contracts Management",LONDON GRID FOR LEARNING TRUST,45055,5033747,3467.52,OTHER CREDS
"Children, Education and Families",LOTTIES NURSERIES LTD,45055,5033749,38267.48,TCR NURSERY
"Children, Education and Families",LOTTIES NURSERIES LTD,45055,5033749,536.47,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033750,1248,SOLETRADER
RRH Capital Total,REDACTED PERSONAL DATA,45055,5033751,16224.8,SUB-CONTRACTOR
"Children, Education and Families",MANOR OAK PRIMARY SCHOOL,45055,5033752,14679.599999999999,LBB SCHOOL
"Children, Education and Families",MANOR OAK PRIMARY SCHOOL,45055,5033752,90,LBB SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033753,841.2,TCR NURSERY
"Children, Education and Families",MARKU A LTD,45055,5033755,25075.59,TCR SUPPLIER GENERAL
"Children, Education and Families",MARYFIELD PRE-SCHOOL,45055,5033756,13114,TCR NURSERY
"Children, Education and Families",MARYFIELD PRE-SCHOOL,45055,5033756,270,TCR NURSERY
Control Balance Sheet Total,MATRIX SCM LIMITED,45055,5033757,285224.68,IRC_JOB_AGENCY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033758,882.34,TCR NURSERY
"Children, Education and Families",MIDFIELD PRIMARY SCHOOL (ACADEMY),45055,5033759,14821.099999999999,TCR IND SCHOOL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45055,5033760,3000,TCR LANDLORD
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033761,811.2,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033763,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033764,3045,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033765,841.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033766,1300,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033768,520,TCR NURSERY
"Children, Education and Families",MOTTINGHAM HALL LTD,45055,5033769,9462.109999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033770,811.2,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033772,561.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033773,1720.7,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033774,748.8,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033775,764.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033776,624,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033778,31933.719999999998,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033778,922,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033779,504.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033781,1232.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033782,936,IND CARERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033783,1872,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033786,1300,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033787,686.4,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033788,1046.8,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033790,817.2,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033791,12260.599999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033792,7270.799999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033793,1414.4,SOLETRADER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033794,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033795,2095.55,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033796,509.6,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033797,1021.5999999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033798,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033799,1123.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033800,5825.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033801,1747.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033802,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033803,1268.8,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033805,624,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033806,2308.8,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033807,751.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033808,808.29,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033808,525.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033810,20800.379999999997,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033810,159,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033811,873.5999999999999,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033812,8481.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033812,225,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033813,8207.400000000001,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033813,72,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033814,748.8,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033815,14391.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033816,751.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033818,1560,IND CARERS/MOTHERS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033819,624,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033819,360,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033820,624,IND CARERS/MOTHERS
"Children, Education and Families",NATURAL LEARNERS LTD,45055,5033822,14295.599999999999,VENDOR
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033823,15438.9,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033823,180,TCR SUPPLIER GENERAL
"Children, Education and Families",NEST NURSERIES,45055,5033824,12932,TCR NURSERY
"Children, Education and Families",NEST NURSERIES,45055,5033824,180,TCR NURSERY
Environment & Community Services,NEWSQUEST MEDIA GROUP,45055,5033827,821.3399999999999,TCR SUPPLIER GENERAL
"Renewal, Recreation and Housing",REDACTED PERSONAL DATA,45055,5033828,2400,TCR LANDLORD
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033829,963.6,TCR NURSERY
"Children, Education and Families",NUFFY BEAR DAY NURSERY,45055,5033830,2382,TCR NURSERY
RCCM Capital Total,NUMBER 10 INTERIM,45055,5033831,5750,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033832,23168.17,TCR IND SCHOOL
"Children, Education and Families",ONE WORLD MONTESSORI,45055,5033833,1809.6,TCR NURSERY
"Children, Education and Families",ORPINGTON DAY NURSERY LTD,45055,5033834,25942.980000000003,TCR NURSERY
"Children, Education and Families",ORPINGTON DAY NURSERY LTD,45055,5033834,241.41,TCR NURSERY
"Children, Education and Families",OUR LADYS PRE SCHOOL LTD,45055,5033835,15436.039999999997,TCR NURSERY
"Children, Education and Families",OUR LADYS PRE SCHOOL LTD,45055,5033835,144,TCR NURSERY
"Children, Education and Families",PALS CHRIST CHURCH,45055,5033836,8888.52,TCR NURSERY
"Children, Education and Families",PARKER'S PRE-SCHOOL LTD,45055,5033837,6107.2,TCR NURSERY
"Children, Education and Families",PARKER'S PRE-SCHOOL LTD,45055,5033837,165,TCR NURSERY
"Children, Education and Families",PARKLANDS NURSERY,45055,5033838,14174,OTHER CREDS
"Children, Education and Families",PARKLANDS NURSERY,45055,5033838,120,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033839,1872,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033840,936,TCR NURSERY
"Resources, Commissioning and Contracts Management",PDP,45055,5033841,940.5,VENDOR
"Children, Education and Families",PENGE COMMUNITY PRE-SCHOOL,45055,5033842,17699.07,TCR NURSERY
"Children, Education and Families",PENGE COMMUNITY PRE-SCHOOL,45055,5033842,288,TCR NURSERY
"Children, Education and Families",PENGUIN CHILDCARE ORPINGTON,45055,5033843,2496,TCR NURSERY
Adult Care and Health,PETTS WOOD HOMECARE LTD,45055,5033844,1518.1100000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",PETTS WOOD PLAYGROUP,45055,5033845,5313.240000000001,TCR NURSERY
"Resources, Commissioning and Contracts Management",PICK EVERARD,45055,5033846,945,TCR SUPPLIER GENERAL
"Children, Education and Families",PINK ELEPHANTS NURSERY LTD,45055,5033847,16466.4,TCR NURSERY
"Children, Education and Families",PINK ELEPHANTS NURSERY LTD,45055,5033847,144,TCR NURSERY
"Children, Education and Families",PIXIE DAY NURSERY * 1861140,45055,5033848,11749.89,TCR NURSERY
"Children, Education and Families",RACE EQUALITY FOUNDATION,45055,5033850,1500,VENDOR
"Children, Education and Families",RAGLAN PRIMARY SCHOOL (ACADEMY) * INACTIVE,45055,5033851,12024,TCR IND SCHOOL
"Children, Education and Families",RAINBOW DAY NURSERY  LTD,45055,5033852,16084.71,TCR NURSERY
"Children, Education and Families",RAINBOW DAY NURSERY  LTD,45055,5033853,16628.63,TCR NURSERY
"Children, Education and Families",RAINBOW DAY NURSERY  LTD,45055,5033854,25237.47,TCR NURSERY
"Children, Education and Families",RAINBOW DAY NURSERY  LTD,45055,5033854,804.7,TCR NURSERY
"Children, Education and Families",READY STEADY GO! PRESCHOOL,45055,5033855,5679.36,TCR NURSERY
"Children, Education and Families",READY STEADY GO! PRESCHOOL,45055,5033855,324,TCR NURSERY
"Children, Education and Families",READY STEADY GROW PRE-SCHOOL,45055,5033856,8500.86,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033857,537.4,IND OTHER
"Children, Education and Families",ROSSY'S RASCALS,45055,5033858,10933.8,TCR NURSERY
Adults Balance Sheet Total,ROWLAND BROTHERS LTD,45055,5033859,1417,TCR SUPPLIER GENERAL
Adults Balance Sheet Total,ROWLAND BROTHERS LTD,45055,5033860,1954,TCR SUPPLIER GENERAL
"Children, Education and Families",ROYSTON PLAYGROUP,45055,5033862,12295.92,OTHER CREDS
"Children, Education and Families",ROYSTON PLAYGROUP,45055,5033862,432,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033863,11711.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033864,2059.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033869,1040,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033870,1248,TCR NURSERY
"Children, Education and Families",SEEDLINGS MONTESSORI PRE-SCHOOL,45055,5033872,9027.6,REFUNDS
"Children, Education and Families",SEEDLINGS MONTESSORI PRE-SCHOOL,45055,5033872,324,REFUNDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033873,626.4,IND REFUND
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033874,624,SOLETRADER
"Children, Education and Families",SHELLY-TOTS PRE SCHOOL,45055,5033875,7307.6,TCR NURSERY
"Children, Education and Families",SHELLY-TOTS PRE SCHOOL,45055,5033875,540,TCR NURSERY
"Children, Education and Families",SHELLY-TOTS PRE SCHOOL,45055,5033876,17445.31,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033877,936,TCR NURSERY
"Children, Education and Families",SMART START NURSERIES LTD,45055,5033879,8713.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033880,610.5,TCR SUPPLIER GENERAL
"Children, Education and Families",SOUTHBOROUGH PRE-SCHOOL,45055,5033882,25494,OTHER CREDS
"Children, Education and Families",SOUTHBOROUGH PRE-SCHOOL,45055,5033882,540,OTHER CREDS
"Children, Education and Families",SPARKLES PRE SCHOOL,45055,5033883,13022.4,TCR NURSERY
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45055,5033884,2772,TCR SUPPLIER GENERAL
"Children, Education and Families",ST ANDREWS PRE SCHOOL,45055,5033885,21214.2,TCR NURSERY
"Children, Education and Families",ST ANDREWS PRE SCHOOL,45055,5033885,540,TCR NURSERY
"Children, Education and Families",ST ANTHONY'S CATHOLIC PRIMARY SCHOOL * (ACADEMY),45055,5033886,14659.2,TCR IND SCHOOL
"Children, Education and Families",ST ANTHONY'S CATHOLIC PRIMARY SCHOOL * (ACADEMY),45055,5033886,180,TCR IND SCHOOL
"Children, Education and Families",ST CHRISTOPHERS SCHOOL,45055,5033887,14430,TCR NURSERY
"Children, Education and Families",ST CHRISTOPHERS SCHOOL,45055,5033887,90,TCR NURSERY
"Children, Education and Families",ST DAVID'S PREP SCHOOL,45055,5033888,10550.4,TCR IND SCHOOL
"Children, Education and Families",ST EDMUNDS PRE SCHOOL KINDERGARTEN,45055,5033889,3931.2,TCR NURSERY
"Children, Education and Families",ST FRANCIS PRE SCHOOL,45055,5033890,9829.52,TCR NURSERY
"Children, Education and Families",ST FRANCIS PRE SCHOOL,45055,5033890,468,TCR NURSERY
"Children, Education and Families",ST JAMES PRE-SCHOOL-PETTS WOOD,45055,5033891,5366.400000000001,VENDOR
"Children, Education and Families",ST JAMES'S PRE-SCHOOL,45055,5033892,21081.36,TCR NURSERY
"Children, Education and Families",ST JAMES'S PRE-SCHOOL,45055,5033892,324,TCR NURSERY
"Children, Education and Families",ST JOHNS URC PRE SCHOOL,45055,5033893,6055.2,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033894,14717.3,TCR NURSERY
"Children, Education and Families",ST MARY'S PRE-SCHOOL PLAYGROUP,45055,5033895,16797.52,TCR NURSERY
"Children, Education and Families",ST MARYS PRE-SCHOOL SHORTLANDS,45055,5033896,10032.96,OTHER CREDS
"Children, Education and Families",ST MARYS PRE-SCHOOL SHORTLANDS,45055,5033896,216,OTHER CREDS
"Children, Education and Families",ST PAUL'S CRAY CE PRIMARY SCHOOL (ACADEMY),45055,5033897,11422.320000000002,TCR IND SCHOOL
"Children, Education and Families",ST PAUL'S CRAY CE PRIMARY SCHOOL (ACADEMY),45055,5033897,90,TCR IND SCHOOL
"Children, Education and Families",ST PAULS (BECKENHAM) PRE-SCHOOL,45055,5033898,7159.6,TCR NURSERY
"Children, Education and Families",ST PETER & ST PAUL CATHOLIC PRIMARY SCHOOL ACADEMY,45055,5033899,8197.8,TCR IND SCHOOL
"Children, Education and Families",ST PETER & ST PAUL CATHOLIC PRIMARY SCHOOL ACADEMY,45055,5033899,180,TCR IND SCHOOL
"Children, Education and Families",ST PETER'S PRE SCHOOL,45055,5033900,7240.799999999999,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033901,561.6,IND CARERS/MOTHERS
"Children, Education and Families",SUNNYFIELDS DAY NURSERY (ORPINGTON),45055,5033902,22877.7,VENDOR
"Children, Education and Families",SUNNYFIELDS LTD (BROMLEY),45055,5033903,17878.47,TCR NURSERY
"Children, Education and Families",SUNNYKIDS PRESCHOOL,45055,5033904,16894.32,TCR NURSERY
"Children, Education and Families",SUNNYKIDS PRESCHOOL,45055,5033904,360,TCR NURSERY
"Children, Education and Families",SUNNYKIDS THE GROVE LTD,45055,5033905,11555.4,TCR NURSERY
"Children, Education and Families",SUNNYKIDS THE GROVE LTD,45055,5033905,360,TCR NURSERY
"Children, Education and Families",SUNNYKIDS WEST WICKHAM,45055,5033906,10680,TCR NURSERY
"Children, Education and Families",SUNNYKIDS WEST WICKHAM,45055,5033906,180,TCR NURSERY
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033907,7622.619999999998,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45055,5033907,174.16,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033908,624,IND OTHER
"Children, Education and Families",SWALE ACADEMIES JAMES DIXON PRIMARY,45055,5033909,16687.2,TCR IND SCHOOL
"Children, Education and Families",SWALE ACADEMIES JAMES DIXON PRIMARY,45055,5033909,540,TCR IND SCHOOL
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033910,6117.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033910,120,TCR NURSERY
"Children, Education and Families",THE AERIAL MAN LTD,45055,5033913,575,COMPANY
"Children, Education and Families",THE ARK PRE SCHOOL GROUP,45055,5033914,11324.4,TCR NURSERY
"Children, Education and Families",THE BEECHES UK LTD,45055,5033915,31305,TCR RESIDENTIAL HOME
"Children, Education and Families",THE DRIVE CARE HOMES LTD,45055,5033916,14382.38,TCR RESIDENTIAL HOME
"Children, Education and Families",THE LIGHTHOUSE NURSERY BROMLEY LTD,45055,5033917,11232.3,TCR NURSERY
"Children, Education and Families",THE LODGE PRE SCHOOL AND NURSERY,45055,5033918,11588.060000000001,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033919,4770,TCR SUPPLIER GENERAL
"Children, Education and Families",THE PAVILION PRE-SCHOOL,45055,5033920,13095.36,OTHER CREDS
"Children, Education and Families",THE PAVILION PRE-SCHOOL,45055,5033920,144,OTHER CREDS
"Children, Education and Families",THE TUTORIAL FOUNDATION,45055,5033921,2580,VENDOR
"Children, Education and Families",THE WONDER YEARS BROMLEY LTD,45055,5033922,6895.2,TCR NURSERY
"Children, Education and Families",THE WONDER YEARS CHILDMINDING LTD,45055,5033923,2662.4,TCR NURSERY
"Children, Education and Families",THRESHERS DAY NURSERY,45055,5033924,39762.86,TCR NURSERY
"Children, Education and Families",THRESHERS DAY NURSERY,45055,5033924,810,TCR NURSERY
"Children, Education and Families",TIDDLYWINKS PRESCHOOL & POVEREST,45055,5033925,27806,TCR NURSERY
"Children, Education and Families",TIDDLYWINKS PRESCHOOL & POVEREST,45055,5033925,180,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033927,787.39,TCR NURSERY
"Children, Education and Families",TINY HEROES DAY NURSERY,45055,5033928,5309.7,TCR NURSERY
"Children, Education and Families",TINY HEROES DAY NURSERY,45055,5033928,263.08,TCR NURSERY
"Resources, Commissioning and Contracts Management",TOTAL CONTROL SERVICES LTD,45055,5033929,1150,SUB-CONTRACTOR
"Children, Education and Families",TOWER PRE-SCHOOL,45055,5033930,6575.28,OTHER CREDS
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033931,1872,IND REFUND
"Children, Education and Families",TRINITY C OF E PRIMARY SCHOOL,45055,5033932,20688,TCR IND SCHOOL
"Children, Education and Families",TRINITY C OF E PRIMARY SCHOOL,45055,5033932,540,TCR IND SCHOOL
"Children, Education and Families",TUBBENDEN PRIMARY SCHOOL (ACADEMY),45055,5033933,13477.279999999999,TCR IND SCHOOL
"Children, Education and Families",TUBBENDEN PRIMARY SCHOOL (ACADEMY),45055,5033933,120,TCR IND SCHOOL
"Children, Education and Families",TWIXUS (GARLAND HILL) LTD,45055,5033934,49847.07000000001,OTHER CREDS
"Children, Education and Families",TWIXUS (GARLAND HILL) LTD,45055,5033934,690,OTHER CREDS
Public Protection and Enforcement,TYCO FIRE & INTEGRATED SOLUTIONS,45055,5033935,447.17,TCR SUPPLIER GENERAL
"Children, Education and Families",CONNECT SCHOOLS ACADEMY TRUST,45055,5033936,7443.76,TCR ACADEMY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033938,1038.96,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033939,2586,TCR NURSERY
"Children, Education and Families",VICTORIA BEDDISON AND MAISIE BEDDISON,45055,5033940,1029.6,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033941,1000.9300000000001,TCR NURSERY
"Children, Education and Families",VILLAGE NURSERIES LTD,45055,5033942,38691.84,TCR NURSERY
"Children, Education and Families",VILLAGE NURSERIES LTD,45055,5033942,450,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45055,5033943,1872,IND OTHER
Control Balance Sheet Total,VOLKSWAGEN FINANCIAL SERVICES,45055,5033944,-679.15,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",VOLKSWAGEN FINANCIAL SERVICES,45055,5033944,9942.89,TCR SUPPLIER GENERAL
Environment & Community Services,WARREN ROAD PRIMARY SCHOOL (ACADEMY),45055,5033945,800,TCR IND SCHOOL
"Renewal, Recreation and Housing",WATES PROPERTY SERVICES LTD,45055,5033946,1749.17,SUB-CONTRACTOR
"Children, Education and Families",WEST WICKHAM MONTESSORI PRE-SCHOOL LTD,45055,5033947,5066.200000000001,TCR NURSERY
