Portfolio,Supplier_Name,Payment_Date,Transaction_Number,Net Amount,Merchant Category
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033245,986.74,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033248,784.31,FOSTER PARENTS
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033249,1947.6,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033250,3063.4399999999996,IND FOSTER CARER
Control Balance Sheet Total,REDACTED PERSONAL DATA,45049,5033251,1803.86,IND REFUND
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033252,958.24,IND OTHER
ECS Capital Total,PICK EVERARD,45049,5033253,50911.93,TCR SUPPLIER GENERAL
RRH Capital Total,PJS BUILDING SERVICES * 3027067,45049,5033254,6743.5,OTHER CREDS
"Children, Education and Families",POTTON KARE SERVICES LTD,45049,5033256,138,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45049,5033256,1167.6000000000001,TCR SUPPLIER GENERAL
"Children, Education and Families",POTTON KARE SERVICES LTD,45049,5033256,1826.1000000000001,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033257,12783.27,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033257,141.68,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033259,514.62,IND FOSTER CARER
"Children, Education and Families",REMARK LTD,45049,5033260,3196.66,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033265,291.5,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033265,694.0200000000001,IND FOSTER CARER
Adult Care and Health,ROYAL NATIONAL COLLEGE FOR THE BLIND,45049,5033267,7580.81,TCR SUPPLIER GENERAL
"Children, Education and Families",ROYAL NATIONAL COLLEGE FOR THE BLIND,45049,5033267,13188.52,TCR SUPPLIER GENERAL
"Children, Education and Families",RUSSELL HOUSE SCHOOL,45049,5033268,3917,TCR IND SCHOOL
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033270,266.93,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033270,779.14,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033271,986.74,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033276,986.74,IND FOSTER CARER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033279,1089.96,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033279,918.7,CHILDRENS RES UNITS
"Children, Education and Families",SHELLY-TOTS PRE SCHOOL,45049,5033280,930,TCR NURSERY
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033281,918.62,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033282,3037.16,IND OTHER
Public Protection and Enforcement,SOUTH DERBYSHIRE DISTRICT COUNCIL,45049,5033284,1821.25,PCS LOCAL AUTH
"Children, Education and Families",SOUTH THAMES COLLEGES GROUP,45049,5033285,5676.97,TCR TRAINING
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033286,658,IND AGENCY CARERS
"Children, Education and Families",ST CHRISTOPHERS FELLOWSHIP,45049,5033287,33278.4,VOS CHARITY ORG
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033289,259.72,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033289,259.72,IND OTHER
Adult Care and Health,REDACTED PERSONAL DATA,45049,5033290,1833.52,IND BSAP PROVIDER
"Children, Education and Families",TAVISTOCK AND PORTMAN NHS FT,45049,5033295,3975,PCS HEALTH AUTH
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033296,6543,IND OTHER
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033298,2463.34,IND OTHER
Adult Care and Health,TRINITY SCHOOL,45049,5033299,2400,VENDOR
"Children, Education and Families",TRINITY SCHOOL,45049,5033299,30566,VENDOR
Adult Care and Health,TRIPLE O&A LTD,45049,5033300,2890,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033302,722,IND ADOPTERS
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033303,1734.1799999999996,FOSTER PARENTS
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033303,508.56,FOSTER PARENTS
"Children, Education and Families",VIBRANT SUPPORTED HOUSING,45049,5033304,2600,TCR SUPPLIER GENERAL
RRH Capital Total,REDACTED PERSONAL DATA,45049,5033308,3434.7,SUB-CONTRACTOR
"Children, Education and Families",REDACTED PERSONAL DATA,45049,5033309,579.9000000000001,IND FOSTER CARER
"Children, Education and Families",YOUNG FUTURES CIC,45049,5033311,13026,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG VIBRANT,45049,5033312,679,TCR SUPPLIER GENERAL
"Children, Education and Families",YOUNG VIBRANT,45049,5033313,4280,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45050,5033319,500,TCR LEGAL
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45050,5033320,600,TCR LEGAL
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45050,5033321,750,TCR LEGAL
"Resources, Commissioning and Contracts Management",2 DR JOHNSON'S BUILDINGS,45050,5033322,2050,TCR LEGAL
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033324,690,TCR SUPPLIER GENERAL
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45050,5033326,5090.469999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45050,5033326,276.26,TCR DOMICILIARY PROVIDER
Adult Care and Health,ABSOLUTE CARE SERVICES LTD,45050,5033326,519.08,TCR DOMICILIARY PROVIDER
Environment & Community Services,ALEXANDRA JUNIOR SCHOOL,45050,5033327,800,LBB SCHOOL
ECS Capital Total,ALGECO UK GROUP LTD,45050,5033328,286.27,SUB-CONTRACTOR
Environment & Community Services,ALGECO UK GROUP LTD,45050,5033328,377.04,SUB-CONTRACTOR
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45050,5033329,8043.34,TCR DOMICILIARY PROVIDER
Adult Care and Health,ALWAYS CARING (BROMLEY) LTD,45050,5033329,3070.8199999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,AMY ADAMS HOMECARE UK LIMITED,45050,5033330,5859.050000000001,TCR SUPPLIER GENERAL
Adult Care and Health,AMY ADAMS HOMECARE UK LIMITED,45050,5033330,4972.08,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45050,5033331,900,TCR LEGAL
Environment & Community Services,APCOA PARKING (UK) LTD,45050,5033333,34748.79,TCR SUPPLIER GENERAL
Adult Care and Health,AVENUES MANAGEMENT SERVICES LTD,45050,5033335,1355.04,TCR SUPPLIER GENERAL
"Resources, Commissioning and Contracts Management",BEVAN BRITTAN,45050,5033337,7986,TCR LEGAL
RRH Capital Total,BLOOM PROCUREMENT SERVICES LTD,45050,5033338,5374.59,TCR STAFF AGENCY
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45050,5033339,6206.579999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45050,5033339,223.47,TCR DOMICILIARY PROVIDER
Adult Care and Health,BLUEFIELD CARE SERVICES LTD,45050,5033339,400.3,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45050,5033340,7470.26,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45050,5033340,803,TCR DOMICILIARY PROVIDER
Adult Care and Health,BM HOMECARE LTD,45050,5033340,511,TCR DOMICILIARY PROVIDER
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45050,5033341,2448.61,TCR RESIDENTIAL HOME
Adult Care and Health,BRIDGES HEALTHCARE & NURSING LTD,45050,5033342,2448.61,TCR RESIDENTIAL HOME
"Children, Education and Families",CAMBIAN ASPERGER SYNDROME SERVICES LTD,45050,5033345,59647,TCR RESIDENTIAL HOME
"Children, Education and Families",CANNON CARS,45050,5033347,1406.01,TCR TRANSPORT
Adult Care and Health,CAPITAL HOMECARE UK LTD,45050,5033348,696.3199999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,CAPITAL HOMECARE UK LTD,45050,5033349,2388.4000000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,CAPITAL HOMECARE UK LTD,45050,5033350,2828,TCR DOMICILIARY PROVIDER
Adult Care and Health,CAPITAL HOMECARE UK LTD,45050,5033351,3020.3599999999997,TCR DOMICILIARY PROVIDER
Adult Care and Health,CARE DIRECT UK LTD,45050,5033352,15147.909999999998,TCR SUPPLIER GENERAL
Adult Care and Health,CARE DIRECT UK LTD,45050,5033352,845.08,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45050,5033353,5843.0599999999995,TCR SUPPLIER GENERAL
Adult Care and Health,CARE WORLD AGENCY LTD,45050,5033353,36.24,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033354,5365.5,IND AGENCY CARERS
Adult Care and Health,CARING LANE LTD,45050,5033356,5302.44,TCR DOMICILIARY PROVIDER
"Children, Education and Families",CARMICHAEL EDUCATION LTD,45050,5033357,16666.66,COMPANY
Adult Care and Health,CHRISTIES CARE LIMITED,45050,5033358,1793.08,TCR DOMICILIARY PROVIDER
Adult Care and Health,CHRISTIES CARE LIMITED,45050,5033359,11074.8,TCR DOMICILIARY PROVIDER
Adult Care and Health,CHRISTIES CARE LIMITED,45050,5033359,17012.719999999994,TCR DOMICILIARY PROVIDER
Environment & Community Services,CITY OF LONDON CORPORATION,45050,5033361,3500,TCR SUPPLIER GENERAL
Adult Care and Health,CITY OF LONDON CORPORATION,45050,5033362,11775.35,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033363,11128.11,PCS LA SCHOOL
"Renewal, Recreation and Housing",CONTINENTAL DRIFTS LTD,45050,5033364,2340,COMPANY
"Resources, Commissioning and Contracts Management",CORNERSTONE BARRISTERS,45050,5033365,1500,TCR LEGAL
Adult Care and Health,CREATIVE SUPPORT LTD,45050,5033367,2838.08,TCR SUPPLIER GENERAL
Environment & Community Services,CRONER-I LIMITED,45050,5033368,1250,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,DAC BEACHCROFT CLAIMS LTD,45050,5033372,5465,TCR LEGAL
Adult Care and Health,DAY TO DAY CARE LTD,45050,5033373,1628.2800000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45050,5033373,69.52,TCR DOMICILIARY PROVIDER
Adult Care and Health,DAY TO DAY CARE LTD,45050,5033373,231.8,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033374,9332.99,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033374,1920.87,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033375,9045.27,TCR SUPPLIER GENERAL
RRH Capital Total,DOLPHIN MOBILITY LTD,45050,5033376,5155,VENDOR
"Resources, Commissioning and Contracts Management",EDIFY TRAINING,45050,5033377,950,TCR SUPPLIER GENERAL
Adult Care and Health,ELMES HOMECARE LTD,45050,5033378,3579.2500000000005,TCR DOMICILIARY PROVIDER
"Children, Education and Families",EON NEXT,45050,5033379,765.03,TCR UTILITY
"Children, Education and Families",EON NEXT,45050,5033379,765.03,TCR UTILITY
Adult Care and Health,ETERNAL CARE UK LTD,45050,5033380,4062.5199999999995,TCR DOMICILIARY PROVIDER
Adult Care and Health,ETERNAL CARE UK LTD,45050,5033380,4351.12,TCR DOMICILIARY PROVIDER
Adult Care and Health,FIELD COURT CHAMBERS,45050,5033382,600,TCR LEGAL
"Children, Education and Families",FRIENDS OF BOXING4SCHOOLS,45050,5033383,540,VENDOR
Adult Care and Health,GROVE CARE PARTNERSHIP LTD,45050,5033386,30429.799999999996,TCR RESIDENTIAL HOME
Environment & Community Services,IDVERDE LTD,45050,5033388,2000,TCR SUPPLIER GENERAL
Environment & Community Services,IMAGEWORX LTD,45050,5033389,602.6,TCR SUPPLIER GENERAL
Adult Care and Health,INVICTA24 PLUS LTD,45050,5033390,9595.71,TCR SUPPLIER GENERAL
Insurance Fund Holding Account Total,IRWIN MITCHELL LLP,45050,5033391,9375.35,TCR LEGAL
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033392,7547.89000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033392,339.32000000000664,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033392,246.84000000000535,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033394,519.1199999999999,TCR RESIDENTIAL HOME
Control Balance Sheet Total,KINTO UK LIMITED,45050,5033395,2679.0499999999997,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033396,4264.85,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033396,428.82000000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033396,175.33,TCR DOMICILIARY PROVIDER
RRH Capital Total,L H BRIDGE LTD,45050,5033397,7025,TCR SUPPLIER GENERAL
CEF Capital Total,LANGLEY PARK LEARNING TRUST,45050,5033398,4702,TCR IND SCHOOL
"Children, Education and Families",LANGUAGE CONNECT INTERNATIONAL LTD - T/A THG FLUENTLY,45050,5033401,670,TCR CONSULTANT
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45050,5033403,418.6,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45050,5033404,25146,TCR RESIDENTIAL HOME
Adult Care and Health,LEONARD CHESHIRE SERVICES CIC,45050,5033404,10618.439999999999,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE (SOUTH) LIMITED * 3007987,45050,5033405,474.26,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45050,5033406,1887.15,TCR RESIDENTIAL HOME
Adult Care and Health,LIAISE MANAGEMENT LTD,45050,5033406,226.62,TCR RESIDENTIAL HOME
Adult Care and Health,MACKLEY HOME CARE LTD,45050,5033408,915.1800000000001,TCR DOMICILIARY PROVIDER
Environment & Community Services,MARKETFORCE SERVICES LTD,45050,5033409,4805,TCR SUPPLIER GENERAL
Public Protection and Enforcement,MARTIN CRANFIELD ASSOCIATES LTD,45050,5033410,1643.75,TCR CONSULTANT
Adult Care and Health,MILLANE CONTRACT SERVICES LTD,45050,5033411,9812,SUB-CONTRACTOR
"Renewal, Recreation and Housing",MODERNEON,45050,5033414,960,COMPANY
"Children, Education and Families",MOORE OCCUPATIONAL THERAPY,45050,5033415,667.1,TCR CONSULTANT
"Children, Education and Families",MOORE OCCUPATIONAL THERAPY,45050,5033416,853.21,TCR CONSULTANT
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033424,18054,IND REFUND
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033425,7577.849999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033425,64.75,TCR DOMICILIARY PROVIDER
RCCM Capital Total,NTA MONITOR T/A INTERTEK NTA,45050,5033430,3000,TCR SUPPLIER GENERAL
Adult Care and Health,OZUMBA TRAINING & CONSULT. SERVICES LTD,45050,5033431,9784.529999999999,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45050,5033432,32259.679999999935,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45050,5033432,641.3200000000015,TCR DOMICILIARY PROVIDER
Adult Care and Health,P & E CARE LTD,45050,5033432,-114.58999999999872,TCR DOMICILIARY PROVIDER
CEF Capital Total,PARISH C.E. PRIMARY SCHOOL,45050,5033433,2014,LBB SCHOOL
"Children, Education and Families",PARKWOOD HALL CO-OPERATIVE ACADEMY,45050,5033434,9866.67,TCR IND SCHOOL
Control Balance Sheet Total,REDACTED PERSONAL DATA,45050,5033435,1348,IND REFUND
Adult Care and Health,PLUM CARE LTD,45050,5033436,15632.230000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,PLUM CARE LTD,45050,5033436,511.06999999999994,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45050,5033438,4933.85,TCR DOMICILIARY PROVIDER
Adult Care and Health,PRIORY CARE SERVICES LTD,45050,5033438,219.03,TCR DOMICILIARY PROVIDER
"Children, Education and Families",REGIONAL FOSTERING SERVICES LTD,45050,5033439,4521.43,TCR SUPPLIER GENERAL
Adult Care and Health,RIVER GARDEN CARE LTD,45050,5033440,7626.030000000007,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45050,5033440,330.59999999999997,TCR RESIDENTIAL HOME
Adult Care and Health,RIVER GARDEN CARE LTD,45050,5033440,1102.46,TCR RESIDENTIAL HOME
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45050,5033442,1768.1399999999999,VENDOR
"Resources, Commissioning and Contracts Management",ROYAL MAIL GROUP PLC,45050,5033443,1889.9699999999998,VENDOR
Adult Care and Health,SEATING MATTERS LTD,45050,5033446,6150,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033451,11845.730000000005,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033451,441.63,TCR DOMICILIARY PROVIDER
"Resources, Commissioning and Contracts Management",REDACTED PERSONAL DATA,45050,5033452,20641.8,TCR SUPPLIER GENERAL
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033453,4243.75,TCR SUPPLIER GENERAL
Adult Care and Health,SUNBIRD CARE LTD,45050,5033454,982.94,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033455,12423.890000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033455,103.38,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033455,864.91,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033456,13369.180000000002,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033456,864.9100000000001,TCR DOMICILIARY PROVIDER
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033457,1746.1900000000003,TCR SUPPLIER GENERAL
Adult Care and Health,REDACTED PERSONAL DATA,45050,5033457,174.16,TCR SUPPLIER GENERAL
"Children, Education and Families",SV ACADEMY LTD,45050,5033458,9824,TCR SUPPLIER GENERAL
"Children, Education and Families",THE LINK SCHOOL,45050,5033460,23711.870000000003,TCR ACADEMY
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033461,12038,TCR IND SCHOOL
"Resources, Commissioning and Contracts Management",TOTAL ID LTD,45050,5033463,1259.7,TCR SUPPLIER GENERAL
Environment & Community Services,TRAFFIC ENFORCEMENT CENTRE (TEC),45050,5033465,25000,TCR SUPPLIER GENERAL
"Children, Education and Families",VIBRANT SUPPORTED HOUSING,45050,5033467,10300,TCR SUPPLIER GENERAL
RRH Capital Total,WATERSIDE & ASSOCIATES LTD,45050,5033468,2840,SUB-CONTRACTOR
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033469,16817.67,CHILDRENS RES UNITS
"Children, Education and Families",REDACTED PERSONAL DATA,45050,5033470,18352.279999999995,CHILDRENS RES UNITS
"Children, Education and Families",YOUNG VIBRANT,45050,5033471,600,TCR SUPPLIER GENERAL
