Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320841,3734.48,,Revenue,510107,Choices Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320842,1238.44,,Revenue,510107,Choices Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320847,1100.96,,Revenue,510107,Choices Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320850,761.74,,Revenue,510107,Choices Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320851,1270.5,,Revenue,524353,Agile Care Services Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320852,3575.84,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320854,6434.88,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320855,5748.72,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320856,962.84,,Revenue,522596,Kwikfix Recruitment Servs. t/a Kwikcare Serv.,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320857,10353.84,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320858,4063.32,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320859,4947.84,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320860,3974,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320861,2942.6,,Revenue,502829,SOCIAL CARE SOLUTIONS LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320863,687.76,,Revenue,522596,Kwikfix Recruitment Servs. t/a Kwikcare Serv.,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320864,1002.12,,Revenue,522596,Kwikfix Recruitment Servs. t/a Kwikcare Serv.,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45345,8000320865,687.76,,Revenue,522596,Kwikfix Recruitment Servs. t/a Kwikcare Serv.,Home Care
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,2749.61,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-1997.48,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,2040,,Revenue,522395,The Baca Charity,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,1264.29,,Revenue,522166,SUPPORTED HOUSING FELLOWSHIP CIC,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.01,,Revenue,522166,SUPPORTED HOUSING FELLOWSHIP CIC,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,26350,,Revenue,524591,Thrive Childcare Services Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,598.67,,Revenue,524885,Progressive Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,18558.86,,Revenue,524885,Progressive Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-5528.78,,Revenue,524885,Progressive Care Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,Family Safeguarding,Services,45345,8000320872,555.14,,Revenue,524815,Small Wonders Day Nursery Ltd,Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3711.85,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,0.09,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3711.85,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,0.09,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3674.39,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,0.04,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3737.45,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.09,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3749.94,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,0.13,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,4260.46,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.13,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3743.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-178.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3417.75,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-162.75,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3743.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-178.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3743.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-178.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-178.25,,Revenue,510609,National Fostering Agency Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3877.26,,Revenue,510862,Compass Fostering South Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.09,,Revenue,510862,Compass Fostering South Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,16496.43,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-1217.77,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,15964.29,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-1178.49,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,16496.43,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-1218.08,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,15964.29,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,16496.43,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,16496.43,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,15278.57,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.22,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,14785.71,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.21,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,15278.57,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,0.09,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.09,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.09,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-0.09,,Revenue,510880,Break,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,14000,,Revenue,515144,Moving Up Care Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3500,,Revenue,515144,Moving Up Care Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,2500,,Revenue,515144,Moving Up Care Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,625,,Revenue,515144,Moving Up Care Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,1428.57,,Revenue,515144,Moving Up Care Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-892.86,,Revenue,515144,Moving Up Care Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,4428.57,,Revenue,514849,Bridging Gaps Ltd (t/a Bridging Gaps Fostering Agy),Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3542.86,,Revenue,514849,Bridging Gaps Ltd (t/a Bridging Gaps Fostering Agy),Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3542.86,,Revenue,514849,Bridging Gaps Ltd (t/a Bridging Gaps Fostering Agy),Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3327.85,,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3503,,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-175.15,,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3503,,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-341.62,,Revenue,503695,St Christopher's Fellowship,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,4619,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,4581.18,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,-142.29,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,1071,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,153,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,1299.97,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,2142,,Revenue,502641,By The Bridge,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3576.16,,Revenue,507802,Compass Fostering Central Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3780.23,,Revenue,507802,Compass Fostering Central Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,0.22,,Revenue,507802,Compass Fostering Central Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,3576.16,,Revenue,507802,Compass Fostering Central Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45345,8000320872,5947.66,,Revenue,500550,Tree House Care Fostering Solutions Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440366,1650,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440367,9550,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440368,573,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440369,3402.51,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440370,3100,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440371,1505.17,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440372,3492,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440373,936,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440375,1400,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440377,4320,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440379,2808,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Children and Young People,School Improvement,Services,45348,30440380,3000,,Revenue,507875,Peterborough Centre for Young Musicians,Hired Services
Peterborough City Council,Corporate Services,Legal Services,Services,45348,30440480,500,,Revenue,508810,Redacted Personal Information,Legal Costs
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45348,30440542,500,,Revenue,502967,Posh Gecko Limited,Individual Projects
Peterborough City Council,Corporate Services,Finance,Agency Staff,45348,30440572,3162.5,,Revenue,501423,Sellick Partnership Limited,External Temporary Staff
Peterborough City Council,Place & Economy,Natural & Historic Environment,Services,45348,30440621,4245,,Revenue,500400,Wildlife Conservation Partnership,Conservation
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Other Establishments,45348,30440624,24750,,Revenue,524878,Outcomes Matter Consulting Ltd,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Westcombe Engineering,Services,45348,30440626,1163.8,,Revenue,501446,Thomas Dudley Foundry Ltd,Materials
Peterborough City Council,Corporate,Corporate,Non Revenue,45348,30440627,3400,,Capital,524752,Land Survey Solutions LTD,Property Services Fees
Peterborough City Council,Corporate Services,Legal Services,Services,45348,30440648,1750,,Revenue,523826,Fenners Chambers,Legal Costs
Peterborough City Council,Place & Economy,Director of Housing,Services,45348,30440661,950,,Revenue,524625,VPS UK LTD,Security
Peterborough City Council,Corporate Services,Marketing & Communications,Services,45348,30440668,4250,,Revenue,510608,Print 4 Business Ltd,Printing
Peterborough City Council,Place & Economy,Regulatory Services,"Tools, Equipment, Furniture & Materials",45348,30440672,5259.6,,Revenue,501921,VIP-System Ltd,Equipment
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,20436,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,62356,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,524,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,524,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,524,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,11528,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,11004,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,524,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,524,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,4192,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,524,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30440681,2096,,Revenue,500311,Redacted Commercial Confidentiality,Hired Transport
Peterborough City Council,Place & Economy,Growth & Regen AD,Services,45348,30440793,1911.25,,Revenue,523902,Built Environment Networking Limited,Conferences
Peterborough City Council,Children and Young People,Clare Lodge,Repair & Maintenance of Buildings,45348,30440815,3246.03,,Revenue,500833,Adcock Refrig/air Conditioning Ltd,Maintenance
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45348,30440816,754.2,,Revenue,500585,Fenland Stoneworks,Infrastructure
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45348,30440817,631.93,,Revenue,500585,Fenland Stoneworks,Infrastructure
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45348,30441022,680.58,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45348,30441024,1182.42,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45348,30441025,1384.59,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Children and Young People,CSSB-Delivery,Services,45348,30441076,562.55,,Revenue,507651,Pathfinder Legal Services Limited,Legal Costs
Peterborough City Council,Children and Young People,CSSB-Delivery,Services,45348,30441076,516.15,,Revenue,507651,Pathfinder Legal Services Limited,Legal Costs
Peterborough City Council,Children and Young People,Special Educational Needs / Inclusion,Services,45348,30441197,862.5,,Revenue,502660,YMCA Trinity Group,Education Expenses
Peterborough City Council,Place & Economy,Environmental Enforcement & CCTV,Other Establishments,45348,30441439,4875,,Revenue,501285,Midland Environmental Contracts (Canine),Third Party Payments - Contract
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45348,30441581,1072.44,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45348,30441585,1104.44,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30442059,4144,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,30442062,1836,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Corporate,Corporate,Non Revenue,45348,30442440,5340,,Capital,510447,Peterborough Limited,Building And Site Works / Bus Passes
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45348,30442451,2718.27,,Revenue,511302,Softcat Plc,Computer Software
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45348,30442452,10863.95,,Revenue,511302,Softcat Plc,Computer Software
Peterborough City Council,Children and Young People,Children's Commissioning,Services,45348,30442465,975,,Revenue,519163,Orchid Cellmark Ltd,Hired Services
Peterborough City Council,Corporate,Corporate,Non Revenue,45348,30442478,72965.06,,Capital,504599,British Telecom PLC,Building And Site Works / Bus Passes
Peterborough City Council,Corporate,Corporate,Non Revenue,45348,30442550,69561.52,,Capital,522901,International Parking Systems UK Ltd,Equipment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45348,30442696,2700,,Revenue,500578,Little Stars Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45348,30442697,1400,,Revenue,501000,Bright Star's day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45348,30442698,1012.5,,Revenue,502207,Nene Valley Day Nursery,Grant Payment
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45348,30442699,881,,Revenue,502405,Manor House Nursery (Peterborough) Ltd,Grant Payment
Peterborough City Council,Place & Economy,Director of Housing,Services,45348,30442700,4807.74,,Revenue,524968,T Payne & Co Ltd,Financial Assistance
Peterborough City Council,Corporate Services,Commercial Propety,Services,45348,30442739,4702,,Revenue,501908,Weightmans LLP,Professional Services
Peterborough City Council,Children and Young People,Payments to providers-3/4 year old,Services,45348,30442794,621.04,,Revenue,510499,Redacted Personal Information,Grant Payment
Peterborough City Council,Place & Economy,Director of Housing,Customer and client receipts - Rents,45348,30442821,2676.54,,Revenue,502827,Cross Keys Homes,Rental Income
Peterborough City Council,Place & Economy,Director of Housing,Services,45348,30442826,869.88,,Revenue,500428,Property Line,Financial Assistance
Peterborough City Council,Adult Social Care,Executive Director Adult Social Care,Agency Staff,45348,30442839,3847.5,,Revenue,501455,Reed Specialist Recruitment Limited,External Temporary Staff
Peterborough City Council,Children and Young People,CSC Placements,Schools,45348,8000320049,24399.52,,Revenue,509239,Aurora Care & Education Opco Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45348,8000320049,3859.73,,Revenue,509239,Aurora Care & Education Opco Ltd,Boarding Out Fees
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45348,8000320152,4646.08,,Revenue,522383,Livability,Residential Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45348,8000320152,703.6,,Revenue,522383,Livability,Day care
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320875,541.32,,Revenue,501221,Ash School Transport,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320875,541.32,,Revenue,501221,Ash School Transport,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320875,541.35,,Revenue,501221,Ash School Transport,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320876,2232,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320877,1967.84,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320877,655.96,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320878,867.99,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320878,868.01,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320879,1250.01,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320879,1249.99,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320880,1842.85,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320880,737.15,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320881,3100,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320882,1940.01,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320882,1939.99,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320883,2340,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320884,2287.5,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320884,457.5,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320884,457.5,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320885,924,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320886,1340,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320887,680,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320887,680,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320888,1764,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320889,1870.2,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45348,8000320889,1870.2,,Revenue,501213,Goldstar Cabs Ltd,Hired Transport
