Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Unrecoverable vat £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318267,29905.4,,Revenue,510299,Focus Care Supported Living Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318268,71464,,Revenue,510299,Focus Care Supported Living Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318269,15711.88,,Revenue,510299,Focus Care Supported Living Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318272,1281.7,,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318273,2880.82,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318274,2804.58,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318275,3338.26,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318276,3719.46,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318277,2804.58,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318278,2575.86,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318279,2499.62,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318280,1198.65,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318281,3976.07,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318282,3976.07,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318283,3976.07,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318284,14943.04,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318285,1788.15,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318286,4286.66,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318287,6160.5,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318288,5098.12,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318289,4640.68,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318290,6198.62,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318291,2134.72,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318292,3049.6,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318294,1257.6,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318295,6198.62,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318296,6827.34,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318297,2672.4,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318298,7060.44,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318299,2723.44,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318300,1274.88,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318301,2266,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318302,2456.6,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318303,3257.12,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318304,1814.82,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318305,13443.36,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318306,4250.38,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318307,3033.28,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318308,10033.8,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318309,22842.12,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318310,4402.86,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318311,2958.42,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318312,5978.52,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318313,2570.96,,Revenue,502822,Augusta Care Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318314,1270.5,,Revenue,524353,Agile Care Services Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318316,1173.6,,Revenue,524898,DHC Midlands Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318317,881,,Revenue,524898,DHC Midlands Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318318,881,,Revenue,524898,DHC Midlands Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318319,881,,Revenue,524898,DHC Midlands Ltd,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45324,8000318321,1315.48,,Revenue,524898,DHC Midlands Ltd,Home Care
Peterborough City Council,Children and Young People,Fostering and Adoption,Services,45324,8000318322,500,,Revenue,524893,Redacted Personal Information,Carer Support Costs
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,426.43,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2302.71,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-85.46,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,426.43,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2302.71,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-85.46,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2558.57,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-0.17,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,426.43,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2302.71,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-85.46,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2558.57,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-0.17,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,426.43,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2302.71,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-85.46,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2558.57,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-0.17,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2558.57,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-0.17,,Revenue,522878,Cambridge Care Company,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3498.57,,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,0.09,,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,2931.98,,Revenue,510685,Fostering UK Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,1036.08,,Revenue,503144,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,546.82,,Revenue,503224,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,920.96,,Revenue,503160,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,748.28,,Revenue,509041,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,1036.08,,Revenue,507879,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,805.84,,Revenue,507879,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,805.84,,Revenue,507879,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,1611.68,,Revenue,501526,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,3453.6,,Revenue,501237,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,920.96,,Revenue,501237,Redacted Personal Information,Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,518,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,544,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,1512,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,4320,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,5762.68,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,720,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,575.6,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,575.6,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,Short Breaks - one to one support,Services,45324,8000318322,768,,Revenue,500717,P'Boro Council For Voluntary Srvs (PCVS),Financial Assistance
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,4415.29,,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,4272.86,,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,15229.86,,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,16876.22,,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,25464.29,,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,15916.73,,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3718.49,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-0.04,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3963.57,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,0.09,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3789.79,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,-180.46,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3963.57,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,0.09,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3963.57,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,0.09,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45324,8000318322,3963.66,,Revenue,501791,Fostering Solutions Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30402212,4312,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30402213,5513,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30409071,3752,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30412323,3752,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30423087,2737.93,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30427967,3510,,Revenue,523541,Rockingham Educational Services,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436054,4710,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436055,4000,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436058,5720,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436059,3966.67,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436063,4637.49,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436065,4485,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436066,4000,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436067,4637.49,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436072,4458.6,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436076,4710,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436077,5000,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436078,4637.49,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Services,45327,30436086,3520,,Revenue,500226,Kirkstone House School,Out Of Area Education Costs
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436088,4710,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436089,2000,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436091,4485,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436093,2620,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436185,6160,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436189,4467.22,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436195,3624.17,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436198,4637.49,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436201,4637.49,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436205,4710,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436207,3000,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436209,4637.49,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436211,3752,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30436213,3966.67,,Revenue,500226,Kirkstone House School,Boarding Out Fees
Peterborough City Council,Children and Young People,Fostering and Adoption,Services,45327,30437520,640,,Revenue,520558,Courtfield Private Practice Ltd,Professional Services
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30437866,49285.8,,Revenue,512011,24/7 SUPPORT UK LIMITED,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30437873,2635,,Revenue,516493,Step Ahead Services Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30437893,1562.7,,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438211,2330.58,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438212,1086.28,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438213,2590.67,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438214,2590.36,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438215,2471.94,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438216,2590.36,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438217,3082.33,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438218,3582.67,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438219,795.44,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438220,2590.67,,Revenue,509707,Horizon Supported Accommodation Limited,Boarding Out Fees
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45327,30438467,8352.39,,Revenue,523161,Pay360 Limited,Computer Software
Peterborough City Council,Corporate Services,Legal Services,Agency Staff,45327,30438516,1152,,Revenue,501423,Sellick Partnership Limited,External Temporary Staff
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45327,30438710,1757.71,,Revenue,507694,TCHC Group Limited,Education Expenses
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45327,30438711,494.75,,Revenue,507694,TCHC Group Limited,Education Expenses
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45327,30438711,3927.98,,Revenue,507694,TCHC Group Limited,Education Expenses
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45327,30438711,5488.92,,Revenue,507694,TCHC Group Limited,Education Expenses
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45327,30438711,2116.87,,Revenue,507694,TCHC Group Limited,Education Expenses
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45327,30438711,1194.81,,Revenue,507694,TCHC Group Limited,Education Expenses
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30438727,12183,,Revenue,502791,Sixteen Plus Limited,Boarding Out Fees
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45327,30438908,1058.35,,Revenue,500843,Facultatieve Technologies Ltd,Cremators
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45327,30438909,651.62,,Revenue,500843,Facultatieve Technologies Ltd,Cremators
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45327,30438982,35130.15,,Revenue,511725,UNIT 4 Business Software Ltd,Computer Software
Peterborough City Council,Place & Economy,Regulatory Services,Interview & Training Expenses,45327,30439079,1850,,Revenue,516000,Opus People Solutions Ltd,Training
Peterborough City Council,Children and Young People,CSC Placements,Schools,45327,30439123,1562.7,,Revenue,502258,Transition Care Peterborough Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45327,30439540,1199.08,,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Place & Economy,Regulatory Services,Agency Staff,45327,30439681,1080.18,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Regulatory Services,Agency Staff,45327,30439682,1458.41,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45327,30439684,3122.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45327,30439685,1924.35,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Fostering and Adoption,Services,45327,30439687,600,,Revenue,500356,The Fostering Network,Professional Services
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45327,30439755,3122.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45327,30439832,3600,,Revenue,512024,Tile Hill Interim & Executive Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45327,30439837,1873.74,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45327,30439851,3497.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45327,30439859,2098.74,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Executive Director of Children's Services,Agency Staff,45327,30439861,1159.58,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45327,30439862,2498.32,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439871,1306.05,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439871,93.6,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439871,338,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439872,1369.4,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439872,257.4,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439872,244.4,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439873,1544.7,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439873,351,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Children and Young People,HTS & CSC Transport,Contract Hire and Operating Leases,45327,30439873,361.4,,Revenue,500282,A2B Euro Cars,Hired Transport
Peterborough City Council,Adult Social Care,Mental Health,Agency Staff,45327,30439882,3122.9,,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30439922,18000,,Revenue,523092,Bridge House Independent School Limited,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45327,30439926,15000,,Revenue,523092,Bridge House Independent School Limited,Boarding Out Fees
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45327,30440045,2395.57,,Revenue,524491,Malling Health (UK) Ltd-Botolph Bride Comm.HC,Third Party Payments - Contract
