Body Name,Service Area Categorisation,Service Area Division,Purpose of Expenditure,Payment Date,Trans No,Amount in £,Capital or Revenue,Beneficiary ID,Beneficiary,Merchant Category
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293786,607.95,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293787,2080.54,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293790,1134.84,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293791,1796.83,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293795,588,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293797,602,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293798,1134,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293800,2744,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293801,833,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293802,672,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293803,700,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293804,2548,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293806,994,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293807,784,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293809,1176,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293810,728,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293812,938,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293814,980,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293815,1288,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293816,798,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293817,1078,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293819,980,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293820,1624,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293821,2072,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293823,864.5,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293826,1120,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293827,689.5,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293829,798,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293830,609,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293831,2814,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293832,913.5,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293836,1204,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293837,2968,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293839,1813,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293840,546,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293848,1026.76,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293851,567.42,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293853,851.13,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293854,891.66,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293855,959.21,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293857,1891.4,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293858,580.93,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293859,942.32,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293861,2702,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293862,2134.58,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293864,1040.27,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293865,526.89,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293867,567.42,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293868,1188.88,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293870,638.35,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293872,986.23,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293876,567.42,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293877,594.44,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293878,634.97,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293880,661.99,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293881,1702.26,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293882,1877.89,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293883,621.46,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293884,756.56,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293885,1188.88,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293887,810.6,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293888,1378.02,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293892,1891.4,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293896,526.89,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293897,999.74,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293898,567.42,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293899,567.42,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293901,2098.88,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293902,699.72,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293906,1049.16,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293907,699.72,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293908,2332.4,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293909,655.48,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293910,623,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293912,569.6,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293916,540,Revenue,501597,ENFIELD ASIAN WELFARE,Day care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293917,24396.96,Revenue,510484,Favour Health LTD,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293918,881.1,Revenue,522373,Redacted Personal Information,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293920,1111.27,Revenue,511669,Cera Care Operations Limited　,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293923,945.7,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293925,945.7,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Adult Social Care,Independent Sector Placements,Services,45114,8000293927,550.2,Revenue,511067,Longhurst Group Limited,Home Care
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,14823.27,Revenue,501128,Semi-Independent House,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,14823.27,Revenue,501128,Semi-Independent House,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,14823.27,Revenue,501128,Semi-Independent House,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,14738.57,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Services,45114,8000293934,2013,Revenue,510512,Redacted Personal Information,Course Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,4272.86,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,3816.1,Revenue,500741,Nexus Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,3596,Revenue,500741,Nexus Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,812,Revenue,500741,Nexus Fostering Ltd,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,13915.71,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,16331.83,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,14738.57,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,CSC Placements,Schools,45114,8000293934,15403.29,Revenue,500939,Ethelbert Childrens Services,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45117,30415220,25750,Revenue,500887,WL Property Ltd t/a Wilds Lodge School,Boarding Out Fees
Peterborough City Council,Children and Young People,External Education Placements,Schools,45117,30421467,-1882.9,Revenue,501507,THE HELPING HANDS GROUP,Boarding Out Fees
Peterborough City Council,Corporate Services,IT & Digital Services,Members Allowances,45117,30421561,3495,Revenue,511786,Frontline Data Limited,Computer Software
Peterborough City Council,Corporate,Corporate,Non Revenue,45117,30421565,6000,Capital,502507,Cambridgeshire County Council,Building And Site Works / Bus Passes
Peterborough City Council,Public Health,Children 5-19 Health Programmes,Other Establishments,45117,30421569,14570,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Children 5-19 Health Programmes,Other Establishments,45117,30421571,14570,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Weight Management and Obesity,Other Establishments,45117,30421574,8061.13,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Healthy Lifestyles & Publicity,Other Establishments,45117,30421574,67009.82,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45117,30421574,11515.89,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45117,30421574,6909.54,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Weight Management and Obesity,Other Establishments,45117,30421574,70859.37,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45117,30421575,6909.54,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Healthy Lifestyles & Publicity,Other Establishments,45117,30421575,67009.82,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Weight Management and Obesity,Other Establishments,45117,30421575,8061.13,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Smoking and Tobacco,Other Establishments,45117,30421575,11515.89,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Public Health,Weight Management and Obesity,Other Establishments,45117,30421575,70859.37,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45117,30421623,1129.42,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Place & Economy,Housing Enforcement,Interview & Training Expenses,45117,30421657,1400,Revenue,504498,Chartered Inst of Environmental Health,Training
Peterborough City Council,Place & Economy,Director of Housing,Cleaning & Domestic Supplies,45117,30421684,500,Revenue,505312,Spotless {Cleaning Services},Cleaning
Peterborough City Council,Place & Economy,Director of Housing,Cleaning & Domestic Supplies,45117,30421685,575,Revenue,505312,Spotless {Cleaning Services},Cleaning
Peterborough City Council,Place & Economy,Housing Enforcement,Interview & Training Expenses,45117,30421715,560,Revenue,504498,Chartered Inst of Environmental Health,Training
Peterborough City Council,Children and Young People,PFI,Services,45117,30421832,9464.22,Revenue,503080,IIC by Education (P'boro) Ltd,Service Charge
Peterborough City Council,Children and Young People,Clare Lodge,Agency Staff,45117,30422277,553.58,Revenue,522986,Independent Clinical Srvs Ltd.t/a Thornbury Nursing,External Temporary Staff
Peterborough City Council,Corporate Services,HR WFD & Training,Interview & Training Expenses,45117,30422324,1010,Revenue,509638,Shelter the National Campaign for Homeless People,Training
Peterborough City Council,Public Health,Weight Management and Obesity,Other Establishments,45117,30422426,6153.85,Revenue,502507,Cambridgeshire County Council,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Regulatory Services,Advertising,45117,30422459,599,Revenue,507839,Nottingham City Council,Recruitment Advertising
Peterborough City Council,Adult Social Care,OP/PD/SI,Other Establishments,45117,30422516,497362.06,Revenue,502362,NRS Healthcare,Third Party Payments - Contract
Peterborough City Council,Place & Economy,Parking Services,Services,45117,30422608,1036.8,Revenue,508942,ALSOprint Ltd,Printing
Peterborough City Council,Adult Social Care,OP/PD/SI,Other Establishments,45117,30422839,47036.59,Revenue,502362,NRS Healthcare,Third Party Payments - Contract
Peterborough City Council,Corporate Services,Democratic Services,Services,45117,30422856,28755.05,Revenue,502451,East of England LGA,Subscriptions
Peterborough City Council,Place & Economy,Cohesion and Integration - grants,Services,45117,30422972,720,Revenue,502253,British Youth Council,Property Maintenance
Peterborough City Council,Corporate,Corporate,Non Revenue,45117,30423073,75,Capital,510447,Peterborough Limited,Building And Site Works / Bus Passes
Peterborough City Council,Corporate,Corporate,Non Revenue,45117,30423073,1425,Capital,510447,Peterborough Limited,Building And Site Works / Bus Passes
Peterborough City Council,Corporate Services,Bereavement Service,Repair & Maintenance of Buildings,45117,30423075,627.2,Revenue,510447,Peterborough Limited,Infrastructure
Peterborough City Council,Corporate,Corporate,Non Revenue,45117,30423076,31455,Capital,510447,Peterborough Limited,Building And Site Works / Bus Passes
Peterborough City Council,Corporate,Corporate,Non Revenue,45117,30423097,244385,Capital,516131,Dennis Eagle Limited,Vehicle Acquisition
Peterborough City Council,Children and Young People,Schools and Settings funding,Services,45117,30423337,1160.27,Revenue,501507,THE HELPING HANDS GROUP,Education Expenses
Peterborough City Council,Children and Young People,External Education Placements,Schools,45117,30423339,1830.18,Revenue,501507,THE HELPING HANDS GROUP,Boarding Out Fees
Peterborough City Council,Corporate,Corporate,Non Revenue,45117,30423681,4185.99,Capital,510533,Sibcas Ltd,Building And Site Works / Bus Passes
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423709,8400,Revenue,513460,Westraven Community Café and Garden,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423710,2880,Revenue,511157,Stars Day Nursery Oakdale,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423711,6000,Revenue,510447,Peterborough Limited,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423712,6000,Revenue,522394,Oak Activities Ltd,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423713,3840,Revenue,502499,Panda's Childcare Ltd,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423714,11040,Revenue,513436,Little Miracles Peterborough,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423715,10560,Revenue,500527,Herlington Pre-School,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423716,6000,Revenue,500573,Gladstone Connect Ltd,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423717,5760,Revenue,522040,Family Action,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423718,12000,Revenue,507402,Families First Peterborough,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423719,7200,Revenue,509407,YOUTH DREAMS PROJECT LTD,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423720,3600,Revenue,509407,YOUTH DREAMS PROJECT LTD,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423721,9600,Revenue,508407,Eye C of E Primary School,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423722,7200,Revenue,522171,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423723,3840,Revenue,516097,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423724,1440,Revenue,522058,Breakthrough Therapy Solutions Ltd.,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423725,9600,Revenue,514611,Premier Education,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423726,8400,Revenue,509147,Play House Pre-School & Out of School Club,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423727,8400,Revenue,514611,Premier Education,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423728,7200,Revenue,509407,YOUTH DREAMS PROJECT LTD,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423729,7200,Revenue,514785,Multi Sport Pro Ltd–T/A Premier Ed.,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423730,3600,Revenue,509407,YOUTH DREAMS PROJECT LTD,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423731,3600,Revenue,500023,NewArk Play Association Ltd,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423732,9600,Revenue,519084,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423733,6000,Revenue,519084,Redacted Personal Information,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423734,9600,Revenue,521635,Limitless Sports and Activities,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423735,4200,Revenue,515942,Just Do Sport,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423736,10800,Revenue,515942,Just Do Sport,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423737,12000,Revenue,515942,Just Do Sport,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423738,1500,Revenue,515942,Just Do Sport,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423739,7200,Revenue,515942,Just Do Sport,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423740,16800,Revenue,511210,Jungle Tots Day Nursery,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423742,3600,Revenue,501810,ZigZag Day Nursery Ltd,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423743,3000,Revenue,509407,YOUTH DREAMS PROJECT LTD,Grant-Third Party
Peterborough City Council,Children and Young People,Early Years & Quality Improvement,Other Establishments,45117,30423746,7200,Revenue,509407,YOUTH DREAMS PROJECT LTD,Grant-Third Party
Peterborough City Council,Children and Young People,SEN/Inclusion,Agency Staff,45117,30423759,1072.44,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45117,30423762,2574.39,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45117,30423763,1404.93,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Growth & Regen AD,Agency Staff,45117,30423764,3826.65,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Planning Compliance,Agency Staff,45117,30423765,1056.22,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Regulatory Services,Agency Staff,45117,30423766,1378.32,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Regulatory Services,Agency Staff,45117,30423766,1837.76,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Planning Techinical Services,Agency Staff,45117,30423768,610.74,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Place & Economy,Development Management,Agency Staff,45117,30423769,1296,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45117,30423772,3419.57,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45117,30423773,3034.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45117,30423775,3108.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Targeted Youth Service,Agency Staff,45117,30423776,3848.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423777,1361.88,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423778,1554.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423779,1406.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423780,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423781,3404.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423782,3626.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45117,30423783,4495.08,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423784,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45117,30423786,1665.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45117,30423790,1065.88,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423791,1702.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423792,3631.74,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423794,3404.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Children and Young People,Head of Children's Social Care,Agency Staff,45117,30423795,1813.35,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Home Services Delivery Model,Agency Staff,45117,30423796,1395.3,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
Peterborough City Council,Adult Social Care,Community Team,Agency Staff,45117,30423797,2886.7,Revenue,516000,Opus People Solutions Ltd,External Temporary Staff
