Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
Essex & Anglia Preservation Ltd,Voids - Exit Costs,Cap - Housing,2775,555,3330,45273,,
Essex & Anglia Preservation Ltd,Build Maint Exit Cst,Cap - Housing,5605,1121,6726,45273,,
ESU1 Ltd,Private Contractors,Environmental Health - Domestic,1123,224.6,1347.6,45218,,
Eurosafe Solutions Ltd,Build Maint Exit Cst,Non-Delegated Building Maintenance,1676,335.2,2011.2,45236,,
Eurosafe Solutions Ltd,Build Maint Exit Cst,Non-Delegated Building Maintenance,6760,1352,8112,45239,,
Eurosafe Solutions Ltd,Build Maint Exit Cst,Non-Delegated Building Maintenance,907,181.4,1088.4,45273,,
Event Equipment Hire Ltd,Event Suppliers,Mayoralty,2375,475,2850,45229,,
Event Lights Ltd,Other Professionals,Harrow Museum,2483.93,496.776,2980.7059999999997,45225,,
Everwarm Ltd,Misc Supp & Serv Cst,Cap - Housing,177075.26,35415.05,212490.31,45260,,
Everwarm Ltd,Misc Supp & Serv Cst,Cap - Housing,82047.74,16409.55,98457.29000000001,45260,,
Excel Environmental Technical,Build Maint Exit Cst,Integrated Care,2510,502,3012,45251,,
Excel Environmental Technical,Cleaning Materials,Integrated Care,7500,1500,9000,45271,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - GF Housing,13534.38,0,13534.38,45208,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - GF Housing,9258.71,0,9258.71,45229,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - GF Housing,10509.64,0,10509.64,45229,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - GF Housing,10759.8,0,10759.8,45247,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - GF Housing,8805.04,0,8805.04,45275,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - GF Housing,8352.98,0,8352.98,45280,,
F.G. Mileham Building Contractors,Landld Rprs Exit Cts,Cap - Housing,8824.42,1764.884,10589.304,45260,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,18679.05,0,18679.05,45223,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,6085.08,0,6085.08,45223,,
Fairmont Residential Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-10126.9,0,-10126.9,45223,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,5888.78,0,5888.78,45252,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,18076.5,0,18076.5,45252,,
Fairmont Residential Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-9800.23,0,-9800.23,45252,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,2831.4,0,2831.4,45274,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,922.37,0,922.37,45274,,
Fairmont Residential Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-1535.31,0,-1535.31,45274,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,19041.75,0,19041.75,45280,,
Fairmont Residential Ltd,Residential Placemnt,Working Together - Learning Disability,6203.23,0,6203.23,45280,,
Fairmont Residential Ltd,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-10323.58,0,-10323.58,45280,,
Faith & Love Nursery Ltd,Private Nurseries,2 year old offer,3855.6,0,3855.6,45250,,
Faith & Love Nursery Ltd,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,3278.55,0,3278.55,45250,,
Family Action,Residential Schools,Parent Partnership,21802.5,0,21802.5,45237,,
Family First Fostering,Foster Payments,Childrens Placements,1356.73,0,1356.73,45244,,
Family First Fostering,Foster Payments,Childrens Placements,4070.19,0,4070.19,45244,,
Family First Fostering,Foster Payments,Childrens Placements,4205.86,0,4205.86,45244,,
Family First Fostering,Foster Payments,Childrens Placements,4070.19,0,4070.19,45267,,
Family Fostering,Foster Payments,Childrens Placements,2379.96,0,2379.96,45244,,
Family Fostering,Foster Payments,Childrens Placements,3966.6,0,3966.6,45244,,
Family Fostering,Foster Payments,Childrens Placements,4098.82,0,4098.82,45244,,
Family Fostering,Foster Payments,Childrens Placements,3966.6,0,3966.6,45267,,
Family Fostering Limited Business Account,Soc. Serv Client DP,Children Looked After Team 1,604,0,604,45230,,
Family Futures CIC,Adoption Allowances,Permanency Team,2240,0,2240,45229,,
Family Futures CIC,Adoption Allowances,Permanency Team,3200,0,3200,45264,,
Farrington Care Homes Ltd,Respite Costs,Long Term Care,1335.71,0,1335.71,45223,,
Farrington Care Homes Ltd,Residential Placemnt,Long Term Care,3334.05,0,3334.05,45223,,
Farrington Care Homes Ltd,Residential Placemnt,Long Term Care,3334.05,0,3334.05,45223,,
Farrington Care Homes Ltd,Respite Costs,Long Term Care,1264.29,0,1264.29,45252,,
Farrington Care Homes Ltd,Residential Placemnt,Long Term Care,3226.5,0,3226.5,45252,,
Farrington Care Homes Ltd,Residential Placemnt,Long Term Care,3226.5,0,3226.5,45252,,
Farrington Care Homes Ltd,Residential Placemnt,Long Term Care,3334.05,0,3334.05,45280,,
Farrington Care Homes Ltd,Residential Placemnt,Long Term Care,3334.05,0,3334.05,45280,,
Fazilat Punjani,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,1970.5,0,1970.5,45237,,
Feltocks Housing Ltd,Supptd Accommodation,Working Together - Learning Disability,3113.82,0,3113.82,45223,,
Feltocks Housing Ltd,Supptd Accommodation,Working Together - Learning Disability,3013.37,0,3013.37,45252,,
Feltocks Housing Ltd,Supptd Accommodation,Working Together - Learning Disability,3113.82,0,3113.82,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,3334.09,0,3334.09,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,3471.43,0,3471.43,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,3476.43,0,3476.43,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,3764.29,0,3764.29,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,3985.71,0,3985.71,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,3985.71,0,3985.71,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,4030,0,4030,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,5100,0,5100,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,7800,0,7800,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,-5221.43,0,-5221.43,45223,,
Finbond Ltd,Residential Placemnt,Long Term Care,1928.57,0,1928.57,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3226.55,0,3226.55,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3364.28,0,3364.28,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3642.85,0,3642.85,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3857.15,0,3857.15,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3857.15,0,3857.15,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3900,0,3900,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,10314.29,0,10314.29,45252,,
Finbond Ltd,Residential Placemnt,Long Term Care,3334.09,0,3334.09,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,3476.43,0,3476.43,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,3764.29,0,3764.29,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,3985.71,0,3985.71,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,3985.71,0,3985.71,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,4030,0,4030,45280,,
Finbond Ltd,Residential Placemnt,Long Term Care,4207.14,0,4207.14,45280,,
Find Your Voice,Other Professionals,Adult Skills Budget,8023,0,8023,45237,,
Fiolean LTD,Repairs/Maintenance,Divisional Director Environment & Cultur,500,100,600,45225,,
Fiolean LTD,Repairs/Maintenance,Domestic Waste,1568,313.6,1881.6,45252,,
Fiolean LTD,Repairs/Maintenance,Street Cleansing,448,89.6,537.6,45281,,
Fiolean LTD,Repairs/Maintenance,Domestic Waste,480,96,576,45281,,
Firecrest UK Ltd,Consultants Fees,Non-Delegated Building Maintenance,714.4,142.88,857.28,45244,,
Firecrest UK Ltd,Build Maint Exit Cst,Non-Delegated Building Maintenance,1023.25,204.65,1227.9,45244,,
Firecrest UK Ltd,Build Maint Exit Cst,Non-Delegated Building Maintenance,2700,540,3240,45275,,
First Choice Care Ltd,Residential Placemnt,Long Term Care,4789.5,0,4789.5,45223,,
First Choice Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-1532.64,0,-1532.64,45223,,
First Choice Care Ltd,Residential Placemnt,Long Term Care,4635,0,4635,45252,,
First Choice Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-1483.2,0,-1483.2,45252,,
First Choice Care Ltd,Residential Placemnt,Long Term Care,4789.5,0,4789.5,45280,,
First Choice Care Ltd,Rec Cost Ext Non-Vat,Long Term Care,-1532.64,0,-1532.64,45280,,
First Choice Medical Care,Misc Supp & Serv Cst,Harrow: Health Check Programme,1386.75,0,1386.75,45264,,
First Response Training and Consult,Material/Consumables,In House Provided Services Management,595,119,714,45280,,
First Response Training and Consult,Misc Supp & Serv Cst,In House Provided Services Management,595,119,714,45280,,
First Response Training and Consult,Material/Consumables,In House Provided Services Management,595,119,714,45280,,
First Years Pre School,Private Nurseries,2 year old offer,11566.8,0,11566.8,45237,,
First Years Pre School,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,48814.5,0,48814.5,45237,,
First Years Pre School,Private Nurseries,EY SEN Inclusion Fund,4200,0,4200,45237,,
First Years Pre School,Soc. Serv Client DP,Children Looked After Team 1,1465,0,1465,45264,,
Fisher Cheng Limited,Consultants Fees,Cap- Enterprise and Planning,839.25,0,839.25,45271,,
Fisher Cheng Limited,Consultants Fees,Cap- Enterprise and Planning,4810,962,5772,45271,,
Fleet Tutors,Prof Services-Curric,CLA Pupil Premium Grant,432,86.4,518.4,45281,,
Flexicare and Fitness Ltd,Day Care Payments,Working Together - Learning Disability,1216,0,1216,45236,,
Flexicare and Fitness Ltd,Day Care Payments,Working Together - Learning Disability,760,0,760,45244,,
Flowbird Smart City UK Ltd,Equipment Purchases,Parking Services Overheads,1108,221.6,1329.6,45233,,
Flowbird Smart City UK Ltd,Private Contractors,Parking Services Overheads,1215,243,1458,45238,,
Flowbird Smart City UK Ltd,Private Contractors,Parking Services Overheads,78,15.6,93.6,45238,,
Flowbird Smart City UK Ltd,Equipment Purchases,Car Parking,-1925,-385,-2310,45238,,
Flowbird Smart City UK Ltd,Private Contractors,Car Parking,1660.52,332.104,1992.624,45238,,
Flowbird Smart City UK Ltd,Equipment Purchases,Car Parking,431.42,86.28,517.7,45281,,
Flowbird Smart City UK Ltd,Equipment Purchases,Car Parking,1927.92,385.58,2313.5,45281,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,4685.43,0,4685.43,45223,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-937.09,0,-937.09,45223,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,5475.71,0,5475.71,45223,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-273.77,0,-273.77,45223,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,641.13,0,641.13,45246,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-31.98,0,-31.98,45246,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,4670.32,0,4670.32,45252,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-934.07,0,-934.07,45252,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,5458.03,0,5458.03,45252,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-272.87,0,-272.87,45252,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,4825.99,0,4825.99,45280,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-965.21,0,-965.21,45280,,
Flying Angel Ltd T/A Alvina Lodge,Residential Placemnt,Mental Health  - S75,5639.96,0,5639.96,45280,,
Flying Angel Ltd T/A Alvina Lodge,Rec Cost Ext Non-Vat,Mental Health  - S75,-281.97,0,-281.97,45280,,
FM Conway Ltd,Build Maint Exit Cst,C.A.Site,1673.2,334.64,2007.8400000000001,45250,,
Forest Grange Care Home,Residential Placemnt,Working Together - Learning Disability,8192.86,0,8192.86,45223,,
Forest Grange Care Home,Residential Placemnt,Working Together - Learning Disability,7928.57,0,7928.57,45252,,
Forest Grange Care Home,Residential Placemnt,Working Together - Learning Disability,8192.86,0,8192.86,45280,,
Forward 4 Families LLP,Foster Payments,Permanency Team,450,90,540,45210,,
Forward 4 Families LLP,Foster Payments,Permanency Team,3230,646,3876,45222,,
Forward 4 Families LLP,Foster Payments,Permanency Team,3200,640,3840,45252,,
Forward 4 Families LLP,Foster Payments,Permanency Team,3080,616,3696,45257,,
Forward 4 Families LLP,Foster Payments,Permanency Team,3160,632,3792,45257,,
Forward 4 Families LLP,Foster Payments,Permanency Team,3255,651,3906,45265,,
Forward 4 Families LLP,Foster Payments,Permanency Team,3140,628,3768,45278,,
Fotelite Ltd,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,3341.12,0,3341.12,45250,,
Fraser And Frase Client Account,Court Protection Order Monies,Protection of Property,27776.51,0,27776.51,45278,,
Freeway Lift Services Ltd,Build Maint Exit Cst,Cap - GF Housing,12675,0,12675,45219,,
Freeway Lift Services Ltd,Build Maint Exit Cst,Cap - GF Housing,3115,0,3115,45244,,
Freeway Lift Services Ltd,Build Maint Exit Cst,Cap - GF Housing,16013,0,16013,45282,,
Freeway Lift Services Ltd,Build Maint Exit Cst,Cap - Housing,4315,863,5178,45244,,
Frontline Data Limited,Internet /CableTV,Schools Finance Team Trading A/C,3778.75,755.75,4534.5,45230,,
Frontline Data Limited,Internet /CableTV,Schools Finance Team Trading A/C,2995,599,3594,45230,,
Frontline Data Limited,Internet /CableTV,Schools Finance Team Trading A/C,2385,477,2862,45230,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,7497.82,1499.564,8997.384,45215,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,10404,2080.8,12484.8,45217,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,9169.25,1833.85,11003.1,45236,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,60468.01,12093.602,72561.61200000001,45236,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,12576,2515.2,15091.2,45238,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,3812.35,762.47,4574.82,45253,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,22090.62,4418.124,26508.744,45257,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,46106.56,9221.312,55327.871999999996,45275,,
G & D Higgins Mechanical Services L,Build Maint Exit Cst,Non-Delegated Building Maintenance,78466.48,15693.296,94159.776,45275,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,1000,200,1200,45210,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,615,123,738,45211,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,645,129,774,45211,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,1000,200,1200,45225,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,625,125,750,45236,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,630,126,756,45236,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,695,139,834,45236,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,998,199.6,1197.6,45236,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,1000,200,1200,45244,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,995,199,1194,45246,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,615,123,738,45250,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,665,133,798,45250,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,1000,200,1200,45250,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,420,84,504,45251,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,695,139,834,45251,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,620,124,744,45252,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,980,196,1176,45252,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,902,180.4,1082.4,45266,,
G & M Builders,Landld Rprs Exit Cts,Repairs & Service,560,112,672,45281,,
G & M Builders,Landld Rprs Exit Cts,Cap - GF Housing,11194.45,0,11194.45,45232,,
G & M Builders,Landld Rprs Exit Cts,Cap - GF Housing,894,0,894,45236,,
G & M Builders,Landld Rprs Exit Cts,Cap - GF Housing,680,0,680,45239,,
G & M Builders,Landld Rprs Exit Cts,Cap - GF Housing,11313.08,0,11313.08,45275,,
G & M Builders,Landld Rprs Exit Cts,Cap - GF Housing,11476.28,0,11476.28,45279,,
G & M Builders,Landld Rprs Exit Cts,Cap - GF Housing,1560,0,1560,45280,,
G & M Builders,Landld Rprs Exit Cts,Cap - Housing,1190.84,238.158,1428.9979999999998,45215,,
G & M Builders,Landld Rprs Exit Cts,Cap - Housing,990,198,1188,45224,,
G & M Builders,Landld Rprs Exit Cts,Cap - Housing,4510,902,5412,45236,,
G & M Builders,Misc Supp & Serv Cst,Cap - GF Housing,941.04,0,941.04,45267,,
G4S CASH SOLUTIONS UK LIMITED,Misc Supp & Serv Cst,Cashiers Services,1987.74,397.548,2385.288,45224,,
G4S CASH SOLUTIONS UK LIMITED,Misc Supp & Serv Cst,Cashiers Services,552.15,110.43,662.5799999999999,45225,,
Gable Court Nursing Home Ltd,Nursing Care,Long Term Care,3680.3,0,3680.3,45236,,
Gable Court Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45236,,
Gable Court Nursing Home Ltd,Nursing Care,Long Term Care,3550.67,0,3550.67,45264,,
Gable Court Nursing Home Ltd,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45264,,
GAMABHANA UK LIMITED,Refunds,Harrow Arts Centre,4555.32,0,4555.32,45204,,
Ganymede Care Plc,Nursing Care,Working Together - Learning Disability,5314.29,0,5314.29,45223,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-973,0,-973,45223,,
Ganymede Care Plc,Nursing Care,Long Term Care,5456.49,0,5456.49,45223,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45223,,
Ganymede Care Plc,Nursing Care,Long Term Care,5473.71,0,5473.71,45223,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45223,,
Ganymede Care Plc,Nursing Care,Long Term Care,6200,0,6200,45223,,
Ganymede Care Plc,Nursing Care,Working Together - Learning Disability,5142.85,0,5142.85,45252,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-941.62,0,-941.62,45252,,
Ganymede Care Plc,Nursing Care,Long Term Care,5280.47,0,5280.47,45252,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Long Term Care,-941.62,0,-941.62,45252,,
Ganymede Care Plc,Nursing Care,Long Term Care,6000,0,6000,45252,,
Ganymede Care Plc,Nursing Care,Working Together - Learning Disability,5314.29,0,5314.29,45280,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Working Together - Learning Disability,-973,0,-973,45280,,
Ganymede Care Plc,Nursing Care,Long Term Care,5456.49,0,5456.49,45280,,
Ganymede Care Plc,Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45280,,
Ganymede Care Plc,Nursing Care,Long Term Care,6200,0,6200,45280,,
Garden Machinery Direct trading as Ron Smith & Co Ltd,Equipment Purchases,Biodiversity - Nature Recovery,2279.37,455.884,2735.254,45229,,
GATEVILLE LTD,Legal Fees,Housing Repairs,2429.08,485.816,2914.8959999999997,45215,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,1332.97,266.594,1599.564,45237,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,3456.26,691.252,4147.512000000001,45237,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,8726.67,1745.334,10472.004,45245,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,1753.15,350.63,2103.78,45246,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,11309.01,2261.802,13570.812,45246,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,5534.25,1106.85,6641.1,45260,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,1172.13,234.426,1406.556,45264,,
GATEVILLE LTD,Voids - Exit Costs,Housing Repairs,1692.51,338.502,2031.012,45264,,
GATEVILLE LTD,Misc Supp & Serv Cst,Cap - GF Housing,6755.06,1351.012,8106.072,45264,,
GATEVILLE LTD,Misc Supp & Serv Cst,Cap - GF Housing,17512.15,3502.43,21014.58,45264,,
GATEVILLE LTD,Misc Supp & Serv Cst,Cap - GF Housing,25645.61,5129.122,30774.732,45264,,
GATEVILLE LTD,Voids - Exit Costs,Cap - Housing,7318.75,1463.75,8782.5,45246,,
GATEVILLE LTD,Voids - Exit Costs,Cap - Housing,13912.48,2782.496,16694.976,45246,,
GATEVILLE LTD,Voids - Exit Costs,Cap - Housing,27600.2,5520.04,33120.24,45246,,
GATEVILLE LTD,Voids - Exit Costs,Cap - Housing,5981.23,1196.246,7177.476,45260,,
Gateway Qualifications,Examination Fees,Community Learning Trust,800,0,800,45219,,
Gayton Hotel,Hotel rooms,Asylum Client Expenditure,30793.2,6158.64,36951.840000000004,45202,,
Gayton Hotel,Hotel rooms,Asylum Client Expenditure,31819.64,6363.918,38183.558,45231,,
Gayton Hotel,Hotel rooms,Asylum Client Expenditure,30793.2,6158.64,36951.840000000004,45264,,
GBG plc,Computer Software,Director of IT,500,100,600,45209,,
GBG plc,Computer Software,Director of IT,1000,200,1200,45229,,
GBG plc,Computer Software,Director of IT,5012.7,1002.54,6015.24,45264,,
GEM Environmental Building Services Ltd,Landld Rprs Exit Cts,Cap - Environment,4684.16,936.832,5620.992,45215,,
GEM Environmental Building Services Ltd,Landld Rprs Exit Cts,Cap - Environment,2376.43,475.29,2851.72,45247,,
GEM Environmental Building Services Ltd,Landld Rprs Exit Cts,Cap - Environment,17913.94,3582.78,21496.719999999998,45247,,
GEM Environmental Building Services Ltd,Landld Rprs Exit Cts,Cap - Environment,13612.32,2722.464,16334.784,45271,,
Gentian Limited,Consultants Fees,Biodiversity - Nature Recovery,4000,800,4800,45212,,
Geoffrey Glynn,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,710.85,0,710.85,45237,,
GETFIX LTD,Build Maint Exit Cst,Cap - Schools Capital Maintenance,10493.04,2098.608,12591.648000000001,45208,,
Ghanshyam Nursery School,Private Nurseries,2 year old offer,3855.6,0,3855.6,45237,,
Ghanshyam Nursery School,Private Nurseries,Dsg Nursery Educ Grant 3yrs & 4yrs,45141.6,0,45141.6,45237,,
Ghanshyam Nursery School,Private Nurseries,EY SEN Inclusion Fund,1900,0,1900,45237,,
Gibson SN Services,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,607.96,0,607.96,45280,,
Gibson SN Services,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,854.44,0,854.44,45282,,
GLA,Bus Rates Payments,BRS Collection Fund,1409593,0,1409593,45264,,
GLA,Bus Rates Payments,CTax Collection Fund,3875681.85,0,3875681.85,45278,,
Glasallt Fawr (Camphill),Residential Placemnt,Working Together - Learning Disability,5813.12,0,5813.12,45223,,
Glasallt Fawr (Camphill),Residential Placemnt,Working Together - Learning Disability,5625.6,0,5625.6,45252,,
Glasallt Fawr (Camphill),Residential Placemnt,Working Together - Learning Disability,5813.12,0,5813.12,45280,,
Glebe Primary School,Schools Advances,Glebe Primary,60200,0,60200,45204,,
Glebe Primary School,Schools Advances,Glebe Primary,200000,0,200000,45209,,
Glebe Primary School,Schools Advances,Glebe Primary,203681.55,0,203681.55,45236,,
Glebe Primary School,Schools Advances,Glebe Primary,255000,0,255000,45238,,
Glebe Primary School,Schools Advances,Glebe Primary,109100,0,109100,45267,,
Glebe Primary School,Schools Advances,Glebe Primary,220000,0,220000,45273,,
Gleeds Management Services Ltd,Activity Leaders,Council Regeneration Programme,6000,1200,7200,45238,,
Gleeds Management Services Ltd,Activity Leaders,Council Regeneration Programme,6000,1200,7200,45266,,
Glenholme Specialist Healthcare (Northern Region) Ltd,Supptd Accommodation,Mental Health  - S75,509.06,0,509.06,45223,,
Glyphics Ltd,Printing (external),Cap - Environment,585.6,117.12,702.72,45251,,
GN2 Ltd,Misc Premises Costs,Wealdstone Community Centre,1250,250,1500,45209,,
GN2 Ltd,Rents,Wealdstone Community Centre,14986.44,2997.29,17983.73,45209,,
GN2 Ltd,Misc Premises Costs,Wealdstone Community Centre,1250,250,1500,45280,,
GN2 Ltd,Rents,Wealdstone Community Centre,14986.44,2997.29,17983.73,45280,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,-1680,-336,-2016,45212,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,44751.73,8950.346,53702.076,45212,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,531733.8,106346.76,638080.56,45232,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,3990,798,4788,45239,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,4370,874,5244,45239,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,4410,882,5292,45239,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,4830,966,5796,45239,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,310,62,372,45244,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,255,0,255,45244,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,4180,836,5016,45246,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,4620,924,5544,45246,,
Go Plant Fleet Services Ltd,Repairs/Maintenance,DIVISIONAL CONTROL ACC,35451.36,7090.272,42541.632,45253,,
Go Plant Fleet Services Ltd,Other Agencies,Motor Insurance,1056.34,211.268,1267.608,45219,,
Go Plant Fleet Services Ltd,Other Agencies,Motor Insurance,1193.62,238.724,1432.3439999999998,45257,,
Go2sim,Private Contractors,Car Parking,972,194.4,1166.4,45252,,
Go2sim,Private Contractors,Car Parking,972,194.4,1166.4,45252,,
Gold Care Homes (Acton Care Centre),Rec Cost Ext Non-Vat,Long Term Care,1443.81,0,1443.81,45236,,
Gold Care Homes (Acton Care Centre),Nursing Care,Long Term Care,-9329.52,0,-9329.52,45236,,
Gold Care Homes (Acton Care Centre),Nursing Care,Long Term Care,5314.29,0,5314.29,45236,,
Gold Care Homes (Acton Care Centre),Rec Cost Ext Non-Vat,Long Term Care,-973,0,-973,45236,,
