Beneficiary,Category/Purpose,Department,     Net value,VAT Value,Gross,Date incurred -Payment Date,,
Churchill Health Care Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-5528.57,0,22113.66,45314,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,692.24,0,692.24,45317,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1140,0,1140,45317,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1967.32,0,1967.32,45317,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,304.15,0,513.55,45336,,
Churchill Health Care Ltd,Carer's Service,Personalisation,209.4,0,513.55,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,641.12,0,641.12,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,641.12,0,641.12,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,651.24,0,651.24,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,661.53,0,661.53,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,732.92,0,732.92,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,732.92,0,732.92,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,750.37,0,750.37,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,754.72,0,754.72,45336,,
Churchill Health Care Ltd,Carer's Service,Personalisation,209.4,0,772.36,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,562.96,0,772.36,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,814.56,0,814.56,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,814.93,0,814.93,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,815.95,0,815.95,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,815.95,0,815.95,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,895.52,0,895.52,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,972.84,0,972.84,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,977.2,0,977.2,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1049.97,0,1049.97,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1126.24,0,1126.24,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1143.15,0,1143.15,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1189.39,0,1189.39,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1190.44,0,1190.44,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1221.52,0,1221.52,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1221.52,0,1221.52,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1304.2,0,1304.2,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1304.55,0,1304.55,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1451.84,0,1451.84,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1523.72,0,1523.72,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1568.94,0,1568.94,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1619.38,0,1619.38,45336,,
Churchill Health Care Ltd,Carer's Service,Personalisation,418.8,0,1624.6,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1205.8,0,1624.6,45336,,
Churchill Health Care Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,1630.88,0,1630.88,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1632.45,0,1632.45,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1716.9,0,1716.9,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1798.75,0,1798.75,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1936.44,0,1936.44,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1954.4,0,1954.4,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2091.38,0,2091.38,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2163.79,0,2163.79,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2198.72,0,2198.72,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2931.62,0,2931.62,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2941.37,0,2941.37,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,3420.2,0,3420.2,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,3612.17,0,3821.57,45336,,
Churchill Health Care Ltd,Carer's Service,Personalisation,209.4,0,3821.57,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,8318.94,0,8318.94,45336,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1189.39,0,1189.39,45338,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,3760.72,0,3760.72,45338,,
Churchill Health Care Ltd,Supptd Accommodation,Mental Health  - S75,3763.49,0,3010.78,45348,,
Churchill Health Care Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-752.71,0,3010.78,45348,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1303.16,0,1303.16,45364,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2199.39,0,2199.39,45364,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2276.88,0,2276.88,45364,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2280.36,0,2280.36,45364,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2853.41,0,2853.41,45364,,
Churchill Health Care Ltd,Carer's Service,Personalisation,209.4,0,536.75,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,327.35,0,536.75,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,581.46,0,581.46,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,651.24,0,651.24,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,651.24,0,651.24,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,651.24,0,651.24,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,651.24,0,651.24,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,732.92,0,732.92,45371,,
Churchill Health Care Ltd,Carer's Service,Personalisation,209.4,0,781.07,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,571.67,0,781.07,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,801.14,0,801.14,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,814.56,0,814.56,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,815.95,0,815.95,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,816.65,0,816.65,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,838.54,0,838.54,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,871.2,0,871.2,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,890.15,0,890.15,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,895.52,0,895.52,45371,,
Churchill Health Care Ltd,Carer's Service,Personalisation,209.4,0,924.87,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,715.47,0,924.87,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,968.48,0,968.48,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1023.96,0,1023.96,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1071.79,0,1071.79,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1077.71,0,1077.71,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1100.06,0,1100.06,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1189.39,0,1189.39,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1195.33,0,1195.33,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1213.7,0,1213.7,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1303.16,0,1303.16,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1316.24,0,1316.24,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1327.58,0,1327.58,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1451.84,0,1451.84,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1549.04,0,1549.04,45371,,
Churchill Health Care Ltd,Carer's Service,Personalisation,418.8,0,1562.13,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1143.33,0,1562.13,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1628.44,0,1628.44,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1628.44,0,1628.44,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1693.33,0,1693.33,45371,,
Churchill Health Care Ltd,Carer's Service,Personalisation,89.74,0,1701.32,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1611.58,0,1701.32,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1783.19,0,1783.19,45371,,
Churchill Health Care Ltd,Domiciliary Care,Self funders Personalisation - Adult Soc,1820.55,0,1820.55,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1957.89,0,1957.89,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1968.88,0,1968.88,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2087.9,0,2087.9,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2198.72,0,2198.72,45371,,
Churchill Health Care Ltd,Carer's Service,Personalisation,837.6,0,2306.36,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,1468.76,0,2306.36,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2308.8,0,2308.8,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2853.41,0,2853.41,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2931.62,0,2931.62,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,2941.37,0,2941.37,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,3446.37,0,3446.37,45371,,
Churchill Health Care Ltd,Domiciliary Care,Personalisation,7678,0,7678,45371,,
Churchill Health Care Ltd,Supptd Accommodation,Mental Health  - S75,4023.05,0,3218.42,45376,,
Churchill Health Care Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-804.63,0,3218.42,45376,,
CIPFA Business Limited,Grants and Subscript,Property & Valuation Overheads,1326,265.2,1591.2,45379,,
CIPFA Business Limited,Grants and Subscript,Hsg & Com Chg Ben Adm,3943,788.6,4731.6,45364,,
Cissykims Limited,Misc Supp & Serv Cst,Safeguarding Adults & Quality Assurance,1394.31,0,1394.31,45349,,
Citron Hygiene UK Ltd,Other Professionals,Other FM Services Schools,-10782.8,-2156.56,-12939.36,45337,,
Citron Hygiene UK Ltd,Cleaning Materials,Other FM Services Schools,10782.8,2156.56,12939.36,45337,,
City and Guilds,Examination Fees,AEB resourcing,1105,0,1105,45335,,
City and Guilds,Examination Fees,AEB resourcing,692.4,0,692.4,45343,,
City and Guilds,Examination Fees,AEB resourcing,964.8,0,964.8,45350,,
City and Guilds,Examination Fees,AEB resourcing,672,0,672,45371,,
City of London,Computer Software,Harrow: Sexual Health Services,17913.24,0,17913.24,45313,,
City of London,Computer Software,Harrow: Sexual Health Services,18622.91,0,18622.91,45313,,
City of London,Computer Software,Harrow: Sexual Health Services,15245.55,0,15245.55,45357,,
City of London,Computer Software,Harrow: Sexual Health Services,19038.59,0,19038.59,45377,,
City of London,Computer Software,Harrow: Sexual Health Services,38684.76,0,38684.76,45378,,
City of London,Other Agencies,Liquor Licensing,497.08,99.416,596.5,45358,,
City of London,Other Agencies,Street Cleansing,2843.38,568.676,3412.06,45362,,
City of London,Levies (not in SL),L B Grants Committee,46727,0,46727,45358,,
City of Westminster,Other Agencies,Edward Harvist Trust Fund - Administrati,22393.23,0,22393.23,45371,,
City Sprint,Other Professionals,Bibliography,577.5,115.5,693,45306,,
City Sprint,Other Professionals,Library Projects,597.59,119.518,717.11,45306,,
City Sprint,Other Professionals,Bibliography,459.07,91.818,652.19,45362,,
City Sprint,Other Professionals,Bibliography,84.42,16.88,652.19,45362,,
City Sprint,Other Professionals,Library Projects,768.33,153.666,922,45364,,
City Sprint,Other Professionals,Library Projects,768.33,153.666,922,45377,,
Civica - ERS,Election Costs,Reg Electors-General,600,120,720,45294,,
Civica - ERS,Election Costs,Reg Electors-General,1382.44,276.488,1658.93,45294,,
Civica - ERS,Election Costs,Reg Electors-General,2208.98,441.796,2650.78,45294,,
Civica - ERS,Election Costs,Reg Electors-General,10085.27,2017.054,12102.32,45294,,
Civica - ERS,Election Costs,Reg Electors-General,1702.36,340.472,2042.83,45295,,
Civica - ERS,Election Costs,Reg Electors-General,1764.41,352.882,2117.29,45322,,
Civica - ERS,Election Costs,Reg Electors-General,2473.97,494.794,2968.76,45322,,
Civica - ERS,Election Costs,Reg Electors-General,10798.22,2159.644,12957.86,45322,,
CIVICA UK LTD,Landld Rprs Exit Cts,Cap - Housing,925,185,1110,45299,,
CIVICA UK LTD,Landld Rprs Exit Cts,Cap - Housing,2312.5,462.5,2775,45299,,
CLEARWAY ENVIRONMENTAL SERVICES (UK,Security Costs,Council Regeneration Programme,1192.5,238.5,1431,45306,,
CLEARWAY ENVIRONMENTAL SERVICES (UK,Security Costs,Council Regeneration Programme,834,166.8,1000.8,45344,,
CLEARWAY ENVIRONMENTAL SERVICES (UK,Security Costs,Council Regeneration Programme,1012.5,202.5,1215,45344,,
CLEARWAY ENVIRONMENTAL SERVICES (UK,Security Costs,Council Regeneration Programme,2092,418.4,2510.4,45344,,
Clearway Environmental Services (UK) Ltd,Voids - Exit Costs,Housing Repairs,1253,250.6,1503.6,45307,,
Clearway Environmental Services (UK) Ltd,Voids - Exit Costs,Housing Repairs,1694,338.8,2032.8,45307,,
Clearway Environmental Services (UK) Ltd,Voids - Exit Costs,Housing Repairs,1716,343.2,2059.2,45307,,
Clearway Environmental Services (UK) Ltd,Voids - Exit Costs,Housing Repairs,1326,265.2,1591.2,45335,,
Cleary & Co Solictors –Client Acc,Legal Fees,Housing Repairs,1250,0,1250,45378,,
Client Acc -  Gowing Law Solicitors,Legal Fees,Housing Repairs,750,0,750,45378,,
Closomat Limited,Landld Rprs Exit Cts,Non-Delegated Building Maintenance,515,103,618,45328,,
Clover Cars,Trans (Private Hire),P-DSG Transport Educ - Ops,6140,1228,7368,45301,,
Clover Cars,Trans (Private Hire),P-DSG Transport Educ - Ops,6558,1311.6,7869.6,45301,,
Clover Cars,Trans (Private Hire),P-DSG Transport Educ - Ops,11268,2253.6,13521.6,45301,,
Clover Cars,Trans (Private Hire),P-DSG Transport Educ - Ops,4930.5,986.1,5916.6,45344,,
Clover Cars,Trans (Private Hire),P-DSG Transport Educ - Ops,8590,1718,10308,45373,,
Clover Cars,Trans (Private Hire),P-DSG Transport Educ - Ops,10612,2122.4,12734.4,45373,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,751.44,0,751.44,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1127.16,0,1127.16,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1127.16,0,1127.16,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1127.16,0,1127.16,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1127.16,0,1127.16,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1596.81,0,1596.81,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1972.53,0,1972.53,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1972.53,0,1972.53,45308,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,939.3,0,939.3,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1315.02,0,1315.02,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1315.02,0,1315.02,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1315.02,0,1315.02,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1408.95,0,1408.95,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1690.74,0,1690.74,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,2160.39,0,2160.39,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,2160.39,0,2160.39,45343,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,751.44,0,751.44,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1127.16,0,1127.16,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1221.09,0,1221.09,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1221.09,0,1221.09,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1221.09,0,1221.09,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1596.81,0,1596.81,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1972.53,0,1972.53,45366,,
CMSS Skills Development Centre,Day Care Payments,Working Together - Learning Disability,1972.53,0,1972.53,45366,,
Collective Enterprises Limited,Consultants Fees,Aids & Adaptations,7105,1421,8526,45343,,
College Road Pre-School,Private Nurseries,2yo Entitlement - Disadvantaged,1136.03,0,1136.03,45300,,
College Road Pre-School,Private Nurseries,3&4yo Entitlement - Universal,7990.54,0,7990.54,45300,,
College Road Pre-School,Private Nurseries,3&4yo Entitlement - Universal - SENDIF,1800,0,1800,45355,,
College Road Pre-School,Private Nurseries,3&4yo Entitlement - Universal,3721.16,0,3721.16,45355,,
Collier Contracts Limited,Build Maint Exit Cst,Cap - Housing,180931.82,0,180931.82,45316,,
Collier Contracts Limited,Build Maint Exit Cst,Cap - Housing,266313.89,0,266313.89,45349,,
Collier Contracts Limited,Build Maint Exit Cst,Cap - Housing,206833.1,0,206833.1,45378,,
Collingtree Park- Barchester Healthcare,Residential Placemnt,Long Term Care,32490,0,32490,45348,,
Collingtree Park- Barchester Healthcare,Residential Placemnt,Long Term Care,5890,0,5890,45376,,
Collins Sarwar Estates,Accommodation,MASH Team,1386,277.2,1663.2,45307,,
Collins Sarwar Estates,Accommodation,Personalisation,1550,310,1860,45307,,
Collins Sarwar Estates,Accommodation,Personalisation,1550,310,1860,45336,,
Collins Sarwar Estates,Accommodation,Personalisation,1740,348,2088,45365,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,-4095.87,0,-4095.87,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2708.07,0,1489.46,45314,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-1218.61,0,1489.46,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2775.83,0,1887.59,45314,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-888.24,0,1887.59,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3327.05,0,2328.94,45314,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-998.11,0,2328.94,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2709.49,0,2574.02,45314,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-135.47,0,2574.02,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3506.32,0,2629.73,45314,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-876.59,0,2629.73,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,3313.24,0,3313.24,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Long Term Care,4406.52,0,4406.52,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,3313.24,0,4634.99,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,1321.75,0,4634.99,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,6397.34,0,6397.34,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,5516.19,0,7068.85,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,1552.66,0,7068.85,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,10570.48,0,8984.87,45314,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-1585.61,0,8984.87,45314,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2533.36,0,1393.37,45348,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-1139.99,0,1393.37,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2596.74,0,1765.81,45348,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-830.93,0,1765.81,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3112.41,0,2178.69,45348,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-933.72,0,2178.69,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2534.68,0,2407.95,45348,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-126.73,0,2407.95,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3280.11,0,2460.07,45348,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-820.04,0,2460.07,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3606.39,0,3065.41,45348,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-540.98,0,3065.41,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,3099.47,0,3099.47,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Long Term Care,4122.22,0,4122.22,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,3099.47,0,4335.95,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,1236.48,0,4335.95,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,5984.6,0,5984.6,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,5160.29,0,6612.77,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,1452.48,0,6612.77,45348,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2708.07,0,1489.46,45376,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-1218.61,0,1489.46,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2775.83,0,1887.59,45376,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-888.24,0,1887.59,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3327.05,0,2328.94,45376,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-998.11,0,2328.94,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,2709.49,0,2574.02,45376,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-135.47,0,2574.02,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3506.32,0,2629.73,45376,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-876.59,0,2629.73,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Mental Health  - S75,3855.12,0,3276.84,45376,,
Comfort Care Services (UK) Ltd,Rec Cost Ext Non-Vat,Mental Health  - S75,-578.28,0,3276.84,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,3313.24,0,3313.24,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Long Term Care,4406.52,0,4406.52,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,3313.24,0,4634.99,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,1321.75,0,4634.99,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,6397.34,0,6397.34,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,5516.19,0,7068.85,45376,,
Comfort Care Services (UK) Ltd,Supptd Accommodation,Working Together - Learning Disability,1552.66,0,7068.85,45376,,
Community Connex Ltd,Respite Costs,Children With Disabilities Client Costs,713.78,0,713.78,45300,,
Community Connex Ltd,Domiciliary Care,Working Together - Learning Disability,584.9,0,584.9,45307,,
Community Connex Ltd,Domiciliary Care,Working Together - Learning Disability,604.56,0,604.56,45307,,
Community Connex Ltd,Domiciliary Care,Working Together - Learning Disability,622.88,0,622.88,45307,,
Community Connex Ltd,Domiciliary Care,Personalisation,2303.4,0,2303.4,45307,,
Community Connex Ltd,Domiciliary Care,Working Together - Learning Disability,6188.1,0,6188.1,45307,,
Community Connex Ltd,Domiciliary Care,Working Together - Learning Disability,6394.37,0,6394.37,45307,,
Community Connex Ltd,Respite Costs,Children With Disabilities Client Costs,1030.02,0,1030.02,45322,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,764.32,0,764.32,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1080.26,0,1080.26,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1083.17,0,1083.17,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1090.4,0,1090.4,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1100.54,0,1100.54,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1106.9,0,1106.9,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1155.43,0,1155.43,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1184.15,0,1184.15,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1191.33,0,1191.33,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1205.69,0,1205.69,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1205.69,0,1205.69,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1273.85,0,1273.85,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1324.16,0,1324.16,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1578.5,0,1578.5,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1611.16,0,1611.16,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1611.16,0,1611.16,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1614.75,0,1614.75,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1704.45,0,1704.45,45335,,
Community Connex Ltd,Day Care Payments,Working Together - Learning Disability,1739.4,0,1739.4,45335,,
