Organisation,Supplier Name,Unique reference number,Payment Date,Cost Center/Capital Project Description,GL Account Description,Amount £ (Ex VAT)
LBHF,Mihomecare Ltd,3009202305535,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,498.06
LBHF,Mihomecare Ltd,3009202305536,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,35.86
LBHF,Mihomecare Ltd,3009202305537,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1506.53
LBHF,Mihomecare Ltd,3009202305538,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1255.36
LBHF,Mihomecare Ltd,3009202305539,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1487.31
LBHF,Mihomecare Ltd,3009202305540,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,58.72
LBHF,Mihomecare Ltd,3009202305541,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.48
LBHF,Mihomecare Ltd,3009202305542,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,108.04
LBHF,Mihomecare Ltd,3009202305543,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,162.06
LBHF,Mihomecare Ltd,3009202305544,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,74.01
LBHF,Mihomecare Ltd,3009202305545,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,110.97
LBHF,Mihomecare Ltd,3009202305546,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.44
LBHF,Mihomecare Ltd,3009202305547,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,940.07
LBHF,Mihomecare Ltd,3009202305548,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,272.72
LBHF,Mihomecare Ltd,3009202305549,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,234.84
LBHF,Mihomecare Ltd,3009202305550,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1087.12
LBHF,Mihomecare Ltd,3009202305551,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,313.12
LBHF,Mihomecare Ltd,3009202305552,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.48
LBHF,Mihomecare Ltd,3009202305553,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.48
LBHF,Mihomecare Ltd,3009202305554,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,115.19
LBHF,Mihomecare Ltd,3009202305555,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,74.56
LBHF,Mihomecare Ltd,3009202305556,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,198.8
LBHF,Mihomecare Ltd,3009202305557,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,288.69
LBHF,Mihomecare Ltd,3009202305558,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,156.56
LBHF,Mihomecare Ltd,3009202305559,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,129.16
LBHF,Mihomecare Ltd,3009202305560,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,156.56
LBHF,Mihomecare Ltd,3009202305561,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,939.36
LBHF,Mihomecare Ltd,3009202305562,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,78.28
LBHF,Mihomecare Ltd,3009202305563,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.49
LBHF,Mihomecare Ltd,3009202305564,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,972.24
LBHF,Mihomecare Ltd,3009202305565,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1350.85
LBHF,Mihomecare Ltd,3009202305566,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1350.85
LBHF,Mihomecare Ltd,3009202305567,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,804.45
LBHF,Mihomecare Ltd,3009202305568,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,32.84
LBHF,Mihomecare Ltd,3009202305569,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,224.11
LBHF,Mihomecare Ltd,3009202305570,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,169.29
LBHF,Mihomecare Ltd,3009202305571,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,19.57
LBHF,Mihomecare Ltd,3009202305572,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1341.38
LBHF,Mihomecare Ltd,3009202305573,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,114.96
LBHF,Mihomecare Ltd,3009202305574,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1341.38
LBHF,Mihomecare Ltd,3009202305575,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,209.24
LBHF,Mihomecare Ltd,3009202305576,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,34.87
LBHF,Mihomecare Ltd,3009202305577,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,939.08
LBHF,Mihomecare Ltd,3009202305578,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,804.92
LBHF,Mihomecare Ltd,3009202305579,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,41.27
LBHF,Mihomecare Ltd,3009202305580,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,712.61
LBHF,Mihomecare Ltd,3009202305581,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,503.86
LBHF,Mihomecare Ltd,3009202305582,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,103.88
LBHF,Mihomecare Ltd,3009202305583,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,103.82
LBHF,Mihomecare Ltd,3009202305584,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,103.82
LBHF,Mihomecare Ltd,3009202305585,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,216.26
LBHF,Mihomecare Ltd,3009202305586,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,117.48
LBHF,Mihomecare Ltd,3009202305587,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,445.25
LBHF,Mihomecare Ltd,3009202305588,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,756.53
LBHF,Mihomecare Ltd,3009202305589,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,190.53
LBHF,Mihomecare Ltd,3009202305590,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,39.14
LBHF,Mihomecare Ltd,3009202305591,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,548.24
LBHF,Mihomecare Ltd,3009202305592,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,208.15
LBHF,Mihomecare Ltd,3009202305593,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,59.44
LBHF,Mihomecare Ltd,3009202305594,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,616.56
LBHF,Mihomecare Ltd,3009202305595,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,244.65
LBHF,Mihomecare Ltd,3009202305596,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,55.48
LBHF,Mihomecare Ltd,3009202305597,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,166.1
LBHF,Mihomecare Ltd,3009202305598,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,352.32
LBHF,Mihomecare Ltd,3009202305599,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,39.16
LBHF,Mihomecare Ltd,3009202305600,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,342.52
LBHF,Mihomecare Ltd,3009202305601,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,78.28
LBHF,Mihomecare Ltd,3009202305602,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,205.59
LBHF,Mihomecare Ltd,3009202305603,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,19.58
LBHF,Mihomecare Ltd,3009202305604,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,58.71
LBHF,Mihomecare Ltd,3009202305605,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,259.33
LBHF,Mihomecare Ltd,3009202305606,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,136.09
LBHF,Mihomecare Ltd,3009202305607,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,682.87
LBHF,Mihomecare Ltd,3009202305608,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,78.28
LBHF,Mihomecare Ltd,3009202305609,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,408.79
LBHF,Mihomecare Ltd,3009202305610,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,78.28
LBHF,Mihomecare Ltd,3009202305611,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1481.54
LBHF,Mihomecare Ltd,3009202305612,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,153.89
LBHF,Mihomecare Ltd,3009202305613,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,106.02
LBHF,Mihomecare Ltd,3009202305614,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,106.01
LBHF,Mihomecare Ltd,3009202305615,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,313.12
LBHF,Mihomecare Ltd,3009202305616,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,153.3
LBHF,Mihomecare Ltd,3009202305617,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,313.12
LBHF,Mihomecare Ltd,3009202305618,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,78.28
LBHF,Mihomecare Ltd,3009202305619,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1357.13
LBHF,Mihomecare Ltd,3009202305620,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,155.09
LBHF,Mihomecare Ltd,3009202305621,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,136.99
LBHF,Mihomecare Ltd,3009202305622,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,78.28
LBHF,Mihomecare Ltd,3009202305623,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,153.1
LBHF,Mihomecare Ltd,3009202305624,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1205.91
LBHF,Mihomecare Ltd,3009202305625,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,75.02
LBHF,Mihomecare Ltd,3009202305626,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,900.22
LBHF,Mihomecare Ltd,3009202305627,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,55.12
LBHF,Mihomecare Ltd,3009202305628,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,73.48
LBHF,Mihomecare Ltd,3009202305629,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,32.96
LBHF,Mihomecare Ltd,3009202305630,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,96.14
LBHF,Mihomecare Ltd,3009202305631,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,3769.2
LBHF,Mihomecare Ltd,3009202305632,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,269.35
LBHF,Mihomecare Ltd,3009202305633,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,38.47
LBHF,Mihomecare Ltd,3009202305634,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,134.66
LBHF,Mihomecare Ltd,3009202305635,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,673.47
LBHF,Mihomecare Ltd,3009202305636,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,234.84
LBHF,Mihomecare Ltd,3009202305637,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,167.99
LBHF,Mihomecare Ltd,3009202305638,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,87.41
LBHF,Mihomecare Ltd,3009202305639,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,390.09
LBHF,Mihomecare Ltd,3009202305640,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,378.63
LBHF,Mihomecare Ltd,3009202305641,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,36.05
LBHF,Mihomecare Ltd,3009202305642,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,290.3
LBHF,Mihomecare Ltd,3009202305643,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,75.64
LBHF,Mihomecare Ltd,3009202305644,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1324.11
LBHF,Mihomecare Ltd,3009202305645,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,75.64
LBHF,Mihomecare Ltd,3009202305646,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,111.56
LBHF,Mihomecare Ltd,3009202305647,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,291.27
LBHF,Mihomecare Ltd,3009202305648,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1615.11
LBHF,Mihomecare Ltd,3009202305649,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1615.11
LBHF,Mihomecare Ltd,3009202305650,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1618.19
LBHF,Mihomecare Ltd,3009202305651,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,77.06
LBHF,Mihomecare Ltd,3009202305652,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,154.11
LBHF,Mihomecare Ltd,3009202305653,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,149.21
LBHF,Mihomecare Ltd,3009202305654,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1697.45
LBHF,Mihomecare Ltd,3009202305655,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,183.36
LBHF,Mihomecare Ltd,3009202305656,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,183.37
LBHF,Mihomecare Ltd,3009202305657,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1450.09
LBHF,Mihomecare Ltd,3009202305658,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1450.09
LBHF,Mihomecare Ltd,3009202305659,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,401.55
LBHF,Mihomecare Ltd,3009202305660,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,156.56
LBHF,Mihomecare Ltd,3009202305661,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,234.84
LBHF,Mihomecare Ltd,3009202305662,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1777.81
LBHF,Mihomecare Ltd,3009202305663,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,368.92
LBHF,Mihomecare Ltd,3009202305664,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,195.72
LBHF,Mihomecare Ltd,3009202305665,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1611.34
LBHF,Mihomecare Ltd,3009202305666,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,805.54
LBHF,Mihomecare Ltd,3009202305667,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,482.25
LBHF,Mihomecare Ltd,3009202305668,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,65.77
LBHF,Mihomecare Ltd,3009202305669,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,547.91
LBHF,Mihomecare Ltd,3009202305670,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1898.92
LBHF,Mihomecare Ltd,3009202305671,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1898.91
LBHF,Mihomecare Ltd,3009202305672,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1220.35
LBHF,Mihomecare Ltd,3009202305673,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,116.25
LBHF,Mihomecare Ltd,3009202305674,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1615.99
LBHF,Mihomecare Ltd,3009202305675,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,131.91
LBHF,Mihomecare Ltd,3009202305676,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,263.82
LBHF,Mihomecare Ltd,3009202305677,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1039.19
LBHF,Mihomecare Ltd,3009202305678,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1307.6
LBHF,Mihomecare Ltd,3009202305679,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,112.09
LBHF,Mihomecare Ltd,3009202305680,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,74.71
LBHF,Mihomecare Ltd,3009202305681,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,71.27
LBHF,Mihomecare Ltd,3009202305682,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1496.87
LBHF,Mihomecare Ltd,3009202305683,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,178.17
LBHF,Mihomecare Ltd,3009202305684,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,17.82
LBHF,Mihomecare Ltd,3009202305685,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,998.26
LBHF,Mihomecare Ltd,3009202305686,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,105.39
LBHF,Mihomecare Ltd,3009202305687,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1352.58
LBHF,Mihomecare Ltd,3009202305688,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,491.73
LBHF,Mihomecare Ltd,3009202305689,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1214.46
LBHF,Mihomecare Ltd,3009202305690,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1214.46
LBHF,Mihomecare Ltd,3009202305691,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1073.49
LBHF,Mihomecare Ltd,3009202305692,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,76.68
LBHF,Mihomecare Ltd,3009202305693,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,115.04
LBHF,Mihomecare Ltd,3009202305694,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,846.25
LBHF,Mihomecare Ltd,3009202305695,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,34.52
LBHF,Mihomecare Ltd,3009202305696,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,69.06
LBHF,Mihomecare Ltd,3009202305697,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,437.16
LBHF,Mihomecare Ltd,3009202305698,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1149.71
LBHF,Mihomecare Ltd,3009202305699,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1194.73
LBHF,Mihomecare Ltd,3009202305700,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,61.12
LBHF,Mihomecare Ltd,3009202305701,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,320.89
LBHF,Mihomecare Ltd,3009202305702,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,106.95
LBHF,Mihomecare Ltd,3009202305703,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,69.4
LBHF,Mihomecare Ltd,3009202305704,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,728.88
LBHF,Mihomecare Ltd,3009202305705,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,11.91
LBHF,Mihomecare Ltd,3009202305706,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,198.53
LBHF,Mihomecare Ltd,3009202305707,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,516.04
LBHF,Mihomecare Ltd,3009202305708,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,73.68
LBHF,Mihomecare Ltd,3009202305709,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,73.69
LBHF,Mihomecare Ltd,3009202305710,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,482.89
LBHF,Mihomecare Ltd,3009202305711,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,74.08
LBHF,Mihomecare Ltd,3009202305712,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1166.94
LBHF,Mihomecare Ltd,3009202305713,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,74.08
LBHF,Mihomecare Ltd,3009202305714,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,253.23
LBHF,Mihomecare Ltd,3009202305715,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,216.98
LBHF,Mihomecare Ltd,3009202305716,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,744.71
LBHF,Mihomecare Ltd,3009202305717,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,106.39
LBHF,Mihomecare Ltd,3009202305718,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,223.24
LBHF,Mihomecare Ltd,3009202305719,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,148.83
LBHF,Mihomecare Ltd,3009202305720,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,148.83
LBHF,Mihomecare Ltd,3009202305721,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,795.82
LBHF,Mihomecare Ltd,3009202305722,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1393
LBHF,Mihomecare Ltd,3009202305723,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,759.77
LBHF,Mihomecare Ltd,3009202305724,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1077.65
LBHF,Mihomecare Ltd,3009202305725,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,57.73
LBHF,Mihomecare Ltd,3009202305726,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,153.91
LBHF,Mihomecare Ltd,3009202305727,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,1588.57
LBHF,Mihomecare Ltd,3009202305728,45126,"Phy Supp (PS) Placements, Commty Package",OE-Home Care,139.65
