Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
09/11/2023,2693542,882.00,LINSKILL TRADING LTD,393264,Resources,Children's & Education Services,103,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
13/11/2023,57174,881.92,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/11/2023,2700284,880.20,THE BECK COMPANY LIMITED,401616,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
14/11/2023,2695328,880.00,POWER THROUGH SPORT CIC,399427,Local Environmental Services,Central Services,102,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,HUMAN RESOURCES.TRAINING & CONFERENCES
24/11/2023,2700870,880.00,DFP SERVICES,331933,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
03/11/2023,2689458,879.82,HOMECARE REFUNDS - BSS ONLY,384082,Housing Management,Housing Services,108,Supplies and Services,504,Miscellaneous Expenses,5034,Revenue,NON INFLUENCIBLE.INDIVIDUAL
06/11/2023,2690081,878.94,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
06/11/2023,2690081,878.94,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
13/11/2023,2694388,878.94,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
20/11/2023,2697439,878.94,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
27/11/2023,2701644,878.94,UNITED RESPONSE,330350,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
20/11/2023,2697464,878.84,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701640,878.84,NORTHRIDGE HEALTHCARE LTD,393276,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,57361,878.78,COUNCIL TAX REFUND,299993,General Fund Financing,Holding A/C,N/A,Excluded from General Fund,N/A,Collection Fund,N/A,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
06/11/2023,2689744,877.92,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
13/11/2023,2694057,877.92,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
20/11/2023,2697113,877.92,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
27/11/2023,2701324,877.92,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
06/11/2023,2690339,876.96,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
10/11/2023,2693610,875.00,A.E. ROBB & ASSOCIATES LTD,397962,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
16/11/2023,2696563,875.00,REXEL UK LTD,347413,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,STATIONERY.STATIONERY
03/11/2023,2689382,874.95,SHIREMOOR PRIMARY SCHOOL,256148,Capital,General Fund,N/A,Capital,Capital,Capital,Capital,Capital,NON INFLUENCIBLE.NT SCHOOLS
27/11/2023,2701977,873.42,BLUEBELL AUTOMOTIVE LIMITED,371835,Fleet Management,Unallocated,N/A,Transport,503,Direct Transport Costs,5016,Revenue,VEHICLE MANAGEMENT.PARTS
29/11/2023,2703047,872.28,DE POEL MANAGED SERVICES LIMITED,391542,,,,,,,,,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
06/11/2023,2690125,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690125,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694352,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694352,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697405,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697405,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701615,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701615,872.09,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
03/11/2023,2689426,870.00,FLOWING CONSTRUCTION SERVICES LTD,402542,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
10/11/2023,2693617,870.00,MITIE PROPERTY SERVICES (UK) LTD,364787,Housing Property Services,Housing Services,108,Capital,Capital,Capital,Capital,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
09/11/2023,2693527,870.00,J T DOVE LTD,004226,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
06/11/2023,2689766,869.20,Redacted Personal Data,399052,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
13/11/2023,2694212,869.20,Redacted Personal Data,399052,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
20/11/2023,2697233,869.20,Redacted Personal Data,399052,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
27/11/2023,2701440,869.20,Redacted Personal Data,399052,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
10/11/2023,2693607,868.68,JOHN NIXON LTD,014520,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,BUILDING MATERIALS.GENERAL MATERIALS
27/11/2023,2701984,868.50,HEATING COMPONENTS & EQUIPMENT LTD,008520,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,REPAIRS & MAINTENANCE.REPAIRS & MAINTENANCE
10/11/2023,2693631,868.08,THE BECK COMPANY LIMITED,401616,Housing Property Services,Housing Services,108,Supplies and Services,504,Equipment,5023,Revenue,BUILDING MATERIALS.GENERAL MATERIALS
24/11/2023,2700971,868.00,BLUE LINE TAXIS,002700,Childrens,Children's & Education Services,103,Transport,503,Contract Hire and Operating Leases,5018,Revenue,PUBLIC TRANSPORT.TAXI SERVICES
07/11/2023,2693198,868.00,NORTHERN GAS NETWORKS,362768,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,GAS.GAS
07/11/2023,2693198,868.00,NORTHERN GAS NETWORKS,362768,Capital,Capital,Capital,Capital,Capital,Capital,Capital,Capital,GAS.GAS
09/11/2023,2693443,867.30,STANNAH LIFT SERVICES LIMITED,102817,General Fund Housing,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.FITTED EQUIPMENT
06/11/2023,2689987,867.04,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690101,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694372,867.04,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694480,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697464,867.04,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697526,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701682,867.04,AKARI CARE HOMES LIMITED,387465,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701778,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701636,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690101,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690145,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690145,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690145,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690145,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690145,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690163,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690187,867.04,ST CUTHBERTS CARE,248775,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690202,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690202,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694334,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694334,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694434,867.04,ST CUTHBERTS CARE,248775,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694443,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694443,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694480,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694510,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694510,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694510,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694510,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694510,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697425,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697425,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697425,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697425,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697425,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697459,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697459,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697512,867.04,ST CUTHBERTS CARE,248775,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697526,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697533,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697533,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701635,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701635,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701635,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701635,867.04,PRESTWICK CARE LTD,387214,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701664,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701664,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701743,867.04,ST CUTHBERTS CARE,248775,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701778,867.04,GAINFORD CARE HOMES LIMITED,342931,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701784,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701635,867.04,PRESTWICK CARE LTD,387214,,,,,,,,,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690145,867.04,PRESTWICK CARE LTD,387214,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690163,867.04,DAV HOMES LTD,390262,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694334,867.04,DAV HOMES LTD,390262,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694510,867.04,PRESTWICK CARE LTD,387214,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697425,867.04,PRESTWICK CARE LTD,387214,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697459,867.04,DAV HOMES LTD,390262,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701635,867.04,PRESTWICK CARE LTD,387214,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701664,867.04,DAV HOMES LTD,390262,Adults,Public Health,112,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690146,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690163,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690163,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
06/11/2023,2690202,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694334,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694334,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694443,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
13/11/2023,2694511,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697426,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697459,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697459,867.04,DAV HOMES LTD,390262,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697479,867.04,Redacted Personal Data,394820,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
20/11/2023,2697533,867.04,MANOR CARE HOME GROUP,325319,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701636,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701636,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701636,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
27/11/2023,2701636,867.04,LADHAR GROUP CARE HOMES,377323,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
