Payment Date,Transaction Number,Net Amount,Supplier (Beneficiary) Name,Local Supplier Internal Reference,Directorate / Service Where Expenditure Incurred,Service Category Label,Service Category URI,SeRCOP Expenditure Category,SeRCOP Expenditure Code,Purpose of Spend,SeRCOP Detailed Expenditure Code,Capital/Revenue,Procurement Classification
22/01/2024,2725174,793.87,HOMECARE PLUS LIMITED,392990,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725174,793.87,HOMECARE PLUS LIMITED,392990,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728178,793.87,HOMECARE PLUS LIMITED,392990,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728178,793.87,HOMECARE PLUS LIMITED,392990,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718955,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721830,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725593,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
29/01/2024,2728440,793.75,PERCY HEDLEY FOUNDATION,252934,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2719058,793.22,DE POEL MANAGED SERVICES LIMITED,391542,Housing Property Services,Housing Services,108,Employees,501,Direct Employee Expenses,5001,Revenue,HUMAN RESOURCES.TEMPORARY & AGENCY STAFF
08/01/2024,2718937,792.76,BOWLAND LODGE,339738,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,HOMES
15/01/2024,2721904,792.76,BOWLAND LODGE,339738,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,HOMES
22/01/2024,2725620,792.76,BOWLAND LODGE,339738,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,HOMES
29/01/2024,2728564,792.76,BOWLAND LODGE,339738,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,HOMES
08/01/2024,2718809,792.34,AUTISM CARE (UK) LIMITED,387636,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718844,792.34,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718940,792.34,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718954,792.34,NORTHERN LIFE CARE LTD T/A UBU LTD,214737,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721767,792.34,AUTISM CARE (UK) LIMITED,387636,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721774,792.34,HOME FARM TRUST LTD,391420,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721806,792.34,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721814,792.34,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721829,792.34,NORTHERN LIFE CARE LTD T/A UBU LTD,214737,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725464,792.34,HOME FARM TRUST LTD,391420,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725533,792.34,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725592,792.34,NORTHERN LIFE CARE LTD T/A UBU LTD,214737,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725608,792.34,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728439,792.34,NORTHERN LIFE CARE LTD T/A UBU LTD,214737,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
29/01/2024,2728483,792.34,HOME FARM TRUST LTD,391420,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
29/01/2024,2728510,792.34,ASPIRE HEALTHCARE,375113,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
29/01/2024,2728523,792.34,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718816,792.34,HOME FARM TRUST LTD,391420,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718840,792.34,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721900,792.34,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725529,792.34,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
29/01/2024,2728506,792.34,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Public Health,112,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718510,792.33,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
08/01/2024,2718716,792.33,Redacted Personal Data,395718,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
08/01/2024,2718782,792.33,Redacted Personal Data,395813,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
08/01/2024,2718809,792.33,AUTISM CARE (UK) LIMITED,387636,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718812,792.33,STONHAM HOUSING ASSOCIATION,303595,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718821,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
08/01/2024,2718840,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718840,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718840,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718840,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718900,792.33,Redacted Personal Data,381734,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
08/01/2024,2718905,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718905,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718905,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
08/01/2024,2718940,792.33,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718940,792.33,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718942,792.33,NORTH EAST AUTISM SOCIETY,329004,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
08/01/2024,2718963,792.33,Redacted Personal Data,387180,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721467,792.33,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
15/01/2024,2721633,792.33,Redacted Personal Data,395813,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721676,792.33,Redacted Personal Data,395718,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
15/01/2024,2721767,792.33,AUTISM CARE (UK) LIMITED,387636,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721770,792.33,STONHAM HOUSING ASSOCIATION,303595,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721779,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
15/01/2024,2721814,792.33,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721814,792.33,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721816,792.33,NORTH EAST AUTISM SOCIETY,329004,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
15/01/2024,2721838,792.33,Redacted Personal Data,387180,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721860,792.33,Redacted Personal Data,381734,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
15/01/2024,2721865,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721865,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721865,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721900,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721900,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721900,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
15/01/2024,2721900,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725153,792.33,LENORE SPECIALIST CARE LTD,395565,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.INDEPENDENT SUPPORTED LIVING
22/01/2024,2725368,792.33,Redacted Personal Data,395718,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725421,792.33,Redacted Personal Data,395813,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.INDIVIDUAL
22/01/2024,2725460,792.33,STONHAM HOUSING ASSOCIATION,303595,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725469,792.33,NEW PROSPECTS ASSOCIATION LIMITED,203069,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.DAY CARE
22/01/2024,2725529,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725529,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725529,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725529,792.33,NEW BEGINNINGS (N.E.) LTD,337005,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725544,792.33,Redacted Personal Data,381734,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725549,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725549,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725549,792.33,COQUET TRUST,347369,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.NURSING & RESIDENTIAL CARE
22/01/2024,2725601,792.33,Redacted Personal Data,387180,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,NON INFLUENCIBLE.NON INFLUENCIBLE
22/01/2024,2725608,792.33,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Other Establishments,5041,Revenue,SOCIAL CARE.CARE SERVICES
22/01/2024,2725608,792.33,FLEXIBLE SUPPORT OPTIONS UK LIMITED,342478,Adults,Adult Social Care,101,Third Party Payments,505,Private Contractors,5042,Revenue,SOCIAL CARE.CARE SERVICES
