Transparency Report - December 2024,,,,,
Date,Supplier,Department ,CC Description,Ledger Code,Amount
12/12/2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Independ Sect Res Care Homes Short Stay,"£4,271.43"
12/12/2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Independ Sect Res Care Homes Short Stay,"£2,042.86"
12/12/2024,Swiss Cottage Care Home Limited,Population Wellbeing,COVID-19 Hospital Disharge S75,Independ Sect Res Care Homes Short Stay,"£2,394.00"
12/12/2024,Swiss Cottage Care Home Limited,Population Wellbeing,COVID-19 Hospital Disharge S75,Independ Sect Res Care Homes Short Stay,"£1,260.00"
12/12/2024,Westminster Home Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£775.71
12/12/2024,Westminster Home Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£709.80
12/12/2024,Westminster Home Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£365.04
12/12/2024,Westminster Home Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£273.78
12/12/2024,Westminster Home Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£344.76
12/12/2024,Westminster Home Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£709.80
12/12/2024,Prime Care Support Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£403.38
12/12/2024,Prime Care Support Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£403.38
12/12/2024,Prime Care Support Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£592.62
12/12/2024,Prime Care Support Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£418.32
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£833.28
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,160.64"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£758.88
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£848.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£848.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£525.76
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£446.40
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,249.92"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£580.32
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£580.32
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£848.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£272.80
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£491.04
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,249.92"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,483.04"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£491.04
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£277.76
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£833.28
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£357.12
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£714.24
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£624.96
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£491.04
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£833.28
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,160.64"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£535.68
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£937.44
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£327.36
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,026.72"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,111.04"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£570.40
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£758.88
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£372.00
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£848.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£694.40
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£803.52
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£848.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£525.76
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£446.40
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,249.92"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£624.96
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£580.32
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£659.68
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£580.32
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£491.04
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£848.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£317.44
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£272.80
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£491.04
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£515.84
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£312.48
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,249.92"
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£669.60
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£580.32
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£491.04
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£535.68
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£972.16
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£486.08
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£709.28
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£798.56
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£362.08
12/12/2024,8APT Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,026.72"
12/12/2024,Bluebird Care (Luton),Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£253.50
12/12/2024,Bluebird Care (Luton),Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£501.93
12/12/2024,Churchill Health Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,249.92"
12/12/2024,Churchill Health Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£694.40
12/12/2024,Churchill Health Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£277.76
12/12/2024,Churchill Health Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£257.92
12/12/2024,Churchill Health Care,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£347.20
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£910.00
12/12/2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£430.95
12/12/2024,Social Care Consortium,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£273.78
12/12/2024,Social Care Consortium,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£273.78
12/12/2024,Social Care Consortium,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£1,014.00"
12/12/2024,Social Care Consortium,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,"£2,144.61"
12/12/2024,Care staff Services,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£270.54
12/12/2024,Care staff Services,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£270.54
12/12/2024,Bridge Cross Care Ltd,Population Wellbeing,COVID-19 Hospital Disharge S75,Home Care Private Service,£372.00
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sect-Res Care Homes-Short Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sect-Res Care Homes-Short Stay,"£2,667.60"
12/12/2024,Health & Care Services (NW) Limited t/as Potton Ho,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sect-Res Care Homes-Short Stay,"£5,232.00"
17/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sect-Res Care Homes-Short Stay,"£3,931.20"
17/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sect-Res Care Homes-Short Stay,"£1,684.80"
12/12/2024,Advance Housing and Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,734.08"
12/12/2024,Ambassador House,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£2,800.00"
12/12/2024,The Beeches,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£5,655.00"
12/12/2024,The Beeches,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£2,800.08"
12/12/2024,The Beeches,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£5,885.76"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,100.64"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,100.64"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,100.60"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,£439.35
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,100.64"
12/12/2024,Edwardian Care Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,100.64"
12/12/2024,Rowles House Care Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Rowles House Care Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,St Annes Residential Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,St Annes Residential Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,St Annes Residential Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,St Annes Residential Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Castletroy Nursing Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Castletroy Nursing Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Castletroy Nursing Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Castletroy Nursing Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Castletroy Nursing Home Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,589.64"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,589.64"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,589.64"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£6,188.00"
12/12/2024,Complete Care Services Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£5,979.52"
12/12/2024,Rosedale,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Rosedale,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Runwood Home plc,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£2,800.00"
12/12/2024,Runwood Home plc,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Runwood Home plc,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Runwood Home plc,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Runwood Home plc,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Collinson Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£2,800.00"
12/12/2024,Collinson Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,931.20"
12/12/2024,HC-One Oval Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£6,732.04"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£5,596.00"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£5,600.00"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£5,000.00"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£4,796.00"
12/12/2024,DMP Healthcare - Barton Lodge Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,400.00"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Res Care Homes-Long Stay,"£3,080.00"
12/12/2024,St Marys Nursing Centre,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,276.00"
12/12/2024,Widecombe Nursing Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,276.00"
12/12/2024,Widecombe Nursing Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,600.00"
12/12/2024,Widecombe Nursing Home,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£2,968.00"
12/12/2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,087.72"
12/12/2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,428.28"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,269.32"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,269.32"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,269.32"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£2,919.04"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£4,142.00"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,613.76"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£4,000.00"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£4,541.08"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£4,541.08"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£4,541.08"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£1,784.00"
12/12/2024,Apex Homes Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,662.76"
12/12/2024,PJ Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£9,975.00"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£5,596.00"
12/12/2024,Bond Care (Moorlands Gardens),Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£5,396.00"
12/12/2024,Health & Care Services (NW) Limited t/as Potton Ho,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£4,876.48"
12/12/2024,Health & Care Services (NW) Limited t/as Potton Ho,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£5,232.00"
12/12/2024,Hamberley Care (Wixams) Ltd - Elstow Manor,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£6,453.16"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,276.00"
12/12/2024,HC One Limited ,Population Wellbeing,Mental Health Purchased Care (65+),Independ Sector-Nursing Homes-Long Stay,"£3,276.00"
12/12/2024,Next Step Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,"£2,381.40"
12/12/2024,Next Step Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,"£2,501.94"
12/12/2024,Next Step Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,£904.59
12/12/2024,Next Step Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,£507.84
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,"£3,827.51"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,"£1,233.40"
12/12/2024,Ambergreen health & socila care ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,£820.18
12/12/2024,Cordial Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,£648.00
12/12/2024,Cordial Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,"£3,000.02"
12/12/2024,Deway Care Limited,Population Wellbeing,Mental Health Purchased Care (65+),Independent Sector - Supported living,£560.00
13/12/2024,Rysvil Care Services,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,191.68"
13/12/2024,Prime Care Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£397.56
13/12/2024,Prime Care Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£822.23
13/12/2024,Prime Care Support Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£327.95
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£6,120.66"
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,724.06"
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£845.31
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£3,877.68"
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£276.64
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,180.66"
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£2,400.84"
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£958.36
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£286.52
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£503.88
13/12/2024,8APT Care Ltd,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£415.53
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,329.28"
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£546.70
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£661.81
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£467.33
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£481.67
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,319.88"
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£555.52
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,180.48"
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£471.72
13/12/2024,Churchill Health Care,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£1,069.15"
13/12/2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,"£2,068.56"
13/12/2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Mental Health Purchased Care (65+),Home Care - Private Service,£522.21
