Transparency Report - October 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,277.64"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£365.04
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,242.15"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£922.74
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,151.33"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£973.88
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,368.90"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,515.93"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,516.37"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,343.55"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£568.28
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,273.01"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£608.40
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£978.51
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,450.02"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,120.91"
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£574.23
 21-Oct-2024,Westminster Home Care,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£709.80
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£416.42
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£563.27
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,574.74"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£860.91
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,394.93"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,310.27"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£866.42
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,079.39"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£361.96
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£626.32
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£921.09
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£998.23
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,069.65"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£932.32
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£485.82
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£585.10
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£632.36
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,216.00"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£650.05
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,452.15"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£403.91
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£458.06
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,171.89"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£540.49
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£678.34
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,167.76"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,750.63"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£939.42
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£838.23
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,302.43"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,306.88"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£359.09
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£286.52
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,212.26"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£943.34
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£906.69
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£433.16
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£902.23
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,097.19"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£325.82
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,265.24"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,254.96"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,257.08"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,032.45"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£535.51
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,615.64"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£948.85
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,231.12"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£673.36
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£697.20
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£538.90
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£942.60
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£693.81
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,201.77"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,631.11"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,205.69"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,213.85"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,235.57"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,013.06"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£660.54
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£957.75
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£648.46
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£712.67
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£593.15
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,705.28"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,161.19"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,645.52"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£780.70
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£589.34
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£523.43
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£799.45
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,474.61"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£408.36
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£673.36
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,051.84"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£359.20
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£308.56
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£686.50
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£628.01
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£714.79
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,902.36"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£428.71
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£403.91
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£671.67
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,194.25"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£897.05
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£807.29
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,228.79"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£496.52
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£784.31
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£272.42
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£682.26
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£2,123.07"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£962.73
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£269.98
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£390.03
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£450.96
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£961.89
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£902.97
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,115.52"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£747.53
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,505.26"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£335.25
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£410.91
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,496.12"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£616.79
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,271.39"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,176.87"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,560.86"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,£559.35
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,221.69"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,410.40"
 21-Oct-2024,Prime Care Support Ltd,Population Wellbeing,Physical/Mobility Impairment (65+),Home Care - Private Service,"£1,067.31"
