Transparency Report March 2024,,,,,
Date,Supplier,Dept,CC Description,Ledger Code,Value £
 11-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 11-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£750.00
 11-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£395.00
 11-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£385.00
 11-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£435.00
 11-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 11-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 11-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 11-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£375.00
 14-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,245.45"
 14-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,313.80"
 14-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,534.80"
 14-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,908.05"
 14-Mar-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£6,880.00"
 14-Mar-2024,Walpole Design and Build Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£3,568.00"
 18-Mar-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 18-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£477.00
 18-Mar-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,401.50"
 18-Mar-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£376.82
 18-Mar-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£692.00
 18-Mar-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£689.50
 18-Mar-2024,Garage Doors (Luton),Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£672.00
 18-Mar-2024,EnviroVent Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,690.46"
 18-Mar-2024,Abbey Preservation Company Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,326.00"
 18-Mar-2024,Lonsdale Painting & Decorating,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£540.00
 18-Mar-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 18-Mar-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,500.00"
 18-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 18-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£430.00
 18-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£435.00
 18-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,345.00"
 18-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,690.00"
 18-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,560.20"
 18-Mar-2024,The Dwelling Doctors LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,775.00"
 18-Mar-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£250.00
 18-Mar-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£500.00
 18-Mar-2024,Dalrod,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£379.90
 18-Mar-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£425.00
 18-Mar-2024,Renral Roofing Felt & Asphelt Specialist,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£6,000.00"
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£920.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£350.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£420.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£420.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£620.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£600.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£830.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£800.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£300.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£325.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£350.00
 18-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 20-Mar-2024,Furlong & Higgs Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,945.00"
 20-Mar-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£700.00
 20-Mar-2024,Metro Rod Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£696.42
 20-Mar-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£330.61
 20-Mar-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£2,329.94"
 20-Mar-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,039.04"
 20-Mar-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£470.21
 20-Mar-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,687.77"
 20-Mar-2024,M & S Water Services (Utilities) Limited,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,102.05"
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£900.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,230.00"
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£470.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£400.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£440.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£350.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£495.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£650.00
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,050.00"
 20-Mar-2024,Dycol Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£550.00
 20-Mar-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£680.00
 20-Mar-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£820.00
 20-Mar-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£580.00
 20-Mar-2024,Interglow (Contracts) Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£820.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£390.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£390.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,250.00"
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£680.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£475.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£575.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£480.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£780.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£480.00
 20-Mar-2024,Advanced Group PM LTD,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,£380.00
 20-Mar-2024,EnviroVent Ltd,Population Wellbeing,Repairs - Aldenham,Sub-Contractors,"£1,445.07"
 01-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£270.01
 01-Mar-2024,Screwfix Direct,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,-£979.99
 07-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£982.80
 07-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£934.79
 07-Mar-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£702.74
 12-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£350.00
 12-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£838.46
 12-Mar-2024,Butterfield Timber & Safety Supplies,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£457.88
 22-Mar-2024,Benchmarx Kitchens and Joinery Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£341.72
 27-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£551.06
 27-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£997.72
 27-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£997.72
 27-Mar-2024,PPG Architectural Coatings UK Limited,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£279.82
 27-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£982.66
 28-Mar-2024,Skyline Roofing Centres,Population Wellbeing,Repairs - Minor Works,Purchase Of Materials,£529.26
 04-Mar-2024,Electra Fit Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£10,000.00"
 04-Mar-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£2,475.00"
 04-Mar-2024,K F Horn Building Contractors Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£3,950.00"
 18-Mar-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 18-Mar-2024,Robert Hilson Scaffolding,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,520.00"
 18-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£21,350.00"
 18-Mar-2024,Electra Fit Ltd,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£13,882.00"
 20-Mar-2024,PHS Home Solutions Limited,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,550.00"
 20-Mar-2024,PHS Home Solutions Limited,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£12,526.00"
 20-Mar-2024,PHS Home Solutions Limited,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£1,550.00"
 20-Mar-2024,PHS Home Solutions Limited,Population Wellbeing,Repairs - Minor Works,Sub-Contractors,"£12,526.00"
 27-Mar-2024,Joe Graham & Son Ltd,Population Wellbeing,Wesley House,Purchase Of Materials,£256.99
 14-Mar-2024,H McIntyre & Sons Ltd,Population Wellbeing,Special projects,Purchase Of Materials,£279.63
 11-Mar-2024,County Security Services Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£16,957.00"
 11-Mar-2024,Ants Group Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£37,375.00"
 11-Mar-2024,Ants Group Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£13,679.25"
 11-Mar-2024,Ants Group Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£20,038.75"
 11-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£17,461.60"
 11-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£21,217.00"
 11-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£3,071.00"
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£4,920.00"
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£2,146.80"
 18-Mar-2024,PJH Co. Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£46,920.00"
 18-Mar-2024,PJH Co. Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£39,675.00"
 18-Mar-2024,Ants Group Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£55,323.43"
 20-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Special projects,Sub-Contractors,"£40,565.00"
 06-Mar-2024,Heattreat Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,£500.00
 06-Mar-2024,Heattreat Ltd,Population Wellbeing,Contracts Team Special Projects,Sub-Contractors,"£3,648.00"
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£748.50
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£414.33
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£289.71
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£441.60
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£724.87
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£384.54
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£513.79
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,466.25"
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£556.48
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£480.68
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£378.00
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£289.71
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£623.76
 04-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£743.10
 15-Mar-2024,Fascia & Glazing Supplies,Population Wellbeing,Buckle Close,Materials,£515.25
 15-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£384.54
 15-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£491.40
 15-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£445.18
 15-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£289.71
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£442.16
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£257.30
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£289.71
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£623.76
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£384.54
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£1,173.00"
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£2,463.83"
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,"£2,242.50"
 19-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£906.09
 19-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£552.00
 19-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£910.80
 19-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£897.00
 27-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Buckle Close,Materials,£513.68
 06-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£40,832.00"
 06-Mar-2024,Kensa Contracting Limited,Population Wellbeing,Buckle Close,Sub-Contractors,"£73,916.47"
 11-Mar-2024,Manor Interior Solutions,Population Wellbeing,Buckle Close,Sub-Contractors,"£16,588.00"
 11-Mar-2024,Graham Holmes Astraseal Limited,Population Wellbeing,Buckle Close,Sub-Contractors,"£4,302.05"
 11-Mar-2024,Graham Holmes Astraseal Limited,Population Wellbeing,Buckle Close,Sub-Contractors,£338.67
 11-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£2,295.00"
 18-Mar-2024,Glazerite Windows Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£26,078.89"
 18-Mar-2024,Glazerite Windows Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£26,899.18"
 18-Mar-2024,Round Green LTD,Population Wellbeing,Buckle Close,Sub-Contractors,"£7,325.00"
 18-Mar-2024,Southern Cranes & Access Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£3,375.00"
 18-Mar-2024,Beldoms skip hire,Population Wellbeing,Buckle Close,Sub-Contractors,£250.00
 18-Mar-2024,Beldoms skip hire,Population Wellbeing,Buckle Close,Sub-Contractors,£750.00
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£28,652.80"
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,£620.00
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£4,370.61"
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£2,090.00"
 18-Mar-2024,J & B Electrical Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£3,780.00"
 20-Mar-2024,T & L Flooring Ltd,Population Wellbeing,Buckle Close,Sub-Contractors,"£1,385.00"
 07-Mar-2024,UK Power Networks (Operations) Ltd,Population Wellbeing,Denham Close,Electricity,"£1,098.00"
 13-Mar-2024,UK Power Networks (Operations) Ltd,Population Wellbeing,Denham Close,Electricity,"£1,098.00"
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Denham Close,Purchase Of Building Materials,£278.24
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,363.20"
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£4,485.00"
 01-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,906.20"
 15-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£3,588.00"
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,524.96"
 18-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£2,641.32"
 19-Mar-2024,Travis Perkins Trading Co Ltd,Population Wellbeing,Freemans Green,Purchase Of Materials,"£1,704.01"
 04-Mar-2024,Redacted Personal Payment,Population Wellbeing,Freemans Green,Contractors,£600.00
 07-Mar-2024,The Landscape Partnership,Population Wellbeing,Freemans Green,Contractors,£250.00
 14-Mar-2024,Gotch Saunders & Surridge,Population Wellbeing,Freemans Green,Contractors,"£1,999.80"
 18-Mar-2024,Redacted Personal Payment,Population Wellbeing,Freemans Green,Contractors,"£1,560.00"
 06-Mar-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£2,928.00"
 11-Mar-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£4,996.23"
 11-Mar-2024,Electra Fit Ltd,Population Wellbeing,Tendered Contracts - Rewires,Sub-Contractors,"£3,928.00"
