Transparency Report September 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 11-Sep-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£930.00
 23-Sep-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,620.00"
 23-Sep-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,620.00"
 23-Sep-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 23-Sep-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£4,620.00"
 23-Sep-2024,C P Davidson & Sons Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,080.00"
 23-Sep-2024,Vale Engineering (York) Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£780.00
 23-Sep-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 23-Sep-2024,Star Platforms Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,573.96"
 23-Sep-2024,Star Platforms Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£465.20
 23-Sep-2024,Star Platforms Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£705.38
 25-Sep-2024,Thrifty Car and Van Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£862.40
 25-Sep-2024,Sema Lease UL Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£580.58
 27-Sep-2024,Geo Browns Implements Ltd,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),"£1,520.00"
 27-Sep-2024,Long Marsh Limited,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£260.00
 27-Sep-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£896.00
 27-Sep-2024,Alpha Hire Solutions Ltd t/a Mayday Vehicle Rental,Inclusive Economy,External Vehicle Hire,Hire Of Vehs & Plant (Add),£476.00
 23-Sep-2024,WNV Systems Ltd,Inclusive Economy,Vehicle Wash,Maintenance Of Equipment,"£1,119.40"
 23-Sep-2024,Commercial Transport Training Limited,Inclusive Economy,Workshops,Priority 1 Training,£660.83
 25-Sep-2024,Freight Transport Association,Inclusive Economy,Workshops,Priority 1 Training,£415.00
 25-Sep-2024,Freight Transport Association,Inclusive Economy,Workshops,Priority 1 Training,"£2,152.00"
 17-Sep-2024,JEFFCO,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£354.05
 17-Sep-2024,BOC Ltd,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£323.20
 17-Sep-2024,Ziebe Ltd,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£641.67
 23-Sep-2024,JEFFCO,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£314.65
 23-Sep-2024,Ziebe Ltd,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£423.31
 23-Sep-2024,JEFFCO,Inclusive Economy,Transport Stores,Purchase of Consumable Materials,£324.35
 02-Sep-2024,J P Hygiene Supplies,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£259.00
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£285.21
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£285.21
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£445.30
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£899.45
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£899.45
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,302.07"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£2,813.77"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,638.23"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£2,587.39"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£2,463.20"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,248.64"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£2,376.64"
 17-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£269.12
 17-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,916.80"
 17-Sep-2024,Geo Browns Implements Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,401.30"
 23-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£2,173.14"
 23-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£2,173.14"
 23-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£919.62
 23-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£699.41
 23-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£556.80
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£786.93
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£685.00
 23-Sep-2024,Thurlow Nunn (MV) Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£264.18
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£450.00
 23-Sep-2024,2R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£258.20
 23-Sep-2024,Bedfordshire Auto Electrics Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£365.00
 23-Sep-2024,Geo Browns Implements Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£4,848.72"
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,"£1,050.00"
 23-Sep-2024,Oliver Agriculture Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£584.29
 23-Sep-2024,Oliver Agriculture Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£507.64
 23-Sep-2024,Handling Truck Services Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£383.60
 23-Sep-2024,Geo Browns Implements Ltd,Inclusive Economy,Transport Stores,In Contract Materials - Non-Stock,£281.98
 02-Sep-2024,J P Hygiene Supplies,Inclusive Economy,Transport Stores,Clothing for Street Services,£386.97
 05-Sep-2024,Prestige Design and Workwear Ltd,Inclusive Economy,Transport Stores,Clothing for Street Services,£660.00
 17-Sep-2024,2R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,Contractors - Tyres,£419.52
 23-Sep-2024,2R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,Contractors - Tyres,£257.71
 23-Sep-2024,2R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,Contractors - Tyres,"£1,085.42"
 23-Sep-2024,2R&J Strang Tyre Services Limited,Inclusive Economy,Transport Stores,Contractors - Tyres,£373.96
 02-Sep-2024,Eco Torque Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£675.00
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£736.25
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£421.85
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£421.85
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£421.85
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£421.85
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£421.85
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£1,140.10"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£4,839.30"
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£520.00
 09-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£379.61
 17-Sep-2024,AEBI Schmidt UK Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£302.75
 17-Sep-2024,PHS Besafe,Inclusive Economy,Transport Stores,Contractors - General Repairs,£565.96
 17-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£802.10
 17-Sep-2024,Faun Zoeller UK,Inclusive Economy,Transport Stores,Contractors - General Repairs,£421.85
 17-Sep-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£250.00
 17-Sep-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£300.00
 17-Sep-2024,PHS Besafe,Inclusive Economy,Transport Stores,Contractors - General Repairs,£565.96
 23-Sep-2024,Doyles Steam Cleaning Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£300.00
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£1,575.00"
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£1,178.15"
 23-Sep-2024,Heathrow Truck Centre Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,"£1,944.05"
 23-Sep-2024,Pure Solve UK Ltd,Inclusive Economy,Transport Stores,Contractors - General Repairs,£307.51
 10-Sep-2024,Allstar Business Solutions Limited,Inclusive Economy,Transport Fuel,Purchase with Fuel Cards,£514.81
 23-Sep-2024,Allstar Business Solutions Limited,Inclusive Economy,Transport Fuel,Purchase with Fuel Cards,£342.04
 10-Sep-2024,Allstar Business Solutions Limited,Inclusive Economy,Ryebridge,Fuel,£813.40
 23-Sep-2024,Allstar Business Solutions Limited,Inclusive Economy,Ryebridge,Fuel,£686.38
 02-Sep-2024,24x7 Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£1,433.28"
 02-Sep-2024,Citilink Solutions Limited,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£6,112.26"
 02-Sep-2024,Citilink Solutions Limited,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£5,497.88"
 16-Sep-2024,AAA Taxis (GB) Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£1,843.50"
 16-Sep-2024,AAA Taxis (GB) Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,£360.00
 16-Sep-2024,Dilshan Transport Group Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,£800.00
 16-Sep-2024,Dilshan Transport Group Ltd,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£27,127.00"
 30-Sep-2024,Citilink Solutions Limited,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£16,602.27"
 30-Sep-2024,Citilink Solutions Limited,Inclusive Economy,PTU External Transport Holding Account,Payments to Contractors,"£89,695.21"
 27-Sep-2024,MiiCare Company,Population Wellbeing,ASC Joint Commissioning Team,Miscellaneous Expenses,£815.00
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,200.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,135.49"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,135.49"
 18-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,£500.00
 18-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,£600.00
 18-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£3,931.20"
 18-Sep-2024,Edwardian Care Home Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£3,931.20"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£2,800.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£4,796.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£4,796.00"
 18-Sep-2024,Lillibet House,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sect-Res Care Homes-Short Stay,"£1,500.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,135.49"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 03-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,500.00"
 18-Sep-2024,The Beeches,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,131.28"
 18-Sep-2024,The Beeches,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,225.24"
 18-Sep-2024,The Beeches,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,335.40"
 18-Sep-2024,Quality Care (Surrey) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£4,291.00"
 18-Sep-2024,Rowles House Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 18-Sep-2024,St Marys Nursing Centre,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 18-Sep-2024,Leonard Cheshire Disability,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,001.28"
 18-Sep-2024,Apex Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,494.60"
 18-Sep-2024,Jah-Jireh,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,496.32"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 18-Sep-2024,St Brendans,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 18-Sep-2024,Runwood Home plc,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£2,800.00"
 18-Sep-2024,Runwood Home plc,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 18-Sep-2024,Collinson Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 18-Sep-2024,Collinson Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,080.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£4,996.00"
 18-Sep-2024,Elysium Healthcare,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,605.20"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,083.96"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£3,480.68"
 23-Sep-2024,Danforth Care Homes Ltd (RN)- Heatherton Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,800.00"
 23-Sep-2024,Danforth Care Homes Ltd (RN)- Heatherton Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,800.00"
 23-Sep-2024,Danforth Care Homes Ltd (RN)- Heatherton Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,800.00"
 23-Sep-2024,Danforth Care Homes Ltd (RN)- Heatherton Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,800.00"
 23-Sep-2024,Danforth Care Homes Ltd (RN)- Heatherton Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,800.00"
 23-Sep-2024,Danforth Care Homes Ltd (RN)- Heatherton Care Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£5,800.00"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,016.55"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 30-Sep-2024,The Brain Injury & Rehabilitation Trust,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Res Care Homes - Pymts,"£6,479.36"
 18-Sep-2024,St Marys Nursing Centre,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£2,968.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£2,822.48"
 18-Sep-2024,Oakleaf (hartwell) LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£9,246.08"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£5,196.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£2,598.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£5,083.96"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£4,487.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£2,724.25"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,£693.40
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£3,883.04"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector-Nursing Homes-Short Stay,"£2,496.24"
 18-Sep-2024,St Marys Nursing Centre,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,St Marys Nursing Centre,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,Widecombe Nursing Home,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,400.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,680.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,680.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,680.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,680.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,680.00"
 18-Sep-2024,Shires Healthcare (Woodside) Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,164.88"
 18-Sep-2024,Apex Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,956.12"
 18-Sep-2024,Apex Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,800.00"
 18-Sep-2024,Oakleaf (hartwell) LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£7,900.20"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£2,968.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,796.00"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,215.52"
 18-Sep-2024,Bond Care (Moorlands Gardens),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£5,663.56"
 18-Sep-2024,Methodist Homes - Hillside,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,153.68"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£5,083.96"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£5,083.96"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,487.00"
