Transparency Report September 2024,,,,,
Date,Suppliers,Department ,CC Description,Ledger Code,Value £
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,361.28"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,487.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£3,883.04"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,487.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,487.00"
 18-Sep-2024,HC One Limited / Capwell Grange,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independ Sector - Nursing Homes - Pymts,"£4,487.00"
 18-Sep-2024,Redacted Personal Payment,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,631.16"
 18-Sep-2024,Redacted Address,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£294.84
 18-Sep-2024,Redacted Address,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£294.84
 18-Sep-2024,Redacted Address,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£294.84
 18-Sep-2024,Redacted Address,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,124.48"
 18-Sep-2024,Redacted Address,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,333.83"
 18-Sep-2024,Redacted Address,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,726.88"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£3,765.22"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£5,896.32"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£728.40
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,844.11"
 18-Sep-2024,Precious Homes Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,906.41"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£714.00
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£980.00
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,120.00"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,315.95"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,089.60"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,089.61"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£595.00
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,316.00"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£3,069.50"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,090.00"
 18-Sep-2024,Enixcare Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,050.00"
 18-Sep-2024,Voyage Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£3,897.60"
 18-Sep-2024,Voyage Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,635.48"
 18-Sep-2024,Voyage Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,120.00"
 18-Sep-2024,Voyage Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£817.74
 18-Sep-2024,Voyage Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£7,602.00"
 18-Sep-2024,Voyage Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,280.60"
 18-Sep-2024,Filey Care and Support LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£792.00
 18-Sep-2024,Filey Care and Support LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£3,544.68"
 18-Sep-2024,Filey Care and Support LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,800.00"
 18-Sep-2024,Filey Care and Support LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,800.00"
 18-Sep-2024,Independence Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£5,370.54"
 18-Sep-2024,Independence Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£5,370.54"
 18-Sep-2024,Independence Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£4,608.93"
 18-Sep-2024,Independence Homes Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,598.80"
 18-Sep-2024,EDENVALE CARE LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£934.96
 18-Sep-2024,EDENVALE CARE LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£7,430.84"
 18-Sep-2024,EDENVALE CARE LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,923.88"
 18-Sep-2024,KS Care LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£896.00
 18-Sep-2024,KS Care LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£896.00
 18-Sep-2024,KS Care LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£252.00
 18-Sep-2024,KS Care LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£252.00
 18-Sep-2024,KS Care LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,100.00"
 18-Sep-2024,KS Care LTD,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,100.00"
 18-Sep-2024,K& s solutions Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£504.00
 18-Sep-2024,K& s solutions Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,960.00"
 18-Sep-2024,K& s solutions Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£560.00
 18-Sep-2024,K& s solutions Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,£560.00
 18-Sep-2024,K& s solutions Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,520.00"
 18-Sep-2024,K& s solutions Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,520.00"
 18-Sep-2024,NSSL Holding Ltd-Arden House,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,186.52"
 18-Sep-2024,NSSL Holding Ltd-Arden House,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,583.05"
 18-Sep-2024,Mido Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,338.64"
 18-Sep-2024,Mido Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£1,365.56"
 18-Sep-2024,Mido Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£4,056.13"
 18-Sep-2024,CityCare t/a Goldleaf Homecare,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£7,980.00"
 18-Sep-2024,CityCare t/a Goldleaf Homecare,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Independent Sector - Supported Living,"£2,856.00"
 18-Sep-2024,Redacted Personal Payment,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Adult Placements,£735.08
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£586.32
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£958.36
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,862.38"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,654.90"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,265.21"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,100.10"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£911.05
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,250.39"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£958.36
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£276.64
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,862.95"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,654.90"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£983.06
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,244.88"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£350.74
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£513.76
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,249.82"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£849.68
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£410.02
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,699.36"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,095.16"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,116.44"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£911.05
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,225.69"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£963.87
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£534.09
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£925.49
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,239.94"
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£702.05
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£948.48
 20-Sep-2024,8APT Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£2,954.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,120.00"
 20-Sep-2024,Ambergreen health & socila care ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,120.00"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£897.39
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£567.84
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£365.04
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£892.32
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£851.76
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£5,531.37"
 20-Sep-2024,SAHAR COMMUNITY CARE SERVICES,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£572.91
 20-Sep-2024,Livingways Care Services Ltd (Homecare Provider),Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£896.64
 20-Sep-2024,River Garden Care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£940.87
 20-Sep-2024,VP Forensic Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,230.00"
 20-Sep-2024,VP Forensic Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£8,036.00"
 20-Sep-2024,VP Forensic Limited,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£3,780.00"
 20-Sep-2024,City Home care Ltd,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,247.14"
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,561.56"
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£324.48
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£324.48
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£851.76
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£993.72
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£709.80
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£709.80
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£304.20
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£567.84
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£567.84
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£385.32
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£722.12
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£851.76
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,561.56"
 20-Sep-2024,Social Care Consortium,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,277.64"
 20-Sep-2024,Care staff Services,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£275.55
 20-Sep-2024,Care staff Services,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£361.72
 23-Sep-2024,Westminster Home Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£735.15
 23-Sep-2024,Westminster Home Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,243.03"
 23-Sep-2024,Westminster Home Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£588.12
 23-Sep-2024,Westminster Home Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,967.16"
 23-Sep-2024,Westminster Home Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,£998.79
 23-Sep-2024,Westminster Home Care,Population Wellbeing,Physcial & Mobility Purchased Care 18-64,Home Care - Private Service,"£1,267.94"
