Payment Date,Vendor Name,Vendor Type,Cost Centre Code,Cost Centre Description,Cost Centre Level 2 Code,Cost Centre Level 2 Description,Cost Centre Level 3 Code,Cost Centre Level 3 Description,Cost Centre Level 4 Code,Cost Centre Level 4 Description,Cost Centre Level 5 Code,Cost Centre Level 5 Description,Cost Centre Level 6 Code,Cost Centre Level 6 Description,Cost Centre Level 7 Code,Cost Centre Level 7 Description,Subjective Code,Subjective Description,Account Code,Account Description,Amount,Payment Number,Invoice Line Number,Distribution Number,Invoice Number,Invoice Creation Date
 14-Sep-2023,Redacted,Non Commercial Supplier,C12419,OP LOCALITIES PACKAGES - NEW ADDINGTON & SELSDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,574.7,2465363,1,1,000112813-Sep-2023-819, 13-Sep-2023
 14-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,574.7,2465363,1,1,000114913-Sep-2023-819, 13-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12419,OP LOCALITIES PACKAGES - NEW ADDINGTON & SELSDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,574.7,2468390,1,1,000248422-Sep-2023-829, 22-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,574.7,2468390,1,1,000250422-Sep-2023-829, 22-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12419,OP LOCALITIES PACKAGES - NEW ADDINGTON & SELSDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,574.7,2469933,1,1,000137027-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,574.7,2469933,1,1,000139127-Sep-2023-832, 27-Sep-2023
 13-Sep-2023,Ashburton Services Ltd,Commercial,C11024,ASHBURTON LEARNING VILLAGE PFI,C1210G,PROPERTY AND ASSETS,C1215F,"EARLY YEARS, SCHOOL PLACE PLANNING AND ADMISSIONS",C1220E,EDUCATION DIVISION,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,514120,Other Contributions & Reimbursements (Income), 0000,DEFAULT,575.17,2465328,1,1,573, 13-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C20075,SUSTAINABLE COMMUNITIES TEAM - HRA,C2454F,TENANCY MANAGEMENT - HRA,C2421E,TENANCY SERVICES - HRA,C2100D,HOUSING HRA,C2000C,TOTAL HRA,C1000B,TOTAL GROUP REVENUE,C0000A,ALL COST CENTRES,641640,Professional Services - General, 0000,DEFAULT,576,2467237,1,1,2, 11-Sep-2023
 11-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.45,2464002,1,1,000112508-Sep-2023-817, 08-Sep-2023
 14-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.45,2465363,1,1,000118413-Sep-2023-819, 13-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.45,2468390,1,1,000253522-Sep-2023-829, 22-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.45,2469933,1,1,000142127-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12439,START REABLEMENT DOMICILIARY CARE PACKAGES,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.8,2469940,1,1,000055127-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12439,START REABLEMENT DOMICILIARY CARE PACKAGES,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.8,2469940,1,1,000055227-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12439,START REABLEMENT DOMICILIARY CARE PACKAGES,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.8,2469940,1,1,000055327-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12439,START REABLEMENT DOMICILIARY CARE PACKAGES,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,576.8,2469940,1,1,000055427-Sep-2023-832, 27-Sep-2023
 07-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,577.35,2463700,1,1,000002806-Sep-2023-815, 06-Sep-2023
 05-Sep-2023,Redacted,Non Commercial Supplier,C10255,0-17 CWD FAMILY SUPPORT CARE PACKAGES,C1230G,0-17 CHILDREN WITH DISABILITIES SERVICE,C1234F,SPECIALIST SERVICES FOR CHILDREN AND YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,661060,Direct Payments, 0000,DEFAULT,578,2462750,1,1,279850, 04-Sep-2023
 12-Sep-2023,Redacted,Non Commercial Supplier,C10255,0-17 CWD FAMILY SUPPORT CARE PACKAGES,C1230G,0-17 CHILDREN WITH DISABILITIES SERVICE,C1234F,SPECIALIST SERVICES FOR CHILDREN AND YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,661060,Direct Payments, 0000,DEFAULT,578,2464528,1,1,280840, 11-Sep-2023
 19-Sep-2023,Redacted,Non Commercial Supplier,C10255,0-17 CWD FAMILY SUPPORT CARE PACKAGES,C1230G,0-17 CHILDREN WITH DISABILITIES SERVICE,C1234F,SPECIALIST SERVICES FOR CHILDREN AND YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,661060,Direct Payments, 0000,DEFAULT,578,2466424,1,1,281697, 18-Sep-2023
 26-Sep-2023,Redacted,Non Commercial Supplier,C10255,0-17 CWD FAMILY SUPPORT CARE PACKAGES,C1230G,0-17 CHILDREN WITH DISABILITIES SERVICE,C1234F,SPECIALIST SERVICES FOR CHILDREN AND YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,661060,Direct Payments, 0000,DEFAULT,578,2469221,1,1,282506, 25-Sep-2023
 05-Sep-2023,Redacted,Non Commercial Supplier,C12466,18 – 25 TRANSITION CARE PACKAGES,C1419F,18-25 DISABILITY TRANSITIONS,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,C0000A,ALL COST CENTRES,661060,Direct Payments, 3500,LEARNING DISABILITY SUPPORT,578.57,2462265,1,1,000082004-Sep-2023-813, 04-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12476,25-65 LOCALITIES CARE PACKAGES - SOUTH,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,578.57,2468387,1,1,000027722-Sep-2023-829, 22-Sep-2023
 07-Sep-2023,Trinity Care Services Ltd,Commercial,C12416,OP LOCALITIES PACKAGES- EAST CROYDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,579.6,2463702,1,1,000005906-Sep-2023-815, 06-Sep-2023
 11-Sep-2023,Trinity Care Services Ltd,Commercial,C12416,OP LOCALITIES PACKAGES- EAST CROYDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,579.6,2464004,1,1,000004408-Sep-2023-817, 08-Sep-2023
 18-Sep-2023,Trinity Care Services Ltd,Commercial,C12416,OP LOCALITIES PACKAGES- EAST CROYDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,579.6,2465713,1,1,000001515-Sep-2023-821, 15-Sep-2023
 25-Sep-2023,Trinity Care Services Ltd,Commercial,C12416,OP LOCALITIES PACKAGES- EAST CROYDON,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,579.6,2468393,1,1,000005422-Sep-2023-829, 22-Sep-2023
 08-Sep-2023,Chequers Contract Services Limited,Commercial,C10249,CALLEYDOWN,C1230G,0-17 CHILDREN WITH DISABILITIES SERVICE,C1234F,SPECIALIST SERVICES FOR CHILDREN AND YOUNG PEOPLE,C1210E,CHILDREN'S SOCIAL CARE,C1200D,"TOTAL CHILDREN, YOUNG PEOPLE AND EDUCATION",C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,621100,Health And Safety Works, 0000,DEFAULT,579.85,2463956,1,1,38911, 06-Sep-2023
 04-Sep-2023,United Grab Hire Ltd,Commercial,C13776,CROYDON CEMETERY MITCHAM ROAD,C1522G,BEREAVEMENT,C1514F,BEREAVEMENT AND REGISTRARS,C1510E,CROYDON DIGITAL AND RESIDENT ACCESS,C1500D,TOTAL ASSISTANT CHIEF EXECUTIVE,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,641980,Waste Disposal Costs, 0000,DEFAULT,580,2461977,1,1,96434, 09-Aug-2023
 07-Sep-2023,Trinity Care Services Ltd,Commercial,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2463702,1,1,000008806-Sep-2023-815, 06-Sep-2023
 11-Sep-2023,Trinity Care Services Ltd,Commercial,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2464004,1,1,000007208-Sep-2023-817, 08-Sep-2023
 18-Sep-2023,Trinity Care Services Ltd,Commercial,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2465713,1,1,000004115-Sep-2023-821, 15-Sep-2023
 25-Sep-2023,Trinity Care Services Ltd,Commercial,C12475,25-65 LOCALITIES CARE PACKAGES - CENTRAL,C1417G,18-65 DISABILITY CARE PACKAGES,C1414F,18-65 DISABILITY,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2468393,1,1,000007922-Sep-2023-829, 22-Sep-2023
 11-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2464001,1,1,000011508-Sep-2023-817, 08-Sep-2023
 11-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2464001,1,1,000011908-Sep-2023-817, 08-Sep-2023
 11-Sep-2023,Redacted,Non Commercial Supplier,C12414,OP LOCALITIES PACKAGES- MAYDAY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2464001,1,1,000012108-Sep-2023-817, 08-Sep-2023
 11-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2464001,1,1,000012308-Sep-2023-817, 08-Sep-2023
 14-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2465362,1,1,000033613-Sep-2023-819, 13-Sep-2023
 14-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2465362,1,1,000034013-Sep-2023-819, 13-Sep-2023
 14-Sep-2023,Redacted,Non Commercial Supplier,C12414,OP LOCALITIES PACKAGES- MAYDAY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2465362,1,1,000034213-Sep-2023-819, 13-Sep-2023
 14-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2465362,1,1,000034413-Sep-2023-819, 13-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2468389,1,1,000018822-Sep-2023-829, 22-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2468389,1,1,000019222-Sep-2023-829, 22-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12414,OP LOCALITIES PACKAGES- MAYDAY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2468389,1,1,000019422-Sep-2023-829, 22-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2468389,1,1,000019622-Sep-2023-829, 22-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2469932,1,1,000003027-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12420,OP LOCALITIES PACKAGES - PURLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3502,PHYSICAL SUPPORT - ACCESS AND MOBILITY ONLY,580.86,2469932,1,1,000003427-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12414,OP LOCALITIES PACKAGES- MAYDAY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2469932,1,1,000003627-Sep-2023-832, 27-Sep-2023
 28-Sep-2023,Redacted,Non Commercial Supplier,C12413,OP LOCALITIES PACKAGES - THORNTON HEATH,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,580.86,2469932,1,1,000003827-Sep-2023-832, 27-Sep-2023
 25-Sep-2023,Redacted,Non Commercial Supplier,C12417,OP LOCALITIES PACKAGES- WOODSIDE & SHIRLEY,C1430G,OLDER PEOPLE CARE PACKAGES,C1418F,LOCALITIES,C1410E,ADULT SOCIAL CARE OPERATIONS,C1400D,TOTAL ADULT SOCIAL CARE AND HEALTH,C1000C,TOTAL GENERAL FUND,C1000B,TOTAL GROUP REVENUE,651880,Domiciliary Care - Third Party, 3503,PHYSICAL SUPPORT - PERSONAL CARE SUPPORT,582.12,2468378,1,1,000083022-Sep-2023-829, 22-Sep-2023
