OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,BLT MH Team U65,ANGEL & STAR LTD,19/06/2023,4840.36,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,ANGEL & STAR LTD,19/06/2023,6603.80,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,ANGEL & STAR LTD,19/06/2023,5233.20,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,01/06/2023,580.36,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,30/06/2023,580.36,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Saxon Hill School,ANTHONYS AJ'S,23/06/2023,9813.94,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Apollo Care ,05/06/2023,3376.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Apollo Care ,05/06/2023,3067.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Apollo Care ,05/06/2023,3796.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Apollo Care ,19/06/2023,3376.08,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Apollo Care ,19/06/2023,3067.02,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Apollo Care ,19/06/2023,3796.98,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock MH Team U65,Apollo Care ,22/06/2023,1000.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Apple Transcription Ltd,16/06/2023,1437.70,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Applewood Support Ltd,26/06/2023,1534.50,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Contact Centre,APS Group,28/06/2023,6681.01,Other contribs to provisions,Other contribs to provisions,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HWRC Mobilisation,Aquaforce Special Waste Ltd,12/06/2023,747.96,WASTE MANAGEMENT,WASTE MANAGEMENT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HWS Unallocated,Aquaforce Special Waste Ltd,28/06/2023,32042.16,WASTE MANAGEMENT,WASTE MANAGEMENT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Core Services,Archives West Midlands,09/06/2023,500.00,Subscriptions General,Subscriptions General,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,ARGYLE PRE SCHOOL NURSERY,09/06/2023,1934.89,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,ARGYLE PRE SCHOOL NURSERY,09/06/2023,13069.56,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1266 Moorlands Day Serv Buxton,ARJO UK LTD,19/06/2023,744.65,Service/Test Arjo/Closomats,Service/Test Arjo/Closomats,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cannock Chase LD Team,Arreta Care Limited,19/06/2023,4114.48,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Concessionary Fare Schemes,ARRIVA MIDLANDS LTD,21/06/2023,114076.00,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,The Alders,ARROW COUNTY SUPPLIES,05/06/2023,670.90,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1323 Hawthorn House WS13 6EN,ARROW COUNTY SUPPLIES,02/06/2023,1206.86,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1323 Hawthorn House WS13 6EN,ARROW COUNTY SUPPLIES,09/06/2023,1004.87,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7278 Marsh Court Day Serv ST16,ARROW COUNTY SUPPLIES,28/06/2023,681.05,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1348 Greenfields House ST13 6L,ARROW COUNTY SUPPLIES,07/06/2023,583.37,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,The Rivers,ARROW COUNTY SUPPLIES,15/06/2023,592.20,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,AS Travels,05/06/2023,509.94,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,Ashbourne Quality Care Ltd,28/06/2023,1225.87,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Supervise & Support South,Ashby Nursery Sch & Pre Sch Academy,29/06/2023,1130.50,Fostering Equipment on Loans,Fostering Equipment on Loans,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Supervise & Support South,Ashby Nursery Sch & Pre Sch Academy,30/06/2023,1130.50,Fostering Equipment on Loans,Fostering Equipment on Loans,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Virtual School - Pupil Premium,Ashby School,08/06/2023,500.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academy Recoupment,Ashby School,22/06/2023,2345.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Standon Bowers OEC,Ashwell Biomass & Heating Ltd,09/06/2023,582.00,Repair and Maint Equipment NPS,Repair and Maint Equipment NPS,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,16/06/2023,731.91,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,16/06/2023,627.55,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adult�s Book Fund,Askews & Holts Library Services Ltd,16/06/2023,692.31,Books,Books,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,Aspects Staffordshire Ltd,13/06/2023,639.00,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,ASPECTS Staffordshire Ltd,05/06/2023,2086.32,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,ASPECTS Staffordshire Ltd,05/06/2023,1455.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,ASPECTS Staffordshire Ltd,19/06/2023,2086.32,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Moorlands LD Team,ASPECTS Staffordshire Ltd,19/06/2023,1455.58,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,BLT MH Team U65,Aspirations Care Ltd,05/06/2023,9751.26,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,BLT MH Team U65,Aspirations Care Ltd,19/06/2023,9751.26,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Aspire (Stafford) Ltd,06/06/2023,612.00,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Aspire (Stafford) Ltd,14/06/2023,707.04,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Aspire (Stafford) Ltd,06/06/2023,612.00,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stafford LD Team,Aspire (Stafford) Ltd,06/06/2023,1048.00,Day Care,Day Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academy Recoupment,Aston University Engineering Academy,14/06/2023,3834.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,06/06/2023,2731.20,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,12/06/2023,1020.90,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,01/06/2023,1034.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,01/06/2023,636.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,01/06/2023,5061.60,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,22/06/2023,568.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,19/06/2023,682.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,28/06/2023,3494.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,07/06/2023,913.50,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,15/06/2023,2668.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,28/06/2023,624.60,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,22/06/2023,1630.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,12/06/2023,1732.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,Atkinson Lewis,16/06/2023,1732.80,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Virtual School - Pupil Premium,Attachment Research Community,28/06/2023,5700.00,CAT1 COURSE FEES,CAT1 COURSE FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,26/06/2023,614.90,Home School Direct Payment,Home School Direct Payment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,UASC Grant,Austins,20/06/2023,2400.00,LC Travel Education & Training,LC Travel Education & Training,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,Austins,23/06/2023,6164.28,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1446 51a Sandyford St Stafford,Auto Extract Systems Ltd,13/06/2023,4404.00,Day to Day Mechanical Services,Day to Day Mechanical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,Autocab Private Hire,29/06/2023,80505.65,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Other Corporate Items,AVC Wise Ltd,21/06/2023,2902.81,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle LD Team,Avenues South,06/06/2023,2033.60,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Destination Management Partner,Avoy Technologies Ltd t/a SnapSea,16/06/2023,3840.00,Advertising,Advertising,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SSS - ASD Enhanc Key Stage 1/2,B Daniels,16/06/2023,509.48,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Concessionary Fare Schemes,B P BROWN TRAVEL LTD,13/06/2023,40999.00,Payments to Bus Operators,Payments to Bus Operators,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Public Transp Support & Co-ord,B P BROWN TRAVEL LTD,28/06/2023,45175.15,Manned Transport - Hire,Manned Transport - Hire,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to college transport SEN,,01/06/2023,1049.49,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to college transport SEN,,30/06/2023,1049.49,Personal Travel Budgets,Personal Travel Budgets,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Main Trading Standards,B.W.Y. Canine,30/06/2023,534.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Vacant Farm Buildings- Cost Of,Bagshaws LLP,30/06/2023,14428.80,Ext Fees Construction,Ext Fees Construction,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Main Trading Standards,Bakewell Veterinary Clinic Ltd,28/06/2023,2668.61,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Accounting Services,BANNER GROUP LTD,22/06/2023,747.43,Stationery General,Stationery General,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Printers Staffordshire Place,BANNER GROUP LTD,29/06/2023,1694.40,Stationery General,Stationery General,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Barton Village Taxis Ltd,28/06/2023,4560.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Turnaround Programme,Base 25,06/06/2023,2900.00,CPF-Grants to Other Vol Bodies,CPF-Grants to Other Vol Bodies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Growth Hub ERDF 2019-2022,Baswich Business Services Ltd,28/06/2023,6900.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tamworth LD Team,Bayliss and Wilcox Community Support Ltd,08/06/2023,1500.00,Supported Group Care,Supported Group Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Business Loan Scheme ERDF,BCRS Business Loans Limited,20/06/2023,109180.00,Payments to other Authorities,Payments to other Authorities,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Audit,BDO LLP,01/06/2023,14280.00,Agency Staff,Agency Staff,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Climate Change,Be Smart Design Ltd,09/06/2023,3289.20,Behavioural Change,Behavioural Change,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,HSF Administration 22/23,Beat The Cold,22/06/2023,68972.00,Community Project,Community Project,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Bedspace Resource Ltd,27/06/2023,51428.57,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Bee Active Childcare,14/06/2023,18600.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Bee Active Childcare,14/06/2023,4400.00,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Beeches Park Day Nursery,09/06/2023,1637.21,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Beeches Park Day Nursery,09/06/2023,21791.10,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Nursery 3&4yr,Beeches Park Day Nursery,07/06/2023,1780.66,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Nursery 3&4yr,Beeches Park Day Nursery,07/06/2023,1780.66,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Nursery 3&4yr,Beeches Park Day Nursery,14/06/2023,3561.32,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Speech and Language/O Therapy,Behavioural Services,02/06/2023,724.20,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Speech and Language/O Therapy,Behavioural Services,30/06/2023,856.80,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,BENNETTS TRAVEL (CRANBERRY) LTD,28/06/2023,22653.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,BENNETTS TRAVEL (CRANBERRY) LTD,28/06/2023,10397.96,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Public Transp Support & Co-ord,BENNETTS TRAVEL (CRANBERRY) LTD,28/06/2023,14544.34,Manned Transport - Hire,Manned Transport - Hire,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Improvements Contracts,BENTLEY SYSTEMS INTERNATIONAL LTD,29/06/2023,8802.00,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cyclical Highway Maintenance,BERKSWICH PARISH COUNCIL,02/06/2023,2294.00,Parish District Grass Cutting,Parish District Grass Cutting,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,BESTuition,19/06/2023,9660.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Beth Homes Organisation Limited,27/06/2023,1628.57,Specialist Childs Res Services,Specialist Childs Res Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Cherry Trees School,,05/06/2023,4096.00,Home School Direct Payment,Home School Direct Payment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Legal Services Unit,Bevan Brittan,29/06/2023,2862.60,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Bhylls Acre Primary School,09/06/2023,7593.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7269 Apedale Energy Visitor Ce,BID Group Ltd,12/06/2023,828.00,Day to Day Electrical Services,Day to Day Electrical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,William Baxter Community Sch,BID Group Ltd,14/06/2023,504.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0927 Burton Library Riverside ,BID Group Ltd,02/06/2023,1094.40,Day to Day Ext Wall window etc,Day to Day Ext Wall window etc,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Enterprise Centre,BID Group Ltd,14/06/2023,684.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1339 Newc Day Service Wilmot D,BID Group Ltd,14/06/2023,504.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1556 Leek Hway Depot ST19 5HL,BID Group Ltd,14/06/2023,792.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Silverdale Enterprise Centre,BID Group Ltd,14/06/2023,972.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lymedale Court Enterprise Ctre,BID Group Ltd,15/06/2023,576.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Oakhill Primary School,BID Group Ltd,16/06/2023,612.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0897 Biddulph Library Tunstall,BID Group Ltd,29/06/2023,2304.00,Day to Day Electrical Services,Day to Day Electrical Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pooled Accom Central Charges,BID Group Ltd,21/06/2023,2304.00,Day to Day Other,Day to Day Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,7115 Unit Qa Beacon Business P,BID Group Ltd,30/06/2023,576.00,Service/Test Controlled Access,Service/Test Controlled Access,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Staffs Moorlands,BIDDULPH HIGH SCHOOL (ACADEMY),19/06/2023,500.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Staffs Moorlands,BIDDULPH HIGH SCHOOL (ACADEMY),19/06/2023,1500.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0741 Biddulph Town Hall ST8 6A,BIDDULPH TOWN COUNCIL,13/06/2023,1792.00,Rent / Lease Of Premises,Rent / Lease Of Premises,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Local Members Initiatives,BIDDULPH TOWN COUNCIL,20/06/2023,500.00,Local Member Initiative Scheme,Local Member Initiative Scheme,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"0776 5 Victoria St, Cannock, W",Biffa Waste Services,23/06/2023,1057.74,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,0008 Stafford Ccent Faraday Ro,BIFFA WASTE SERVICES LTD,23/06/2023,634.75,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1641 Stone Hway Depot,BIFFA WASTE SERVICES LTD,23/06/2023,1141.82,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Chasewater Visitor Centre,BIFFA WASTE SERVICES LTD,23/06/2023,1513.98,WASTE COLLECTION,WASTE COLLECTION,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - Stafford,BIFFA WASTE SERVICES LTD,07/06/2023,1933.66,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - Staffs Moor,BIFFA WASTE SERVICES LTD,07/06/2023,8497.88,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - East Staffs,BIFFA WASTE SERVICES LTD,28/06/2023,3206.86,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - Newcastle,BIFFA WASTE SERVICES LTD,28/06/2023,3477.40,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - Lichfield,BIFFA WASTE SERVICES LTD,28/06/2023,540.44,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping-Cannock Chase,BIFFA WASTE SERVICES LTD,28/06/2023,5465.44,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - Stafford,BIFFA WASTE SERVICES LTD,28/06/2023,2911.73,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Street Sweeping - Staffs Moor,BIFFA WASTE SERVICES LTD,28/06/2023,4293.71,Waste Treatment,Waste Treatment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Headquarters - I.S.P,Big Fostering Partnership,27/06/2023,4021.29,Social Services Oth Local Auth,Social Services Oth Local Auth,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Nursery 3&4yr,Big Robin's Nursery,14/06/2023,3561.32,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Birches First School,09/06/2023,12577.89,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Birches First School,19/06/2023,6724.57,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,Birchfield School,19/06/2023,4565.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,Birchfield School,19/06/2023,4565.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Birchwood Private Day Nursery,09/06/2023,2211.31,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
