OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,Nursery Education Grant,Meaford Fields Day Nursery Ltd,12/05/2023,5569.20,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,10/05/2023,1883.50,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,10/05/2023,1050.30,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,10/05/2023,872.54,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,24/05/2023,3140.58,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,10/05/2023,3130.84,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,17/05/2023,2376.72,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,31/05/2023,700.76,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,17/05/2023,2350.73,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,17/05/2023,3139.33,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,24/05/2023,1045.22,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,24/05/2023,1046.18,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,31/05/2023,523.14,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,31/05/2023,1046.04,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Tam Children with Disability,MedGen Ltd,31/05/2023,853.31,S17 FAMILY SUPPORT,S17 FAMILY SUPPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Virtual School - Pupil Premium,Merit PRU and Hospital School,09/05/2023,500.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,StrategicHubOutreach,Merryfields School,26/05/2023,10770.93,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,MEWA LLP,12/05/2023,518.40,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,MEWA LLP,12/05/2023,3024.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,MEWA LLP,18/05/2023,6384.00,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SEN Direct Payments,,11/05/2023,5709.33,Direct Payments Other,Direct Payments Other,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Overheads,Micro Focus Software UK Ltd,02/05/2023,1934.59,Purchase of Hardware,Purchase of Hardware,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Improvements Contracts,Micro Focus Software UK Ltd,26/05/2023,6771.07,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Midland Airport Travel Ltd,24/05/2023,7392.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Midland Airport Travel Ltd,24/05/2023,3000.00,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,"0798 Bird St, The Old Library,",MIDLAND ROOFING SERVICES DERBY LTD,09/05/2023,1188.00,Day to Day Roofs,Day to Day Roofs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Jerome Primary School Roofs,MIDLAND ROOFING SERVICES DERBY LTD,26/05/2023,28790.40,Construction Works,Construction Works,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Central & Approval,Midlands Occupational Therapy,09/05/2023,825.25,Fostering Special Guardianship,Fostering Special Guardianship,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Midlands Psychology CIC,02/05/2023,3300.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Midlands Psychology CIC,02/05/2023,1320.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DIPS EOTAS,Midlands Psychology CIC,02/05/2023,8800.00, Alternative Education Schemes, Alternative Education Schemes,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Virtual School - Pupil Premium,Midlands Psychology CIC,02/05/2023,2860.00,CAT1 COURSE FEES,CAT1 COURSE FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Workshop Overheads,Midlands Truck & Van Limited,12/05/2023,1080.72,CFC Purchase of Stock,CFC Purchase of Stock,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Business Support,Mids Partnership University NHS FT,31/05/2023,21000.00,Contr. To Other Non Vol Bodies,Contr. To Other Non Vol Bodies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LTC - Reablement,Mids Partnership University NHS FT,24/05/2023,322364.75,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,ALDT Central (Adult LD Team),Mids Partnership University NHS FT,15/05/2023,8396.98,Admin Clerical Prof Gross,Admin Clerical Prof Gross,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,KCOM - Telephone Network,Mids Partnership University NHS FT,31/05/2023,16627.17,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Business Support,Mids Partnership University NHS FT,31/05/2023,3500.00,Contr. To Other Non Vol Bodies,Contr. To Other Non Vol Bodies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Children 0-19 Serv Prescribed,Mids Partnership University NHS FT,31/05/2023,1565565.17,PH Core contract element,PH Core contract element,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Chadsmoor Infants School,Midwest Electrical Services Ltd,10/05/2023,2240.28,Service/Test Fixed Electrical,Service/Test Fixed Electrical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Thomas Russell Junior School,Midwest Electrical Services Ltd,10/05/2023,513.32,Service/Test Fixed Electrical,Service/Test Fixed Electrical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,St Luke's CE(C) Pri Newcastle,Midwest Electrical Services Ltd,10/05/2023,2279.09,Service/Test Fixed Electrical,Service/Test Fixed Electrical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Westlands Primary School,Midwest Electrical Services Ltd,10/05/2023,2182.07,Service/Test Fixed Electrical,Service/Test Fixed Electrical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Victoria Community School,Midwest Electrical Services Ltd,10/05/2023,2764.19,Service/Test Fixed Electrical,Service/Test Fixed Electrical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,St. Leonard's Primary School,Midwest Electrical Services Ltd,11/05/2023,2788.88,Service/Test Fixed Electrical,Service/Test Fixed Electrical,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Mill House School,31/05/2023,23089.27,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent School Fee Special,Mill House School,31/05/2023,22179.62,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Moat Hall Primary Academy,03/05/2023,53317.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Moat Hall Primary Academy,12/05/2023,1484.78,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Training,Momentum People Ltd,04/05/2023,818.88,Courses,Courses,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Central & Engagement,Momentum People Ltd,23/05/2023,1020.00,Training Resources,Training Resources,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Monkey Puzzle Day Nursery,12/05/2023,3402.00,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Monkey Puzzle Day Nursery,12/05/2023,16462.80,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,Monkey Puzzle Day Nursery,12/05/2023,1575.36,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,MOORHILL PRE-SCHOOL,12/05/2023,1067.04,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,DAF - Disability Access Fund,MOORHILL PRE-SCHOOL,23/05/2023,828.00,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Moorhill Primary School,03/05/2023,74262.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Moorhill Primary School,22/05/2023,500.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Cannock,Moorhill Primary School,23/05/2023,3000.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Cannock,Moorhill Primary School,23/05/2023,3000.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Fost Central & Engagement,Moorlands Radio Ltd,15/05/2023,669.00,Advertising,Advertising,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,Moorside High School PET,03/05/2023,46831.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Staffs Moorlands,Moorside High School PET,23/05/2023,950.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Staffs Moorlands,Moorside High School PET,23/05/2023,950.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,SS Assess & Staying Together,Morgan Clarke Properties Ltd,16/05/2023,700.00,S17 - No recourse to pub funds,S17 - No recourse to pub funds,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adoption Support Fund,Mott MacDonald,02/05/2023,23212.63,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adoption Support Fund,Mott MacDonald,02/05/2023,41944.49,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Mount Pleasant Primary,24/05/2023,1000.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,NEW Child in Care/Care Leavers,Moving Up Care Ltd,10/05/2023,1206.00,Case Work,Case Work,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,NEW Child in Care/Care Leavers,Moving Up Care Ltd,10/05/2023,1728.29,Case Work,Case Work,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,,18/05/2023,1047.60,Home School Direct Payment,Home School Direct Payment,http://opendatacommunities.org/id/county-council/staffordshire  ,
