Date Transaction Added,Beneficiary,Merchant Categories,Department,Purpose of Expenditure,Trans No,Net Amount
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,398.20
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,465.90
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,470.76
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,543.55
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,796.40
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,796.40
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,923.29
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,940.48
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,"1,325.66"
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,"1,891.37"
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,"2,127.82"
06/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31959910,"2,255.26"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,26.44
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,26.44
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,26.44
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,26.44
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,46.91
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,52.88
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,52.88
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,73.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,73.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,73.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,73.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,79.32
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,79.32
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,79.32
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,93.82
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,93.82
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,93.82
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,99.79
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,99.79
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,120.26
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,120.26
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,126.23
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,146.70
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,173.14
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,173.14
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,178.31
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,185.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,185.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,185.35
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,193.16
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,193.16
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,193.16
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,193.16
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,193.16
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,199.10
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,199.10
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,199.10
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,206.14
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,338.38
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,385.11
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,386.32
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,398.20
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,398.20
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,398.20
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,398.20
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,398.20
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,419.40
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,419.40
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,569.91
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,597.30
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,796.40
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,923.29
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,995.50
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,"1,252.57"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,"1,723.04"
14/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31961371,"2,288.37"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,167.31
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,178.31
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,184.80
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,184.80
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,184.80
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,187.80
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,193.16
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,193.16
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,200.86
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,206.14
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,386.32
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,398.20
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,398.20
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,398.20
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,419.40
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,430.76
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,442.16
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,492.69
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,565.29
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,579.48
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,579.48
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,585.42
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,586.08
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,754.71
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,796.40
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,820.16
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,838.80
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,923.29
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,923.29
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,965.80
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,995.50
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,995.50
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,"1,427.18"
20/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31964057,"2,153.80"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,170.21
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,184.80
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,188.54
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,193.16
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,193.16
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,193.16
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,193.49
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,199.10
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,199.10
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,199.10
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,200.31
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,217.80
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,338.38
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,343.42
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,356.62
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,375.60
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,385.11
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,386.21
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,398.20
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,419.40
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,428.01
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,497.20
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,754.71
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,796.40
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,796.40
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,796.40
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,838.80
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,985.38
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,"1,067.90"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,"1,292.28"
27/06/2024,Matrix SCM Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,31965034,"1,342.69"
16/04/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31946483,81.46
16/04/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31946485,44.86
25/04/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31950429,48.70
30/04/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31950726,61.22
22/05/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31956384,51.28
22/05/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31956385,68.77
22/05/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31956386,79.84
25/06/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31964265,92.36
25/06/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31964266,77.76
26/06/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31964915,63.91
26/06/2024,Morris Quality Bakers Limited,Catering - Food - Bakers & Confectionery Mnfrs,Adult Social Care,Food & Drink Provisions,31964916,66.24
05/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,524029,"2,959.15"
12/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,524296,466.95
12/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,524296,"3,401.00"
19/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,524932,356.58
19/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,524932,"4,107.18"
29/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,525611,229.07
29/04/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,525611,"4,468.70"
07/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,526314,"2,825.40"
07/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,526315,107.52
07/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,526315,"3,547.45"
17/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,527465,327.63
17/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,527465,"3,653.10"
17/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,527466,294.91
17/05/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,527466,"2,808.00"
06/06/2024,OSJ Holdings Limited T/a BRB Care Solutions,HR - Temporary & Agency Staff - Home Care Services,Adult Social Care,Non HBC Agency Staff,528781,"3,219.25"
07/05/2024,Parklands Services (NW) Ltd,School Support Suppliers,Adult Social Care,R & M - Non Property Services,31953084,874.70
21/05/2024,Parklands Services (NW) Ltd,School Support Suppliers,Adult Social Care,R & M - Non Property Services,31956349,877.11
04/06/2024,Parklands Services (NW) Ltd,School Support Suppliers,Adult Social Care,R & M - Non Property Services,31959659,"1,333.16"
25/06/2024,Parklands Services (NW) Ltd,School Support Suppliers,Adult Social Care,R & M - Non Property Services,31964421,"1,908.27"
16/04/2024,PHS GROUP LTD,Cleaning & Janitorial - Washroom Sanitation,Adult Social Care,Medical & Hygiene Supplies,31946832,849.81
07/05/2024,PHS GROUP LTD,Cleaning & Janitorial - Washroom Sanitation,Adult Social Care,Medical & Hygiene Supplies,31952940,814.77
07/05/2024,PHS GROUP LTD,Cleaning & Janitorial - Washroom Sanitation,Adult Social Care,Medical & Hygiene Supplies,31952947,592.12
14/05/2024,PHS GROUP LTD,Cleaning & Janitorial - Washroom Sanitation,Adult Social Care,Medical & Hygiene Supplies,31954146,605.87
18/06/2024,PHS GROUP LTD,Cleaning & Janitorial - Washroom Sanitation,Adult Social Care,Medical & Hygiene Supplies,31962762,848.54
12/04/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,524288,813.75
12/04/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,524289,612.50
13/05/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,526811,"2,695.00"
24/06/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,530426,814.00
24/06/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,530430,594.00
24/06/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,530431,610.50
26/06/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,530576,643.50
26/06/2024,Seguro Recruitment Limited,HR - Temporary & Agency Staff,Adult Social Care,Non HBC Agency Staff,530581,847.00
15/04/2024,Specialist Alarm Services Limited,Facilities Mgmt - Fire Safety & Alarms,Adult Social Care,Medical & Hygiene Supplies,2399766,637.00
26/06/2024,Specialist Alarm Services Limited,Facilities Mgmt - Fire Safety & Alarms,Adult Social Care,Non Office Equipment & Furniture,2402407,"1,512.00"
02/04/2024,Sure Maintenance Limited,Construction - Term Main Plumbing & Mech,Adult Social Care,R & M - Non Property Services,31943015,961.40
18/06/2024,Sure Maintenance Limited,Construction - Term Main Plumbing & Mech,Adult Social Care,R & M - Non Property Services,31962844,"1,318.68"
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (MATERIALS) Subcontractor Payments,2400952,160.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (LABOUR) Subcontractors Payments,2400952,730.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (MATERIALS) Subcontractor Payments,2400953,140.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (LABOUR) Subcontractors Payments,2400953,640.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (MATERIALS) Subcontractor Payments,2400964,135.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (LABOUR) Subcontractors Payments,2400964,605.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (MATERIALS) Subcontractor Payments,2400965,105.00
15/05/2024,Terry Woollam Decorators,Building Construction - Decorators,Adult Social Care,CIS (LABOUR) Subcontractors Payments,2400965,480.00
30/04/2024,Totalenergies Gas & Power Limited,Utilities - Gas,Adult Social Care,Utility Bills,31951297,"7,440.85"
30/04/2024,Totalenergies Gas & Power Limited,Utilities - Gas,Adult Social Care,Utility Bills,31951298,"6,910.55"
21/05/2024,Totalenergies Gas & Power Limited,Utilities - Gas,Adult Social Care,Utility Bills,31956301,"4,878.77"
18/06/2024,Totalenergies Gas & Power Limited,Utilities - Gas,Adult Social Care,Utility Bills,31962520,"3,057.47"
02/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31942791,158.65
02/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31942791,703.25
08/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31945243,68.80
08/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31945243,575.29
15/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31946404,180.80
15/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31946404,451.56
15/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31946406,50.90
15/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31946406,621.02
22/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31948986,18.81
22/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31948986,618.71
22/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31948988,144.25
22/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31948988,522.36
29/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31950621,92.95
29/04/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31950621,761.65
08/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31953129,131.84
08/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31953129,410.38
14/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31953768,152.92
14/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31953768,557.92
20/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31955926,297.84
20/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31955926,655.71
20/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31955928,63.36
20/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31955928,459.61
28/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31957506,99.18
28/05/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31957506,503.46
04/06/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31959478,134.70
04/06/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31959478,725.54
10/06/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31960270,280.07
10/06/2024,Trevors Warehouses Ltd,Catering - Grocery,Adult Social Care,Food & Drink Provisions,31960270,703.37
