Date Transaction Added,Beneficiary,Merchant Categories,Department,Purpose of Expenditure,Trans No,Net Amount
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,210.54
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,211.97
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,211.97
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,215.60
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,215.60
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,215.60
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,228.36
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,228.36
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,228.36
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,228.36
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,232.05
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32026518,261.14
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,420.08
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32026518,484.44
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,504.56
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,504.56
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,504.56
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,504.56
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,583.11
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,726.66
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,840.15
20/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32026518,1059.85
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,75.48
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,75.48
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,99.55
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,122.66
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,122.66
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,125.65
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,156.87
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,194.37
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,194.37
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,199.10
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,199.10
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,210.54
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,210.54
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,210.54
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,215.60
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,215.60
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,232.05
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,242.22
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,242.22
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,242.22
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,261.14
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,261.14
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,261.14
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,261.14
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32028715,261.14
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,398.20
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,420.08
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,420.08
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,423.94
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,484.44
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,504.56
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,635.91
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,777.48
27/02/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32028715,840.15
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,75.48
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,113.22
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,116.03
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,125.65
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,125.65
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,130.48
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,149.81
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,189.95
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,194.37
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,199.10
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,210.54
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,210.54
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,210.54
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,210.54
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,210.54
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,211.97
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32030622,215.60
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,215.60
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,228.36
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,228.36
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,232.34
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32030622,242.22
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,247.73
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,248.16
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32030622,261.14
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,267.52
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,388.74
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,420.08
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,495.45
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,504.56
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,504.56
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,504.56
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,504.56
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,504.56
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,583.11
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32030622,597.30
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,777.48
07/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32030622,1260.23
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,135.31
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,181.00
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,181.30
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,194.37
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,199.10
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,199.10
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,199.10
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,199.10
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,210.54
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,210.54
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,211.97
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,211.97
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,215.60
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,215.60
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,217.14
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,233.86
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,233.86
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32031702,242.22
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32031702,248.16
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32031702,261.14
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32031702,261.14
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,296.31
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,348.08
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,398.20
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32031702,398.20
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,420.08
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,420.08
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,434.28
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,446.34
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,504.56
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,504.56
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,504.56
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,726.66
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,777.48
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,796.40
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,840.15
13/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32031702,1680.30
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,100.22
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,116.03
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,125.65
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,125.65
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,125.65
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,135.31
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,194.37
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,194.37
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,199.10
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,199.10
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,210.54
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,210.54
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,210.54
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,211.97
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,211.97
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,215.60
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,215.60
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32033207,217.14
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,217.14
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,228.36
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,233.86
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,233.86
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,233.86
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32033207,253.80
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32033207,267.08
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,339.89
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,388.74
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32033207,398.20
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,420.08
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,423.94
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,429.41
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,434.28
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,504.56
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,504.56
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,504.56
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32033207,547.20
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,597.30
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,597.30
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,651.42
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,726.66
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,777.48
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,840.15
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,840.15
21/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32033207,1792.32
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,75.48
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,113.22
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,125.65
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,140.14
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,191.73
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,194.37
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,194.37
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,194.37
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,194.37
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,199.10
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,210.54
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,211.97
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,211.97
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,215.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,215.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,215.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,215.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,215.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,215.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,217.14
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,228.36
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,228.36
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,233.86
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,233.86
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,233.86
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,233.86
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,242.22
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,253.80
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,261.14
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Casual Staffing,32035445,273.60
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,388.74
28/03/2025,Halton & Kent Commercial Services LLP,Professional & Advisory Services,Adult Social Care,Non HBC Agency Staff,32035445,388.74
