Date Transaction Added,Beneficiary,Merchant Categories,Department,Division,Purpose of Expenditure,Trans No,Net Amount
21/08/2024,Read the Reading Agency,Fees & Charges / Subscriptions - Subscriptions,Community & Greenspace,,Book Fund,31981675,903.00
20/08/2024,Real Asset Management Ltd,ICT - Maintenance,Finance Department,,Computer Software Licences,534392,8460.88
09/07/2024,Recharge and Restore CIC,Financial Services - Grants,"Education, Inclusion & Provision",,Contracted Services,531885,8200.50
05/09/2024,Recharge and Restore CIC,Financial Services - Grants,"Education, Inclusion & Provision",,Contracted Services,535339,8200.50
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Discretionary Payments,31988878,635.83
05/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31966899,584.85
05/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31966900,500.43
05/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31966901,1716.00
05/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31966909,1590.32
05/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31966915,698.92
12/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31968674,1142.54
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31972510,595.40
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31972718,692.32
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31972756,1254.06
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31972844,930.00
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31972902,998.35
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973224,1175.40
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973238,507.68
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973242,1625.76
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973247,1197.28
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973262,576.92
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973265,1254.56
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973284,543.12
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973297,830.76
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973307,600.00
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973312,642.80
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973318,692.32
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973324,1086.24
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973329,515.00
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973337,543.12
26/07/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31973343,507.68
02/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31974083,904.64
02/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31974085,1832.83
02/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31974095,2058.51
09/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31978796,920.56
16/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31980978,727.68
16/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31980980,752.35
16/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31980985,808.01
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982130,595.40
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982333,692.32
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982632,538.96
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982824,1175.40
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982842,1625.76
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982847,1577.28
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982862,515.11
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982865,1254.56
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982884,543.12
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982896,830.76
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982906,600.00
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982911,642.80
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982921,1086.24
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982926,515.00
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982934,543.12
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982940,507.68
23/08/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31982949,918.48
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31984625,750.26
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31984695,517.90
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31984831,756.66
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31984833,674.58
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31985004,1608.96
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31985014,1529.97
06/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31985019,1148.80
13/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31986512,582.85
13/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31986519,1530.48
13/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31986520,1967.76
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988062,595.40
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988257,692.32
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988591,648.30
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988753,1175.40
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988765,600.00
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988770,1625.76
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988774,1577.28
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988777,1842.50
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988791,1254.56
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988810,543.12
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988830,600.00
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988835,642.80
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988841,920.56
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988846,1086.24
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988851,515.00
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988859,543.12
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988865,507.68
20/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31988873,918.48
27/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31989763,1660.64
27/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31989764,968.03
27/09/2024,REDACTED PERSONAL DATA,Benefits,Finance Department,,Rent Allowances,31989781,830.76
23/07/2024,REDACTED PERSONAL DATA,Clothing - Uniforms & Staff Wear,Community & Greenspace,,Protective Clothing / Uniforms,50575416,653.24
04/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31966592,788.45
04/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31966604,1276.60
11/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31968009,571.39
11/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31968019,1668.22
11/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31968031,937.70
11/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,NNDR Refund,31968047,601.74
18/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31970851,853.92
18/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31970860,783.05
18/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31970870,643.59
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972418,1334.42
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972422,594.52
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972430,590.25
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972440,528.57
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972442,1755.13
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972443,724.08
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972444,529.84
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31972452,1251.11
25/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,NNDR Refund,31972460,1080.00
01/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31974007,962.48
01/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31974014,1420.61
01/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31974015,1680.02
01/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31974017,1680.02
01/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31974021,615.03
01/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31974024,555.36
08/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31978378,794.64
08/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31978390,1754.82
08/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31978393,1774.79
08/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31978396,1890.00
08/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31978403,739.29
15/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31980940,4925.38
15/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31980952,547.63
22/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31982069,784.02
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983367,1370.01
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983368,555.45
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983373,507.12
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983382,574.49
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983388,812.13
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983393,1257.14
29/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31983396,956.40
05/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31984195,1901.88
05/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31984204,1147.73
05/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31984212,1027.19
12/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31986459,1004.16
19/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31987990,1089.19
19/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31987995,1112.27
19/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31988001,599.38
19/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31988027,666.17
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31989670,543.25
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31989679,540.45
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31989691,3349.19
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31989693,711.57
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31989695,1242.75
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Council Tax Refund,31989704,665.15
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,NNDR Refund,31989709,14710.18
26/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,NNDR Refund,31989725,4635.26
10/09/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2404820,604.12
02/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2402653,1569.50
02/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2402652,5766.79
19/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2404234,1539.08
12/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2404062,899.08
12/08/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2404058,2821.34
02/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2402645,1491.04
02/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2402650,1192.86
02/07/2024,REDACTED PERSONAL DATA,Corporate Finance,Revenues,,Debtor Refund,2402644,3569.05
18/07/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Adult Social Care,,Social Services Agency,31970586,3009.40
18/07/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Adult Social Care,,Social Services Agency,31970651,1283.80
15/08/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Adult Social Care,,Social Services Agency,31980692,3009.40
15/08/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Adult Social Care,,Social Services Agency,31980759,1283.80
11/09/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Adult Social Care,,Social Services Agency,31986209,3009.40
