Date Transaction Added,Beneficiary,Merchant Categories,Department,Division,Purpose of Expenditure,Trans No,Net Amount
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.30
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.77
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.99
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.02
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.14
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.15
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.27
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.33
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.37
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.39
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.43
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.07
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,2.33
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,3.06
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,3.39
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,4.71
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,5.37
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,9.11
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,20.55
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.35
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.99
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.15
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.27
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.43
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.35
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.74
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,3.39
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,4.38
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.27
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.32
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.51
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.89
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,3.06
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,3.06
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,3.06
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.29
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.87
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,2.36
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,14.61
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.43
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.76
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.76
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989173,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,2.40
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,6.03
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.41
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,5.82
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,1.08
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Mobile Phones & Pagers,31989176,.75
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.27
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,1.50
24/09/2024,Vodafone Corporate Limited,ICT - Telecoms - Mobile,Children & Family Services,,Telephone Charges,31989176,.75
