SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,EXPLANATION OF EXPENDITURE
Autism Initiatives,"3,315.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"3,315.20",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Autism Initiatives,"3,315.20",12/09/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget-Supported Living
Autism Initiatives,"3,315.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"3,349.50",12/09/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64-Day Care
Autism Initiatives,"3,377.76",12/09/2024,AL05,R4044,Adult Social Care,Learning Disability Support -Adults 18-64-Residential - Respite
Autism Initiatives,"3,467.52",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"3,467.52",12/09/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget-Supported Living
Autism Initiatives,"3,572.80",12/09/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64-Day Care
Autism Initiatives,"3,788.40",12/09/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64-Day Care
Autism Initiatives,"4,045.44",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,045.44",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"4,464.60",12/09/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64-Day Care
Autism Initiatives,"4,466.00",12/09/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64-Day Care
Autism Initiatives,"4,585.98",12/09/2024,AL05,R4044,Adult Social Care,Learning Disability Support -Adults 18-64-Residential - Respite
Autism Initiatives,"5,201.28",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"5,201.28",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"5,201.28",12/09/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget-Supported Living
Autism Initiatives,"5,359.20",12/09/2024,AP05,R4053,Adult Social Care,Physical Support - Adults 18-64-Day Care
Autism Initiatives,"5,639.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"5,696.64",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"5,779.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"5,838.00",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"6,473.44",12/09/2024,AH10,R4041,Adult Social Care,Learning Disabilities-Pooled Budget-Private Residential Care Rest Homes
Autism Initiatives,"6,517.29",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"6,935.04",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"6,935.04",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"7,430.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"7,430.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"7,451.92",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"7,894.88",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"8,090.88",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"8,090.88",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Autism Initiatives,"9,246.72",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"9,979.20",12/09/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64-Day Care
Autism Initiatives,"10,980.48",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"11,558.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"13,292.16",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"16,346.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Initiatives,"17,337.60",12/09/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget-Supported Living
Autism Initiatives,"19,021.23",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Autism Together,"6,796.12",12/09/2024,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Rest Homes
Autism Together,"6,997.40",12/09/2024,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Rest Homes
Autism Together,"7,134.96",12/09/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Rest Homes
Autism Together,"26,788.88",12/09/2024,AH10,R4041,Adult Social Care,Learning Disabilities-Pooled Budget-Private Residential Care Rest Homes
Autism Ventures,955.00,31/08/2024,HA01,R2963,Communities,The Atkinson-Hospitality
Automotive Leasing,"1,372.75",15/08/2024,SV23,R3301,Operational In-House Services,Hired Account-Hired Transport General
Automotive Leasing,"1,372.75",15/09/2024,SV23,R3301,Operational In-House Services,Hired Account-Hired Transport General
Automotive Leasing,"9,430.28",15/09/2024,SV23,R3301,Operational In-House Services,Hired Account-Hired Transport General
Autumn Lodge Care Home,"2,751.64",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Autumn Lodge Care Home,"2,751.64",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Autumn Lodge Care Home,"2,751.64",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Autumn Lodge Care Home,"2,751.64",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Autumn Lodge Care Home,"2,751.64",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"-32,695.74",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"-2,268.69",12/09/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+-Residential - Short Term
Avalon Resid´L Homes Ltd,"-2,245.71",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"-1,310.00",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,560.00,12/09/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,880.00,12/09/2024,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+-Residential - Short Term
Avalon Resid´L Homes Ltd,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+-Residential - Short Term
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+-Residential - Short Term
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+-Residential - Short Term
Avalon Resid´L Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"3,270.00",12/09/2024,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+-Property Case - Residential Rest Homes
Avalon Resid´L Homes Ltd,"5,444.85",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"5,605.71",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Avalon Resid´L Homes Ltd,"35,871.90",12/09/2024,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+-Property Case - Residential Rest Homes
Avison Young (UK) Ltd,"-39,255.00",27/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Avison Young (UK) Ltd,"16,635.00",31/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Avison Young (UK) Ltd,"39,255.00",31/05/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Balfour Beatty Civil Engineering Ltd,"16,486.17",13/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Balfour Beatty Civil Engineering Ltd,"23,232.88",13/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Balfour Beatty Civil Engineering Ltd,"64,365.31",13/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Barchester Group,"1,170.68",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Barchester Group,"2,269.32",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Barchester Healthcare - Sherwood Court,"5,400.00",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Barnsley M B C,"4,500.00",23/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Barnston Court Care Home,"3,116.00",12/09/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Nursing Ho
Barringtons Cleaning Ltd,550.00,26/04/2024,BT19,R2498,Economic Growth and Housing,Bootle Canalside-Major Events
Barringtons Cleaning Ltd,"1,900.00",17/09/2024,SG23,R2030,Operational In-House Services,Green Sefton Service - Facilities & Resources-Equipment Furniture & Materials
Barringtons Cleaning Ltd,"2,000.00",26/04/2024,BT20,R2498,Economic Growth and Housing,Events-Major Events
Bate & Holland Funeral Services Ltd,"5,175.00",01/09/2024,SL80,R2436,Corporate Resources,Coroners-Fees - Funeral Directors
Bechtle Direct Ltd,"1,596.99",09/09/2024,GF07,R2655,Corporate Resources,Emergency Planning-Computer Costs
Beechwood (Liverpool) Ltd,"-26,481.07",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"-21,144.11",12/09/2024,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"-16,020.00",12/09/2024,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"3,081.44",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"5,208.00",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"6,020.44",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"6,651.92",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"6,652.12",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"57,600.00",12/09/2024,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+-Private Residential Care Nursing Ho
Beechwood (Liverpool) Ltd,"76,023.77",12/09/2024,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+-Private Residential Care Nursing Ho
Bennett Workplace Solutions Ltd,"1,718.00",20/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Benridge Care Homes Ltd,555.80,12/09/2024,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64-Nursing- Short Term
Benridge Care Homes Ltd,692.48,12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Benridge Care Homes Ltd,815.84,12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,847.16,12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,927.64,12/09/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"1,091.64",12/09/2024,AP10,R4062,Adult Social Care,Physical Support - Older People 65+-Transitional Beds - Residential
Benridge Care Homes Ltd,"1,440.00",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,037.36",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,107.52",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"3,107.52",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"3,107.52",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"3,107.52",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,176.16",12/09/2024,AP10,R4062,Adult Social Care,Physical Support - Older People 65+-Transitional Beds - Residential
Benridge Care Homes Ltd,"4,309.68",12/09/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"4,708.08",12/09/2024,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Rest Homes
Bentley Systems (UK) Ltd,"1,668.00",08/08/2024,BI02,R2655,Property and Building Services,Building Services-Computer Costs
Bentley Systems (UK) Ltd,"3,944.00",08/08/2024,BI09,R2655,Highways and Public Protection,Highway Development & Design-Computer Costs
Berry Street Garage,"31,818.00",28/08/2024,SD02,R1001,Operational In-House Services,Hawthorne Road Depot-Repair & Mtce Of Land & Buildings
Bes Electrical Wholesale Ltd,660.00,05/09/2024,SS05,R2030,Operational In-House Services,Alarms-Equipment Furniture & Materials
Bes Electrical Wholesale Ltd,717.65,24/09/2024,SS07,R2030,Operational In-House Services,Electrical Services-Equipment Furniture & Materials
Bes Electrical Wholesale Ltd,"1,733.44",13/09/2024,SS07,R2030,Operational In-House Services,Electrical Services-Equipment Furniture & Materials
Bes Rehab Ltd,633.00,03/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Bethshan Nursing Home Lt,"2,752.40",12/09/2024,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+-Private Residential Care Rest Homes
BHR Pharmaceuticals Ltd,612.36,04/09/2024,HS18,R2868,Communities,NHS Health Checks-Subscriptions
Bibliographic Data Services Ltd,"1,978.96",25/09/2024,HL04,R2248,Communities,Bibliographical Service-Books
Bigdude Hotels Limited,"8,766.68",02/09/2024,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast-Pay-External Providers
Bigdude Hotels Limited,"8,900.00",26/08/2024,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast-Pay-External Providers
Birkdale Park Nursing Home,"-2,061.91",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,-876.89,12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,246.68",12/09/2024,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,557.96",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,886.68",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,886.68",12/09/2024,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"4,601.08",12/09/2024,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+-Private Residential Care Nursing Ho
Birtenshaw Merseyside,854.11,04/09/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"1,105.74",10/06/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"1,105.74",06/08/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"1,105.74",04/09/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"2,247.20",10/06/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"2,247.20",02/07/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"2,247.20",06/08/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"2,247.20",04/09/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel-Out of Borough Transport costs
Birtenshaw Merseyside,"5,148.33",04/09/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
Birtenshaw Merseyside,"5,872.38",04/09/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
Birtenshaw Merseyside,"6,145.08",06/08/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
Birtenshaw Merseyside,"6,614.52",04/09/2024,EH31,R4152,Education Excellence,Special General Expenditure (High Needs)-Non-Maintained Day Schools
Blair House Care Home Limited,749.12,12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Blair House Care Home Limited,"3,208.24",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,208.24",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,534.44",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,579.92",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,164.48",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,400.00",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,502.76",12/09/2024,AG25,R4042,Adult Social Care,Social Support : Support For Social Isolation / Other-Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,502.76",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"5,536.84",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Blair House Care Home Limited,"8,328.57",12/09/2024,AL05,R4045,Adult Social Care,Learning Disability Support -Adults 18-64-Residential - Short Term
Bleep UK PLC,525.00,04/09/2024,BT80,R2022,Economic Growth and Housing,Southport Market Hall-Equipment - Rental
Bloomcare,-696.31,12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Bloomcare,528.20,12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Bloomcare,528.20,12/09/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+-Residential - Short Term
Bloomcare,600.40,12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Bloomcare,623.84,12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Bloomcare,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Bloomcare,"2,807.24",12/09/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Rest Homes
Bloomcare,"2,885.92",12/09/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Nursing Ho
Bloomcare,"3,120.00",12/09/2024,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+-Residential - Short Term
Bloomcare,"3,176.16",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
