SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2023,,,,,,,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE,,,,,,
Supplier Name Redacted,"3,971.10",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Supplier Name Redacted,"3,971.10",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Supplier Name Redacted,"3,971.10",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Supplier Name Redacted,"3,971.10",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Supplier Name Redacted,"4,042.80",14/09/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho,,,,,,
Supplier Name Redacted,"4,113.78",06/09/2023,TB15,H0401,Communities,Planning - Section 106 Deposits - Section 106 Deposits,,,,,,
Supplier Name Redacted,"4,166.40",20/09/2023,AN10,R5063,Adult Social Care,Mental Health Support - Older People 65+ - Individual Service Funds,,,,,,
Supplier Name Redacted,"4,166.40",20/09/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"4,721.92",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"4,721.92",20/09/2023,AP10,R5063,Adult Social Care,Physical Support - Older People 65+ - Individual Service Funds,,,,,,
Supplier Name Redacted,"4,721.92",20/09/2023,AP05,R5063,Adult Social Care,Physical Support - Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"4,721.92",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"4,960.00",25/09/2023,TB04,H0003,Highways and Public Protection,Stock in Hand - Street Seats - Expenditure in Year,,,,,,
Supplier Name Redacted,"5,000.00",26/09/2023,YL58,R2061,Education Excellence,Music Service - Curriculum Development,,,,,,
Supplier Name Redacted,"5,074.62",11/09/2023,SN08,R2354,Operational In-House Services,Chalkers - General Provisions,,,,,,
Supplier Name Redacted,"5,078.80",14/09/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Supplier Name Redacted,"5,165.92",14/09/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term,,,,,,
Supplier Name Redacted,"5,249.28",14/09/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
Supplier Name Redacted,"5,589.27",18/09/2023,SN08,R2354,Operational In-House Services,Chalkers - General Provisions,,,,,,
Supplier Name Redacted,"5,680.00",01/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"5,780.00",07/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"5,913.38",13/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
Supplier Name Redacted,"6,000.00",21/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"6,000.00",25/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"6,034.55",31/07/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs,,,,,,
Supplier Name Redacted,"6,039.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Supplier Name Redacted,"6,039.60",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"6,490.00",25/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
Supplier Name Redacted,"6,577.20",04/09/2023,BH51,R1271,Highways and Public Protection,Traffic Management - Highways Management Works,,,,,,
Supplier Name Redacted,"6,588.97",22/09/2023,TA01,H2000,Adult Social Care,Corporate Appointeeship - Protection of Property Accounts,,,,,,
Supplier Name Redacted,"6,958.57",01/09/2023,TB09,H0201,Highways and Public Protection,Rechargeable Works - S278 Agreements - Rechargeable Works - Works Costs,,,,,,
Supplier Name Redacted,"7,432.70",26/09/2023,BC10,R1271,Highways and Public Protection,DECRIM (CPE) - South - Highways Management Works,,,,,,
Supplier Name Redacted,"8,015.60",31/05/2023,YS69,R4341,Children's Social Care,Young PersonÕs Team - Payments To NHS- General,,,,,,
Supplier Name Redacted,"8,122.50",31/08/2023,YL71,R2501,Education Excellence,Psychology Service - Bought In Professional Services-Curriculum,,,,,,
Supplier Name Redacted,"8,332.80",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"8,332.80",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"9,000.00",29/06/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"9,704.82",14/09/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
Supplier Name Redacted,"10,982.00",26/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"11,215.42",26/09/2023,BC09,R1271,Highways and Public Protection,DECRIM (CPE) - North - Highways Management Works,,,,,,
Supplier Name Redacted,"11,347.21",22/09/2023,TA01,H2000,Adult Social Care,Corporate Appointeeship - Protection of Property Accounts,,,,,,
Supplier Name Redacted,"11,570.00",22/09/2023,AB25,R2451,Adult Social Care,Central Services - Fees & Services - Other,,,,,,
Supplier Name Redacted,"11,665.92",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"12,726.50",21/09/2023,GL11,R2453,Corporate Resources,North West Legal Consortium - Fees - Legal,,,,,,
Supplier Name Redacted,"12,896.00",20/09/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"13,550.00",30/08/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
Supplier Name Redacted,"15,884.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Supplier Name Redacted,"15,886.22",06/09/2023,TB15,H0401,Communities,Planning - Section 106 Deposits - Section 106 Deposits,,,,,,
Supplier Name Redacted,"16,300.00",26/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"16,592.80",14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
Supplier Name Redacted,"17,644.04",05/09/2023,BH09,R1271,Highways and Public Protection,Grounds Maintenance - Highways Management Works,,,,,,
Supplier Name Redacted,"18,128.42",25/08/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
Supplier Name Redacted,"18,970.00",31/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"18,985.00",26/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"20,215.99",26/09/2023,BH20,R1271,Highways and Public Protection,Road Marks/Studs - Highways Management Works,,,,,,
Supplier Name Redacted,"21,959.82",26/09/2023,BH31,R1271,Highways and Public Protection,Highway Patching - Highways Management Works,,,,,,
Supplier Name Redacted,"24,761.67",25/09/2023,SC01,R2451,Operational In-House Services,Weed Control - Fees & Services - Other,,,,,,
Supplier Name Redacted,"26,588.67",01/09/2023,BH06,R1271,Highways and Public Protection,Surface Dressing Footway - Highways Management Works,,,,,,
Supplier Name Redacted,"27,602.22",01/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Supplier Name Redacted,"33,331.20",20/09/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds,,,,,,
Supplier Name Redacted,"33,856.66",05/09/2023,BH09,R1271,Highways and Public Protection,Grounds Maintenance - Highways Management Works,,,,,,
Supplier Name Redacted,"34,219.52",05/09/2023,BH31,R1271,Highways and Public Protection,Highway Patching - Highways Management Works,,,,,,
Supplier Name Redacted,"39,137.07",04/09/2023,BH36,R1271,Highways and Public Protection,Gully Cleansing - Highways Management Works,,,,,,
Supplier Name Redacted,"59,974.14",26/09/2023,BH20,R1271,Highways and Public Protection,Road Marks/Studs - Highways Management Works,,,,,,
Supplier Name Redacted,"140,000.00",28/09/2023,TW12,H1004,Corporate Resources,General Insurance Fund - Ranking - Insurance Claims Paid from Fund,,,,,,
Sure Maintenance Ltd,"1,044.38",01/09/2023,HA01,R1001,Communities,The Atkinson - Repair & Mtce Of Land & Buildings,,,,,,
Survey Operations Ltd,"2,600.00",18/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Survey Operations Ltd,"3,500.00",31/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Survey Operations Ltd,"3,510.00",31/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Survey Operations Ltd,"6,125.00",22/09/2023,BX10,R1271,Highways and Public Protection,A59 NORTHWAY - Highways Management Works,,,,,,
Survey Operations Ltd,"13,450.00",17/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Systemslink 2000 Ltd,"1,800.00",06/09/2023,BD02,R2868,Corporate Resources,Energy And Environmental Management - Subscriptions,,,,,,
T & H Power Products Ltd,700.00,20/06/2023,SG61,R2030,Operational In-House Services,Green Sefton Service - Land Management - Equipment Furniture & Materials,,,,,,
Tameside Mbc,"10,750.00",21/08/2023,AB10,R2868,Adult Social Care,Management Team - Subscriptions,,,,,,
Taylor Healthcare,"1,140.00",12/09/2023,SL63,R2435,Operational In-House Services,Crematorium - Scarisbrick - Fees - Burial & Cremation,,,,,,
Team Raven,"8,000.00",12/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
Tes Global Ltd,995.00,20/09/2023,YL58,R2502,Education Excellence,Music Service - Bought In Professional Services (Other),,,,,,
TGC Concerts Ltd,"8,628.75",13/09/2023,HA09,R2440,Communities,Programming - Fees - Music,,,,,,
The 36 Group,"2,800.00",21/04/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
The 36 Group,"12,300.00",23/06/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
THE ACADEMY OF ST FRANCIS OF ASSISI ,-550.00,02/10/2023,EE99,R4317,Education Excellence,Dedicated Schools Grant - Payment To Schools For Pupil Development,,,,,,
The Atkinson Development Trust,510.00,05/09/2023,HA09,R2440,Communities,Programming - Fees - Music,,,,,,
The Aurora Group,"-20,097.07",11/10/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"-20,097.07",11/10/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"-17,149.11",23/11/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"-17,149.11",23/11/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"-3,795.71",16/11/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"-3,795.71",16/11/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,689.05,13/03/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"1,752.05",12/09/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"1,752.05",12/09/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
The Aurora Group,"1,932.97",12/09/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"1,932.97",12/09/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
The Aurora Group,"2,641.32",22/03/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"2,914.73",12/09/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
The Aurora Group,"3,210.95",08/09/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"6,771.20",13/03/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"10,304.00",25/01/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"15,592.16",07/08/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
The Aurora Group,"15,592.16",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"15,592.16",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"15,592.16",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"15,592.16",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"16,062.82",28/04/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"16,723.58",28/04/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"16,946.67",08/09/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"17,202.22",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"24,328.86",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"24,328.93",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"24,328.93",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"25,323.87",11/09/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"25,938.99",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Aurora Group,"25,939.36",07/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
The Care Trust,560.56,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,582.12,08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,603.68,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,603.68,08/09/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,603.68,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,603.68,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,603.68,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,603.68,08/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
The Care Trust,603.68,08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,603.68,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,646.80,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,711.48,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,754.60,08/09/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,754.60,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,797.72,08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,905.52,08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,905.52,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,970.20,08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,013.32",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,056.44",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,056.44",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,110.34",08/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
The Care Trust,"1,185.80",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,207.36",08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,"1,207.36",08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,"1,207.36",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,207.36",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,250.48",08/09/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care,,,,,,
The Care Trust,"1,325.94",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,347.50",08/09/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,358.28",08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,"1,638.56",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"1,638.56",08/09/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement,,,,,,
The Care Trust,"1,724.80",08/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
The Care Trust,"1,811.04",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"2,414.72",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"3,018.40",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"3,190.88",08/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
The Care Trust,"3,363.36",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Trust,"4,527.60",08/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
The Care Trust,"5,433.12",08/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
The Care Worker Agency,"-1,478.40",14/09/2023,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,517.44,14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,517.44,14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,517.44,14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,517.44,14/09/2023,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,517.44,14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,689.92,14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,862.40,14/09/2023,AM05,R4054,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,"1,034.88",14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Care Worker Agency,"1,207.36",14/09/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support,,,,,,
The Contact People Ltd,"1,004.17",01/09/2023,YS17,R2116,Children's Social Care,Emergency Duty Team - Personal Needs,,,,,,
The Disabilities Trust,"9,286.28",14/09/2023,AM05,R4041,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Rest Homes,,,,,,
The Education Specialists Ltd,"2,811.30",21/07/2023,EH75,R2501,Education Excellence,Complementary Education - Bought In Professional Services-Curriculum,,,,,,
The Education Specialists Ltd,"4,665.00",08/09/2023,EH75,R2501,Education Excellence,Complementary Education - Bought In Professional Services-Curriculum,,,,,,
The Education Specialists Ltd,"5,169.81",23/06/2023,EH75,R2501,Education Excellence,Complementary Education - Bought In Professional Services-Curriculum,,,,,,
The Education Specialists Ltd,"6,353.45",26/05/2023,EH75,R2501,Education Excellence,Complementary Education - Bought In Professional Services-Curriculum,,,,,,
The Fireworkers Ltd,"10,000.00",14/09/2023,BT23,R2498,Economic Growth and Housing,British Musical Fireworks - Major Events,,,,,,
The Glow Company Ltd,"1,533.60",15/08/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions,,,,,,
The Helping Hand Company (Ledbury) Ltd,555.60,21/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
The Helping Hand Company (Ledbury) Ltd,"1,809.80",22/09/2023,AE32,R2052,Adult Social Care,"NHSÊ Equipment, Aids & Adaptations - Aids, Appliances And Adaptations",,,,,,
The Helping Hand Company (Ledbury) Ltd,"6,753.00",12/09/2023,AE32,R2052,Adult Social Care,"NHSÊ Equipment, Aids & Adaptations - Aids, Appliances And Adaptations",,,,,,
The Highland Joker,"1,659.54",25/09/2023,HA09,R2440,Communities,Programming - Fees - Music,,,,,,
The Hollies R H,"-1,577.84",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
The Hollies R H,-928.14,14/09/2023,AN10,R4045,Adult Social Care,Mental Health Support - Older People 65+ - Residential - Short Term,,,,,,
The Hollies R H,"1,322.17",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"1,322.17",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"1,322.17",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"1,421.36",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Hollies R H,"2,598.80",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
The Hollies R H,"3,526.94",14/09/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Learning Rooms CIC,858.72,14/09/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care,,,,,,
The Learning Rooms CIC,"1,397.64",14/09/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care,,,,,,
The Lyndale Care Home,722.68,14/09/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
The Lyndale Care Home,"1,012.08",14/09/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
The Lyndale Care Home,"1,301.20",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
The Lyndale Care Home,"2,598.80",14/09/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential,,,,,,
The Lyndale Care Home,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
The Lyndale Care Home,"2,672.36",14/09/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
The Lyndale Care Home,"2,672.36",14/09/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
