SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2023,,,,,,,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE,,,,,,
Melrose Court R H,"2,877.24",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Mencap,"-7,537.85",14/09/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living,,,,,,
Mencap,"-7,065.30",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"-3,042.70",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,503.30,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,503.30,14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,503.30,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,503.30,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,503.30,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,503.30,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,529.48,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,529.48,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,529.48,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,529.48,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,754.95,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,754.95,14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,754.95,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,754.95,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,754.95,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,756.40,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,756.40,14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,756.40,14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,907.68,14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,907.68,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,907.68,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,907.68,14/09/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living,,,,,,
Mencap,907.68,14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,006.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,006.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,006.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,134.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,134.60",14/09/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living,,,,,,
Mencap,"1,134.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,134.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,134.60",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,191.33",14/09/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living,,,,,,
Mencap,"1,248.06",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,323.70",14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,"1,323.70",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,323.70",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,323.70",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,323.70",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,323.70",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,512.80",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,512.80",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,512.80",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,853.18",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"1,985.55",14/09/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living,,,,,,
Mencap,"1,985.55",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,250.29",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,250.29",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,470.86",14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,"2,470.86",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,470.86",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,647.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,647.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,647.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"2,647.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Mencap,"3,971.10",14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,"3,971.10",14/09/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living,,,,,,
Mencap,"5,063.15",14/09/2023,AM05,R4043,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Supported Living,,,,,,
Mencap,"6,353.76",14/09/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living,,,,,,
Mencap,"8,438.59",14/09/2023,AM05,R4043,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Supported Living,,,,,,
Meridian Healthcare Ltd- Roby House,"5,249.51",14/09/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
Mersey & West Lancashire Teaching Hospitals NHS Trust,"232,415.75",13/09/2023,PH24,R4348,Health and Wellbeing,Sexual Health - Merseyside and West Lancashire Teaching Hospitals NHS Trust,,,,,,
Mersey & West Lancashire Teaching Hospitals NHS Trust,"232,415.75",13/09/2023,PH24,R4348,Health and Wellbeing,Sexual Health - Merseyside and West Lancashire Teaching Hospitals NHS Trust,,,,,,
Mersey & West Lancashire Teaching Hospitals NHS Trust,"232,415.75",13/09/2023,PH24,R4348,Health and Wellbeing,Sexual Health - Merseyside and West Lancashire Teaching Hospitals NHS Trust,,,,,,
Mersey Care Nhs Trust,"23,204.38",01/09/2023,PH06,R4347,Health and Wellbeing,Health Protection - Mersey Care NFT,,,,,,
Mersey Care Nhs Trust,"32,532.67",01/09/2023,PH15,R4347,Health and Wellbeing,Substance Misuse - Residential Detox - Mersey Care NFT,,,,,,
Mersey Care Nhs Trust,"502,443.00",01/09/2023,PH08,R4341,Health and Wellbeing,Childrens 0-19 - Payments To NHS- General,,,,,,
Mersey Forge Ltd,"7,000.00",17/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Mersey Forge Ltd,"8,640.00",17/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Mersey Parks Care Home,"3,076.48",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
MERSEY WASTE DISPOSAL,"1,584,924.30",08/09/2023,UB01,R4111,Corporate,Levies - Merseyside Recycling & Waste Authority,,,,,,
Merseycare Nhs,"190,123.00",14/09/2023,BI49,R4344,Economic Growth and Housing,Rough Sleeper Initiative - Pay-External Providers,,,,,,
Merseyside Fire & Rescue Authority,888.64,17/08/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
Merseyside Industrial Supplies,"1,209.60",14/09/2023,SC12,R2331,Operational In-House Services,"Admin Account - Clothing, Uniforms & Laundry",,,,,,
Merseyside Police,"8,538.00",08/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
Merseyside Youth Association Ltd,"6,250.00",11/09/2023,GN06,R4171,Communities,Area Management - Voluntary & Faith Sector,,,,,,
MERSEYTRAVEL / LCRCA,571.60,28/06/2023,BR43,R5051,Economic Growth and Housing,Restart - DWP - Payment Of Grant,,,,,,
MERSEYTRAVEL / LCRCA,724.40,29/08/2023,BR43,R5051,Economic Growth and Housing,Restart - DWP - Payment Of Grant,,,,,,
Methodist Homes,-928.14,14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Methodist Homes,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Methodist Homes,"4,081.14",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Methodist Homes,"7,425.14",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
MEWA LLP,"1,485.00",11/08/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
Midplant Ltd,"-2,041.91",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,649.70,14/09/2023,AL05,R4045,Adult Social Care,Learning Disability Support -Adults 18-64 - Residential - Short Term,,,,,,
Midplant Ltd,"1,061.48",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP05,R4045,Adult Social Care,Physical Support - Adults 18-64 - Residential - Short Term,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,598.80",14/09/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes,,,,,,
Midplant Ltd,"2,625.32",14/09/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term,,,,,,
Midplant Ltd,"2,877.24",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Midplant Ltd,"3,062.87",14/09/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term,,,,,,
Midstream(Westlancs)Ltd,760.08,14/09/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care,,,,,,
Midstream(Westlancs)Ltd,"1,101.60",14/09/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care,,,,,,
Mind Of My Own Ltd,"2,904.00",15/09/2023,GB02,R2655,Corporate Resources,Service Development and Support - Computer Costs,,,,,,
Ministry of Defence,"14,220.00",20/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
MITA,"2,010,200.00",29/09/2023,UB01,R4161,Corporate,Levies - Liverpool Combined Authority (Transport) Levy,,,,,,
MJs Travel,540.00,30/08/2023,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other,,,,,,
MJs Travel,680.00,30/08/2023,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other,,,,,,
Mobility Care Services,510.00,26/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,540.00,11/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,540.00,11/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,588.00,12/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,723.00,11/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,835.50,15/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,878.50,12/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,920.00,26/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,950.00,19/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Mobility Care Services,980.00,15/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Mobility Care Services,990.00,05/09/2023,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations",,,,,,
Mobility Care Services,"1,450.00",14/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Mobility Care Services,"2,140.00",15/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Mobility Care Services,"3,120.00",31/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Monkey Puzzle Day Nursery,"1,349.40",25/09/2023,YS31,R2116,Children's Social Care,Corporate Parenting 1 - Personal Needs,,,,,,
Monkey Puzzle Day Nursery,"3,970.60",24/07/2023,YS31,R2116,Children's Social Care,Corporate Parenting 1 - Personal Needs,,,,,,
Moorings Mediquip UK Ltd,"2,186.00",12/09/2023,AE32,R2052,Adult Social Care,"NHSÊ Equipment, Aids & Adaptations - Aids, Appliances And Adaptations",,,,,,
Moss View Care Home,"2,624.48",14/09/2023,AP10,R4047,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Nursing Homes,,,,,,
Mountbatton Care Limited,603.68,14/09/2023,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support,,,,,,
Mountbatton Care Limited,603.68,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,603.68,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,603.68,15/09/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,603.68,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,603.68,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,603.68,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,646.80,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,679.14,15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,786.94,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,840.84,15/09/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,862.40,15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,905.52,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,905.52,15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,121.12",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,"1,164.24",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AM05,R4051,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,207.36",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,261.26",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,"1,336.72",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,401.40",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,422.96",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,487.64",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,811.04",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"1,811.04",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,"1,811.04",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,220.68",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,414.72",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,500.96",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,587.20",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,716.56",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,716.56",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,716.56",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,716.56",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"2,845.92",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,018.40",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,018.40",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,018.40",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,018.40",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,018.40",15/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,018.40",15/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Mountbatton Care Limited,"3,622.08",15/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
MSDP,"1,368.96",14/09/2023,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support,,,,,,
Murlies UK Ltd,"5,888.73",21/07/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
MUSTARD SEED GARDENS LIMITED,"1,342.80",22/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
