SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period January 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Abbeyfield North Mersey,"2,342.04",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"2,599.16",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbot's Lea School,"1,188.00",14/12/2022,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
Abc Security Services Ltd,"2,345.00",03/11/2022,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
ABL Health Ltd,"50,206.75",01/01/2023,PH30,R4341,Health and Wellbeing,IWS- Smoking & Tobacco - Payments To NHS- General
Abraham Nursing Homes Ltd t/a Llantrisant Care Home,"2,724.00",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Absolute Museum & Gallery Products,"1,234.63",26/01/2023,HA08,R2030,Communities,Exhibitions - Equipment Furniture & Materials
Abzorb Group,"1,873.50",10/01/2023,YE28,R2615,Communities,Supporting Families Programme - Mobile Telephones
Abzorb Group,"6,182.04",07/12/2022,SS06,R2655,Operational In-House Services,CCTV/Control Room/Patrol - Computer Costs
Abzorb Group,"39,346.50",10/01/2023,GF67,R4359,Corporate Resouces,ICT Services - Schools CT Services - ICT Service Provider
Access UK Ltd,"1,375.00",31/12/2022,AB25,R2655,Adult Social Care,Central Services - Computer Costs
Access UK Ltd,"1,375.00",01/01/2023,AB25,R2655,Adult Social Care,Central Services - Computer Costs
Access-able (UK) Limited,"5,745.00",18/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Accomodating Care,"2,278.52",04/01/2023,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Property Case - Residential Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"2,848.15",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomplish Group Lifestyles Ltd,536.32,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,536.32,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,603.36,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,603.36,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,603.36,04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,603.36,04/01/2023,AG25,R4043,Adult Social Care,Social Support : Support For Social Isolation / Other - Supported Living
Accomplish Group Lifestyles Ltd,611.80,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,611.80,04/01/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Accomplish Group Lifestyles Ltd,611.80,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,611.80,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,670.40,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,670.40,04/01/2023,AG25,R4043,Adult Social Care,Social Support : Support For Social Isolation / Other - Supported Living
Accomplish Group Lifestyles Ltd,670.40,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,670.40,04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,670.40,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,703.92,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,703.92,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,703.92,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,871.52,04/01/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Accomplish Group Lifestyles Ltd,917.74,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,917.74,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,917.74,04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,917.74,04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,005.60",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,281.00",04/01/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,340.80",04/01/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,376.62",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,407.84",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,407.84",04/01/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Accomplish Group Lifestyles Ltd,"1,407.84",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,407.84",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"1,676.00",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"1,743.04",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"2,011.20",04/01/2023,AG25,R4043,Adult Social Care,Social Support : Support For Social Isolation / Other - Supported Living
Accomplish Group Lifestyles Ltd,"2,011.20",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,011.20",04/01/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,011.20",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"2,135.00",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,189.53",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,346.40",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"2,346.40",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,346.40",04/01/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,753.24",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,753.24",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,753.24",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"2,753.24",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,059.00",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,083.84",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,284.96",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"3,284.96",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"3,519.60",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"3,519.60",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"3,519.60",04/01/2023,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,"4,223.52",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"4,223.52",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"6,569.92",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"7,039.20",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"7,039.20",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"7,508.48",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"8,447.04",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"10,793.44",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"14,078.40",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Accomplish Group Lifestyles Ltd,"14,078.40",04/01/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
ACCOMPLISH GROUP LTD,560.00,29/01/2023,TA01,H2000,Adult Social Care,Corporate Appointeeship - Protection of Property Accounts
Acorn Care And Education Ltd,"15,463.33",22/12/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Acorn Care And Education Ltd,"16,644.63",14/12/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Acorn Venture Farm,624.00,04/01/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Action Pest Control Service,"1,280.00",08/12/2022,YS92,R1001,Children's Social Care,Childrens & Families Administration - Repair & Mtce Of Land & Buildings
Active TT Schooling Ltd,590.00,06/01/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
Active TT Schooling Ltd,"1,770.00",13/01/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
Active TT Schooling Ltd,"1,770.00",20/01/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
Active TT Schooling Ltd,"2,360.00",16/12/2022,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
Addaction,"23,865.00",12/01/2023,PH14,R4171,Health and Wellbeing,"Substance Misuse - Drug Treatment, Crime & Harm Reduction - Voluntary & Faith Sector"
Addaction,"86,409.50",05/01/2023,PH21,R4171,Health and Wellbeing,Substance Misuse - Young People & Families  - Voluntary & Faith Sector
Adi-Gardiner Ltd,"2,521.24",22/12/2022,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
Adi-Gardiner Ltd,"2,903.08",25/01/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
Adi-Gardiner Ltd,"3,578.25",17/01/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
Adi-Gardiner Ltd,"3,947.45",27/01/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
ADL Liverpool Limited T/A Roxburgh House,"-1,627.51",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP05,R4045,Adult Social Care,Physical Support - Adults 18-64 - Residential - Short Term
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,573.52",04/01/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,573.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,573.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,573.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
ADL Liverpool Limited T/A Roxburgh House,"2,573.52",04/01/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ADL Liverpool Limited T/A Roxburgh House,"2,573.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
