Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Business Growth Team,R307050,University Of Chester,12502386,45153,12300192340,47406,Services - Professional Fees,R4400,Education,P1008,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Springcare (Sandiway) Ltd T/A Sandiway Lodge,12501878,45153,129000451811,47035.44,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,Exemplar Health Care T/A Cheshire Springs,12532240,45153,129000452074,44114.64,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Redwalls Care Services Ltd,12508202,45153,129000451925,40600.56,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability VR Team,R202109,Fairpark Care Ltd,12529546,45153,129000452025,38213.56,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability VR Team,R202109,Aspiring Lives Ltd,12521601,45153,129000451963,35245.5,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,The Old Rectory Nursing Home,12501246,45153,129000451800,35168.4,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Kingsview Homes Limited,12500632,45153,129000451781,35031.7,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Avandale Lodge Care Home,12503648,45153,129000451866,32237.679999999993,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,Foster Care Associates Limited (Fca),12501154,45153,129000451533,30000,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45153,129000451666,27922.89,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Transitions Team,R202110,Bright Futures Care Limited,12503780,45153,129000451873,26973.71,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Reflexion Care Group Limited,12532912,45153,129000451692,26571.420000000002,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Respite,P2194,Respite,P3288
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Phoenix Care & Education Limited,12517696,45153,129000451612,26000,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Northwich Adult Community Social Care team,R202105,Andrew Care Limited,12500417,45153,129000451777,25518,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45153,129000451573,25000,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Transitions Team,R202110,Bright Futures Care Limited,12503780,45153,129000451872,24821.96,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Sherborne Court Neurological Centre Ltd,12510958,45153,129000451931,24363.4,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester South & Neston Community Adult Social Care Team,R202100,Exemplar Health Care T/A Edgewater Health Care Ltd,12534078,45153,129000452089,24249.86,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Leaving Care,R160600,Moving Up,12504190,45153,129000451592,24000,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Leaving Care Services,P3341
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Bonzai Living Ltd,12531446,45153,129000452065,23904.72,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Independent Supported Living,P2191,Independent Supported Living,P3284
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Recruitment and Pay,R401210,Disclosure And Barring Service,12501419,45153,12300183528,23578,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Care In Mind Residential Services Limited,12506261,45153,129000451606,22886.99,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Together Trust,12506101,45153,12300191986,22508.88,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Fairfield Healthcare Ltd,12531045,45153,129000452059,22400,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester South & Neston Community Adult Social Care Team,R202100,Hartford Hey Ltd(Residential Home),12502789,45153,129000451834,22155.000000000007,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45153,129000451663,21422.74,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45153,129000451654,21422.44,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45153,129000451665,21422.44,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Recruitment and Pay,R401210,Disclosure And Barring Service,12501419,45153,12300183527,20900,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Phoenix Care & Education Limited,12517696,45153,129000451613,20800,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability VR Team,R202109,Changing Lives Together,12500329,45153,129000451476,20254.58,Vehicle Operating Lease,R3204,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability VR Team,R202109,Changing Lives Together,12500329,45153,129000451477,20254.58,Vehicle Operating Lease,R3204,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Cambian Childcare Limited,12504297,45153,129000451599,20150,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Special Needs Care Ltd,12512753,45153,129000451940,20109.02,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,HELP Scheme,R401206,Changing Lives Together,12500329,45153,12300192434,20000,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Maria Mallaband 17 Limited - Birch Heath Lodge Ltd,12501812,45153,129000451809,19857.4,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45153,129000451653,19790.12,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
