Directorate Name,Process Used,Purchasing Body,Contract Reference,Contract Title,Contract Description,Supplier Company Name,Supplier Postcode, Annual Value , Total Contract Value (including extensions) ,OJEU?,Start Date,End Date,Contract Duration (months),Option to extend (months),How many extensions,Extension 1 Taken?,Extension 2 Taken?,Current Expiry Date,SME Supplier?,ProClass Classification,ProClass Description,Company Number,Visibility
People,ITT,Salford City Council,S1093,"PFI 3:  Provision of School Buildings, Catering & Facilities Management","PFI 3:  Provision of School Buildings, Catering & Facilities Management",S&W TLP (Project Co One) Ltd,SN5 6NX,"£9,131,000.00","£228,275,000.00",Yes,14/09/2011,13/09/2036,300,0,0,N/A,N/A,13/09/2036,Yes,200000,Financial Services,7028471,Public
People,ITT,Salford City Council,S1093,"PFI 4:  Provision of School Buildings, Catering & Facilities Management","PFI 4:  Provision of School Buildings, Catering & Facilities Management",S&W TLP (Project Co Two) Ltd,DA2 6NS,"£10,609,505.00","£268,774,126.67",Yes,14/04/2013,13/08/2038,304,0,0,N/A,N/A,13/08/2038,Yes,200000,Financial Services,7796896,Public
Regeneration,ITT,Salford City Council,S1094,"Management, Maintenance & Modernisation of New Pendleton (PFI)","Management, Maintenance & Modernisation of New Pendleton (PFI)",Pendleton Together Operating Ltd,HX1 2EB,"£14,548,166.00","£436,444,980.00",Yes,01/09/2013,31/08/2043,360,0,0,N/A,N/A,31/08/2043,No,200000,Financial Services,8626238,Public
Regeneration,ITT,Salford City Council,S1096,Annual Maintenance Agreement based on Agreement 21st August 2006,Annual Maintenance Agreement based on Agreement 21st August 2006,Canal & River Trust,MK9 1BB,"£35,000.00","£3,500,000.00",Yes,21/08/2006,20/08/2106,1200,0,0,N/A,N/A,20/08/2106,No,390000,"Works - Construction, Repair & Maintenance ",1146792,Public
Regeneration,ITT,Salford City Council,S1097,Creating a New Pendleton (Development),Creating a New Pendleton (Development),SP Plus (Development) Limited,HX1 2EB,"£7,930,967.00","£87,240,637.00",No,27/03/2013,26/03/2024,132,0,0,N/A,N/A,26/03/2024,Yes,999999,Non-procurement,8334616,Public
Place,RFQ,Salford City Council,S1100,Maintenance and servicing of kitchen ventilation equipment,Maintenance and servicing of kitchen ventilation equipment,PSI Resources Ltd,M28 3BQ,"£15,093.00","£60,372.00",No,15/11/2021,14/11/2025,24,24,1,1,n/a,14/11/2025,Yes,130000,Cleaning & Janitorial,1967138,Public
Place,ITT,Salford City Council,S1101,Security staffing and associated vehicle hire,Security staffing and associated vehicle hire,The Exclusec Group Ltd,BL1 4TQ,"£601,213.00","£601,213.00",No,01/05/2022,31/03/2024,11,0,0,N/A,N/A,31/03/2024,No,190000,Facilities & Management Services,1013210,Public
Service Reform,RFQ,Salford City Council,S1102,Private ADSL (Enterprise or IP Connect),Private ADSL (Enterprise or IP Connect),British Telecommunications PLC,EC1A 7AJ,"£33,392.00","£166,960.00",Yes,23/10/2013,22/10/2018,36,24,1,Yes,,22/10/2022,No,270000,Information Communication Technology,1800000,Public
Service Reform,Other,Salford City Council,S1103,PSTN Lines & Call Charges,PSTN Lines & Call Charges,Virgin Media Business Ltd,RG2 6UU,"£44,500.00","£44,500.00",No,01/01/2022,31/12/2022,12,0,0,N/A,N/A,31/12/2022,No,270000,Information Communication Technology,1785381,Public
People,CSO Exception,Salford City Council,S1104,Provision of Healthwatch Salford,Provision of Healthwatch Salford,Healthwatch Salford,M6 6FP,"£166,520.00","£790,970.00",Yes,01/07/2015,31/03/2024,33,84,2,Yes,,31/03/2024,Yes,321100,Social Community Care Supplies & Services - Children,9563358,Public
Service Reform,ITT,AGMA/STAR,S1105,Electoral Services Printing,Electoral Services Printing,Electoral Reform Services (ERS) Limited,N8 0NW,"£145,000.00","£290,000.00",Yes,08/01/2019,07/01/2023,24,12,2,Yes,,07/01/2023,Yes,280000,Legal Services,2263092,Public
Service Reform,Direct Call-Off,Oldham MBC,S1106,Treasury Management Advisory Services ,Treasury Management Advisory Services ,Arlingclose Limited,CV37 6AH,"£15,000.00","£60,000.00",,01/04/2023,36/03/2028,48,0,0,n/a,n/a,31/03/2028,No,200000,Financial Services,2853836,Public
Service Reform,ITT,AGMA/STAR,S1107,Electoral Management Software System,Electoral Management Software System,Xpress Software Solutions Limited,N8 0NW,"£11,500.00","£11,500.00",No,01/12/2017,07/01/2023,12,48,24,Yes,,07/01/2023,Yes,270000,Information Communication Technology,4152280,Public
Regeneration,Mini-Comp,Salford City Council,S1108,Responsive Repairs Framework,Responsive Repairs Framework,Schofield & Sons Ltd,M30 9PS,"£300,000.00","£300,000.00",Yes,06/08/2022,05/08/2024,24,12,2,,,05/08/2024,Yes,390000,"Works - Construction, Repair & Maintenance",25459259,Public
Regeneration,Mini-Comp,Salford City Council,S1108,Responsive Repairs Framework,Responsive Repairs Framework,G Jones Builders Ltd,M28 3FJ,"£50,000.00","£50,000.00",Yes,06/08/2022,05/08/2024,24,12,2,,,05/08/2024,Yes,390000,"Works - Construction, Repair & Maintenance",4928174,Public
Place,RFQ,Salford City Council,S1109,Supply and Fit of Hydraulic Hoses,Supply and Fit of Hydraulic Hoses,G B Hoses ,M27 4DB,"£25,000.00","£80,000.00",No,01/06/2018,31/05/2023,36,12,2,Yes,Yes,31/05/2023,Yes,190000,Facilities & Management Services,4308869,Public
Place,ITT,AGMA/STAR,S1111,Groceries/Chilled & Frozen Food Supply & Delivery ,Groceries/Chilled & Frozen Food Supply & Delivery ,Brake Bros  ,TN25 4AG,"£1,000,000.00","£4,000,000.00",Yes,01/08/2023,31/07/2025,24,12,2,,,31/07/2025,No,110000,Catering,2035315,Public
Place,ITT,AGMA/STAR,S1112,"Milk, Bread & Dairy ","Milk, Bread & Dairy ",Creamline Dairies,M17 1PB,"£25,000.00","£100,000.00",No,01/02/2017,30/04/2022,36,12,1,Yes,N/A,30/04/2024,No,110000,Catering,00396381 ,Public
People,CSO Exception,Salford City Council,S1115,Children’s Social Work Reference and Training Tool ,Subscription based on-line reference tool for social care professionals,Research In Practice,TQ9 6EL,"£21,564.00","£21,564.00",No,01/04/2020,31/03/2024,24,0,0,N/A,N/A,31/03/2024,No,270000,Information Communication Technology,1485560,Public
Service Reform,CSO Exception,Salford City Council,S1120,Renewal of Oracle Support Services,Renewal of Oracle Support Services,Oracle, RG6 1RA ,"£82,317.51","£82,317.51",No,27/04/2023,26/04/2024,12,0,0,n/a,n/a,26/04/2024,No,270000,Information Communication Technology,5372540,Public
Service Reform,CSO Exception,Salford City Council,S1122,FLM (Forms Lifecycle Manager) and all associated software,FLM (Forms Lifecycle Manager) and all associated software,ARCH Consulting Ltd, W4 1PF ,"£29,732.00","£29,732.00",No,16/12/2021,15/12/2022,12,0,0,N/A,N/A,15/12/2022,Yes,270000,Information Communication Technology,3261503,Public
People,CSO Exception,Manchester City Council,S1123,Support and Maintenance for Child View Youth Justice System (CVYJ),Support and Maintenance for Child View Youth Justice System (CVYJ),CACI Ltd, W14 8TS ,"£29,416.00","£147,080.00",No,01/05/2022,30/04/2027,5,0,0,N/A,N/A,30/04/2027,No,270000,Information Communication Technology,1649776,Public
Service Reform,RFQ,Salford City Council,S1126,Click4Assistance (Call Centre web chat),Click4Assistance (Call Centre web chat),Click4Assistance Ltd, SS13 1SS ,"£10,923.84","£10,923.84",No,01/04/2023,31/03/2024,12,0,0,N/A,N/A,31/04/2024,Yes,270000,Information Communication Technology,5322233,Public
Service Reform,Other,Salford City Council,S1127,EHC Hub,EHC Hub,IDOX, RG7 4SA ,"£65,000.00","£65,000.00",,01/04/2018,31/03/2019,12,24,,,,30/04/2019,No,270000,Information Communication Technology,3984070,Public
Place ,Other,Salford City Council,S1131,Self-Service – RFID – Equipment (Books) ,Self-Service – RFID – Equipment (Books) ,Bibliotheca Ltd,SK8 7BS,"£138,745.00","£138,745.00",No,01/07/2018,30/06/2022,36,12,2,Yes,,30/06/2022,Yes,270000,Information Communication Technology,2983151,Public
Service Reform,CSO Exception,Salford City Council,S1133,"Fixed Term Support and Maintenance Service, Council Tax, Business Rates, Housing Benefits and Council Tax Reduction","Fixed Term Support and Maintenance Service, Council Tax, Business Rates, Housing Benefits and Council Tax Reduction",Northgate Public Services Limited,HP2 4NW,"£208,000.00","£832,000.00",No,27/08/2021,26/08/2026,60,24,1,,N/A,26/08/2026,No,270000,Information Communication Technology,9338960,Public
Service Reform,Direct Call-Off,Salford City Council,S1138,Support and Maintenance for Generic Appointments and Events Booking System,Support and Maintenance for Generic Appointments and Events Booking System,Zipporah,CF3 2PX,"£20,030.00","£40,060.00",No,31/10/2021,31/10/2023,24,12,2,,,31/10/2023,Yes,270000,Information Communication Technology,4826999,Public
Place,Mini-Comp,Salford City Council,S1139,Washroom Services,Washroom Services,Personnel Hygiene Services Limited,CF83 1XH,"£41,064.70","£41,064.70",No,01/04/2021,31/03/2023,24,12,,,N/A,31/03/2024,No,190000,Facilities & Management Services,770813,Public 
People,CSO Exception,Salford City Council,S1141,Community of Identity Support for Yemeni and Arabic Speaking Communities,Community of Identity Support for Yemeni and Arabic Speaking Communities,Yemeni Community Association,B70 9SJ,"£16,524.00","£16,524.00",No,01/04/2019,31/03/2024,36,12,1,Yes,,31/03/2024,No,260000,Human Resources,5038048,Public
Place,Mini-Comp,Salford City Council,S1144,Minor Building Works Framework Agreement (Lot 1 & Lot 2 ),Minor Building Works Framework Agreement (Lot 1 & Lot 2 ),Various,Various, £-   , £-   ,No,01/02/2019,30/09/2023,24,24,2,Yes,Yes,30/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance",Various,Public
Place,Direct Call-Off,Salford City Counci,S1144-31,Youth Justice Office - Toilet Refurbishment,Toilets in poor state and will become unusable if not refurbished.,Schofield & Sons Ltd,M30 9PS,"£23,904.00","£23,904.00",No,01/06/2023,31/07/2023,2,0,0,n/a,n/a,31/07/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Regeneration,RFQ,Salford City Council ,S1144-60,MQ 2022 Salford Quays Visitor Experience: Public Art Removal,MQ 2022 Salford Quays Visitor Experience: Public Art Removal,Schofield & Sons Ltd,M30 9PS,"£7,644.33","£7,644.33",No,10/03/2023,30/06/2023,3,0,0,n/a,n/a,30/06/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Mini-Comp,Salford City Council,S1144-69,Brickwork pointing and fascia renewal at Beech Street Primary School,Brickwork pointing and fascia renewal at Beech Street Primary School,Wright Build Ltd,M46 0AG,"£87,881.00","£87,881.00",No,21/07/2023,01/09/2023,1.5,0,0,N/A,N/A,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",1401191,Public
Place,Direct Call-Off,Salford City council,S1144-70,Replacement Double Glazing Units & Brickwork Repair ,Repairs at Clarenden Road Primary School ,Schofield & Sons Ltd,M30 9PS,"£8,242.00","£8,242.00",No,27/07/2023,04/08/2023,0,0,0,n/a,n/a,04/08/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Mini-Comp,Salford City Council,S1144-72,Repairs to coloured silicone render to front and rear high level elevations ,Repairs to coloured silicone render to front and rear high level elevations ,Schofield & Sons Ltd,M30 9PS,"£22,243.00","£22,243.00",No,21/07/2023,21/07/2023,1.5,0,0,N/A,N/A,21/07/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
People,CSO Exception,Salford City Council,S1145,Community of Identity Support for Women,Community of Identity Support for Women,Salford Women’s Centre,M6 7AB,"£55,178.00","£55,178.00",No,01/04/2019,31/03/2023,36,12,1,Yes,,31/03/2023,Yes,310000,Healthcare,-,Public
Place,Other,Salford City Council,S1149,Inspection and Testing of Existing Lighting Protection System SCC,Inspection and Testing of Existing Lighting Protection System SCC,Best Services Ltd,WF10 5HW,"£6,480.00","£14,300.00",No,01/04/2022,31/03/2025,36,0,0,N/A,N/A,31/03/2025,Yes,190000,Facilities & Management Services,591982,Public 
Place,RFQ,Salford City Council,S1149,"Inspection, testing and maintenance of Lighting Protection Systems","Inspection, testing and maintenance of Lighting Protection Systems",Osbourne Delta,OL4 1HB,"£5,430.00","£16,290.00",No,01/04/2022,31/03/2025,0,0,0,n/a,n/a,31/03/2025,Yes,190000,Facilities & Management Services,1535519,Public
Service Reform,Other,Salford City Council,S1150,Civica Cash Receipting Software (Civica Pay),Civica Cash Receipiting Software (Civica Pay),Civica UK Ltd, SW15 6AR ,"£326,335.00","£326,335.00",Yes,01/09/2019,31/08/2024,60,0,0,N/A,N/A,31/08/2024,No,270000,Information Communication Technology,1628868,Public
People,CSO Exception,Salford City Council,S1151,"Targeted Support to Help Salford Young People Engage in Appropriate and Compliant Education, Employment and Training Provision - Connexions","Targeted Support to Help Salford Young People Engage in Appropriate and Compliant Education, Employment and Training Provision",Career Connect,L1 8LT,"£553,175.00","£2,627,582.00",Yes,01/04/2017,31/12/2023,36,24,2,Yes,Yes,31/12/2023,No,321100,Social Community Care Supplies & Services - Children,4233289,Public
People,Other,Salford City Council,S1153,Information and Advice Services ,Information and Advice Services ,Salford CAB,M6 5JA,"£565,726.00","£1,951,391.00",Yes,01/04/2016,31/03/2024,36,48,2,Yes,Yes,31/03/2024,Yes,321000,Social Community Care Supplies & Services,1436945,Public
Place ,CSO Exception,Salford City Council,S1156,Water Quality and Ecology Management at Salford Quays,Water Quality and Ecology Management at Salford Quays,APEM Ltd,SK4 3GN,"£72,000.00","£144,000.00",No,01/04/2021,31/03/2024,24,0,0,N/A,N/A,31/03/2024,Yes,180000,Environmental Services,2530851,Public
People,CSO Exception,Salford City Council,S1161,After School and Holiday Activities for 11 to 18 year olds with Complex Disabilities,"A range of out of school activities for disabled children, including those with complex autism",Chatsworth School,M30 9DY,"£25,000.00","£125,000.00",No,01/04/2017,31/03/2024,60,12,1,1,,31/03/2024,Yes,321100,Social Community Care Supplies & Services - Children,GBML4119704,Public
People,ITT,Salford City Council,S1161,Short Break Support Services for Disabled Children,Short Break Support Services for Disabled Children,Crossroads Together Limited,BL2 2LW,"£80,000.00","£400,000.00",Yes,01/10/2018,31/03/2023,30,12,2,Yes,,31/03/2023,No,321100,Social Community Care Supplies & Services - Children,3219229,Public
People,CSO Exception,Salford City Council,S1161,Specialist Youth club and Holiday Provision for Young People with Autism 11-18,"A range of out of school activities for disabled children, including those with complex autism",Autistic Society for the Greater Manchester Area,M32 0HL,"£15,000.00","£75,000.00",Yes,01/04/2017,31/03/2023,60,12,1,,,31/03/2023,Yes,321100,Social Community Care Supplies & Services - Children,4326334,Public
People,ITT,Salford City Council,S1161,Term Time and Holiday Provision for Jewish Heritage Children with a Disability aged 12 - 18,Term Time and Holiday Provision for Jewish Heritage Children with a Disability aged 12 - 18,Special Spirits,M7 4DJ,"£15,000.00","£75,000.00",No,01/04/2017,30/09/2023,60,12,1,1,,30/09/2023,Yes,321100,Social Community Care Supplies & Services - Children,CHA1165823,Public
People,CSO Exception,Salford City Council,S1161,Term Time and Holiday Provision for Jewish Heritage Children with a Disability aged 5 to 11,"A range of out of school activities for disabled children from the Jewish Community, including those with complex autism",The Federation of Jewish Services,M25 9SB,"£20,882.67","£80,882.67",No,01/04/2017,31/03/2023,60,12,1,1,,31/03/2024,No,321100,Social Community Care Supplies & Services - Children,5858766,Public
People,CSO Exception,Salford City Council,S1161,"Youth Club, Sports and Trips for Young People with a Disability aged 11-18","A range of out of school activities for disabled children, including those with complex autism",You Can Community Club,N8 0JB,"£50,000.00","£250,000.00",No,01/04/2017,31/03/2023,36,24,1,Yes,,31/03/2023,No,321100,Social Community Care Supplies & Services - Children,10320017,Public
People,CSO Exception,Salford City Council ,S1161,Short Break Group Activities for Children with Disabilities,Short Break Group Activities for Children with Disabilities,The Endorphins Group ,W8 6BH,"£64,225.02","£125,101.82",No,01/04/2023,31/03/2024,0,0,0,n/a,n/a,31/03/2024,Yes,320000,Social Community Care Supplies & Services,11934523,Public
People,CSO Exception,Salford City Council ,S1161,Short Break Care Funding Grants Administered by Salford CVS,Short Break Care Funding Grants Administered by Salford CVS,"Salford Community and Voluntary
Services (SCVS)",M30 0FN,"£67,268.57","£134,537.14",No,01/07/2023,30/06/2025,24,0,0,n/a,n/a,30/06/2025,No,321100,Social Community Care Supplies & Services - Children, 01948293,Public
Place,CSO Exception,Salford City Council,S1161,"Specialist Sports, Dance and Performing Arts for ages 5 to 18","Specialist Sports, Dance and Performing Arts for ages 5 to 18",Salford Community Leisure Ltd,M27 5DA,"£15,825.00","£15,825.00",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,Yes,321000,Social Community Care Supplies & Services - Adult ,Various ,Public 
People,CSO Exception,Salford City Council,S1161,"Youth Club, Sports and Trips for Young People with a Disability aged 11-18","A range of out of school activities for disabled children, including those with complex autism",You Can Community Club,N8 0JB,"£52,750.00","£52,750.00",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,No,321100,Social Community Care Supplies & Services - Children,10320017,Public
Place ,Other,Salford City Council,S1163,Cash in Transit ,Cash in Transit ,Security Plus Ltd,ST4 8GZ,"£5,000.00","£25,000.00",No,01/09/2021,31/08/2025,24,12,2,Yes,,31/08/2025,Yes ,200000,Financial Services,1325489,Public 
People,CSO Exception,Salford City Council,S1164,Sexually Inappropriate / Harmful Behaviour Project,Sexually Inappropriate/Harmful Behaviour Project,Barnardo Services Ltd,IG6 1QG,"£54,000.00","£195,750.00",No,01/10/2018,30/09/2023,24,18,1,Yes,,30/09/2023,No,321100,Social Community Care Supplies & Services - Children,1227919,Public 
Service Reform,CSO Exception,Salford City Council,S1164,Social Care Insouring Opportunities - research support,Social Care Insourcing Opportunities - research support ,APSE Solutions ,EH14 1RW,"£11,700.00","£11,700.00",No,31/04/2023,31/07/2023,3,0,0,n/a,n/a,31/07/2023,No,151911,Consultancy,SC155374,Public
Place,Other,Salford City Council,S1166,Smart Catering System ,Smart Catering System ,MCG Consulting Group Ltd,DE11 9FE,"£128,000.00","£128,000.00",No,01/04/2019,31/03/2024,60,0,0,N/A,N/A,31/03/2024,Yes,270000,Information Communication Technology,11526731,Public 
Service Reform,Other ,Salford City Council,S1167,Contract Management System ,Contract Management System ,Proactis ,LS22 6LE,"£67,375.00","£67,375.00",No,06/05/2019,31/07/2023,50,,0,N/A,N/A,31/07/2023,No,270000,Information Communication Technology,3182974,Public
Place,ITT,Salford City Council ,S1168,Laundry Services at Vehicle Management and Citywide Services,Laundry Services at Vehicle Management and Citywide Services,Elis Ltd,RG24 8NE,"£18,000.00","£54,000.00",No,01/09/2020,31/08/2023,24,12,1,,N/A,31/08/2023,Yes,130000,Cleaning & Janitorial,228604,Public
Place ,Other,Salford City Council,S1171,Construction Services Job Costing System,Construction Services Job Costing System,Causeway Technologies Ltd,SL8 5AQ,"£100,000.00","£100,000.00",No,01/07/2023,30/06/2026,36,0,0,n/a,n/a,30/06/2026,No,270000,Information Communication Technology,3921897,Public
Place,ITT,Salford City Council,S1172,Road Lining Services,Road Lining Services,KJ Lines,ST5 2BE,"£200,000.00","£400,000.00",Yes,11/07/2022,10/07/2024,24,12,0,,,10/07/2024,Yes,391400,Roads,3900183,Public
Place,Other,Salford City Council,S1173,Tools & Equipment,Tools & Equipment,P F Cusack (Tool Supplies) Ltd,N7 6NJ,"£50,000.00","£50,000.00",No,01/02/2020,31/01/2022,12,0,0,N/A,N/A,15/05/2022,Yes,230000,Highway Equipment & Materials ,2404505,Public
Place,Mini-Comp,Salford City Council,S1177,Integrated Adults and Children’s Social Care Case Management and Integrated Finance System,Integrated Adults and Children’s Social Care Case Management and Integrated Finance System,Liquidlogic Ltd,ME14 5NZ,"£76,670.00","£1,880,099.00",No,30/09/2019,29/09/2024,60,24,1,,,29/09/2024,No,270000,Information Communication Technology,4006349,Public
Place,Mini-Comp,Salford City Council,S1181,"The Development of Digital Six Sheet Advertising Units (FSU) within the City of Salford, to be located on Council owned land","The Development of Digital Six Sheet Advertising Units (FSU) within the City of Salford, to be located on Council owned land",Clear Channel UK Limited,W1F 9JT, £-   , £-   ,No,01/09/2019,01/09/2029,84,0,0,N/A,N/A,01/09/2029,No,350000,Street & Traffic Management,950526,Public
Place,Mini-Comp,Salford City Council ,S1185,CCTV Maintenance and Repair Services ,CCTV Maintenance and Repair Services ,The CCTV Company,WN5 7AS,"£25,000.00","£75,000.00",No,01/10/2022,30/09/2025,36,0,0,N/A,N/A,30/09/2025,Yes,270000,Information Communication Technology,4546074,Public
Place ,Other,Salford City Council,S1187,"Annual Control, Opertation, Maintenance, Inspection and Fault Response Service for the HV Transformer and Main LV Switch Gear  ","Annual Control, Opertation, Maintenance, Inspection and Fault Response Service for the HV Transformer and Main LV Switch Gear  ",Electricity North West ,WA3 6XG,"£2,739.00","£10,956.00",No,02/09/2019,01/08/2023,42,0,0,N/A,N/A,01/08/2023,No,370000,Utilities ,7382637,Public
Place,Other ,Salford City Council,S1188,Removal and Transportation of Furniture ,Removal and Transportation of Furniture ,BCL,M17 1PP,"£10,000.00","£30,000.00",No,18/11/2019,17/11/2022,24,12,1,Yes,N/A,17/11/2022,No,210000,Furniture & Soft Furnishings,8106928,Public
People,Other,STAR Procurement,S1189,Greater Manchester Residential Framework,Greater Manchester Residential Framework,Various Providers,Various,"£8,239,088.34","£16,478,176.68",Yes,01/04/2018,31/03/2020,24,24,4,Yes,,31/03/2022,No,321100,Social Community Care Supplies & Services - Children,Various ,Public
People,Other,STAR Procurement,S1190,Greater Manchester Fostering Framework,Greater Manchester Fostering Framework,Various Providers,Various,"£2,511,831.70","£7,535,495.10",,01/04/2019,31/03/2029,24,24,4,,,31/03/2029,No,321100,Social Community Care Supplies & Services - Children,Various,Public
People,Other,Salford City Council,S1191,Dynamic Purchasing System for the Provision of Transport,Dynamic Purchasing System for the Provision of Transport,Various Providers,Various,"£3,925,776.00","£39,257,760.00",Yes,01/09/2016,30/06/2026,120,0,0,N/A,N/A,30/06/2026,Yes,360000,Passenger Transport,Various,Public
People,ITT,Salford City Council,S1192,Educational Visits Advisory Service,Educational Visits Advisory Service,North Yorkshire County Council,DL7 8AD,"£33,000.00","£99,000.00",No,01/09/2017,31/08/2023,36,36,1,Yes,,31/08/2023,No,170000,Education,GBML2156813,Public
Place,ITT,Salford City Council,S1193,Salford Domestic Abuse services,Salford Domestic Abuse services,Salford Foundation ,M5 4BD,"£833,000.00","£4,165,000.00",Yes,01/04/2022,31/03/2027,60,12,1,,,31/03/2027,Yes,321000,Social Community Care Supplies and Services,2472369,Public
People,RFQ,Salford City Council,S1194,Digital Management System - Day Nurseries (I Connect),Digital Management System - Day Nurseries (I Connect),Connect Software Solutions Ltd,PR1 3HP,"£4,151.75","£16,607.00",No,01/05/2023,30/04/2026,48,0,0,N/A,N/A,30/04/2026,Yes,270000,Information Communication Technology,5162098,Public
People,Other,Salford City Council,S1195,Short Break Support Services for Disabled Children ,Overnight Breaks,Bayis Sheli,N16 5BP,"£6,000.00","£24,000.00",No,01/04/2019,31/03/2023,24,24,2,,,31/03/2023,No,321100,Social Community Care Supplies & Services - Children,5576871,Public
People,Direct Call-Off,Salford City Council,S1196,Lot 6 One-to-One Tutoring,Alternative Provision,Various Providers,Various,"£15,000.00","£60,000.00",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,Lot 7 Complementary – Animal Care,Alternative Provision,Various Providers,Various,"£5,712.00","£22,848.00",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,Lot 8 Complementary – Innovation,Alternative Provision,Various Providers,Various,"£35,000.00","£140,000.00",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Other,Salford City Council,S1197,Carer Support,Carer Support,Five Rivers Fostering (Dublin),T12 VP94,"£55,075.00","£110,150.00",No,01/05/2018,30/04/2022,24,24,2,Yes,Yes,30/04/2022,No,321100,Social Community Care Supplies & Services - Children,4236028,Public
People,CSO Exception,Salford City Council,S1200,Governor Services Software,Software Package to Support Governor Services.,Ortoo Technologies Ltd,NR28 0DX,"£16,260.00","£65,040.00",No,01/07/2019,30/06/2024,48,12,1,,,30/06/2024,No,270000,Information Communication Technology,8142817,Public
People,CSO Exception,Salford City Council,S1201,Looked After Call,a monitoring service for the collection of school attendance and attainment data for Salford City Council’s Cared For  Children,Iris Software Ltd,SL3 8QY,"£10,374.00","£31,122.00",No,01/09/2022,31/08/2024,24,12,1,,,31/08/2024,Yes,271600,Commercial-Off-The-Shelf,3196054,Public
People,ITT,Salford City Council,S1202,Salford Children Rights and Independent Visitor Service,Salford Children Rights and Independent Visitor Service,Advocacy Focus,BB5 6PW,"£54,525.20","£136,313.00",No,03/04/2023,31/03/2028,30,12,2,,,31/03/2028,No,321100,Salford Community Care and Supplies ,4135225,Public
Place,Direct Call-Off,Salford City Council,S1205,Lift Maintenace Contract,Lift Maintenace ,Otis Limited,TW8 9AG,"£15,033.00","£45,100.00",No,01/04/2022,31/03/2025,36,,,,,31/03/2025,No,190000,Facilities & Management Services,147366,Public
Place,ITT,Salford City Council,S1211,Specialist Vehicle Hire,Specialist Vehicle Hire,Leeds Commercial Vehicle Hire,M50 2GL,"£180,000.00","£180,000.00",No,01/02/2020,01/07/2024,13,0,0,N/A,N/A,01/07/2024,No,380000,Vehicle Management,587618,Public
Service Reform,ITT,Salford City Council,S1212,BetterOff and ScanStation Subscription,Better Off and ScanStation Subscription,Looking Local ,HD1 2NF,"£41,000.00","£123,000.00",No,02/01/2022,01/01/2024,24,12,2,,,01/01/2024,Yes,270000,Information Communication Technology,11061996,Public
Place,CSO Exception,Salford City Council,S1222,Document Storage for Urban Vision,Document Storage for Urban Vision,Capita Intelligent Communications (CIC),NG18 5BY,"£15,000.00","£75,000.00",No,01/02/2020,31/01/2025,60,0,0,N/A,N/A,31/01/2025,No,190000,Facilities & Management Services,2299747,Public
Service Reform,Direct Call-Off,Salford City Council,S1229,Specialist Professional Services Call-Off Contract,Specialist Professional Services Call-Off Contract,Bloom Procurement Services Ltd,NE8 2ET,"£700,000.00","£2,800,000.00",No,01/12/2019,30/11/2023,48,0,0,N/A,N/A,30/11/2023,No,150000,Consultancy ,8045123,Public
Place,ITT,Salford City Council,S1232,Technical and Highway Works Framework - Lot Five,Lot 5 - Coring,Various,Various,"£90,000.00","£360,000.00",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,Technical and Highway Works Framework - Lot Four,Lot 4 - Structures and Bridges,Various,Various,"£800,000.00","£3,200,000.00",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,Technical and Highway Works Framework - Lot One: ,Lot 1 - Minor Civils,Various,Various,"£3,000,000.00","£12,000,000.00",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,Technical and Highway Works Framework - Lot Six,Lot 6 - Landscaping,Various,Various,"£4,000,000.00","£16,000,000.00",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,Technical and Highway Works Framework - Lot Three,Lot 3 - Drainage,Various,Various,"£350,000.00","£1,400,000.00",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
