Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description,
Salford City Council,26/07/2024,1600739123,30000.00,5000.00,25000.00,Beyond Conference Limited,Place,Marketing & Publicity,
Salford City Council,26/07/2024,601530135,1000.00,0.00,1000.00,Brighter Futures,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530136,1800.00,0.00,1800.00,Brighter Futures,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600738932,12375.00,2062.50,10312.50,Brightly Software Ltd,Place,Computer Software (no annual fee),
Salford City Council,26/07/2024,1600739700,1081.79,51.51,1030.28,Calor Gas Ltd,Place,Gas,
Salford City Council,26/07/2024,1600738985,36718.80,6119.80,30599.00,Cam Management Solutions Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,26/07/2024,1600738971,40521.43,0.00,40521.43,Cambian Childcare Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,6003945759,13025.06,0.00,13025.06,Care Direct Salford Ltd,People (Adults),Day Care,
Salford City Council,26/07/2024,1600739726,66030.00,11005.00,55025.00,Chadderton Motor Company Ltd,Capital Expenditure,Purchase of Vehicles & Plant,
Salford City Council,26/07/2024,601530177,3997.01,666.17,3330.84,Coram Baaf Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600738961,96157.01,0.00,96157.01,Countryside Properties (Uk) Ltd,Capital Expenditure,Other Works,
Salford City Council,26/07/2024,601530137,900.00,0.00,900.00,Csin Cic,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,6003946013,513.00,0.00,513.00,Expressbeds,People (Childrens),Furniture,
Salford City Council,26/07/2024,6003945985,1005.96,0.00,1005.96,First Fence Limited,Place,non -UV Building Repairs & Maintenance,
Salford City Council,26/07/2024,1600739021,723323.00,0.00,723323.00,Gmw Mental Health Nhs Ft,Public Health,Payments to Agencies,
Salford City Council,26/07/2024,1600738997,154950.00,25825.00,129125.00,Govtech Solutions,Resources & Transformation,Computer Software (no annual fee),
Salford City Council,26/07/2024,6003945995,1961.09,0.00,1961.09,Hb Clark And Co Successor,Place,Food and refreshments,
Salford City Council,26/07/2024,601530173,2000.00,0.00,2000.00,Horizon Property Partners Ltd,People (Adults),Rents,
Salford City Council,26/07/2024,601530207,2000.00,0.00,2000.00,Horizon Property Partners Ltd,People (Adults),Rents,
Salford City Council,26/07/2024,601530111,720.00,120.00,600.00,Innovation Education Limited,People (Childrens),Classroom Supplies Capitation,
Salford City Council,26/07/2024,601530138,672.00,112.00,560.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530140,792.00,132.00,660.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530139,5088.00,848.00,4240.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600739071,12324.00,2054.00,10270.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600739073,12324.00,2054.00,10270.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600738922,18827.81,3137.97,15689.84,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment,
Salford City Council,26/07/2024,1600738924,75647.94,12607.99,63039.95,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment,
Salford City Council,26/07/2024,1600739709,2739.97,456.67,2283.30,K J Lines Ltd,Place,Contractors,
Salford City Council,26/07/2024,6003946115,1100.00,0.00,1100.00,Kevin Booth Painting,People (Adults),Other Professional Fees,
Salford City Council,26/07/2024,1600739137,31155.00,0.00,31155.00,Langdon College,People (Childrens),Mandat Student,
Salford City Council,26/07/2024,1600739713,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739714,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739715,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739716,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739717,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739718,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739719,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739720,1380.00,230.00,1150.00,Latus Group (Uk) Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,26/07/2024,1600739697,3275.28,545.88,2729.40,Mallatite Ltd,Place,Delivery Charges,
Salford City Council,26/07/2024,1600738964,49942.54,8323.76,41618.78,Manchester City Council,Resources & Transformation,Legal Fees,
Salford City Council,26/07/2024,1600738965,57726.00,0.00,57726.00,Manchester City Council,People (Adults),Payments to Other Local Authorities,
Salford City Council,26/07/2024,601530134,1000.32,166.72,833.60,Marble Beers Ltd,Place,Bar Stocks for hired venues,
Salford City Council,26/07/2024,601530126,39168.00,0.00,39168.00,Melburay Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530124,47206.83,0.00,47206.83,Melburay Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530125,48960.00,0.00,48960.00,Melburay Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530122,63771.42,0.00,63771.42,Melburay Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600739144,106800.00,17800.00,89000.00,Nec Software Solutions Uk Ltd,Resources & Transformation,Computer Software (no annual fee),
Salford City Council,26/07/2024,1600739145,212953.20,35492.20,177461.00,Nec Software Solutions Uk Ltd,Resources & Transformation,Computer Software (no annual fee),
Salford City Council,26/07/2024,1600738813,87837.44,14639.57,73197.87,Oxford Innovation Ltd Re: Salford I,Place,Other Professional Fees,
Salford City Council,26/07/2024,6003946035,2502.85,0.00,2502.85,Psycho Peacock Limited,Resources & Transformation,Printing & Photocopying,
Salford City Council,26/07/2024,601530187,2145.00,0.00,2145.00,Redacted Data,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530115,3960.00,0.00,3960.00,Redacted Data,People (Childrens),Other Professional Fees,
Salford City Council,26/07/2024,601530185,816.00,0.00,816.00,Redacted Data,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,6003945737,12556.62,0.00,12556.62,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945611,18485.54,0.00,18485.54,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945619,21678.57,0.00,21678.57,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945766,22967.77,0.00,22967.77,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945775,24057.74,0.00,24057.74,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945592,28123.61,0.00,28123.61,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945785,33791.01,0.00,33791.01,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945707,41777.08,0.00,41777.08,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945802,46321.21,0.00,46321.21,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,6003945692,46727.43,0.00,46727.43,Redacted Data,People (Adults),Home Helps,
Salford City Council,26/07/2024,1600739085,16579.44,2763.24,13816.20,Reed Talent Solutions,People (Childrens),Agency Fees,
Salford City Council,26/07/2024,1600739105,45464.00,0.00,45464.00,Salford Foundation Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600739106,106250.00,0.00,106250.00,Salford Foundation Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,6003946047,745.00,0.00,745.00,Sq *Property Services Mcr,People (Adults),General Repairs,
Salford City Council,26/07/2024,6003946041,980.00,0.00,980.00,Sq *Property Services Mcr,People (Adults),General Repairs,
Salford City Council,26/07/2024,6003946026,1257.00,0.00,1257.00,Sq *Property Services Mcr,People (Adults),General Repairs,
Salford City Council,26/07/2024,1600739011,11414.40,1902.40,9512.00,Ssi Schaefer Plastics Uk Ltd,Place,Equipment Purchase,
Salford City Council,26/07/2024,1600739722,10622.70,0.00,10622.70,St. Vincent'S School For The Blind,People (Childrens),Non-Maintained Special Schools,
Salford City Council,26/07/2024,1600739640,2550.00,0.00,2550.00,Staff Resources Limited,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600739570,6380.00,0.00,6380.00,Staff Resources Limited,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,1600739026,30293.26,0.00,30293.26,T/A New Park Academy-The Sovereign,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,6003945788,1394.00,0.00,1394.00,T/A Sage Care Ltd,People (Adults),Supported Tenancies,
Salford City Council,26/07/2024,6003945791,4689.39,0.00,4689.39,T/A Sage Care Ltd,People (Adults),Supported Tenancies,
Salford City Council,26/07/2024,1600738925,138034.80,23005.80,115029.00,T/A The Growth Company,Place,Payments to Agencies,
Salford City Council,26/07/2024,6003946125,1240.80,0.00,1240.80,Temp-Chef.Com Ltd,People (Childrens),Agency Fees,
Salford City Council,26/07/2024,6003946117,10540.00,0.00,10540.00,The Ainscow,People (Adults),Staff Travel,
Salford City Council,26/07/2024,601530196,2392.00,0.00,2392.00,The Citywall Project Community Inte,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,1600739733,4200.00,700.00,3500.00,The Landing At Mediacity Uk Ltd T/A,Place,Hire of Facilities,
Salford City Council,26/07/2024,601530171,2607.30,434.55,2172.75,Total Energies Gas & Power Ltd,Place,Electricity,
Salford City Council,26/07/2024,1600739724,684.00,114.00,570.00,Transoft Solutions (Uk) Ltd,Place,IT  Licence Fees,
Salford City Council,26/07/2024,1600738846,29347.50,0.00,29347.50,Transport For Greater Manchester,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,1600739683,776.40,129.40,647.00,United Utilities Water Ltd,Capital Expenditure,Other Works,
Salford City Council,26/07/2024,601530141,998.56,166.43,832.13,Vision For Education Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530142,1214.46,202.41,1012.05,Vision For Education Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530144,1322.41,220.40,1102.01,Vision For Education Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530143,1376.39,229.40,1146.99,Vision For Education Ltd,People (Childrens),Payments to Agencies,
Salford City Council,26/07/2024,601530191,647.71,0.00,647.71,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530194,647.71,0.00,647.71,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530200,647.71,0.00,647.71,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530189,809.64,0.00,809.64,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530192,809.64,0.00,809.64,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530198,809.64,0.00,809.64,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,26/07/2024,601530129,1185.60,197.60,988.00,Weightmans Llp,Resources & Transformation,Legal Fees,
Salford City Council,26/07/2024,1600738968,11234.17,1872.36,9361.81,Whistl Uk Ltd,Resources & Transformation,Postage,
Salford City Council,26/07/2024,1600738969,14011.75,2335.29,11676.46,Whistl Uk Ltd,Resources & Transformation,Postage,
Salford City Council,26/07/2024,1600738858,17517.41,2919.57,14597.84,Wilde Consultant Engineers Ltd,Capital Expenditure,Other Works,
Salford City Council,26/07/2024,601530114,960.00,160.00,800.00,Worldwide Teaching Limited,People (Childrens),Agency Fees,
Salford City Council,29/07/2024,1600739225,145931.26,24321.88,121609.38,A E Yates Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,29/07/2024,1600739747,6032.88,1005.48,5027.40,Bloom Procurement Services Ltd,Place,Contract Hire,
Salford City Council,29/07/2024,1600739745,6000.00,1000.00,5000.00,Bloom Procurement Services Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,29/07/2024,1600739746,3431.84,571.97,2859.87,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building,
Salford City Council,29/07/2024,1600739150,26926.00,0.00,26926.00,Bury Council,People (Childrens),Payments to Other Local Authorities,
Salford City Council,29/07/2024,1600739156,367626.00,0.00,367626.00,Central Manchester University,Public Health,Payments to Agencies,
Salford City Council,29/07/2024,6003946566,1054.14,0.00,1054.14,Divrse 1 Ltd,People (Adults),Rents,
Salford City Council,29/07/2024,6003946574,530.04,0.00,530.04,Divrse Ltd,People (Adults),Rents,
Salford City Council,29/07/2024,6003946527,12555.20,0.00,12555.20,Divrse Ltd,People (Adults),Rents,
Salford City Council,29/07/2024,6003946558,3598.34,0.00,3598.34,Divrse P1 Ltd,People (Adults),Rents,
Salford City Council,29/07/2024,1600739782,3592.20,598.70,2993.50,Enviro Technology Services Plc,Place,Sampling,
Salford City Council,29/07/2024,1600739775,3308.64,0.00,3308.64,Flying Colours Foster Care,People (Childrens),Payments to Agencies,
Salford City Council,29/07/2024,6003946600,565.58,94.26,471.32,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946593,684.32,114.05,570.27,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946587,789.43,131.57,657.86,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946607,841.72,140.29,701.43,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946602,975.44,162.57,812.87,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946605,1019.00,169.83,849.17,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946596,1246.24,207.71,1038.53,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946604,1388.42,231.40,1157.02,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946603,1397.96,232.99,1164.97,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,6003946591,1690.75,281.79,1408.96,Furniture Resource Centre,People (Adults),Furniture,
Salford City Council,29/07/2024,601530242,2000.00,0.00,2000.00,Horizon Property Partners Ltd,People (Adults),Rents,
Salford City Council,29/07/2024,601530243,2000.00,0.00,2000.00,Horizon Property Partners Ltd,People (Adults),Rents,
Salford City Council,29/07/2024,601530244,20250.00,0.00,20250.00,Inspiring Communities Together,Place,Grants,
Salford City Council,29/07/2024,1600739796,1078.72,0.00,1078.72,Langworthy Cornerstone Assoc Ltd,People (Childrens),non -UV Building Repairs & Maintenance,
Salford City Council,29/07/2024,1600739798,1153.72,0.00,1153.72,Langworthy Cornerstone Assoc Ltd,People (Childrens),non -UV Building Repairs & Maintenance,
