Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description,
Salford City Council,17/07/2024,1600738977,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600738979,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600738982,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600738983,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739002,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739020,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739035,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739038,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739040,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739043,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739044,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739046,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739049,1066.80,177.80,889.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600738974,1162.80,193.80,969.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600738981,1162.80,193.80,969.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739041,1366.80,227.80,1139.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739003,1402.80,233.80,1169.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739048,1486.80,247.80,1239.00,Arbtech Consulting Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,601529152,880.18,0.00,880.18,Ateres Elisheva Daycare,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529405,15341.75,0.00,15341.75,Ateres Elisheva Daycare,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529406,6022.09,0.00,6022.09,Auntie Stephs Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529153,6888.37,0.00,6888.37,Auntie Stephs Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529269,6807.94,0.00,6807.94,Auntie Stephs Playgroup,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,1600739058,2451.60,408.60,2043.00,Beesley And Fildes Ltd,Capital Expenditure,Payments to Contractors - Improvements,
Salford City Council,17/07/2024,601529154,1059.75,0.00,1059.75,Beis Malka Beiz Girls-Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529407,16886.02,0.00,16886.02,Beis Malka Beiz Girls-Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529155,2678.81,0.00,2678.81,Beis Rochel Manchester Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529408,12385.12,0.00,12385.12,Beis Rochel Manchester Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529156,8036.44,0.00,8036.44,Beis Ruchel School Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529409,19011.52,0.00,19011.52,Beis Ruchel School Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529271,1433.25,0.00,1433.25,Beis Ruchel School Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529170,5239.87,0.00,5239.87,Beltodam Ltd T/A Early Learning Chi,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529434,8407.12,0.00,8407.12,Beltodam Ltd T/A Early Learning Chi,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529287,1433.25,0.00,1433.25,Beltodam Ltd T/A Early Learning Chi,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529410,15417.67,0.00,15417.67,Belz Cheider Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529412,2840.62,0.00,2840.62,Big Steps Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529158,5916.94,0.00,5916.94,Big Steps Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529587,554.64,24.74,529.90,Blundells Ltd T/A Manor Pharmacy,Public Health,Payments to Agencies,
Salford City Council,17/07/2024,601529159,1825.12,0.00,1825.12,Bnos Margulis Viznitz Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529413,14382.30,0.00,14382.30,Bnos Margulis Viznitz Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529273,1074.94,0.00,1074.94,Bnos Margulis Viznitz Girls School,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529439,706.39,0.00,706.39,Bnos Yisroel Schools Manchester Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529175,2531.62,0.00,2531.62,Bnos Yisroel Schools Manchester Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529414,29887.65,0.00,29887.65,Bnos Yisroel Schools Manchester Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529292,1433.25,0.00,1433.25,Bnos Yisroel Schools Manchester Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529160,1683.82,0.00,1683.82,Boothstown Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529415,3673.22,0.00,3673.22,Boothstown Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529274,3965.33,0.00,3965.33,Boothstown Playgroup,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529416,8665.65,0.00,8665.65,Branwood Preparatory School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529388,2602.60,0.00,2602.60,Brentnall Academy,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529417,9198.77,0.00,9198.77,Bridgewater School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739107,41101.34,6850.22,34251.12,British Telecommunications Plc,Capital Expenditure,Other Works,
Salford City Council,17/07/2024,601529389,24916.12,0.00,24916.12,Broadoak Cp School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529387,18768.75,0.00,18768.75,Broughton Jewish C F Academy,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529422,4040.40,0.00,4040.40,Broughton Jewish Cassel Fox,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600738986,1388.40,231.40,1157.00,Burgess Security Systems Ltd,People (Childrens),Security Systems,
Salford City Council,17/07/2024,601529165,7800.94,0.00,7800.94,Care Chiefs,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529420,17128.27,0.00,17128.27,Care Chiefs,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529278,3748.50,0.00,3748.50,Care Chiefs,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529179,1530.75,0.00,1530.75,Cherry Tots Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529168,1913.44,0.00,1913.44,Claremont Neighbourhood Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529429,9697.95,0.00,9697.95,Claremont Neighbourhood Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529284,6807.94,0.00,6807.94,Claremont Neighbourhood Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529430,20180.55,0.00,20180.55,Clarendon Cottage Preparatory Schoo,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529231,6505.69,0.00,6505.69,Clk Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529505,14727.37,0.00,14727.37,Clk Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529351,5016.37,0.00,5016.37,Clk Childcare Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529115,1732.80,288.80,1444.00,Clyde & Co Claims Llp,Resources & Transformation,Provision for Liability Insurance,
Salford City Council,17/07/2024,601529250,765.37,0.00,765.37,Cottage Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529533,8365.50,0.00,8365.50,Cottage Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529376,11466.00,0.00,11466.00,Cottage Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529127,516.56,0.00,516.56,Country Food Services Ltd,Place,Food and refreshments,
Salford City Council,17/07/2024,601529596,1050.00,0.00,1050.00,Cromwood Housing Ltd,People (Adults),Rents,
Salford City Council,17/07/2024,601529591,15042.00,0.00,15042.00,Cromwood Housing Ltd,People (Adults),Rents,
Salford City Council,17/07/2024,601529595,460368.09,0.00,460368.09,Cromwood Housing Ltd,People (Adults),Rents,
Salford City Council,17/07/2024,1600739075,1705.50,283.98,1421.52,Culligan (Uk) Ltd,Resources & Transformation,Food and refreshments,
Salford City Council,17/07/2024,601529390,8463.00,0.00,8463.00,Dukesgate Academy,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739009,1113.54,185.59,927.95,Ecg Facilities Services Ltd,Place,UV Air conditioning and handling,
Salford City Council,17/07/2024,601529435,516.75,0.00,516.75,Elisa Crispin T/A Dazzers Childmind,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529171,4474.50,0.00,4474.50,Ester Lov T/A Daisys Daycare / Bdcc,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529173,3768.00,0.00,3768.00,Evergreen Childrens Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529437,5584.87,0.00,5584.87,Evergreen Childrens Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529290,4149.07,0.00,4149.07,Evergreen Childrens Day Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529174,5357.62,0.00,5357.62,Fairhills Playgroup Pre-School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529438,8597.62,0.00,8597.62,Fairhills Playgroup Pre-School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529291,1433.25,0.00,1433.25,Fairhills Playgroup Pre-School,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529391,4914.00,0.00,4914.00,Fiddlers Lane Academy (Prestolee Ma,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529176,3431.43,0.00,3431.43,Fledglings (Irlam) Limited,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529441,16078.82,0.00,16078.82,Fledglings (Irlam) Limited,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529293,9919.04,0.00,9919.04,Fledglings (Irlam) Limited,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529440,23718.50,0.00,23718.50,Fledglings Day Nursery Worsley,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529294,15049.12,0.00,15049.12,Fledglings Day Nursery Worsley,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529208,5965.61,0.00,5965.61,Folly Brook Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529480,16456.50,0.00,16456.50,Folly Brook Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529332,5016.37,0.00,5016.37,Folly Brook Nursery Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529147,8743.00,0.00,8743.00,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance,
Salford City Council,17/07/2024,601529146,10304.40,0.00,10304.40,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance,
Salford City Council,17/07/2024,601529224,1530.75,0.00,1530.75,Fun 2B2,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739115,1382.40,230.40,1152.00,General Utilities North West Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739116,1497.60,249.60,1248.00,General Utilities North West Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,17/07/2024,1600739023,6667.00,0.00,6667.00,Gmw Mental Health Nhs Ft,Public Health,Payments to Agencies,
Salford City Council,17/07/2024,1600739092,1123.20,187.20,936.00,Granart Memorials,Place,General Resaleable Items,
Salford City Council,17/07/2024,601529442,11154.00,0.00,11154.00,Habonim Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529297,3224.81,0.00,3224.81,Habonim Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,1600739080,595.42,99.24,496.18,Hako Machines Ltd,Place,Materials,
Salford City Council,17/07/2024,601529180,4974.94,0.00,4974.94,Happy Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529299,716.62,0.00,716.62,Happy Childcare Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529181,7041.45,0.00,7041.45,Happy Feet Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529445,8327.62,0.00,8327.62,Happy Feet Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529300,1791.56,0.00,1791.56,Happy Feet Day Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529132,808.06,50.94,757.12,Harlech Fodservice Ltd,People (Childrens),Food and refreshments,
Salford City Council,17/07/2024,601529424,1337.83,0.00,1337.83,Hello Kiddies Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529167,2443.31,0.00,2443.31,Hello Kiddies Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739019,1129.20,188.20,941.00,Ijm Electrical Contractors Ltd,Place,UV Day to Day Repairs,
Salford City Council,17/07/2024,601529116,2520.00,420.00,2100.00,Innovation Education Limited,People (Childrens),Classroom Supplies Capitation,
Salford City Council,17/07/2024,1600739068,2562.80,427.13,2135.67,Insight Direct (Uk) Ltd,Resources & Transformation,Computer Equipment purchase,
Salford City Council,17/07/2024,601529263,3061.50,0.00,3061.50,Inspiring Communities Together,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529545,3364.56,0.00,3364.56,Inspiring Communities Together,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739083,3600.00,600.00,3000.00,Investment Solver Ltd,Resources & Transformation,Computer Software (no annual fee),
Salford City Council,17/07/2024,1600739070,672.00,112.00,560.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,17/07/2024,1600739072,672.00,112.00,560.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,17/07/2024,1600739074,672.00,112.00,560.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,17/07/2024,601529188,2090.06,0.00,2090.06,Jitterbugz Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529455,7178.57,0.00,7178.57,Jitterbugz Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529307,1433.25,0.00,1433.25,Jitterbugz Day Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529190,765.37,0.00,765.37,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529314,1433.25,0.00,1433.25,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529460,927.94,0.00,927.94,Katie Mcmurray T/A Katies Play Hous,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529193,706.50,0.00,706.50,Kerem Schlome Independent Schools,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529464,19690.95,0.00,19690.95,Kerem Schlome Independent Schools,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529465,6896.62,0.00,6896.62,Kiddiewinkles Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529194,8949.00,0.00,8949.00,Kiddiewinkles Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529196,2556.82,0.00,2556.82,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529197,7844.11,0.00,7844.11,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529199,9944.92,0.00,9944.92,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529198,12887.75,0.00,12887.75,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529470,16654.44,0.00,16654.44,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529471,19678.41,0.00,19678.41,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529468,26951.33,0.00,26951.33,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529469,30087.97,0.00,30087.97,Kids Planet Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529321,6642.56,0.00,6642.56,Kids Planet Day Nurseries Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529322,8603.17,0.00,8603.17,Kids Planet Day Nurseries Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529324,9233.44,0.00,9233.44,Kids Planet Day Nurseries Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529323,10280.81,0.00,10280.81,Kids Planet Day Nurseries Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529201,6976.69,0.00,6976.69,Kidz Corner Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529473,8009.62,0.00,8009.62,Kidz Corner Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529326,1074.94,0.00,1074.94,Kidz Corner Childcare Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529205,7271.06,0.00,7271.06,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529477,17569.50,0.00,17569.50,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529330,6091.31,0.00,6091.31,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529206,3826.87,0.00,3826.87,Kidz R Us Nursery Ltd - Swinton,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529478,23512.12,0.00,23512.12,Kidz R Us Nursery Ltd - Swinton,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529331,7166.25,0.00,7166.25,Kidz R Us Nursery Ltd - Swinton,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529202,1530.75,0.00,1530.75,Kidzrus  Nursery Ltd - Monton,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529474,14663.77,0.00,14663.77,Kidzrus  Nursery Ltd - Monton,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529327,8764.87,0.00,8764.87,Kidzrus  Nursery Ltd - Monton,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529203,2296.12,0.00,2296.12,Kidzrus Nursery Ltd - Irlam,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529475,6765.36,0.00,6765.36,Kidzrus Nursery Ltd - Irlam,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529328,4354.87,0.00,4354.87,Kidzrus Nursery Ltd - Irlam,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529204,9420.00,0.00,9420.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529476,15568.65,0.00,15568.65,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529329,3941.44,0.00,3941.44,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529162,2296.12,0.00,2296.12,Kinderland,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529209,10450.31,0.00,10450.31,Ladybird Private Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529481,16366.80,0.00,16366.80,Ladybird Private Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529333,6449.62,0.00,6449.62,Ladybird Private Day Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,1600739018,699.12,116.52,582.60,Ladybrook Nursery,Place,Materials,
Salford City Council,17/07/2024,1600739079,1078.72,0.00,1078.72,Langworthy Cornerstone Assoc Ltd,People (Childrens),non -UV Building Repairs & Maintenance,
Salford City Council,17/07/2024,601529418,1285.99,0.00,1285.99,Little Blessings Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529163,2237.25,0.00,2237.25,Little Blessings Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529213,3385.31,0.00,3385.31,Little Explorers,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529486,3939.00,0.00,3939.00,Little Explorers,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529212,6535.12,0.00,6535.12,Little Explorers Day Nursery Swinto,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529485,9108.94,0.00,9108.94,Little Explorers Day Nursery Swinto,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529337,3941.44,0.00,3941.44,Little Explorers Day Nursery Swinto,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529211,5181.00,0.00,5181.00,Little Explorers Eccles,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529484,10752.37,0.00,10752.37,Little Explorers Eccles,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529336,3941.44,0.00,3941.44,Little Explorers Eccles,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529214,2678.81,0.00,2678.81,Little Gems Private Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529487,10523.17,0.00,10523.17,Little Gems Private Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529339,7590.72,0.00,7590.72,Little Gems Private Day Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529215,4150.69,0.00,4150.69,Little Sprouts Day Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529488,7552.27,0.00,7552.27,Little Sprouts Day Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529340,5374.69,0.00,5374.69,Little Sprouts Day Nursery Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529216,765.37,0.00,765.37,Magical Moments Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529490,4865.25,0.00,4865.25,Magical Moments Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529342,2149.87,0.00,2149.87,Magical Moments Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529492,1177.31,0.00,1177.31,Manchester Jnr Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529218,1913.44,0.00,1913.44,Manchester Jnr Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529493,18939.37,0.00,18939.37,Manchester Jnr Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529343,716.62,0.00,716.62,Manchester Jnr Girls School,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529222,1972.31,0.00,1972.31,Merlin Childcare,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529344,1846.69,0.00,1846.69,Merlin Childcare,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529396,18837.00,0.00,18837.00,Mesne Lea Prestolee Mat,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529496,9052.09,0.00,9052.09,Mice To Meet You Playgroup Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529223,12581.59,0.00,12581.59,Mice To Meet You Playgroup Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529227,2090.06,0.00,2090.06,Mojo-Out Of School Club,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529501,2329.31,0.00,2329.31,Mojo-Out Of School Club,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529226,4208.40,0.00,4208.40,Mojo-Out Of School Club,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529500,4677.56,0.00,4677.56,Mojo-Out Of School Club,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529347,1433.25,0.00,1433.25,Mojo-Out Of School Club,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529502,20195.50,0.00,20195.50,Monton Village School Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529349,13138.12,0.00,13138.12,Monton Village School Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529397,2730.00,0.00,2730.00,Moss Valley Primary School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739108,6000.00,1000.00,5000.00,Nec Software Solutions Uk Ltd,Resources & Transformation,Licencing,
Salford City Council,17/07/2024,601529229,5769.75,0.00,5769.75,Nurturing Hands Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529504,10593.37,0.00,10593.37,Nurturing Hands Childcare Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529350,1791.56,0.00,1791.56,Nurturing Hands Childcare Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529200,1530.75,0.00,1530.75,Nutkins Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529472,10825.47,0.00,10825.47,Nutkins Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529325,4457.81,0.00,4457.81,Nutkins Nursery Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529232,706.50,0.00,706.50,Our Precious Tots Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529569,765.37,0.00,765.37,Our Precious Tots Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529507,3405.67,0.00,3405.67,Our Precious Tots Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529353,2508.19,0.00,2508.19,Our Precious Tots Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529508,5921.44,0.00,5921.44,Oyy Lubavitch Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529355,1433.25,0.00,1433.25,Pauline Does Safehands Childminding,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529233,1148.06,0.00,1148.06,Penina Bamberger,People (Childrens),Payments to Private Providers,
