,,,,April 2023 £500 spend data,,,,
Payment Date,Transaction Number,Non Recoverable VAT,Amount,Supplier,Supplier Number,Expense Type,Directorate,Service Area
28/04/2023,856690,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856691,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856692,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856693,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856694,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856695,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856696,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856697,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856698,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856699,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856700,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856701,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856702,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856703,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856704,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856705,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856706,0,1163.52,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856707,0,1163.52,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856708,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856709,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856710,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856711,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856712,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856713,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856714,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856715,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856716,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856717,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856718,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856719,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856720,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856721,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856722,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856723,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856724,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856725,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856726,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856727,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856728,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856729,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856730,0,1192.87,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856731,0,1248.1,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856732,0,1248.1,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856733,0,1248.1,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856734,0,1248.1,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856735,0,1248.1,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856736,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856737,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856738,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856739,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856740,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856741,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856742,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856743,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856744,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856745,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856746,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856747,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856748,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856749,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856750,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856751,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856752,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856753,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856755,0,1551.36,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856756,0,1551.36,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856757,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856758,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856759,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856760,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856761,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856762,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856763,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856764,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856765,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856766,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856767,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856768,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856769,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856770,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856771,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856772,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856773,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856774,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856775,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856776,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856777,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856778,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856779,0,1590.49,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856780,0,1664.14,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856781,0,1664.14,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856782,0,1664.14,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856783,0,1664.14,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856784,0,1664.14,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856787,0,1868.45,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856812,0,2491.27,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856880,0,2808.23,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856881,0,2912.24,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856882,0,2912.24,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856883,0,2912.24,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856884,0,2912.24,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856903,0,1087.3,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,856904,0,1449.74,NORTHBOURNE COURT CARE HOME,8400042000,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,856907,0,3502,NORTHCOURT LODGE,8400029500,NurPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,856934,0,3266.96,OAK LODGE,8400038700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,856990,0,1377.5,ORCHARD PRIMARY SCHOOL,4000001400,Orchard Primary  Sch Bank Acc,Finance & Corporate,Central Finance
28/04/2023,856995,0,7071.9,ORCHARD PRIMARY SCHOOL,4500001000,VAT Reimbursement,Finance & Corporate,Central Finance
28/04/2023,857002,0,1631.25,OUR LADY OF THE ROSARY RC  PRIMARY,4000000200,OurLadySch 33705186,Finance & Corporate,Central Finance
28/04/2023,857006,0,9667.78,OUR LADY OF THE ROSARY RC PRIMARY SCHOOL,4500000900,VAT Reimbursement,Finance & Corporate,Central Finance
28/04/2023,857098,0,943,P C S LIMITED,8000004300,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
28/04/2023,857101,0,1180,P C S LIMITED,8000004300,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
28/04/2023,857104,0,1281,P C S LIMITED,8000004300,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
28/04/2023,857105,0,1281,P C S LIMITED,8000004300,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
28/04/2023,857126,0,4246.6,PARK VIEW NURSING HOME,8400016100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857129,0,4800,PARK VIEW NURSING HOME,8400016100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857132,0,3412.2,PARKHILL SUPPORT - CHILTERN SUPPORT,8400008901,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857135,0,3495.4,PARKHILL SUPPORT - CHILTERN SUPPORT,8400008901,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857138,0,1192.87,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857139,0,1192.87,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857140,0,1192.87,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857141,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857142,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857143,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857146,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857147,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857151,0,1033.19,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857152,0,1093.46,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857153,0,1239.82,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857155,0,1653.1,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857163,0,-1976.16,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857165,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857166,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857167,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857168,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857169,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857170,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857171,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857172,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857173,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857174,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857175,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857176,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857177,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857178,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857179,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857180,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857181,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857182,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857183,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857205,0,1248.1,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857206,0,1248.1,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857207,0,1248.1,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857231,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857232,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857233,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857234,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857235,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857236,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857237,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857238,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857239,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857240,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857241,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857242,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857243,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857244,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857245,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857246,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857247,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857248,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857249,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857250,0,1664.14,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857251,0,1664.14,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857252,0,1664.14,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857253,0,2135.19,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857274,0,2846.93,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857283,0,894.65,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857286,0,1590.49,PARKVIEW RESIDENTIAL CARE HOME,8400001900,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857290,0,5063.5,PARKWAY PRIMARY,4000010800,ParkwayPrimSchl 12400297,Finance & Corporate,Central Finance
28/04/2023,857358,0,2115.99,PCAS KENT LTD,8400480400,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857359,0,2821.33,PCAS KENT LTD,8400480400,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857360,0,3052.87,PCAS KENT LTD,8400480400,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857361,0,4049.04,PCAS KENT LTD,8400480400,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857362,0,4070.49,PCAS KENT LTD,8400480400,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857365,0,5398.72,PCAS KENT LTD,8400480400,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857376,0,4600,PEACE MANOR LTD,8400014500,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857378,0,4600,PEACE MANOR LTD,8400028000,ASC Interim Beds,Adults & Health,Bexley Care
28/04/2023,857381,0,3537.04,PEACE MANOR LTD,8400014500,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857384,0,4600,PEACE MANOR LTD,8400014500,CommServs-ProvPayOP,Adults & Health,Bexley Care
28/04/2023,857395,0,1485.71,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857396,0,2300,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857401,0,2600,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857402,0,2600,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857403,0,2600,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857412,0,3502,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857415,0,3537.04,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
28/04/2023,857416,0,3537.04,PEACE MANOR LTD,8400014500,CommServs-ProvPayWA,Adults & Health,Bexley Care
