BODY,LOCAL AUTHORITY DEPARTMENT,DESCRIPTION 1,DESCRIPTION 2,DATE,AMOUNT,BENEFICIARY
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£113.57-,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£227.14,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£681.43,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£113.57-,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£227.14,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£681.43,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£17.14-,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£227.14,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£340.71,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£454.29,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£567.86,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£795.00,CG PARTNERSHIP LTD
BCP Council,Corporate Parenting & Permanence,CLA - Other CLA - Care Leavers Mosaic,Premises Rent,27/04/2023,"£1,960.00",BEAUFORT SUPPORT SERVICES LIMITED
BCP Council,Corporate Parenting & Permanence,CLA - Other CLA - Care Leavers Mosaic,Premises Rent,27/04/2023,"£1,960.00",BEAUFORT SUPPORT SERVICES LIMITED
BCP Council,Corporate Parenting & Permanence,CLA - Other CLA - Care Leavers Mosaic,Premises Rent,27/04/2023,"£1,960.00",BEAUFORT SUPPORT SERVICES LIMITED
BCP Council,Corporate Parenting & Permanence,CLA - Other CLA - Care Leavers Mosaic,Premises Rent,27/04/2023,"£1,960.00",BEAUFORT SUPPORT SERVICES LIMITED
BCP Council,Corporate Parenting & Permanence,CLA - Other CLA - Care Leavers Mosaic,Premises Rent,27/04/2023,"£16,200.00",MELBURAY LTD
BCP Council,Corporate Parenting & Permanence,CLA - Other CLA - Care Leavers Mosaic,Premises Rent,27/04/2023,"£16,200.00",MELBURAY LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£0.01-,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£242.86,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£850.00,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£850.00,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£850.00,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£850.00,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£0.01-,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,£726.94,ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,"£2,544.28",ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,"£2,544.28",ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,"£2,544.28",ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Asylum Seekers - Seperated Children Seeking Asylum - M,Premises Rent,27/04/2023,"£2,544.28",ADRIEL SUPPORTED LIVING CARE LTD
BCP Council,Arts and Property,Post Room/ Courier,Postages,27/04/2023,"£9,127.86",QUADIENT UK LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£172.52,FOSTER CARE ASSOCIATES LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£603.82,FOSTER CARE ASSOCIATES LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£603.82,FOSTER CARE ASSOCIATES LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£603.82,FOSTER CARE ASSOCIATES LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£603.82,FOSTER CARE ASSOCIATES LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£240.43,FIVE RIVERS CHILD CARE LTD
BCP Council,Corporate Parenting & Permanence,CLA - Fostering Service - IFA,Payments to Other Local Authorities,27/04/2023,£841.50,FIVE RIVERS CHILD CARE LTD
