BODY,LOCAL AUTHORITY DEPARTMENT,DESCRIPTION 1,DESCRIPTION 2,DATE,AMOUNT,BENEFICIARY
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£158.85,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,"£1,853.25",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,"£1,853.25",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,"£1,971.04",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability (65+),Home Care,13/04/2023,£328.58,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability (65+),Home Care,13/04/2023,"£1,111.92",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Asperger's Team - PD (18-64),Home Care,13/04/2023,£454.14,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£876.21,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£164.29,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£476.55,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£422.24,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£183.28,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£50.46,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£6.47,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£407.53,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£54.72,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£841.00,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,"£1,853.25",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£10.72-,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Home Care,13/04/2023,"£5,939.87",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£651.39,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,"£1,364.75",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability (65+),Home Care,13/04/2023,£33.64,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£134.56,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability (65+),Home Care,13/04/2023,"£2,318.16",ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£214.30,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Home Care,13/04/2023,£122.10,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Asperger's Team - PD (18-64),Home Care,13/04/2023,£393.19,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Asperger's Team - PD (18-64),Home Care,13/04/2023,£101.01,ALINA HOMECARE SPECIALIST CARE LIMITED
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),Home Care,13/04/2023,"£2,250.00",RIGHT AT HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),Home Care,13/04/2023,£512.60,RIGHT AT HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),Home Care,13/04/2023,£518.04,RIGHT AT HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£673.62,RIGHT AT HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£673.62,RIGHT AT HOME
BCP Council,Adult Social Care,Poole Bay - PD (18-64),Home Care,13/04/2023,£621.10,RIGHT AT HOME
BCP Council,Adult Social Care,Poole Bay - PD (18-64),Home Care,13/04/2023,£621.10,RIGHT AT HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,"£1,020.40",RIGHT AT HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£361.64,RIGHT AT HOME
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),Home Care,13/04/2023,"£2,250.00",RIGHT AT HOME
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),Home Care,13/04/2023,"£2,250.00",RIGHT AT HOME
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),Home Care,13/04/2023,"£2,178.22",RIGHT AT HOME
BCP Council,Adult Social Care,Poole Bay - M&C (65+),Home Care,13/04/2023,£407.00,DANA CARE (DANA PAYNE)
BCP Council,Adult Social Care,Poole Bay - M&C (65+),Home Care,13/04/2023,£407.00,DANA CARE (DANA PAYNE)
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£381.00,DANA CARE (DANA PAYNE)
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£381.00,DANA CARE (DANA PAYNE)
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£224.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£168.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£409.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£100.96,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£498.96,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£712.95,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£324.66,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£270.83,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£409.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£498.96,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£100.96,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£712.95,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£280.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£224.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£150.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability (65+),Home Care,13/04/2023,£429.08,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£129.99,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£324.66,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£270.83,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability (65+),Home Care,13/04/2023,£429.08,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£350.00,ETHOS CARE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£130.03,ETHOS CARE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,£93.83,PBS4
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Home Care,13/04/2023,"£3,314.99",PBS4
BCP Council,Adult Social Care,Asperger's Team - LD (18-64),Home Care,13/04/2023,£979.65,PBS4
BCP Council,Adult Social Care,Asperger's Team - LD (18-64),Home Care,13/04/2023,£358.70,PBS4
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£77.76,SAGE CARE LTD
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£77.76,SAGE CARE LTD
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),Home Care,13/04/2023,£134.16,SAGE CARE LTD
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),Home Care,13/04/2023,£491.92,SAGE CARE LTD
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£489.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£490.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£490.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£490.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£490.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£216.00,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£404.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£404.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Poole Bay - PD (18-64),Home Care,13/04/2023,£125.50,POOLE HOME CARE LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£492.94,M C CARE SOLUTIONS LTD
BCP Council,Commissioning,NHS CCG D2A - M&C (65+),Home Care,13/04/2023,"£2,852.92",M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£234.78,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£234.78,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£135.24,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£233.62,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Bournemouth CMHT East - (18-64),Home Care,13/04/2023,"£1,156.40",M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£313.04,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£313.04,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£258.16,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£115.64,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - M&C (65+),Home Care,13/04/2023,£224.11,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),Home Care,13/04/2023,"£1,049.02",M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),Home Care,13/04/2023,£443.45,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£469.56,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - M&C (65+),Home Care,13/04/2023,£336.42,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - M&C (65+),Home Care,13/04/2023,£336.42,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£250.80,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£250.80,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Bournemouth  East - PD (18-64),Home Care,13/04/2023,£561.68,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Bournemouth  OP CMHT - MH (65+),Home Care,13/04/2023,£982.94,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Bournemouth  OP CMHT - MH (65+),Home Care,13/04/2023,£443.45,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£156.52,M C CARE SOLUTIONS LTD
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£194.04,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£224.50,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£345.40,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (18-64),Home Care,13/04/2023,£72.50,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£97.00,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£170.50,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£548.24,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£548.24,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),Home Care,13/04/2023,£234.78,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),Home Care,13/04/2023,£234.78,QUALITY CARE DORSET LIMITED
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),Home Care,13/04/2023,£304.10,LV CARE LIMITED T/A CAREMARK BOURNEMOUTH
BCP Council,Adult Social Care,Bournemouth North - PD (18-64),Home Care,13/04/2023,£354.85,LV CARE LIMITED T/A CAREMARK BOURNEMOUTH
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),Home Care,13/04/2023,£516.85,LV CARE LIMITED T/A CAREMARK BOURNEMOUTH
BCP Council,Adult Social Care,Bournemouth  East - PD (18-64),Home Care,13/04/2023,£264.70,LV CARE LIMITED T/A CAREMARK BOURNEMOUTH
BCP Council,Adult Social Care,Bournemouth  East - PD (18-64),Home Care,13/04/2023,£334.85,LV CARE LIMITED T/A CAREMARK BOURNEMOUTH
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),Home Care,13/04/2023,£316.00,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£118.50,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£395.00,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£158.00,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),Home Care,13/04/2023,£316.00,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch  - PD (65+),Home Care,13/04/2023,£118.50,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch - SS (18-64),Home Care,13/04/2023,£248.00,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch  - M&C (65+),Home Care,13/04/2023,£316.00,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Christchurch LTC - MH - (65+),Home Care,13/04/2023,£276.50,SILVER HELLAS LT T/A SYLVIANCARE BOURNEMOUTH AND POOLE
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£692.00,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Asperger's Team - PD (65+),Home Care,13/04/2023,£7.92,YOU-CAS LTD
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£456.00,KLASS CARE
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£440.00,KLASS CARE
BCP Council,Adult Social Care,Poole CMHT (18-64) - Eld 65+,Home Care,13/04/2023,£375.00,KLASS CARE
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£529.00,KLASS CARE
BCP Council,Adult Social Care,Poole Town - PD (65+),Home Care,13/04/2023,£553.00,KLASS CARE
BCP Council,Adult Social Care,Poole Bay - PD (65+),Home Care,13/04/2023,£252.00,KLASS CARE
BCP Council,Adult Social Care,Poole Town - PD (18-64),Home Care,13/04/2023,£110.00,JS CARE 4 ALL LTD
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),Home Care,13/04/2023,£403.00,JS CARE 4 ALL LTD
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),Home Care,13/04/2023,£403.00,JS CARE 4 ALL LTD
BCP Council,Adult Social Care,Bournemouth  Central - PD (18-64),Home Care,13/04/2023,£378.00,JS CARE 4 ALL LTD
BCP Council,Adult Social Care,Christchurch - SS (18-64),Home Care,13/04/2023,£385.72,ICARE HEALTHCARE LTD. TA GOOD OAKS HOME CARE (NEW FOREST)
BCP Council,Adult Social Care,Christchurch - SS (18-64),Home Care,13/04/2023,£385.72,ICARE HEALTHCARE LTD. TA GOOD OAKS HOME CARE (NEW FOREST)
BCP Council,Adult Social Care,Asperger's Team - LD (18-64),Home Care,13/04/2023,£102.00,REDJACKET SPECIALIST CARE LTD
BCP Council,Adult Social Care,Asperger's Team - LD (18-64),Home Care,13/04/2023,£102.00,REDJACKET SPECIALIST CARE LTD
BCP Council,Adult Social Care,Asperger's Team - LD (18-64),Home Care,13/04/2023,£102.00,REDJACKET SPECIALIST CARE LTD
BCP Council,Adult Social Care,Asperger's Team - LD (18-64),Home Care,13/04/2023,£102.00,REDJACKET SPECIALIST CARE LTD
BCP Council,Commercial Operations,Beach Safety,Health & Safety - Compliance,13/04/2023,"£235,285.00",ROYAL NATIONAL LIFEBOATS INSTITUTION (RNLI)
BCP Council,Corporate Parenting & Permanence,Legal Costs (C&F) ZF4118,External Legal Advice & Representation,13/04/2023,"£1,500.00",Redacted Personal Data
BCP Council,Corporate Parenting & Permanence,Legal Costs (C&F) ZF4118,External Legal Advice & Representation,13/04/2023,"£1,352.80",Redacted Personal Data
BCP Council,Environment,Sign Shop,Equipment Purchases,13/04/2023,£139.42,WILLIAM SMITH & SONS (BARNARD CASTLE) LTD
BCP Council,Environment,Sign Shop,Equipment Purchases,13/04/2023,£243.45,WILLIAM SMITH & SONS (BARNARD CASTLE) LTD
BCP Council,Commercial Operations,Car Parking General,Equipment Purchases,13/04/2023,"£7,956.78",PAY BY PHONE LIMITED
BCP Council,Housing and Communities,Poole Lodges,Employee Compensation Payments,13/04/2023,£600.00,Redacted Personal Data
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Direct Payments,13/04/2023,"£3,120.64",Redacted Personal Data
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£27.04,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£27.04,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£27.04,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£27.04,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£27.04,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£0.02-,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£196.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£196.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£196.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£196.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£196.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£29.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£29.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£29.00,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.95,TALBOT WOODS LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.00,ACORN LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.00,ACORN LODGE
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£40.00,STRICTLY VITALITY
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£40.00,STRICTLY VITALITY
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£9.26-,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
