DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY,,,
Housing & Regeneration Directorate,22/09/2023," 1,200.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,161.16 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023, 850.00 ,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,000.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,375.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023, 900.00 ,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,053.78 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Resources Directorate,22/09/2023, 636.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 1,296.04 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 1,152.14 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 1,219.72 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 3,034.30 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023, 932.95 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 90,064.71 ",PA HOUSING,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 1,660.46 ",LOOK AHEAD CARE AND SUPPORT LT,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 1,081.64 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 6,647.04 ",NACRO SUPPORTED HOUSING,Invoice,Rent Allowances,,,
Resources Directorate,22/09/2023," 1,440.00 ",COMMUNITY HOUSING AND THERAPY,Invoice,Rent Allowances,,,
Resources Directorate,25/09/2023," 1,050.00 ",REDACTED PERSONAL DATA,Invoice,HB Overpayments,,,
Resources Directorate,26/09/2023," 50,388.94 ",RICHMOND HOUSING PARTNERSHIP,Invoice,Rent Allowances,,,
Environment & Community Services Directorate,11/09/2023," 1,000.00 ",REDACTED PERSONAL DATA,Invoice,Consultants Fees,,,
Adult Social Services Directorate,28/09/2023," 1,228.93 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,083.98 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 984.65 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023, 761.58 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 4,832.77 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,344.82 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 4,319.81 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,028.27 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 3,722.44 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 3,977.92 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 4,341.06 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 2,385.18 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 560.48 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 11,148.09 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,062.28 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 798.65 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,274.98 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023, 986.46 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 2,430.27 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 560.48 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 3,985.45 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 2,262.33 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023, 521.73 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 3,733.20 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 2,416.14 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,553.80 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 9,303.36 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 3,928.32 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,611.95 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,883.53 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,806.57 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,732.43 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,577.39 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 4,902.34 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,249.83 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,596.32 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,843.75 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 2,119.21 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,478.92 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 938.68 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 931.24 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,849.37 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,273.72 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,301.91 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 566.50 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,576.10 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 713.17 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,858.54 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,427.24 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 515.22 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 792.32 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 4,144.96 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 3,411.02 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 7,422.25 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 655.43 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,935.20 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 533.64 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 6,993.47 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,018.57 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,538.57 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,282.38 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 774.26 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 828.05 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,597.65 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 846.04 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 789.17 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 603.57 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,987.28 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 789.17 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,903.28 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,071.58 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 505.52 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 9,376.39 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 3,488.43 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 995.54 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 4,428.57 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 924.02 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 717.61 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 966.23 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,454.85 ",REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 4,795.04 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,018.57 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 918.93 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 550.38 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023," 1,497.25 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 877.74 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,705.00 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 616.90 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,976.00 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 3,806.72 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 4,754.25 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 627.53 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,221.31 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 901.48 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,564.08 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 709.94 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,451.02 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,277.84 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 700.60 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,025.39 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,232.00 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,237.36 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 536.61 ,REDACTED PERSONAL DATA,Invoice,Direct Payments to  Clients,,,
Adult Social Services Directorate,28/09/2023, 874.38 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 565.84 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,631.31 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 8,325.71 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 560.83 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 7,229.20 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,807.30 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 3,123.43 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,892.61 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,251.25 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,420.75 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 5,177.89 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 894.53 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,672.23 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 539.23 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 679.43 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 2,739.25 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023, 839.83 ,REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,28/09/2023," 1,359.54 ",REDACTED PERSONAL DATA,Invoice,Subsistence - Asylum,,,
Adult Social Services Directorate,28/09/2023," 3,818.57 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Housing & Regeneration Directorate,28/09/2023, 500.00 ,REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Housing & Regeneration Directorate,28/09/2023, 837.15 ,REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Housing & Regeneration Directorate,28/09/2023," 2,643.00 ",REDACTED PERSONAL DATA,Invoice,Homeless Red Act Initiatives,,,
Capital Expenditure,29/09/2023, 606.00 ,WEIGHTMANS LLP CLIENTS ACCOUNT,Invoice,CAPEXP Professional Fees,,,
Housing & Regeneration Directorate,29/09/2023," 1,595.62 ",REDACTED PERSONAL DATA,Invoice,Private Rented Sector Offer,,,
Housing & Regeneration Directorate,29/09/2023," 2,572.91 ",REDACTED PERSONAL DATA,Invoice,Private Rented Sector Offer,,,
Resources Directorate,29/09/2023, 519.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 586.22 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 529.66 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 595.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 626.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 703.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 515.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 565.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 593.08 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 505.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 558.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 521.88 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 636.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 567.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 643.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 759.46 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 692.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 507.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 646.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 969.24 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 620.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023," 1,061.52 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 609.86 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 581.54 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 903.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 543.76 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 646.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 736.44 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 563.80 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 565.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 507.70 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 535.38 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 553.84 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 660.92 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023," 1,015.38 ",REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 632.16 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 518.34 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 692.30 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 540.82 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
Resources Directorate,29/09/2023, 590.98 ,REDACTED PERSONAL DATA,Invoice,Rent Allowances,,,
