DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY,,,
Adult Social Services Directorate,21/09/2023," 91,542.35 ",Richmond Aid,Invoice,Community support,,,
Adult Social Services Directorate,21/09/2023," 4,978.76 ",Geneva Road Ltd T/A EnhanceAbl,Invoice,External Daycare,,,
Environment & Community Services Directorate,21/09/2023," 1,159.15 ",St Mary's Church Hampton,Invoice,General Grounds Maintenance,,,
Resources Directorate,21/09/2023," 19,496.93 ",NEC Software Solutions UK Ltd,Invoice,Agency Staff,,,
Capital Expenditure,21/09/2023," 2,131.27 ",Hampton Hill Business Assoc Lt,Invoice,CAPEXP Other Building Reltd Wk,,,
Capital Expenditure,21/09/2023," 2,932.80 ",REDACTED PERSONAL DATA,Invoice,CAPEXP Professional Fees,,,
Adult Social Services Directorate,21/09/2023," 9,363.74 ",Consensus,Invoice,External Residential Care,,,
Environment & Community Services Directorate,18/09/2023, 516.00 ,Richard Lamb T/A The Fitness F,Invoice,Sport Coaching,,,
Housing & Regeneration Directorate,21/09/2023, 706.50 ,Antalis Ltd,Invoice,Photocopying,,,
Environment & Community Services Directorate,21/09/2023," 4,492.80 ",Parkguard Ltd,Invoice,Materials,,,
Environment & Community Services Directorate,21/09/2023, 581.26 ,Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs,,,
Adult Social Services Directorate,21/09/2023," 3,358.40 ",Support For Living Ltd,Invoice,Supported Living,,,
Resources Directorate,21/09/2023," 8,534.71 ",CFH Docmail Ltd,Invoice,Postage,,,
Capital Expenditure,21/09/2023," 27,649.85 ",F M Conway Limited,Invoice,CAPEXP Construction Work,,,
Capital Expenditure,21/09/2023," 9,105.00 ",Effectable Construction Servic,Invoice,CAPEXP Housing Grants Analysis,,,
Adult Social Services Directorate,21/09/2023," 7,048.74 ",HOLISTIC COMMUNITY CARE LTD,Invoice,Re-ablement,,,
Adult Social Services Directorate,21/09/2023," 1,558.97 ",APETITO UK LTD,Invoice,ACS Meals Contract,,,
Adult Social Services Directorate,21/09/2023," 5,550.04 ",CARE UK COMMUNITY PARTNERSHIP,Invoice,External Nursing Care,,,
Capital Expenditure,21/09/2023," 10,794.00 ",RIDGE AND PARTNERS LLP,Invoice,CAPEXP Professional Fees,,,
Housing & Regeneration Directorate,21/09/2023," 1,468.80 ",TOP REMOVALS,Invoice,Removals And Reorganisations,,,
Chief Executives Directorate,21/09/2023," 9,117.60 ",ESRI (UK) LTD,Invoice,Software Maintenance,,,
Housing & Regeneration Directorate,21/09/2023," 1,740.96 ",AA Guesthouses Limited,Invoice,B&B Payments,,,
Environment & Community Services Directorate,21/09/2023," 1,433.00 ",The British Judo Association,Invoice,Sport Coaching,,,
Housing & Regeneration Directorate,20/09/2023," 6,600.00 ",KNIGHT FRANK LLP,Invoice,Consultants Fees,,,
Housing & Regeneration Directorate,21/09/2023, 504.00 ,Elliott Baxter & Company Limit,Invoice,Photocopying,,,
Housing & Regeneration Directorate,22/09/2023," 5,427.58 ",Royal Mail Group Ltd,Invoice,Postage,,,
Housing & Regeneration Directorate,22/09/2023, 975.00 ,Richmond Development Company L,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 16,707.86 ",Richmond Housing Partnership,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 2,750.00 ",AMS Properties Limited,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023, 950.00 ,Barnes Methodist Church,Invoice,PSL Payments To Landlords,,,
Capital Expenditure,22/09/2023, 684.00 ,DHP (UK) LLP,Invoice,CAPEXP Professional Fees,,,
Housing & Regeneration Directorate,22/09/2023," 2,444.61 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,350.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,324.26 ",Rosetree Properties Limited,Invoice,PSL Payments To Landlords,,,
Environment & Community Services Directorate,22/09/2023," 4,476.18 ",F M Conway Limited,Invoice,Highways Maintenance Con,,,
Adult Social Services Directorate,22/09/2023," 72,381.29 ",CARE UK COMMUNITY PARTNERSHIP,Invoice,External Nursing Care,,,
Environment & Community Services Directorate,22/09/2023," 5,458.81 ",Tarmac Trading Ltd,Invoice,Materials,,,
Adult Social Services Directorate,22/09/2023," 254,064.14 ",NRS HEALTHCARE,Invoice,Cont for Joint Comm Equip,,,
Environment & Community Services Directorate,22/09/2023," 27,303.70 ",COMPASS MINERALS UK LTD,Invoice,Materials,,,
Housing & Regeneration Directorate,22/09/2023," 1,065.00 ",TOP REMOVALS,Invoice,Removals And Reorganisations,,,
Capital Expenditure,22/09/2023," 18,543.60 ",BEVAN BRITTAN LLP CLIENT ACCOU,Invoice,CAPEXP Professional Fees,,,
Housing & Regeneration Directorate,22/09/2023," 1,053.00 ",ALTWOOD PROPERTIES LTD,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,050.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,325.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,914.73 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,280.45 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,291.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,320.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,025.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,250.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,053.78 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,450.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,215.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,776.67 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,568.00 ",Ruben Property Services Limite,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,655.16 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 5,126.16 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,160.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,015.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,175.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 2,562.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,104.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Chief Executives Directorate,21/09/2023," 1,100.00 ",AJB Care & Safeguarding Consul,Invoice,Consultants Fees,,,
Housing & Regeneration Directorate,22/09/2023," 1,396.15 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,690.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,950.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Adult Social Services Directorate,22/09/2023," 7,368.23 ",United Response Services LTD,Invoice,External Residential Care,,,
Housing & Regeneration Directorate,22/09/2023," 1,425.02 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,530.67 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,964.99 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,721.90 ",MANA PROPERTY SOLUTIONS LTD,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,690.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 2,635.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,960.00 ",S&M (Wholesale Supplies) Limit,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,969.63 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,655.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,133.34 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,457.73 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,275.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,690.39 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,457.73 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,960.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,133.33 ",P&N Properties LTD,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,035.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,158.22 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,100.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,640.39 ",A&S Proprty Letting and Manage,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,325.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,960.00 ",Tempus Housing Limited,Invoice,PSL Payments To Landlords,,,
Adult Social Services Directorate,22/09/2023, 988.80 ,P&P Patel T/A Driver Hire King,Invoice,Agency Staff,,,
Housing & Regeneration Directorate,22/09/2023," 1,360.93 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,176.00 ",Elliott Baxter & Company Limit,Invoice,Photocopying,,,
Chief Executives Directorate,22/09/2023, 771.36 ,Images for Industry Limited,Invoice,Hardware purchases,,,
Housing & Regeneration Directorate,22/09/2023," 1,275.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,200.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,499.98 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,170.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 3,190.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 2,200.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,396.16 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,450.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,150.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,100.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,350.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,457.73 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,100.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,400.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,324.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,161.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023, 975.00 ,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,250.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 2,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,863.33 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 3,645.93 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,150.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,055.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,161.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,250.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 2,425.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,100.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023, 950.00 ,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,180.83 ",Diocese of Westminster,Invoice,PSL Payments To Landlords,,,
Chief Executives Directorate,22/09/2023," 55,163.38 ",Richmond BID Ltd,Invoice,Richmond BID,,,
Housing & Regeneration Directorate,22/09/2023," 6,620.52 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,22/09/2023," 1,161.16 ",ss investment capital ltd,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,25/09/2023," 104,618.10 ",Salaft Property Investments Lt,Invoice,Rents,,,
Adult Social Services Directorate,25/09/2023," 1,293.60 ",Westco Trading Ltd,Invoice,Advertising / Publicity,,,
Housing & Regeneration Directorate,22/09/2023, 714.00 ,Clive Chapman Architects,Invoice,Consultants Fees,,,
Housing & Regeneration Directorate,25/09/2023," 10,339.97 ",WEC Electrical Contractors Ltd,Invoice,Reactive maintenance - bldgs,,,
Environment & Community Services Directorate,25/09/2023," 7,717.37 ",F M Conway Limited,Invoice,Highways Maintenance Con,,,
Housing & Regeneration Directorate,25/09/2023," 1,343.59 ",T Mohan ,Invoice,Reactive maintenance - bldgs,,,
Environment & Community Services Directorate,25/09/2023," 5,078.40 ",Continental Landscapes Ltd,Invoice,General Grounds Maintenance,,,
Housing & Regeneration Directorate,25/09/2023, 750.00 ,LASER SECURITY,Invoice,Reactive maintenance - bldgs,,,
Housing & Regeneration Directorate,25/09/2023," 11,006.92 ",Atalian Servest Ltd,Invoice,Cleaning Contracts ,,,
Housing & Regeneration Directorate,25/09/2023," 5,376.36 ",DEBA UK LTD,Invoice,Planned Maintenance - Bldgs,,,
Chief Executives Directorate,25/09/2023," 5,956.80 ",ST MARY'S UNIVERSITY COLLEGE,Invoice,Other minor services,,,
Capital Expenditure,25/09/2023," 3,420.00 ",SUMO SERVICES LTD,Invoice,CAPEXP Construction Work,,,
Housing & Regeneration Directorate,25/09/2023," 1,720.50 ",MILLWOOD SERVICING LTD,Invoice,Planned Remedials - Bldgs,,,
Chief Executives Directorate,25/09/2023," 10,832.40 ",CPG EXECUTIVE CONSULTING LTD,Invoice,Other minor services,,,
Environment & Community Services Directorate,25/09/2023," 3,113.04 ",CBS BUTLER,Invoice,Agency Staff,,,
Housing & Regeneration Directorate,25/09/2023," 1,653.60 ",A.D.M.I Doors Ltd,Invoice,Reactive maintenance - bldgs,,,
Housing & Regeneration Directorate,25/09/2023, 792.00 ,PH Water Technologies LTD,Invoice,Planned Maintenance - Bldgs,,,
Environment & Community Services Directorate,25/09/2023," 10,733.36 ",Operational Services,Invoice,St Lighting Cont - Sch 3 & 4,,,
Environment & Community Services Directorate,25/09/2023, 824.40 ,Corporation Transport,Invoice,Transport Hire & Leasing Costs,,,
Environment & Community Services Directorate,25/09/2023, 766.66 ,Sue Hill Recruitment & Service,Invoice,Agency Staff,,,
Environment & Community Services Directorate,25/09/2023," 1,172.50 ",RWS Services Ltd,Invoice,"Vehicle Repairs, Maintenance",,,
Environment & Community Services Directorate,25/09/2023, 908.00 ,Portal Plan Quest Ltd,Invoice,Planning Application Fees,,,
Housing & Regeneration Directorate,25/09/2023," 1,225.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Environment & Community Services Directorate,26/09/2023, 528.65 ,William Smith Group 1832 Ltd,Invoice,Materials,,,
Adult Social Services Directorate,26/09/2023, 794.62 ,Crossroads Care,Invoice,External Homecare,,,
Capital Expenditure,26/09/2023," 6,232.00 ",Ascendit Lifts Ltd,Invoice,CAPEXP Housing Grants Analysis,,,
Environment & Community Services Directorate,26/09/2023," 2,133.00 ",Acrylic Design Watford Ltd,Invoice,Stationery,,,
Adult Social Services Directorate,26/09/2023," 3,600.00 ",Westco Trading Ltd,Invoice,Advertising / Publicity,,,
Adult Social Services Directorate,26/09/2023," 1,272.98 ",WP Care Ltd T/A Blue Ribbon (S,Invoice,External Homecare,,,
Adult Social Services Directorate,26/09/2023," 1,243.06 ",Absolute Care Services (Richmo,Invoice,External Homecare,,,
Environment & Community Services Directorate,26/09/2023, 631.80 ,Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs,,,
Adult Social Services Directorate,26/09/2023," 2,852.64 ",Devine Care Ltd,Invoice,External Homecare,,,
Resources Directorate,26/09/2023," 3,456.06 ",Print Image Network Ltd,Invoice,Printing ,,,
Environment & Community Services Directorate,26/09/2023," 78,195.23 ",F M Conway Limited,Invoice,Highways Maintenance Con,,,
Housing & Regeneration Directorate,26/09/2023," 3,437.50 ",Stephen Proudian T/A Proud Cle,Invoice,Property Maintenance ,,,
Environment & Community Services Directorate,26/09/2023," 53,760.72 ",Continental Landscapes Ltd,Invoice,Grounds Cleansing Contract,,,
Capital Expenditure,26/09/2023, 660.00 ,ASTON CORD LIMITED,Invoice,CAPEXP Housing Grants Analysis,,,
Adult Social Services Directorate,26/09/2023," 16,395.58 ",Central London Comm Healthcare,Invoice,ISH Services,,,
Environment & Community Services Directorate,26/09/2023," 1,182.71 ",GREATBATCH LTD,Invoice,CPZ Zone Extensions,,,
Capital Expenditure,26/09/2023," 5,111.60 ",Cyclehoop Ltd,Invoice,CAPEXP Equipment Purchase,,,
Adult Social Services Directorate,26/09/2023," 116,410.35 ",ALPENBEST CARE LIMITED,Invoice,External Homecare,,,
Adult Social Services Directorate,26/09/2023," 24,491.01 ",Caremark Richmond or Hounslow,Invoice,External Homecare,,,
Adult Social Services Directorate,26/09/2023," 5,318.09 ",Aspire Care Services Ltd,Invoice,External Homecare,,,
Adult Social Services Directorate,26/09/2023," 10,232.10 ",Haven Care Ltd,Invoice,Re-ablement,,,
Chief Executives Directorate,26/09/2023, 816.00 ,Cappagh Public Works Ltd,Invoice,Project Work,,,
Housing & Regeneration Directorate,26/09/2023," 21,494.40 ",Exclusive Fine Homes Ltd,Invoice,B&B Payments,,,
Environment & Community Services Directorate,26/09/2023, 911.65 ,THE UNIVERSAL TYRE CO (DEPTFOR,Invoice,"Vehicle Repairs, Maintenance",,,
Environment & Community Services Directorate,26/09/2023," 3,200.00 ",Greenway MD Limited,Invoice,Materials,,,
Adult Social Services Directorate,26/09/2023, 538.72 ,Together at Home t/a Visiting ,Invoice,External Homecare,,,
Adult Social Services Directorate,26/09/2023," 1,977.60 ",P&P Patel T/A Driver Hire King,Invoice,Agency Staff,,,
Adult Social Services Directorate,26/09/2023, 749.76 ,N H Maintenance Ltd,Invoice,Equipment,,,
Adult Social Services Directorate,26/09/2023," 17,892.00 ",Eleada Care Services,Invoice,External Homecare,,,
Adult Social Services Directorate,26/09/2023," 5,852.25 ",Vital Care and Support Ltd,Invoice,External Homecare,,,
Chief Executives Directorate,26/09/2023," 1,740.00 ",Champions (UK) plc,Invoice,Project Work,,,
Housing & Regeneration Directorate,26/09/2023," 4,650.00 ",Nysdill Hotel Management LTD,Invoice,B&B Payments,,,
Housing & Regeneration Directorate,27/09/2023," 3,730.00 ",Stewart & Young Ltd,Invoice,Social Fund Payments,,,
Environment & Community Services Directorate,27/09/2023," 3,631.20 ",Saba Park Services Uk Ltd,Invoice,Materials,,,
Environment & Community Services Directorate,27/09/2023," 22,785.25 ",Kingston Hospital NHS FT,Invoice,Post Mortem Agency,,,
Adult Social Services Directorate,27/09/2023, 620.00 ,Richmond Music Trust,Invoice,Other Minor Contract Payments,,,
Environment & Community Services Directorate,27/09/2023," 3,600.00 ",Haymarket Media Group Ltd,Invoice,Recruitment Costs,,,
Chief Executives Directorate,27/09/2023," 3,500.00 ",Hampton Wick Association,Invoice,Community support,,,
Chief Executives Directorate,27/09/2023," 9,750.00 ",Whitton Business Association,Invoice,Other Minor Contract Payments,,,
Adult Social Services Directorate,27/09/2023," 4,790.85 ",Richmond Housing Partnership,Invoice,Supported Living,,,
Chief Executives Directorate,27/09/2023," 8,750.00 ",ESBRA,Invoice,Community support,,,
Chief Executives Directorate,27/09/2023," 3,500.00 ",Kew Sparkle,Invoice,Community support,,,
Resources Directorate,27/09/2023, 679.12 ,CFH Docmail Ltd,Invoice,Printing ,,,
Environment & Community Services Directorate,27/09/2023," 3,236.21 ",F M Conway Limited,Invoice,CPZ Zone Extensions,,,
Capital Expenditure,27/09/2023," 4,656.75 ",ASTON CORD LIMITED,Invoice,CAPEXP Housing Grants Analysis,,,
Environment & Community Services Directorate,27/09/2023," 1,440.00 ",The Knotweed Company Ltd,Invoice,Conservation Contract,,,
Resources Directorate,27/09/2023," 26,772.88 ",City Of London (London Council,Invoice,Materials,,,
Children's Services Directorate,27/09/2023," 11,299.00 ",Hampton Junior School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023, 994.00 ,Hampton Wick Infants School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 5,950.00 ",The Russell School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 5,092.00 ",St Osmund's RC Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 4,989.00 ",Trafalgar Infant School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 31,306.00 ",Heathfield Junior School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 26,244.00 ",Darell Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 34,123.00 ",Carlisle and Hampton Hill Fede,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 7,832.00 ",St John The Baptist School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 9,057.00 ",Holy Trinity Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 8,822.00 ",St Richards & St Andrews C of ,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 22,677.00 ",Sheen Mount Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 16,957.00 ",St Marys & St Peters Primary S,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 32,537.00 ",St James'  RC Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 10,069.00 ",Orleans Primary school,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 8,117.00 ",Chase Bridge Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 3,788.00 ",Bishop Perrin Church of Englan,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 4,820.00 ",Hampton Infant School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 12,837.00 ",St. Mary's Church of England S,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 4,034.00 ",Trafalgar Junior School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 21,879.00 ",East Sheen Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 6,198.00 ",Buckingham Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 6,888.00 ",St Stephens Junior School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 50,427.00 ",Stanley Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 2,092.00 ",St Mary Magdalen's R. C. Schoo,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 18,040.00 ",Heathfield Infant School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 6,765.00 ",Sacred Heart R. C. School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 15,144.00 ",Collis School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 23,744.00 ",Christ's School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 12,256.86 ",Meadlands Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 5,352.00 ",Archdeacon Cambridge School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 30,649.00 ",The Vineyard Primary School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 17,021.00 ",The Queens School,Invoice,Transfers to Schools,,,
Children's Services Directorate,27/09/2023," 7,807.00 ",St Elizabeths R. C. School,Invoice,Transfers to Schools,,,
