date,supplier,directorate,purpose,amount
2023-11-17,(AEB) Calderdale Metropolitan Borough Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,78997.59
2023-11-17,(AEB) Craven College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,40155.3
2023-11-17,(AEB) Kirklees College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,557992.82
2023-11-17,(AEB) Kirklees Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,20905.86
2023-11-17,(AEB) Kirklees Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,93602.58
2023-11-17,(AEB) Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,1237320.99
2023-11-17,(AEB) Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,122637.05
2023-11-17,(AEB) Leeds College of Building,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,82262.7
2023-11-17,(AEB) Leeds College of Building,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,12272.14
2023-11-17,(AEB) Leeds City Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,161682.75
2023-11-17,(AEB) Northern College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,5005.1
2023-11-17,(AEB) Northern College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,55670.22
2023-11-17,(AEB) Shipley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,13483.52
2023-11-17,(AEB) Shipley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,129933.37
2023-11-17,(AEB) Wakefield College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,126027.28
2023-11-17,(AEB) Wakefield Metropolitan District Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,147449.23
2023-11-17,(AEB) Workers Educational Association,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,77209.57
2023-11-17,(AEB) Workers Educational Association,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,345693.28
2023-11-17,(AEB) York College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,6091.09
2023-11-17,(AEB) City of York Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,766.01
2023-11-17,(AEB) Netcom Training Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,3991.77
2023-11-16,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,968901
2023-11-16,(SUBS) Dales & Bowland CIC,Transport Ops & Passenger Experience,Concessions,1011
2023-11-16,(SUBS) TransPennine Trains Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,13019
2023-11-16,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,21013
2023-11-16,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,39268
2023-11-16,(SUBS) Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Concessions,1573
2023-11-16,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,327568
2023-11-16,(SUBS) London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Prepaid Ticket Costs,943
2023-11-16,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Prepaid Ticket Costs,6388
2023-11-16,(SUBS) Northern Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,67507
2023-11-16,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,18039
2023-11-16,(SUBS) Rossendale Transport Ltd,Transport Ops & Passenger Experience,Concessions,566
2023-11-16,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Concessions,24818
2023-11-16,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Prepaid Ticket Costs,16842
2023-11-16,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,10523
2023-11-16,(SUBS) Stevensons Travel Ltd,Transport Ops & Passenger Experience,Concessions,792
2023-11-16,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,21584
2023-11-16,(SUBS) Stringers Pontefract Motorways,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4740
2023-11-16,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,156074
2023-11-16,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,15017
2023-11-16,(SUBS) R & S Waterson,Transport Ops & Passenger Experience,Prepaid Ticket Costs,5320
2023-11-16,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1939899
2023-11-16,(SUBS) Stagecoach Services Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,16149
2023-11-16,(SUBS) Yorkshire Travel Group Ltd (Yorkshire Buses),Transport Ops & Passenger Experience,Prepaid Ticket Costs,4329
2024-03-28,Lloyds Corporate Card (Paid By DD),"Strategy, Comms & Inteligence",Marketing,11219.89
2024-03-26,Sophie Morris (Worldspan) Event Management,"Strategy, Comms & Inteligence",VAT,83096.27
2024-03-11,Professional Development Group Limited Training Provider,"Strategy, Comms & Inteligence",Indirect Emplye Csts,1380
2024-03-27,Softcat Plc,Chief Operating Officer,Communication,1844
2024-02-29,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,2029.89
2024-03-01,(TAXI) Data Yorkshire Ltd (Data Cars),Transport Ops & Passenger Experience,Tendered Services,448
2024-03-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14062.87
2024-03-27,Kirklees Council (Invoices),Transport Ops & Passenger Experience,Grants&Agency costs,6391.67
2024-02-05,Lloyds Corporate Card (Paid By DD),Not Applicable,Travel and Subs,833.34
2024-03-04,Molten Mouse Ltd,Transport Ops & Passenger Experience,Communication,3000
2024-03-04,Molten Mouse Ltd,Transport Ops & Passenger Experience,Communication,6000
2024-03-26,Pinsent Masons LLP,Chief Operating Officer,Consultants,2106
2024-03-27,Salford Internal Audit Service,Chief Operating Officer,Consultants,29000
2024-03-26,Sellick Partnership Limited,Finance & Commercial Services,Consultants,4500
2024-03-05,Royal Mail Group,Transport Ops & Passenger Experience,General,955
2023-10-14,Wave Utilities 88889043026 Dewsbury BS,Transport Ops & Passenger Experience,Property,1067.94
2023-10-14,Wave Utilities 88889043018 Leeds BS,Transport Ops & Passenger Experience,Property,1582.85
2024-03-22,Reed Talent Solutions Ltd Consultancy/Professional Services,Not Applicable,VAT,804.72
2023-09-22,JPB Facilities Management,Transport Ops & Passenger Experience,Property,2975
2024-03-08,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1600
2024-03-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,7480
2024-03-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1047.71
2024-03-15,Softcat Plc,Chief Operating Officer,Communication,1348.24
2024-02-29,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,7442.15
2024-03-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14195.97
2024-03-26,Resource Print Solutions,"Strategy, Comms & Inteligence",Marketing,50000
2024-02-13,BT Redcare,Transport Ops & Passenger Experience,Property,8236.75
2024-03-20,Canon (UK) Limited (Reigate),Chief Operating Officer,General,664.86
2024-02-02,Lloyds Corporate Card (Paid By DD),"Strategy, Comms & Inteligence",General,1526.97
2024-03-19,LSI Ltd,"Strategy, Comms & Inteligence",Marketing,630
2024-03-22,McBains Limited,Balance Sheet,VAT,161409.3
2024-03-22,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,744.74
2024-03-17,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,752.95
2024-03-17,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,744.74
2024-03-17,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Salary,1041.05
2024-03-22,The Ark Marketing & Media Limited,"Strategy, Comms & Inteligence",Marketing,540
2024-02-29,ThreeTenSeven Ltd,"Strategy, Comms & Inteligence",Marketing,2000
2023-10-14,Wave Utilities 88889043003 KeighleyBS,Transport Ops & Passenger Experience,Property,1344.92
2023-07-26,Wave Utilities 88889043013 Halifax TravCtre,Transport Ops & Passenger Experience,Property,1295.02
2023-10-14,Wave Utilities 88889043013 Halifax TravCtre,Transport Ops & Passenger Experience,Property,3972.81
2023-10-14,Wave Utilities 88889043024 Castleford BS,Transport Ops & Passenger Experience,Property,1355.58
2024-01-14,Wave Utilities 88889043026 Dewsbury BS,Transport Ops & Passenger Experience,Property,1078.89
2023-10-14,Wave Utilities 88889043016 Wellington House,Transport Ops & Passenger Experience,Property,2064.53
2024-02-08,Wave Ponte BS,Transport Ops & Passenger Experience,Property,769.62
2024-03-26,Infero Training Ltd Training Provider,"Strategy, Comms & Inteligence",Indirect Emplye Csts,888
2024-03-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,2581.44
2024-03-20,Softcat Plc,Chief Operating Officer,Communication,3882.8
2024-02-29,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,6761.1
2024-03-25,(TAXI) B M Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,9403
2024-03-25,(TAXI) Chico Connect Taxi,Transport Ops & Passenger Experience,Tendered Services,28716.5
2024-03-22,(TAXI) Data Yorkshire Ltd (Data Cars),Transport Ops & Passenger Experience,Tendered Services,434
2024-03-24,(TAXI) Elite Coach & Minibus Hire Ltd,Transport Ops & Passenger Experience,Tendered Services,6721.5
2024-03-22,(TAXI) Greenline Taxi's,Transport Ops & Passenger Experience,Tendered Services,17615.49
2024-03-22,(TAXI) Kirkby Cars,Transport Ops & Passenger Experience,Tendered Services,1288
2024-03-22,(TAXI) Kirkgate Minibuses,Transport Ops & Passenger Experience,Tendered Services,2944
2024-03-23,(TAXI) Mahmood Bus Service,Transport Ops & Passenger Experience,Tendered Services,3678
2024-03-22,(TAXI) PP Travel,Transport Ops & Passenger Experience,Tendered Services,9402.1
2024-03-26,(TAXI) A Pryde/Dolan Green,Transport Ops & Passenger Experience,Tendered Services,12791
2024-03-26,(TAXI) R & J Travel,Transport Ops & Passenger Experience,Tendered Services,2560
2024-03-26,(TAXI) Wakefield Abbey Cars (Kashmir),Transport Ops & Passenger Experience,Tendered Services,3189
2024-03-28,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,548025.64
2024-03-28,(SUBS) TransPennine Trains Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,84130
2024-03-28,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,3964
2024-03-28,(SUBS) Grand Central Railway,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1144
2024-03-28,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,9025
2024-03-28,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,172506.81
2024-03-28,(SUBS) London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Prepaid Ticket Costs,6216
2024-03-28,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Prepaid Ticket Costs,2043
2024-03-28,(SUBS) Northern Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,231478
2024-03-28,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4360.44
2024-03-28,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Prepaid Ticket Costs,3957
2024-03-28,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Prepaid Ticket Costs,7647
2024-03-28,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,5424
2024-03-28,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,10628.03
2024-03-28,(SUBS) Stringers Pontefract Motorways,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1500
2024-03-28,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,64597
2024-03-28,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,5103.65
2024-03-28,(SUBS) Cross Country Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,3294
2024-03-28,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1308104.25
2024-03-28,(SUBS) Stagecoach Services Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,5530
2024-03-21,Analan Supplies LTD,Transport Ops & Passenger Experience,General,489.5
2024-03-25,Deloitte LLP (No 2 A/C),Not Applicable,Consultants,47040
2024-02-27,Lambert Smith Hampton,Transport Ops & Passenger Experience,Property,10500
2024-03-25,Local Government Association,Chief Operating Officer,Indirect Emplye Csts,1999.2
2024-03-20,Pinsent Masons LLP,Chief Operating Officer,Consultants,1107
2024-03-20,Pinsent Masons LLP,Chief Operating Officer,Consultants,1315
2024-03-20,Pinsent Masons LLP,Chief Operating Officer,Consultants,1988.5
2024-03-20,Pinsent Masons LLP,Chief Operating Officer,Consultants,615
2024-03-21,QA Limited (prev. Remarc),Chief Operating Officer,Communication,1331.4
2024-03-25,The Student Pocket Guide Ltd,"Strategy, Comms & Inteligence",Marketing,499
2024-03-25,(TAXI) Britannia Travel Minibus Hire,Transport Ops & Passenger Experience,Tendered Services,6467.75
2024-03-23,(TAXI) Redwood Travel,Transport Ops & Passenger Experience,Tendered Services,4544
2024-01-14,Wave Utilities 88889043003 KeighleyBS,Transport Ops & Passenger Experience,Property,1107.3
2024-01-14,Wave Utilities 88889043013 Halifax TravCtre,Transport Ops & Passenger Experience,Property,8635.82
2024-01-14,Wave Utilities 88889043024 Castleford BS,Transport Ops & Passenger Experience,Property,1710.99
2024-01-14,Wave Utilities 88889043016 Wellington House,Transport Ops & Passenger Experience,Property,1944.1
2024-03-25,(SUBS) DM Motor Services Ltd,Transport Ops & Passenger Experience,Tendered Services,16442
2024-03-25,(SUBS) Lether's Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,14834
2023-12-19,EE Ltd,Chief Operating Officer,Communication,856.53
2024-03-24,Davison Fencing Limited,Transport Ops & Passenger Experience,Property,1900
2024-02-29,JPB Facilities Management,Transport Ops & Passenger Experience,Property,10597.49
2024-03-22,Softcat Plc,Chief Operating Officer,Communication,31647.92
2024-02-29,Healthscope (UK) Ltd,Chief Operating Officer,Indirect Emplye Csts,2805
2024-03-23,Lyreco,Transport Ops & Passenger Experience,General,488.41
2024-03-25,(SUBS) A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,9705
2024-03-25,(SUBS) A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,24390
2024-03-25,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,408100
2024-03-25,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,13241
2024-03-25,(SUBS) B&H Travel,Transport Ops & Passenger Experience,Tendered Services,8000
2024-03-25,(SUBS) Blue Sky Coaches,Transport Ops & Passenger Experience,Tendered Services,11236
2024-03-25,(SUBS) Coach Travel Services,Transport Ops & Passenger Experience,Tendered Services,9565
2024-03-25,(SUBS) W Cropper (Coach Hire) Ltd,Transport Ops & Passenger Experience,Tendered Services,25207
2024-03-25,(SUBS) DK (Keech) Minibuses Ltd,Transport Ops & Passenger Experience,Tendered Services,920
2024-03-25,(SUBS) DK (Keech) Minibuses Ltd,Transport Ops & Passenger Experience,Tendered Services,1963
2024-03-25,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,81862
2024-03-25,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,39075
2024-03-25,(SUBS) Harrogate & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,22060
2024-03-25,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,65908
2024-03-25,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,70534
2024-03-25,(SUBS) Hunter Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,84307
2024-03-25,(SUBS) Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Tendered Services,6734
2024-03-25,(SUBS) J & B Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,71366
2024-03-25,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,290154
2024-03-25,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,146090
2024-03-25,(SUBS) Kilvingtons of Leeds Ltd,Transport Ops & Passenger Experience,Tendered Services,32760
2024-03-25,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Tendered Services,27683
2024-03-25,(SUBS) Frank Poppleton & Co,Transport Ops & Passenger Experience,Tendered Services,7782
2024-03-25,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Tendered Services,28994
2024-03-25,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Tendered Services,11134
2024-03-25,(SUBS) Safeway Coaches,Transport Ops & Passenger Experience,Tendered Services,9070
2024-03-25,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Tendered Services,44581
2024-03-25,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Tendered Services,75782
2024-03-25,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Tendered Services,45184
2024-03-25,(SUBS) Star Coaches of Batley,Transport Ops & Passenger Experience,Tendered Services,4349
2024-03-25,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,22710
