date,supplier,directorate,purpose,amount
2024-02-14,(AEB) Wakefield Metropolitan District Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,112362.16
2024-02-14,(AEB) Workers Educational Association,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,58836.76
2024-02-14,(AEB) City of York Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,583.73
2024-02-14,(AEB) Netcom Training Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,3806.58
2024-02-14,(AEB) Netcom Training Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,1022.86
2024-02-15,(PANI) Bradford MDC (Grants),"Policing, Environment & Place",Grants&Agency costs,38875
2023-11-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14062.87
2023-12-13,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14195.97
2023-12-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14062.87
2024-01-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14062.87
2024-01-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14195.97
2024-02-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14195.97
2023-12-21,Lambert Smith Hampton,Finance & Commercial Services,Consultants,9500
2024-02-06,Npower Business,Transport Ops & Passenger Experience,Property,40387.02
2024-02-15,Npower Business,Transport Ops & Passenger Experience,Property,24661.71
2024-02-15,Npower Business,Transport Ops & Passenger Experience,Property,7242.06
2024-02-15,Npower Business,Transport Ops & Passenger Experience,Property,1219.75
2024-02-15,Npower Business,Transport Ops & Passenger Experience,Property,3541.52
2024-02-15,Npower Business,Transport Ops & Passenger Experience,Property,550.8
2024-02-15,Npower Business,Transport Ops & Passenger Experience,Property,5964.57
2024-02-04,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,744.74
2024-02-04,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,752.95
2024-02-04,Reed Specialist Recruitment Limited,Finance & Commercial Services,Consultants,755.15
2024-02-04,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1883.69
2024-02-13,Screenprint & Display Ltd,Transport Ops & Passenger Experience,Marketing,1274.23
2024-02-14,(PANI) Leeds City Council (PCC) (Grants)(Q-LEE2003),"Policing, Environment & Place",Grants&Agency costs,16593.6
2024-02-14,Annabel Mason,Chief Operating Officer,Indirect Emplye Csts,1500
2024-01-18,RRC International Ltd Training Provider,"Inclusivity, Economy, Skills & Culture",Indirect Emplye Csts,556
2024-01-31,Back Chat Brass Band,"Strategy, Comms & Inteligence",Marketing,1800
2024-02-01,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1460
2023-11-29,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1317.75
2023-10-31,Healthscope (UK) Ltd,Chief Operating Officer,Indirect Emplye Csts,1404
2023-11-30,Healthscope (UK) Ltd,Chief Operating Officer,Indirect Emplye Csts,2028
2024-02-01,(TAXI) Fenay Bridge Taxis,Transport Ops & Passenger Experience,Tendered Services,10488
2024-01-01,(TAXI) Fenay Bridge Taxis,Transport Ops & Passenger Experience,Tendered Services,790
2024-02-01,(TAXI) Fenay Bridge Taxis,Transport Ops & Passenger Experience,Tendered Services,1725
2024-02-01,(TAXI) Fenay Bridge Taxis,Transport Ops & Passenger Experience,Tendered Services,1725
2023-10-31,CCS Media,Transport Ops & Passenger Experience,General,2193
2023-11-30,Enterprise Car Club (Prev City Car Club),Transport Ops & Passenger Experience,Travel and Subs,460.85
2024-01-31,Dotmailer Limited,Chief Operating Officer,Communication,964.65
2023-12-31,ILX Group,Transport Policy & Delivery,General,4710
2024-02-11,Imrano Productions,"Policing, Environment & Place",Marketing,687.5
2023-12-12,Pinsent Masons LLP,Chief Operating Officer,Legal,2152.5
2024-02-07,Pinsent Masons LLP,Chief Operating Officer,Consultants,4550
2023-12-31,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,957.29
2024-01-07,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,514.67
2024-01-07,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1635.2
2024-02-12,Really Good Branding t/a Far'n'Beyond,"Policing, Environment & Place",Marketing,620
2024-01-19,Wave Utilities (Anglian Water Business),Transport Ops & Passenger Experience,VAT,524.08
2024-01-31,(Taxi) Eco Cars,Transport Ops & Passenger Experience,Tendered Services,2701
2024-02-13,(PANI) Wakefield Hospice,"Policing, Environment & Place",Grants&Agency costs,5967.36
2024-02-13,(PANI) Alpha House Calderdale,"Policing, Environment & Place",Grants&Agency costs,7920
2024-02-01,JPB Facilities Management,Transport Ops & Passenger Experience,Property,12565
2023-11-29,Softcat Plc,Chief Operating Officer,Communication,984.36
2024-10-31,Bus Shelters Ltd,Transport Ops & Passenger Experience,Property,54969.49
2023-07-14,Lyreco,Transport Ops & Passenger Experience,General,762.89
2024-02-07,(TAXI) B M Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,10510.5
2024-01-31,(TAXI) MHT Enterprises Ltd T/A Oz Travel,Transport Ops & Passenger Experience,Tendered Services,2520
2024-02-16,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,992765
2024-02-16,(SUBS) Dales & Bowland CIC,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1011
2024-02-16,(SUBS) TransPennine Trains Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,13250
2024-02-16,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,18163
2024-02-16,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,48068
2024-02-16,(SUBS) Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1464
2024-02-16,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,302303
2024-02-16,(SUBS) London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Prepaid Ticket Costs,950
2024-02-16,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Prepaid Ticket Costs,6127
2024-02-16,(SUBS) Northern Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,67913
2024-02-16,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,17657
2024-02-16,(SUBS) Rossendale Transport Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,506
2024-02-16,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Prepaid Ticket Costs,26297
2024-02-16,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Prepaid Ticket Costs,21811
2024-02-16,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,10352
2024-02-16,(SUBS) Stevensons Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,835
2024-02-16,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,21446
2024-02-16,(SUBS) Stringers Pontefract Motorways,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4545
2024-02-16,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,151018
2024-02-16,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,13078
2024-02-16,(SUBS) R & S Waterson,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4151
2024-02-16,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1829421
2024-02-16,(SUBS) Stagecoach Services Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,15073
2023-11-01,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,14195.97
2023-12-13,Vix Technology Ltd (prev ACIS),Chief Operating Officer,Communication,2058.82
2024-02-13,Association of Policing & Crime Chief Executives (APACE),"Policing, Environment & Place",Grants&Agency costs,1000
2024-01-17,Lambert Smith Hampton,Transport Ops & Passenger Experience,Consultants,750
2024-01-31,Mobius Networks Ltd,Chief Operating Officer,Communication,1985.2
2024-01-09,R2P UK Systems Ltd (Nimbus),Chief Operating Officer,Communication,23841
2024-01-07,Reed Specialist Recruitment Limited,Chief Operating Officer,VAT,1301.96
2024-01-31,Screenprint & Display Ltd,Transport Ops & Passenger Experience,Property,466.59
2024-02-12,Sellick Partnership Limited,Finance & Commercial Services,Consultants,3750
2024-01-04,T&P Ltd,Transport Ops & Passenger Experience,Marketing,1083
2023-09-01,Virgin Media Business (2128 A/C) inc Mobiles,Chief Operating Officer,Communication,8014.58
2024-01-31,(TAXI) Britannia Travel Minibus Hire,Transport Ops & Passenger Experience,Tendered Services,6509
2023-12-08,Thrive Economics Limited,"Strategy, Comms & Inteligence",Consultants,9946.25
2023-06-25,Redcentric Solutions Ltd,Chief Operating Officer,Communication,1445
2023-08-16,Redcentric Solutions Ltd,Chief Operating Officer,Communication,500
2023-09-06,Redcentric Solutions Ltd,Chief Operating Officer,VAT,5339.98
2023-11-06,Redcentric Solutions Ltd,Chief Operating Officer,VAT,4562.83
2023-12-06,Redcentric Solutions Ltd,Chief Operating Officer,VAT,4453.88
2024-01-06,Redcentric Solutions Ltd,Chief Operating Officer,Communication,4447.87
2024-02-06,Redcentric Solutions Ltd,Chief Operating Officer,Communication,4513.02
2023-10-26,Steffco Ltd t/a Resource,"Strategy, Comms & Inteligence",Marketing,2358
2024-02-08,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,1360
2024-02-08,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,1281
2024-02-08,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,1080
2024-02-08,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,534
2024-02-08,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,2700
2024-02-08,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,1723.5
2024-02-13,(TAXI)24 x 7 Limited,Transport Ops & Passenger Experience,Tendered Services,33661.2
2023-10-30,Weightmans (Scotland) LLP,Chief Operating Officer,Consultants,483.6
2023-11-29,Weightmans (Scotland) LLP,Chief Operating Officer,Consultants,838.5
2024-01-30,Weightmans (Scotland) LLP,Chief Operating Officer,Consultants,619.2
2024-02-12,(PANI) Hive Huddersfield CIC,"Policing, Environment & Place",Grants&Agency costs,7009.2
2024-02-12,(PANI) Sensory Play,"Policing, Environment & Place",Grants&Agency costs,7200
2024-02-12,(PANI) Advancement of Community Empowerment,"Policing, Environment & Place",Grants&Agency costs,8000
2024-02-12,(PANI) Chrysalis Youth & Community Pro,"Policing, Environment & Place",Grants&Agency costs,6000
2024-02-12,(PANI) Bethlehem Boxing Club,"Policing, Environment & Place",Grants&Agency costs,7090
2024-02-12,(PANI) Penguin Acting & Theatre Prod CIC,"Policing, Environment & Place",Grants&Agency costs,7859
2024-02-12,(PANI) Groundwork Yorkshire,"Policing, Environment & Place",Grants&Agency costs,8000
2024-02-08,JPB Facilities Management,Transport Ops & Passenger Experience,Property,2300
2023-11-10,Dormakaba,Transport Ops & Passenger Experience,Property,3186.97
2023-12-11,Dormakaba,Transport Ops & Passenger Experience,Property,980.5
2023-12-12,Dormakaba,Transport Ops & Passenger Experience,Property,874.5
2023-12-19,Dormakaba,Transport Ops & Passenger Experience,Property,475
2023-12-01,Dormakaba,Transport Ops & Passenger Experience,Property,800
2024-01-03,Dormakaba,Transport Ops & Passenger Experience,Property,503.5
2024-01-12,Dormakaba,Transport Ops & Passenger Experience,Property,609.5
2023-10-31,Caters,Chief Operating Officer,Indirect Emplye Csts,3563.19
2024-01-31,(TAXI) Wakefield Abbey Cars (Kashmir),Transport Ops & Passenger Experience,Tendered Services,3448
2024-02-12,(PANI) Play Bradford,"Policing, Environment & Place",Grants&Agency costs,7502
2024-02-12,(PANI) Samantha Sykes Foundation Trust,"Policing, Environment & Place",Grants&Agency costs,7650
2023-12-19,Analan Supplies LTD,Transport Ops & Passenger Experience,Property,5800.65
2023-11-14,BT Redcare,Transport Ops & Passenger Experience,Property,8236.75
2023-09-12,Calderdale MBC (Invoices),Transport Ops & Passenger Experience,Property,3192.77
2023-10-31,Euclid Ltd,Transport Ops & Passenger Experience,General,423.72
2023-10-31,Euclid Ltd,Transport Ops & Passenger Experience,General,608.4
2023-11-30,Euclid Ltd,Transport Ops & Passenger Experience,General,11724.82
2023-11-30,Euclid Ltd,Transport Ops & Passenger Experience,General,1886.04
2023-11-30,Euclid Ltd,Transport Ops & Passenger Experience,General,446.16
2024-01-31,Euclid Ltd,Transport Ops & Passenger Experience,General,12249.16
2024-01-31,Euclid Ltd,Transport Ops & Passenger Experience,General,469.73
2024-01-02,Griffiths & Armour Insurance Brokers,Transport Ops & Passenger Experience,Travel and Subs,1898.82
2024-02-01,Hopewiser Ltd,Chief Operating Officer,Communication,6087.33
2023-12-31,ILX Group,Transport Policy & Delivery,General,5748
2024-01-02,Kirklees Council (Invoices),Transport Ops & Passenger Experience,Grants&Agency costs,7670
2024-01-08,LW Graphics,"Strategy, Comms & Inteligence",Marketing,51926
2024-02-09,LW Graphics,"Strategy, Comms & Inteligence",Marketing,2129
2024-01-31,Brandon Mont T/A Principles Agency,Transport Ops & Passenger Experience,Property,2745
2024-01-31,Brandon Mont T/A Principles Agency,Transport Ops & Passenger Experience,Property,2180
2024-02-09,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1991.76
2024-02-04,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,2526.02
2023-10-12,Seton,Transport Ops & Passenger Experience,VAT,601.78
2023-11-30,Stephen George & Partners LLP,Transport Ops & Passenger Experience,Consultants,1980
2024-02-12,(PANI) Kick Start Project CIC,"Policing, Environment & Place",Grants&Agency costs,7680
2024-02-12,(PANI) Bumpy Ltd,"Policing, Environment & Place",Grants&Agency costs,7856
2024-02-08,Castlefield Recruitment Limited,Finance & Commercial Services,Consultants,1500
2024-01-31,The Ark Marketing & Media Limited,"Strategy, Comms & Inteligence",Marketing,20500
2024-01-31,Euclid Ltd,Transport Ops & Passenger Experience,General,1633.32
2024-01-24,Foresight Group LLP Financial Services,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,86033.22
2024-02-05,(PANI) Jones Consulting Ltd,"Policing, Environment & Place",Grants&Agency costs,55000
2024-01-11,Softcat Plc,Chief Operating Officer,Communication,3860.95
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,12125.2
2023-08-31,Healthscope (UK) Ltd,Chief Operating Officer,Indirect Emplye Csts,936
2024-01-18,Jacobs UK Ltd,Transport Policy & Delivery,Consultants,13353.04
2024-01-11,Jacobs UK Ltd,Balance Sheet,VAT,400046.74
2023-12-25,Belmonte Business Equipment Ltd,Transport Ops & Passenger Experience,General,463.75
2023-12-25,Belmonte Business Equipment Ltd,Transport Ops & Passenger Experience,General,4173.75
2023-11-24,British Telecom,Chief Operating Officer,VAT,440.69
2024-01-24,British Telecom,Chief Operating Officer,VAT,480.69
2024-01-25,Chubb Fire Limited,"Policing, Environment & Place",VAT,1089.12
2024-01-31,Developing People International,Transport Ops & Passenger Experience,Indirect Emplye Csts,4471.36
2023-12-31,Freeths LLP,Transport Ops & Passenger Experience,Consultants,1000
2024-01-31,Gremedia Screenprint Ltd,Transport Ops & Passenger Experience,Property,581.39
2023-11-05,Lloyds Corporate Card (Paid By DD),"Strategy, Comms & Inteligence",Marketing,2560.44
2023-11-30,Stephen George & Partners LLP,Transport Ops & Passenger Experience,Consultants,4680
2023-11-30,Precise Media Monitoring Ltd t/a Onclusive,"Strategy, Comms & Inteligence",Marketing,638.44
2023-10-14,Wave Utilities 88889042998 Bradford BS,Transport Ops & Passenger Experience,Property,5773.27
2024-01-14,Wave Utilities 88889042998 Bradford BS,Transport Ops & Passenger Experience,Property,5787.77
2023-09-14,House of Lords,Chief Executive,Travel and Subs,1464.93
2023-12-20,Wrightways UK LTD,"Policing, Environment & Place",Grants&Agency costs,1270
2024-02-01,JPB Facilities Management,Transport Ops & Passenger Experience,Property,786.4
2024-02-01,JPB Facilities Management,Transport Ops & Passenger Experience,Property,480
2024-02-01,JPB Facilities Management,Transport Ops & Passenger Experience,Property,720
2023-12-22,Softcat Plc,Chief Operating Officer,Communication,36083.4
2023-12-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,7437.45
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,VAT,5532.12
2024-01-01,Healthscope (UK) Ltd,Chief Operating Officer,Indirect Emplye Csts,1716
2024-01-31,Healthscope (UK) Ltd,Chief Operating Officer,Indirect Emplye Csts,1485
2024-01-12,Lyreco,Transport Ops & Passenger Experience,VAT,608.94
2024-02-08,(PANI) Brathay Trust,"Policing, Environment & Place",Grants&Agency costs,24332
2024-02-08,(PANI) Calderdale PCC (Grant),"Policing, Environment & Place",Grants&Agency costs,11647.95
2024-02-08,(PANI) Wakefield Council (Grants),"Policing, Environment & Place",Grants&Agency costs,16717.08
2024-01-11,Vix Technology Ltd (prev ACIS),Balance Sheet,VAT,375834.72
2023-09-28,Arco Ltd,Transport Ops & Passenger Experience,Property,984
2023-10-12,Belmonte Business Equipment Ltd,Transport Ops & Passenger Experience,VAT,2489.03
2024-01-30,Bostock Marketing Group Ltd (BMG),"Strategy, Comms & Inteligence",General,35750
2024-01-01,Bureau Van Dijk,"Strategy, Comms & Inteligence",Research & Evaluatn,56230
2024-01-07,Canon (UK) Limited (Reigate),Chief Operating Officer,General,948.23
2024-01-18,Phil Jones Associates Ltd,Transport Policy & Delivery,General,3000
2024-02-07,Lambert Smith Hampton,Transport Ops & Passenger Experience,Consultants,640
2024-02-07,Lambert Smith Hampton,Transport Ops & Passenger Experience,Consultants,500
2024-02-01,Les Newby Associates Limited,Balance Sheet,VAT,9553.13
2024-02-08,Lloyds Corporate Card (Paid By DD),Chief Executive,Travel and Subs,435.75
2023-12-04,Lloyds Corporate Card (Paid By DD),Chief Executive,Property,469.25
2023-12-14,Platinum Print Limited,Transport Ops & Passenger Experience,Marketing,1050
2024-01-26,Reed Specialist Recruitment Limited,Chief Operating Officer,VAT,2593.37
2024-01-26,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1635.2
2024-01-26,Reed Specialist Recruitment Limited,"Strategy, Comms & Inteligence",Consultants,2834.59
2024-01-22,Sellick Partnership Limited,Finance & Commercial Services,Consultants,3750
2023-12-31,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,677.39
2024-01-31,(TAXI) iTravels Ltd,Transport Ops & Passenger Experience,Tendered Services,2880
2023-12-18,The Yorkshire Food Group T/A Yorkshire Catering Company,"Strategy, Comms & Inteligence",General,462.1
2024-02-07,Burton Copeland Ltd,"Policing, Environment & Place",Legal,1750
2024-02-07,Burton Copeland Ltd,"Policing, Environment & Place",Legal,1400
2024-01-26,Softcat Plc,Chief Operating Officer,Communication,2200.41
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,15045.76
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,6935.58
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,6877.42
2024-01-25,Weightmans LLP (Leeds),Chief Operating Officer,Legal,2500
2024-01-31,(TAXI) Bargain Contract Hire Ltd (Prev Bargain Private Hire),Transport Ops & Passenger Experience,Tendered Services,36317.97
2024-02-06,(TAXI) PND Travel,Transport Ops & Passenger Experience,Tendered Services,3919.5
2024-02-06,(TAXI) Steve's Travel Limited,Transport Ops & Passenger Experience,Tendered Services,1836
2024-02-01,(TAXI) Zoyp,Transport Ops & Passenger Experience,Tendered Services,8957.5
2024-02-07,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,105401
2024-02-07,(PANI) Barca Leeds,"Policing, Environment & Place",Grants&Agency costs,22800
2024-02-07,(PANI) Bradford Teaching Hospital (MC Ref),"Policing, Environment & Place",Grants&Agency costs,102000
2024-02-07,(PANI) Bradford MDC (Grants),"Policing, Environment & Place",Grants&Agency costs,29702.26
2024-02-07,(PANI) Calderdale & Huddersfield NHS Trust (MC Ref),"Policing, Environment & Place",Grants&Agency costs,38500
2024-02-07,(PANI) Calderdale PCC (Grant),"Policing, Environment & Place",Grants&Agency costs,12830.25
2024-02-07,(PANI) Kirklees Council (Grants),"Policing, Environment & Place",Grants&Agency costs,12220
2024-02-07,(PANI) Kirklees Council (Grants),"Policing, Environment & Place",Grants&Agency costs,25000
2024-02-07,(PANI) Kirklees Council (Grants),"Policing, Environment & Place",Grants&Agency costs,33000
2024-02-07,(PANI) Leeds Teaching Hospital (LGI) (MC Ref),"Policing, Environment & Place",Grants&Agency costs,132418
2024-02-07,(PANI) Leeds City Council (PCC) Grants (57-12-72),"Policing, Environment & Place",Grants&Agency costs,5000
2024-02-07,(PANI) Leeds City Council (PCC) Grants (57-12-72),"Policing, Environment & Place",Grants&Agency costs,43391.98
2024-02-07,(PANI) St Giles Trust,"Policing, Environment & Place",Grants&Agency costs,50000
2024-02-07,(PANI) St Giles Trust,"Policing, Environment & Place",Grants&Agency costs,5625
2024-02-07,(PANI) Wakefield MDC (Grants),"Policing, Environment & Place",Grants&Agency costs,26702.5
2024-02-07,(PANI) Wakefield Council (Grants),"Policing, Environment & Place",Grants&Agency costs,8500
2024-02-06,Sellick Partnership Limited,Finance & Commercial Services,Consultants,3750
2024-02-07,(PANI) Bradford Children & Families Trust,"Policing, Environment & Place",Grants&Agency costs,12750
2024-02-07,(PANI) Ivison Trust (Formally PACE),"Policing, Environment & Place",Grants&Agency costs,24322.6
2024-01-04,(PANI) RNB Group Ltd,"Policing, Environment & Place",General,1555.5
2024-02-07,FORA (The Office Group),"Policing, Environment & Place",Marketing,470.8
2024-01-31,JPB Facilities Management,Transport Ops & Passenger Experience,Property,745
2023-10-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,5725.09
2023-12-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,2988.23
2023-12-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,General,2393.28
2024-02-01,(TAXI) S Jumma - Access Cars,Transport Ops & Passenger Experience,Tendered Services,2038.3
2024-02-01,(TAXI) Kirkby Cars,Transport Ops & Passenger Experience,Tendered Services,1226
2024-02-01,(TAXI) Nearby cab Ltd,Transport Ops & Passenger Experience,Tendered Services,6095
2023-02-02,(TAXI) Outwood Cars,Transport Ops & Passenger Experience,Tendered Services,15352.05
2024-02-02,(TAXI) Parkside Travel,Transport Ops & Passenger Experience,Tendered Services,3960
2024-02-04,(TAXI) M Beedle T/A Sunnyside Travel,Transport Ops & Passenger Experience,Tendered Services,2100
2024-01-31,(TAXI) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,3960
2024-01-31,(TAXI) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,4008
2024-01-31,(TAXI) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,3960
2024-01-31,(TAXI) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,3712.5
2024-02-06,(PANI) First West Yorkshire Ltd (Panis 3rdticket sales),Balance Sheet,Creditor Acct Paybl,30071.06
2024-02-06,(PANI) First West Yorkshire Ltd (Panis 3rdticket sales),Balance Sheet,Creditor Acct Paybl,12104.82
2024-02-06,(PANI) First West Yorkshire Ltd (Panis 3rdticket sales),Balance Sheet,Creditor Acct Paybl,26392.7
2023-08-29,BT Redcare,Transport Ops & Passenger Experience,Property,597
2023-11-30,Dotmailer Limited,Chief Operating Officer,Communication,885
2024-01-31,ESRI (UK) Ltd,Chief Operating Officer,Communication,747.85
2024-01-09,Hemisphere West Europe Ltd,Chief Operating Officer,Communication,420
2024-01-02,Lloyds Bank Plc (DO NOT USE FOR LLOYDS CARD),Urban Transport Group,Travel and Subs,968.71
2023-09-30,Mirage Watercoolers Ltd,Transport Ops & Passenger Experience,Property,1450
2024-01-23,Pinsent Masons LLP,Chief Operating Officer,Consultants,1020.5
2024-01-02,Sellick Partnership Limited,Finance & Commercial Services,Consultants,3000
2024-01-16,Sellick Partnership Limited,Finance & Commercial Services,Consultants,4500
2023-09-28,Hunslet Light Commercials Ltd,Transport Ops & Passenger Experience,Travel and Subs,655.2
2024-02-05,(TAXI) WF Travel,Transport Ops & Passenger Experience,Tendered Services,10089.3
2022-12-12,(PANI) Compass Contract Services (UK) Food & drinks supplier for events,"Strategy, Comms & Inteligence",Marketing,1138.5
2023-09-30,ECG Facilities Services,Transport Ops & Passenger Experience,Property,3376.28
2023-09-30,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1803.29
2023-11-27,ECG Facilities Services,Transport Ops & Passenger Experience,Property,9884.11
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1063.88
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,7480
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1040.74
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,4501.25
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1069.18
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,2744.35
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,2916.8
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,2851.84
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,2387.26
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,3449.4
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1025.38
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,2581.44
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1011.37
2023-12-11,ECG Facilities Services,Transport Ops & Passenger Experience,Property,9642.39
2023-12-21,ECG Facilities Services,Transport Ops & Passenger Experience,VAT,32197.37
2023-12-31,ECG Facilities Services,Transport Ops & Passenger Experience,Property,5401.5
2023-12-31,ECG Facilities Services,Transport Ops & Passenger Experience,Property,1125.74
2023-10-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,7219.11
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,2988.23
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,6975.57
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,General,3270.42
2023-11-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,6923.51
2023-12-28,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,6590.26
2023-12-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,VAT,13420.41
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,854.05
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,5546.18
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,8432.89
2024-01-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,2029.89
2024-01-31,(TAXI) AAA Travel,Transport Ops & Passenger Experience,Tendered Services,19549
2024-01-31,(TAXI) Ace Taxis Wakefield Ltd,Transport Ops & Passenger Experience,Tendered Services,49781.74
2024-02-01,(TAXI) C A Travel,Transport Ops & Passenger Experience,Tendered Services,1880
2024-02-01,(TAXI) Chico Connect Taxi,Transport Ops & Passenger Experience,Tendered Services,31742
2024-02-02,(TAXI) Data Yorkshire Ltd (Data Cars),Transport Ops & Passenger Experience,Tendered Services,476
2024-02-02,(TAXI) Elite Coach & Minibus Hire Ltd,Transport Ops & Passenger Experience,Tendered Services,6865.5
