Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,ARROW COUNTY SUPPLIES,27/09/2024,No,0.3,GENERAL STOCK,GENERAL STOCK
Children & Education Services,ARROW COUNTY SUPPLIES,27/09/2024,No,0.72,GENERAL STOCK,GENERAL STOCK
Children & Education Services,ARROW COUNTY SUPPLIES,27/09/2024,No,0.05,GENERAL STOCK,GENERAL STOCK
Children & Education Services,ARROW COUNTY SUPPLIES,27/09/2024,No,0.39,GENERAL STOCK,GENERAL STOCK
Children & Education Services,ARROW COUNTY SUPPLIES,27/09/2024,No,0.22,GENERAL STOCK,GENERAL STOCK
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,293.28,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,Redacted Personal Data,02/09/2024,No,608,ASC  CARERS DIRECT PAYMENT,ASC  CARERS DIRECT PAYMENT
Adult Social Care,Redacted Personal Data,04/09/2024,No,1034.16,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,342.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,342.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,UNIVERSAL CARE SERVICES,12/09/2024,No,253.8,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,UNIVERSAL CARE SERVICES,12/09/2024,No,253.8,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,PRIME LIFE PLC,05/09/2024,No,3376.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,PRIME LIFE PLC,05/09/2024,No,5258.64,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1154.79,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Children & Education Services,THREE TREES COMMUNITY CENTRE,06/09/2024,No,960,CLIENTS EXPENSES,ASC - Client Expenses
Adult Social Care,RESTFUL HOMES (SOLIHULL) LTD,05/09/2024,No,6451.48,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,MOUNDSLEY HALL NURSING HOME LTD,05/09/2024,No,5000,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,ACCORA,23/08/2024,No,1175,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,ACCORA,29/08/2024,No,448,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,342.16,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,SOCIAL CARE ACADEMY LTD,12/09/2024,No,2052.96,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SOCIAL CARE ACADEMY LTD,12/09/2024,No,2052.96,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,ACCORA,06/09/2024,No,1175,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,PEOPLE PLUS ILS (ASC),09/09/2024,No,-495.63,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,PEOPLE PLUS ILS (ASC),09/09/2024,No,285.43,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,PEOPLE PLUS ILS (ASC),09/09/2024,No,498.96,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,Redacted Personal Data,26/09/2024,No,540,ASC  CARERS DIRECT PAYMENT,ASC  CARERS DIRECT PAYMENT
Adult Social Care,RESTFUL HOMES (SOLIHULL) LTD,05/09/2024,No,7464.24,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,ACCORA,06/09/2024,No,1175,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1539.72,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1539.72,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,HOMEHELP (SOLIHULL) LTD T/A CAREMARK (SOLIHULL),19/09/2024,No,293.28,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,647.58,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,ELITE ASSISTANCE LTD,02/09/2024,No,1597.68,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,ELITE ASSISTANCE LTD,26/09/2024,No,1597.68,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,415.48,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,513.24,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,THE EXTRA CARE CHARITABLE TRUST,19/09/2024,No,573.44,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,THE EXTRA CARE CHARITABLE TRUST,26/09/2024,No,547.84,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,THE FRIENDLY INN RESIDENTIAL CARE HOME,05/09/2024,No,4419.52,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Cultural & Related Services,LEASEPLAN LIMITED,20/09/2024,No,-314.03,VEHICLE HIRE,Vehicles - Hire
Cultural & Related Services,LEASEPLAN LIMITED,20/09/2024,No,314.03,VEHICLE HIRE,Vehicles - Hire
Cultural & Related Services,LEASEPLAN LIMITED,20/09/2024,No,261.69,VEHICLE HIRE,Vehicles - Hire
Adult Social Care,CARE2HOME LTD,16/09/2024,No,1710.8,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,CARE WORLDWIDE (MANCHESTER) LIMITED,26/09/2024,No,3967.32,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Central Services to the Public,PSL PRINT MANAGEMENT LTD,06/09/2024,No,2633,GENERAL OFFICE EXPENSES,Printing & Photocopying
Adult Social Care,Redacted Personal Data,05/09/2024,No,4054.68,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,BONDCARE (BROMFORD) LTD,05/09/2024,No,3851.96,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,PRIME LIFE PLC,05/09/2024,No,5315.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,PRIME LIFE PLC,05/09/2024,No,4182.64,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,BLUEBIRD CARE (SOLIHULL),05/09/2024,No,1910.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,BLUEBIRD CARE (SOLIHULL),05/09/2024,No,1910.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,BLUEBIRD CARE (SOLIHULL),26/09/2024,No,1910.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,BLUEBIRD CARE (SOLIHULL),26/09/2024,No,1910.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SOLIHULL CARE LTD,05/09/2024,No,4665.08,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,PELHAM GROVE CARE HOME,05/09/2024,No,3376.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,UPWARD CARE LTD,26/09/2024,No,696.32,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,UPWARD CARE LTD,26/09/2024,No,696.32,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,PEOPLE PLUS ILS (ASC),02/09/2024,No,1759.68,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,2346.24,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,-321.28,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,UNIVERSAL CARE SERVICES,26/09/2024,No,-714.87,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,UNIVERSAL CARE SERVICES,26/09/2024,No,727.09,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,UNIVERSAL CARE SERVICES,26/09/2024,No,-720.98,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,UNIVERSAL CARE SERVICES,26/09/2024,No,733.2,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,632.52,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,BARCHESTER HEALTHCARE HOMES LTD,05/09/2024,No,3297.28,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1222,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,348.27,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,Redacted Personal Data,04/09/2024,No,977.6,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,Redacted Personal Data,04/09/2024,No,-321.08,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,SANDANT CARE LTD,19/09/2024,No,977.6,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SANDANT CARE LTD,26/09/2024,No,977.6,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SOLIHULL CARE LTD,05/09/2024,No,3306.8,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,AUXILIO CARE LTD ,16/09/2024,No,1356.42,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,AUXILIO CARE LTD ,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,RESTFUL HOMES LTD,05/09/2024,No,6301.12,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,THE ROYAL STAR & GARTER H,05/09/2024,No,6678,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,05/09/2024,No,1206,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,05/09/2024,No,2170.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,JOB'S CLOSE RESIDENTIAL HOME,05/09/2024,No,4228,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,3336.06,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1484.73,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,1441.44,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,2265.12,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,-823.68,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,16/09/2024,No,640,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,BLYTHE ROSE,05/09/2024,No,6954.92,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1197.56,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,RESTFUL HOMES LTD,05/09/2024,No,6301.12,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,ALEXANDRA HOUSE - SJMT,05/09/2024,No,3004.68,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,Redacted Personal Data,04/09/2024,No,700.56,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,Redacted Personal Data,04/09/2024,No,-449.92,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,ARDENLEA COURT,05/09/2024,No,4623.64,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,DOVE HOME CARE LIMITED,12/09/2024,No,953.16,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,331.32,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NEWLANDS BISHOP FARM,12/09/2024,No,730.32,ASC  DAY CARE,ASC  DAY CARE
Adult Social Care,NEWLANDS BISHOP FARM,19/09/2024,No,730.32,ASC  DAY CARE,ASC  DAY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,513.24,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,05/09/2024,No,3376.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Central Services to the Public,Kings Chambers,16/09/2024,No,420,LEGAL FEES,Legal Services - General Support
Adult Social Care,COUNTRY COURT CARE,05/09/2024,No,3121.72,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,Affinity Care Consortium Ltd,05/09/2024,No,3442.32,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Children & Education Services,CCS MEDIA LTD,16/09/2024,No,-1559.72,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,CCS MEDIA LTD,16/09/2024,No,1559.72,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,CCS MEDIA LTD,16/09/2024,No,40,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,CCS MEDIA LTD,16/09/2024,No,1559.72,HARDWARE PURCHASE,ICT - Hardware
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,366.6,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,366.6,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,DOVE HOME CARE LIMITED,12/09/2024,No,1065.12,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,Redacted Personal Data,26/09/2024,No,400,ASC  CARERS DIRECT PAYMENT,ASC  CARERS DIRECT PAYMENT
Highways & Transport Services,COMPASS MINERALS UK LTD,12/09/2024,No,1635.88,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,16/09/2024,No,3290.16,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,16/09/2024,No,3290.16,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,16/09/2024,No,-3290.16,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,16/09/2024,No,3247.62,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,16/09/2024,No,6518.24,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1533.61,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,1539.72,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Highways & Transport Services,COMPASS MINERALS UK LTD,19/09/2024,No,14676.94,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,19/09/2024,No,21051.48,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Highways & Transport Services,COMPASS MINERALS UK LTD,20/09/2024,No,6460.76,OTHER CONTRACTED SERVICES,Rock Salt / Grit
Adult Social Care,AVERY HEALTH CARE,05/09/2024,No,2973.88,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,CARE2HOME LTD,16/09/2024,No,1539.72,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,CARE2HOME LTD,16/09/2024,No,1539.72,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Children & Education Services,CCS MEDIA LTD,29/08/2024,No,779.86,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,CCS MEDIA LTD,29/08/2024,No,-779.86,HARDWARE PURCHASE,ICT - Hardware
Children & Education Services,CCS MEDIA LTD,29/08/2024,No,-819.86,HARDWARE PURCHASE,ICT - Hardware
Adult Social Care,FRONTIER THERAPUTICS,22/08/2024,No,4466,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,HEADWAY BIRMINGHAM AND SOLIHULL,05/09/2024,No,293.28,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,05/09/2024,No,1206,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,05/09/2024,No,2170.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,FRONTIER THERAPUTICS,16/09/2024,No,2574.4,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,FRONTIER THERAPUTICS,16/09/2024,No,2206.6,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Central Services to the Public,Kings Chambers,29/08/2024,No,3600,LEGAL FEES,Legal Services - Other
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1539.72,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,1539.72,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,UNIVERSAL CARE SERVICES,19/09/2024,No,1063.92,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,ALEXANDRA HOUSE - SJMT,05/09/2024,No,3376.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,317.72,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,DOVE HOME CARE LIMITED,12/09/2024,No,439.92,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,Redacted Personal Data,04/09/2024,No,717.24,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,Redacted Personal Data,04/09/2024,No,-524.68,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,BIRCHMERE MEWS (WT OPCO3 LTD),05/09/2024,No,3376.8,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,SOCIAL CARE ACADEMY LTD,12/09/2024,No,965.38,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SOCIAL CARE ACADEMY LTD,12/09/2024,No,1099.8,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,NATIONWIDE CARE SERVICES LTD,12/09/2024,No,684.32,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,CARE2HOME LTD,16/09/2024,No,1099.8,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,CARE2HOME LTD,16/09/2024,No,1099.8,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,Advance Healthcare,19/09/2024,No,665.6,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,Advance Healthcare,19/09/2024,No,1331.2,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,Advance Healthcare,19/09/2024,No,1232.4,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,Advance Healthcare,19/09/2024,No,1580.8,ASC  EXTRA CARE,ASC  EXTRA CARE
Adult Social Care,ARDENLEA COURT,05/09/2024,No,3306.8,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,ASPECTS CARE LTD,26/09/2024,No,964.16,ASC  SUPPORTED LIVING CARE COSTS,ASC  SUPPORTED LIVING CARE COSTS
Adult Social Care,Redacted Personal Data,04/09/2024,No,802.56,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,Redacted Personal Data,04/09/2024,No,-289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,-289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,-289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,-289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,Redacted Personal Data,30/09/2024,No,-289.24,DIRECT PAYMENTS  CLIENT INCOME,DIRECT PAYMENTS  CLIENT INCOME
Adult Social Care,WT UK OPCO 3LTD (BIRCHMERE),05/09/2024,No,4084.08,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,MOUNDSLEY HALL NURSING HOME LTD,05/09/2024,No,4800,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,SANDERS SENIOR LIVING LTD,05/09/2024,No,4944,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1539.72,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,PRIME LIFE PLC,05/09/2024,No,3306.8,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,UNIVERSAL CARE SERVICES,05/09/2024,No,574.34,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,UNIVERSAL CARE SERVICES,09/09/2024,No,915.2,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,SANDANT CARE LTD,19/09/2024,No,879.84,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SANDANT CARE LTD,19/09/2024,No,-293.28,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,SANDANT CARE LTD,26/09/2024,No,586.56,ASC  DOMICLIARY CARE,ASC  DOMICLIARY CARE
Adult Social Care,AUXILIO CARE LTD ,19/09/2024,No,317.72,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,SANCTUARY CARE PROPERTY (2) LTD COLLECTION ACCOUNT,05/09/2024,No,3935.4,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,HOLLY HOUSE,05/09/2024,No,5926.76,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,SANCTUARY CARE PROPERTY (2) LTD COLLECTION ACCOUNT,05/09/2024,No,4047.68,ASC  RESIDENTIAL CARE PERMANENT,ASC  RESIDENTIAL CARE PERMANENT
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,MIDLAND CARE SUPPORT & ENABLEMENT LTD,12/09/2024,No,782.08,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,PRIME LIFE PLC,05/09/2024,No,6764.8,ASC  NURSING CARE PERMANENT,ASC  NURSING CARE PERMANENT
Adult Social Care,PEOPLE PLUS ILS (ASC),04/09/2024,No,1540.24,ASC  DIRECT PAYMENTS,ASC  DIRECT PAYMENTS
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
Adult Social Care,NATIONWIDE CARE SERVICES LTD,23/09/2024,No,1368.64,ASC  HOME CARE SUPPORT SERVICES,ASC  HOME CARE SUPPORT SERVICES
