Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1294.63,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,231.24,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,641.71,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,115.62,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,148.09,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,226.32,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,231.24,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,430.8,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,637.23,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,132.92,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,2.25,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1196.1,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,231.24,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,206.42,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,45,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,376.95,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1237.14,AGENCY STAFF,AGENCY STAFF
Other Housing Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,273.28,AGENCY STAFF,AGENCY STAFF
Other Housing Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,253.76,AGENCY STAFF,AGENCY STAFF
Other Housing Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,234.24,AGENCY STAFF,AGENCY STAFF
Other Housing Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1405.44,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1587.3,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,2641.4,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,840.9,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1668.35,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,412.85,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,115.62,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1581.74,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,2259.22,AGENCY STAFF,AGENCY STAFF
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1965.24,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,211.08,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,715.16,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,37.8,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,21.42,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,305.14,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,826.4,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,2159.22,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1433.12,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,760.58,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,240.88,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,965.7,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,645.66,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,908.04,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,97.65,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,757.37,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,17.55,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,140.53,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1654.15,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,616.48,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,8.37,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1264.76,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1214.67,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,3006.4,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,102.54,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,178.3,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1407.4,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,08/11/2024,No,1407.4,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,694.9,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,685.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,685.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,301.11,AGENCY STAFF,AGENCY STAFF
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,655.61,AGENCY STAFF,AGENCY STAFF
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,655.61,AGENCY STAFF,AGENCY STAFF
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,625.61,AGENCY STAFF,AGENCY STAFF
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,335.16,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,115.65,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,70.2,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1285.7,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,872.03,AGENCY STAFF,AGENCY STAFF
Environmental and Regulatory Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,834.95,AGENCY STAFF,AGENCY STAFF
Planning & Development Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1042.48,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,108.56,AGENCY STAFF,AGENCY STAFF
Other Housing Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1405.44,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1627.62,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,188.6,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,346.8,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,316.62,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,226.32,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1767.51,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,145.8,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,10,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1767.51,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1655.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,263.52,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1581.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,65.25,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1655.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1693.12,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,59.85,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1655.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1076.08,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1581.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1524.4,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,641.24,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1760.11,AGENCY STAFF,AGENCY STAFF
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,118.86,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.18,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1475.12,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,751.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.2,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,36.9,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1343.25,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,10.35,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,820.56,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,2726.4,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1183.71,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1408.96,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,493.1,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1627.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,450.45,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,45.4,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1349.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1581.73,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,21.6,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,3256.8,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1279.11,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,6.48,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,624.24,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,2641.4,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1037.12,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,426.38,AGENCY STAFF,AGENCY STAFF
Environmental and Regulatory Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1312.79,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1649.11,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,736.26,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1755.67,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1313.85,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,2385.4,AGENCY STAFF,AGENCY STAFF
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,387.36,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1831.14,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1345.1,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1368.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1575.11,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1144.92,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,192.28,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1563.62,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1760.11,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,760.49,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1302.4,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1627.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,22.95,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1248.1,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,26.86,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,22.5,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1627.61,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1473.75,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,7.2,AGENCY STAFF,AGENCY STAFF
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,158.4,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1057.44,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1291.65,AGENCY STAFF,AGENCY STAFF
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,176.88,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1217.63,AGENCY STAFF,AGENCY STAFF
Environmental and Regulatory Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,589.61,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1395.64,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1226.18,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1587.3,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,428.16,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1473.5,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1121.4,AGENCY STAFF,AGENCY STAFF
Cultural & Related Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,104.06,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1627.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.2,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1518.09,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,112.5,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,252.04,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1627.61,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,493.2,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,367.6,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1668.35,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,968.49,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,872.43,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,21.6,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1220.9,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1312.02,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1279.8,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,271.44,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1196.1,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,433.78,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,20.76,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,690.78,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,41.52,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,598.05,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,94.3,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1441.1,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,40,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,206.42,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,251.68,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,74.97,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,628.24,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,433.57,AGENCY STAFF,AGENCY STAFF
Adult Social Care,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,140.72,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,519.07,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,14.4,AGENCY STAFF,AGENCY STAFF
Children & Education Services,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1327.17,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,1089.67,AGENCY STAFF,AGENCY STAFF
Central Services to the Public,HAYS SPECIALIST RECRUITMENT LTD,21/11/2024,No,478.38,AGENCY STAFF,AGENCY STAFF
