Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,RENTOKIL INITIAL UK LTD,08-08-2024,No,930.2,BUILDING MAINT PLANNED,Buildings - Other
Children & Education Services,D W POINTER & PARTNERS,05-08-2024,No,2000,PROFESSIONAL FEES,Architect
Cultural & Related Services,REDACTED PERSONAL DATA,05-08-2024,No,300,OTHER FEES & CHARGES,Events
Other Housing Services,SIR JOSIAH MASON TRUST.,28-08-2024,No,7343.91,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Children & Education Services,SEVERN TRENT WATER LTD,15-08-2024,No,254.72,WATER,Water
Adult Social Care,ETAC LTD,14-08-2024,No,66,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,ETAC LTD,14-08-2024,No,3779,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,ETAC LTD,22-08-2024,No,17,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,ETAC LTD,22-08-2024,No,316,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Highways & Transport Services,TMP WORLDWIDE LTD,26-07-2024,No,-244.91,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,26-07-2024,No,244.91,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,26-07-2024,No,244.91,MARKETING,Advertising
Highways & Transport Services,TMP WORLDWIDE LTD,26-07-2024,No,-339.85,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,26-07-2024,No,339.85,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,26-07-2024,No,339.85,MARKETING,Advertising
Children & Education Services,TMP WORLDWIDE LTD,01-08-2024,No,2943.9,RECRUITMENT COSTS,Advertising - Promotional & Recruitment
Planning & Development Services,ESENDEX LTD,20-08-2024,No,238.8,TELEPHONES,Telecoms - Other
Adult Social Care,ASTOR BANNERMAN (MEDICAL) LTD,05-08-2024,No,1056,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,ASTOR BANNERMAN (MEDICAL) LTD,05-08-2024,No,55,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,ASTOR BANNERMAN (MEDICAL) LTD,05-08-2024,No,265,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Planning & Development Services,TMP WORLDWIDE LTD,05-08-2024,No,217.62,MARKETING,Advertising
Highways & Transport Services,TMP WORLDWIDE LTD,05-08-2024,No,245.08,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,05-08-2024,No,275.96,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,05-08-2024,No,914.29,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,05-08-2024,No,341.17,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,05-08-2024,No,245.08,MARKETING,Advertising - Statutory
Central Services to the Public,TMP WORLDWIDE LTD,08-08-2024,No,328.96,MARKETING,Advertising - Statutory
Planning & Development Services,TMP WORLDWIDE LTD,08-08-2024,No,308.89,MARKETING,Advertising
Highways & Transport Services,TMP WORLDWIDE LTD,08-08-2024,No,257.04,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,08-08-2024,No,477.4,MARKETING,Advertising - Statutory
Highways & Transport Services,TMP WORLDWIDE LTD,08-08-2024,No,236.3,MARKETING,Advertising - Statutory
Central Services to the Public,TMP WORLDWIDE LTD,13-08-2024,No,325.4,MARKETING,Advertising - Statutory
Corporate & Democratic Core,TMP WORLDWIDE LTD,15-08-2024,No,240.38,MARKETING,Advertising - Statutory
Corporate & Democratic Core,TMP WORLDWIDE LTD,15-08-2024,No,240.38,MARKETING,Advertising - Statutory
Central Services to the Public,TMP WORLDWIDE LTD,19-08-2024,No,325.4,MARKETING,Advertising - Statutory
Adult Social Care,TMP WORLDWIDE LTD,27-08-2024,No,761.54,RECRUITMENT COSTS,Advertising - Promotional & Recruitment
Children & Education Services,CHERWELL PACKAGING LTD,08-08-2024,No,672.84,PAYABLES ACCRUAL ACCOUNT,Cleaning Materials - Other
Central Services to the Public,MARTIN & CO BIRMINGHAM CITY,12-08-2024,No,725,RENTS FOR PREMISES,Not Classified
Central Services to the Public,No5 Chambers,01-08-2024,No,350,LEGAL FEES,Legal Services - Other
Adult Social Care,NOPAC MIDLAND SUPPLIES,01-08-2024,No,814.5,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,05-08-2024,No,1421.43,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,22-08-2024,No,652.89,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,13-08-2024,No,556.57,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,13-08-2024,No,323.98,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,15-08-2024,No,375.28,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,15-08-2024,No,243.85,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,15-08-2024,No,232.39,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,21-08-2024,No,559.27,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,22-08-2024,No,566.82,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,22-08-2024,No,564.74,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Adult Social Care,NOPAC MIDLAND SUPPLIES,29-08-2024,No,244.44,PURCHASE OF EQUIPMENT/MACHINERY,Social Community Care - Non Fitted Equipment
Cultural & Related Services,CASTLE BROMWICH HALL GARDENS,01-08-2024,No,500,OTHER FEES & CHARGES,Events
Cultural & Related Services,Bromsgrove District Council,19-08-2024,No,324.54,OTHER FEES & CHARGES,Events
Cultural & Related Services,Bromsgrove District Council,15-08-2024,No,324.54,OTHER FEES & CHARGES,Events
Highways & Transport Services,JACOBS ENFORCEMENT LTD,02-08-2024,No,5838,CIVIL PARKING PENALTIES,Not Classified
Highways & Transport Services,JACOBS ENFORCEMENT LTD,02-08-2024,No,-5838,CIVIL PARKING PENALTIES,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,07-08-2024,No,-8752.29,REIMBURSEMENTS  CONTRIBUTIONS,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,07-08-2024,No,8752.29,PROFESSIONAL FEES,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,07-08-2024,No,-2539.37,REIMBURSEMENTS  CONTRIBUTIONS,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,07-08-2024,No,2539.37,PROFESSIONAL FEES,Not Classified
Central Services to the Public,HANDLING MOVEMENT & ERGONOMICS LTD,05-08-2024,No,491.6,TRAINING,Training
Highways & Transport Services,JACOBS ENFORCEMENT LTD,15-08-2024,No,1605,CIVIL PARKING PENALTIES,Not Classified
Highways & Transport Services,JACOBS ENFORCEMENT LTD,15-08-2024,No,-1605,CIVIL PARKING PENALTIES,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,21-08-2024,No,4843.88,PROFESSIONAL FEES,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,21-08-2024,No,-4843.88,REIMBURSEMENTS  CONTRIBUTIONS,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,21-08-2024,No,-2194.36,REIMBURSEMENTS  CONTRIBUTIONS,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,21-08-2024,No,2194.36,PROFESSIONAL FEES,Not Classified
Highways & Transport Services,THRS Cleaning LTD,22-08-2024,No,299.95,PURCHASE OF EQUIPMENT/MACHINERY,Parking - Equipment
Highways & Transport Services,THRS Cleaning LTD,22-08-2024,No,327.95,PURCHASE OF EQUIPMENT/MACHINERY,Parking - Equipment
Central Services to the Public,JACOBS ENFORCEMENT LTD,28-08-2024,No,-5141.83,REIMBURSEMENTS  CONTRIBUTIONS,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,28-08-2024,No,5141.83,PROFESSIONAL FEES,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,28-08-2024,No,-2304.46,REIMBURSEMENTS  CONTRIBUTIONS,Not Classified
Central Services to the Public,JACOBS ENFORCEMENT LTD,28-08-2024,No,2304.46,PROFESSIONAL FEES,Not Classified
Highways & Transport Services,JACOBS ENFORCEMENT LTD,30-08-2024,No,3718.37,CIVIL PARKING PENALTIES,Not Classified
Highways & Transport Services,JACOBS ENFORCEMENT LTD,30-08-2024,No,-3718.37,CIVIL PARKING PENALTIES,Not Classified
Highways & Transport Services,THRS Cleaning LTD,22-08-2024,No,-327.95,PURCHASE OF EQUIPMENT/MACHINERY,Parking - Equipment
Highways & Transport Services,THRS Cleaning LTD,22-08-2024,No,327.95,PURCHASE OF EQUIPMENT/MACHINERY,Parking - Equipment
Highways & Transport Services,THRS Cleaning LTD,22-08-2024,No,400,PURCHASE OF EQUIPMENT/MACHINERY,Parking - Equipment
Highways & Transport Services,THRS Cleaning LTD,22-08-2024,No,0.9,PURCHASE OF EQUIPMENT/MACHINERY,Parking - Equipment
Adult Social Care,OSPREY SLING COMPANY LTD,26-07-2024,No,320,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,OSPREY SLING COMPANY LTD,26-07-2024,No,18,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,JENX LTD,14-08-2024,No,654,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Cultural & Related Services,JOBEC UK LTD,07-06-2024,No,780,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Domestic
Cultural & Related Services,JOBEC UK LTD,01-08-2024,No,741.6,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Domestic
Cultural & Related Services,JOBEC UK LTD,01-08-2024,No,-741.6,PURCHASE OF EQUIPMENT/MACHINERY,Furniture - Domestic
Cultural & Related Services,JOBEC UK LTD,01-08-2024,No,618,OTHER FEES & CHARGES,Events
Children & Education Services,CITY SPRINT (UK) LTD,13-08-2024,No,1489.23,POSTAGE  COURIER SERVICES,Couriers
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,2207.25,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Central Services to the Public,BOURNEMOUTH UNIVERSITY,01-08-2024,No,500,TRAINING,Training
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1601.97,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,882.9,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,700,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,588.6,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1545.08,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1863.9,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1324.35,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1790.33,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1471.5,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1471.5,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1348.88,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1046.24,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),05-08-2024,No,1716.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,245.25,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,653.84,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Central Services to the Public,ORACLE CORP UK LTD,01-08-2024,No,155820.89,ICT GENERAL,ICT - Cloud Services
Central Services to the Public,ORACLE CORP UK LTD,01-08-2024,No,28750,ICT GENERAL,ICT - Cloud Services
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,735.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,858.38,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1790.33,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1962,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1152.68,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Adult Social Care,TRADEBE HEALTHCARE NATIONAL LTD,13-08-2024,No,1959.69,OTHER PREMISE COSTS,Waste Management - Other
Planning & Development Services,TRADEBE HEALTHCARE NATIONAL LTD,13-08-2024,No,347.19,OTHER PREMISE COSTS,Waste Management - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,392.4,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,735.75,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1471.5,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1814.85,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Highways & Transport Services,Kainos Software Ltd,08-08-2024,No,12500,ICT GENERAL,ICT - Application Service Provision
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1471.5,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),22-08-2024,No,2943,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),22-08-2024,No,981,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),22-08-2024,No,981,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),08-08-2024,No,1373.4,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),27-08-2024,No,1765.8,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,Croy Education Services Ltd (Trading as Tutor Doctor),22-08-2024,No,686.7,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Highways & Transport Services,OPEN AWARDS,29-08-2024,No,650,TRAINING,Training
Central Services to the Public,BURCONIX LTD,13-08-2024,No,225,ICT GENERAL,ICT - Other
Central Services to the Public,BURCONIX LTD,13-08-2024,No,1800,ICT GENERAL,ICT - Other
Cultural & Related Services,PROTEC ENGINEERING SERVICES LTD,01-08-2024,No,5350,OTHER CONTRACTED SERVICES,Land Protection
Highways & Transport Services,PROTEC ENGINEERING SERVICES LTD,08-08-2024,No,295,OTHER CONTRACTED SERVICES,Street Furniture & Ironworks
Children & Education Services,SOLIHULL BSF SCHOOLS LTD,21-08-2024,No,6758.06,BSF UNITARY CHARGE,Building Schools for the Future (BSF) - Unitary Charge
Children & Education Services,SOLIHULL BSF SCHOOLS LTD,01-08-2024,No,1664.85,BSF UNITARY CHARGE,Building Schools for the Future (BSF) - Unitary Charge
Children & Education Services,SOLIHULL BSF SCHOOLS LTD,14-08-2024,No,692.89,BSF UNITARY CHARGE,Building Schools for the Future (BSF) - Unitary Charge
Central Services to the Public,FREETHS,01-08-2024,No,307.8,LEGAL FEES,Legal Services - Other
Central Services to the Public,FREETHS,01-08-2024,No,-307.8,LEGAL FEES,Legal Services - Other
Central Services to the Public,FREETHS,01-08-2024,No,256.5,LEGAL FEES,Legal Services - Other
Children & Education Services,Kings Chambers,01-08-2024,No,1200,LEGAL FEES,Legal Services - Other
Children & Education Services,STREETSBROOK INFANT & EARLY YEARS ACADEMY,27-08-2024,No,8515.94,OTHER FEES & CHARGES,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,506.4,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,ANGELS HEALTHCARE LTD,15-08-2024,No,1368.64,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,ANGELS HEALTHCARE LTD,15-08-2024,No,1368.64,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,12-08-2024,No,830.96,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,12-08-2024,No,849.29,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,SISTERS CARE SERVICES CIC,15-08-2024,No,513.24,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SISTERS CARE SERVICES CIC,15-08-2024,No,1515.28,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SISTERS CARE SERVICES CIC,15-08-2024,No,513.24,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SISTERS CARE SERVICES CIC,15-08-2024,No,1539.72,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SISTERS CARE SERVICES CIC,27-08-2024,No,513.24,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SISTERS CARE SERVICES CIC,27-08-2024,No,1539.72,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,1539.72,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,1417.52,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,1942.98,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,1723.02,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,1148.68,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,-1197.56,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,367.68,DIRECT PAYMENTS  CLIENT INCOME,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,-367.68,DIRECT PAYMENTS  CLIENT INCOME,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,2297.36,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,-735.36,DIRECT PAYMENTS  CLIENT INCOME,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,01-08-2024,No,500,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,DOVE HOME CARE LIMITED,15-08-2024,No,811.52,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,SANDANT CARE LTD,27-08-2024,No,411.2,ASC  TRANSITIONAL CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,342.16,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,342.16,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,447.02,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,667.2,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,462.37,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,667.2,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,BONDCARE (BROMFORD) LTD,08-08-2024,No,1372.57,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,BONDCARE (BROMFORD) LTD,08-08-2024,No,3843.2,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,RAYNER HOUSE & YEW TREES,15-08-2024,No,1000,ASC  RESIDENTIAL CARE RESPITE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,348.27,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,439.92,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,1744.1,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,CARE AFFAIR SOLIHULL LTD,19-08-2024,No,329.94,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,CARE AFFAIR SOLIHULL LTD,19-08-2024,No,580.45,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,Advance Healthcare,22-08-2024,No,3556.8,ASC  EXTRA CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,861.51,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,855.4,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,4732.2,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,977.6,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,SOLO Life Opportunities,12-08-2024,No,265.12,ASC  DAY CARE,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1000.8,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,FAMILY CARE TRUST,22-08-2024,No,956.64,ASC  DAY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,684.32,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,MIDLAND CARE SUPPORT & ENABLEMENT LTD,05-08-2024,No,8668.8,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,MIDLAND CARE SUPPORT & ENABLEMENT LTD,05-08-2024,No,2728.32,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,700.56,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,451.8,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,CARE WORLDWIDE (MANCHESTER) LIMITED,08-08-2024,No,3531.08,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,806.52,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,830.96,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,Advance Healthcare,22-08-2024,No,15724.8,ASC  EXTRA CARE,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1067.52,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,1503.06,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,27-08-2024,No,722.88,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,27-08-2024,No,722.88,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,867.62,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,SOLIHULL CARE LTD,08-08-2024,No,3683.4,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,ARDENLEA COURT,08-08-2024,No,3306.8,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,1802.45,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,2028.52,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,AVERY HEALTH CARE,08-08-2024,No,5121.48,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,ROCK HOUSING & SUPPORT SERVICES,15-08-2024,No,6720,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,ROCK HOUSING & SUPPORT SERVICES,27-08-2024,No,1680,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,ROCK HOUSING & SUPPORT SERVICES,27-08-2024,No,5040,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,ZEST CARE HOMES LTD,08-08-2024,No,6301.12,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,Advance Healthcare,22-08-2024,No,1560,ASC  EXTRA CARE,Not Classified
Adult Social Care,Advance Healthcare,22-08-2024,No,1560,ASC  EXTRA CARE,Not Classified
Adult Social Care,BONDCARE (BROMFORD) LTD,08-08-2024,No,3851.96,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,01-08-2024,No,1331.98,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,29-08-2024,No,1344.2,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,HYLANDS HOUSE CARE LTD,08-08-2024,No,-1795.8,ASC  RESIDENTIAL CARE RESPITE,Not Classified
