Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Highways & Transport Services,NUNEATON SIGNS,16/12/2024,No,372.24,MATERIALS,Street Lighting - Materials - Highways
Highways & Transport Services,NUNEATON SIGNS,19/12/2024,No,744.38,MATERIALS,Street Lighting - Materials - Highways
Adult Social Care,Trulife Limited,16/12/2024,No,594,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Adult Social Care,Trulife Limited,16/12/2024,No,792,PURCHASE OF EQUIPMENT/MACHINERY,ASC - Social Community Care Supplies & Services - Adult
Planning & Development Services,COOLERAID LTD,21/11/2024,No,-390,MATERIALS,Bottled Water Machines - Supplies & Services (Water Coolers)
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,04/12/2024,No,5596.35,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,04/12/2024,No,213.46,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,04/12/2024,No,213.46,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,04/12/2024,No,353.08,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,04/12/2024,No,353.08,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,19/12/2024,No,5596.35,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Highways & Transport Services,TELENT TECHNOLOGY SERVICES LTD,23/12/2024,No,2546.74,OTHER CONTRACTED SERVICES,Street & Traffic Management - Traffic Control
Adult Social Care,WEST MIDLANDS CARE ASSOCIATION,26/11/2024,No,3053.1,ICT GENERAL,ICT - Other
Children & Education Services,SOLIHULL CARS LTD,19/12/2024,No,32033.57,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Children & Education Services,SOLIHULL CARS LTD,19/12/2024,No,14940.72,CLIENTS TRANSPORT COSTS,Taxi - Home to School / College - Special Educational Needs
Cultural & Related Services,GRAIN Projects CIC,02/12/2024,No,2000,OTHER FEES & CHARGES,Events
Children & Education Services,NATIONAL GOVERNANCE ASSOCIATION,19/12/2024,No,570,TRAINING,Training
Planning & Development Services,HARRIS LAMB LIMITED,16/12/2024,No,3238.68,RENTS FOR PREMISES,Rents
Cultural & Related Services,FAMILY CARE TRUST,26/02/2024,No,1050,GROUNDS MAINTENANCE,Open Spaces - Repair & Maintenance
Cultural & Related Services,BIG BEAR MUSIC GROUP,02/12/2024,No,350,GENERAL RECEIPTS IN ADVANCE,Payment of 3rd Party Ticket Sales
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,1128.16,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,-1128.16,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,940.13,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,-644.68,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,644.68,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,537.23,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1193.04,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1193.04,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,994.2,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1377.88,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1377.88,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1148.23,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1020,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1020,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,850,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-333.23,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,333.23,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,277.69,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,06/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-734.4,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,734.4,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,612,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,558.59,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-558.59,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,465.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-820.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,820.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,683.74,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,168.41,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,119.44,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,101.82,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,187.71,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,309.95,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,74.24,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,71.91,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,102.98,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,51.07,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,71.88,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,142.71,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,36.36,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,136.67,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,74.4,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,110.01,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,115.17,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,105,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,105.16,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,158.44,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,179.35,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,96.23,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,163.95,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,120.06,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,116.86,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,54.21,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,71.61,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,39.51,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,57.27,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,247.5,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,54.24,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,61.05,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,6.78,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,10.68,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,76.4,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,104.48,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,74.08,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,191.54,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,250.43,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,97.13,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,84.34,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,56.06,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,80.23,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,95.11,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,307.95,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,160.18,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,44.45,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,99.1,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,89.03,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,10.17,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,130.93,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,167.57,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,49.19,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,45.24,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,282.91,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,36.99,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,18.01,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,130.64,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,151.43,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,77.05,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,91.99,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,63.5,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,93.85,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,97.03,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,149.61,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,106.44,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,99.85,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,96.85,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,93.45,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,23.98,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,11.09,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,91.82,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,158.95,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,149.48,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,198.83,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,19.2,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,68.98,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,118.15,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,169.97,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,106.58,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,204.67,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,110.51,CATERING PROVISIONS,Catering - Food & Beverages
Children & Education Services,ARTHUR BRETT CATERING LTD,17/12/2024,No,180.92,CATERING PROVISIONS,Catering - Food & Beverages
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,820.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-820.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,683.74,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,558.59,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-558.59,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,465.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-558.59,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,558.59,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,465.49,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1391.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1391.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1159.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2020.15,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2020.15,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1683.46,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,734.4,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-734.4,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,612,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-734.4,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,734.4,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,612,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1391.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1391.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1159.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-2171.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1809.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1391.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1391.7,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1159.75,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,-1230.61,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1230.61,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Highways & Transport Services,E.ON ENERGY SOLUTIONS LTD,09/12/2024,No,1025.51,OTHER CONTRACTED SERVICES,Street Lighting - Highways
Children & Education Services,HADLEY EDUCATIONAL LTD,19/12/2024,No,35793,CAPITATION,Educational Placements
Central Services to the Public,ANNODATA BUSINESS COMMUNICATIONS,10/12/2024,No,32154.57,GENERAL OFFICE EXPENSES,Printing & Photocopying
Central Services to the Public,ANNODATA BUSINESS COMMUNICATIONS,23/12/2024,No,1481.76,GENERAL OFFICE EXPENSES,Printing & Photocopying
Central Services to the Public,ANNODATA BUSINESS COMMUNICATIONS,23/12/2024,No,9515,GENERAL OFFICE EXPENSES,Printing & Photocopying
Children & Education Services,MEADWAY COACHES,02/12/2024,No,-10000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,10000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,10000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,15000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,-15000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,15000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,9000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,-9000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,02/12/2024,No,9000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,JET DANCE ACADEMY,19/12/2024,No,420,OTHER FEES & CHARGES,Fees - Other (Schools)
Children & Education Services,MEADWAY COACHES,19/12/2024,No,3000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,-3000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,-3000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,3000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,3000,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,-4500,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,4500,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,4500,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,2700,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,-4500,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
Children & Education Services,MEADWAY COACHES,19/12/2024,No,4500,CLIENTS TRANSPORT COSTS,Home to School / College - Bus & Coach Services
