Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
Investment Programme Financing,60562,Local Authority IP Costs,5147,Coventry City Council,3004048,45257,1041270.57
Investment Programme Financing,60562,Local Authority IP Costs,5147,Coventry City Council,3004049,45257,14005.41
Metro Programme Director,60343,Site Office Costs,5168,Dudley MBC,7043871,45245,19200
Head of Finance & Business Planning,30008,Agency Staff ( Established Posts),5229,Hays Specialist Recruitment,3003938,45233,1700.75
Head of Finance & Business Planning,30008,Agency Staff ( Established Posts),5229,Hays Specialist Recruitment,3004052,45259,3401.5
Head of Finance & Business Planning,30008,Agency Staff ( Established Posts),5229,Hays Specialist Recruitment,3004054,45259,1700.75
Metro Programme Director,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,1781.8
Head of Swift,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,3420.23
Director of Midlands Connect,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,1144.04
"Executive Director of Strategy, Integration and Ne",30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,829
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,2204.4
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,11107.21
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,4246.85
Programme Support and Assurance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003937,45233,3401.5
Head of Swift,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003938,45233,3420.23
Director of Midlands Connect,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003938,45233,1144.04
"Executive Director of Strategy, Integration and Ne",30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003938,45233,2901.45
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003938,45233,13259.45
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003938,45233,12411.13
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003938,45233,3453.17
Head of Swift,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,3420.23
Director of Midlands Connect,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,1128.58
"Executive Director of Strategy, Integration and Ne",30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,2901.45
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,12409.05
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,12638.05
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,6231.05
Programme Support and Assurance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004052,45259,2721.2
Metro Programme Director,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,2138.12
Head of Swift,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,869.08
Director of Midlands Connect,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,1128.58
"Executive Director of Strategy, Integration and Ne",30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,2486.96
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,4758.25
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,6817.5
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004053,45259,6032.64
Metro Programme Director,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,5345.4
Head of Swift,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,5626.64
Director of Midlands Connect,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,1128.58
"Executive Director of Strategy, Integration and Ne",30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,829
Head of IT Delivery,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,1275.57
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,14426.3
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,14175.37
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,5826.29
Programme Support and Assurance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3004054,45259,3401.5
Head of Operational Assets - Bus Infrastructure,30758,Timetable Cases,5237,Horizon Signs Ltd,7044781,45259,34126
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5273,Smith of Derby Ltd,7043885,45239,1097
Head of Operational Assets - Bus Stations,30501,Fire Prevention & Safety,5331,Trios Facilities Management limited,7043948,45240,806.66
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043237,45247,13194.19
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043923,45239,626.23
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043926,45240,812.34
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043927,45240,800.59
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043980,45240,636.63
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044213,45251,617.94
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044225,45245,834.12
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044291,45247,834.12
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044292,45247,596
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044368,45251,9750.94
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044382,45247,5036.88
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044383,45247,13194.19
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044388,45247,1695.95
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044423,45247,1325.67
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044425,45247,1332.88
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044427,45251,647.4
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044428,45251,1922.93
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044430,45251,608.47
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044431,45251,957.77
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7044584,45251,1401.23
Head of Operational Assets - Bus Stations,30751,Window & Door Maintenance,5331,Trios Facilities Management limited,7044231,45247,1148.97
Head of Operational Assets - Bus Stations,30756,Maintenance of Lighting,5331,Trios Facilities Management limited,7044224,45251,626.75
Head of Operational Assets - Bus Stations,60395,Physical Construction,5331,Trios Facilities Management limited,7043623,45231,6600
Head of Operational Assets - Bus Stations,60395,Physical Construction,5331,Trios Facilities Management limited,7043660,45231,8070.86
Tendered Bus Services,32425,Subsidised Services,5337,Stagecoach,40582,45252,231375.06
Tendered Bus Services,32425,Subsidised Services,5337,Stagecoach,40583,45252,76333.75
Transport Assets,30661,Rents,5416,Network Rail,7044009,45257,4453.28
Transport Assets,30661,Rents,5416,Network Rail,7044013,45257,4453.28
Transport Assets,30691,Rates,5441,Sandwell MBC,7043682,45240,3750.93
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,5441,Sandwell MBC,7043833,45239,38232.72
Net Zero Neighbourhood,31671,Revenue Contributions to Third Parties,5441,Sandwell MBC,7044733,45259,64078.34
Adult Education,32751,Provider Delivery Fees - Grant,5441,Sandwell MBC,8013905,45251,110833.33
16 Summer Lane FM,30721,Water Charges,5453,Water Plus,7043676,45247,550.83
16 Summer Lane FM,30721,Water Charges,5453,Water Plus,7043678,45247,592.79
Head of Operational Assets - Bus Stations,30721,Water Charges,5453,Water Plus,7043983,45240,4156.83
Head of Operational Assets - Bus Stations,30721,Water Charges,5453,Water Plus,7044044,45240,500.22
Head of Operational Assets - Bus Stations,30721,Water Charges,5453,Water Plus,7044185,45247,1039.46
Head of Operational Assets - Bus Stations,30721,Water Charges,5453,Water Plus,7044186,45247,978.57
Head of Operational Assets - Bus Stations,30721,Water Charges,5453,Water Plus,7044187,45247,978.57
16 Summer Lane FM,30722,Sewerage,5453,Water Plus,7043676,45247,751.75
16 Summer Lane FM,30722,Sewerage,5453,Water Plus,7043678,45247,780.2
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044050,45240,755.89
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044051,45240,722.29
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044052,45240,717.59
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044053,45240,741.61
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044054,45240,984.34
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044055,45240,731.87
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044056,45240,731.87
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044057,45240,878.05
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044058,45240,850.32
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044059,45240,878.05
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044060,45240,1458.89
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044061,45240,1054.27
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044062,45240,1839.43
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044063,45240,956.17
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044064,45240,601.14
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044066,45240,511.13
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044068,45240,511.13
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044069,45240,511.13
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044073,45240,502.78
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044074,45240,555.93
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044075,45240,555.93
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044076,45240,555.93
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044083,45240,587.69
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044113,45240,506.83
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044114,45240,537.15
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044115,45240,555.05
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044116,45240,537.15
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044117,45240,555.05
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044118,45240,555.05
Head of Operational Assets - Bus Stations,30722,Sewerage,5453,Water Plus,7044119,45240,537.15
Head of IT Delivery,31602,Telephone - Land Line,5493,Virgin Media Business,7043597,45233,582.1
Head of IT Delivery,31602,Telephone - Land Line,5493,Virgin Media Business,7044861,45259,582.1
16 Summer Lane FM,31652,Miscellaneous Travel Expenses,5522,TOA Taxis Radio Systems,7042277,45257,1161.96
Tendered Bus Services,32425,Subsidised Services,5533,Travel West Midlands,40581,45252,6500
Tendered Bus Services,32425,Subsidised Services,5533,Travel West Midlands,40582,45252,636623.78
Tendered Bus Services,32425,Subsidised Services,5533,Travel West Midlands,40583,45252,75639.6
Head of IT Delivery,31601,Mobile Phones,5546,Vodafone Limited,7043543,45231,12783.22
Head of IT Delivery,31606,Hardware Maintenance,5546,Vodafone Limited,7044353,45247,17929
Head of Operational Assets - Bus Stations,30691,Rates,5550,Walsall Community Transport,7044479,45251,2183.08
Head of Bus,31671,Revenue Contributions to Third Parties,5550,Walsall Community Transport,3003950,45239,23451.5
Head of Bus,32424,Grant Payments to Section 19 Operators,5550,Walsall Community Transport,3004034,45253,5331.16
Tendered Bus Services,32425,Subsidised Services,5550,Walsall Community Transport,40582,45252,36892.44
Tendered Bus Services,32425,Subsidised Services,5550,Walsall Community Transport,40583,45252,11338.56
Transport Assets,30691,Rates,5551,Walsall MBC,7043827,45245,4352
Office of Data Analytics,31572,Consultants,5551,Walsall MBC,7043695,45231,55600
Office of Data Analytics,31572,Consultants,5551,Walsall MBC,7044863,45259,49700
Investment Programme Financing,60562,Local Authority IP Costs,5551,Walsall MBC,3004046,45257,4397422.81
Local Authority Capability Fund,31671,Revenue Contributions to Third Parties,5572,Wolverhampton City Council,3003986,45245,643511.48
Sustainable Travel,60561,Contributions to 3rd Parties,5572,Wolverhampton City Council,3003959,45240,61193.34
Director of Network Resilience,60561,Contributions to 3rd Parties,5572,Wolverhampton City Council,3004043,45257,272640.97
Delivery Director - Sustainable Transport,60561,Contributions to 3rd Parties,5572,Wolverhampton City Council,3004044,45257,48413.4
Energy Capital,31767,Events / Exhibitions,5600,Sundry Creditors,3003942,45239,2950
Cycling for Everyone,31767,Events / Exhibitions,5600,Sundry Creditors,3004005,45247,3750
Head of Network Transformation,60002,Local Authority Staff Costs,5600,Sundry Creditors,7043813,45239,8480
Metro Programme Director,60343,Site Office Costs,5600,Sundry Creditors,3003925,45231,1500
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7037409,45245,4752.48
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042084,45231,12599.75
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042085,45231,9664
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042086,45231,6656
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042087,45231,12928
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042088,45231,11008
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042089,45231,7168
Metro Programme Director,60393,Early Contractor Involvement,5603,Birmingham City Council,7042090,45231,17152
Delivery Director - Metro,31571,External Advice,5695,Mott MacDonald,7043359,45231,1742.88
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7043552,45247,5980.01
Director of Strategic Partnerships and Integration,31571,External Advice,5695,Mott MacDonald,7043853,45239,9615
"Director of Policy, Strategy & Innovation",31571,External Advice,5695,Mott MacDonald,7044144,45257,14999
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7044323,45247,6751.21
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7044324,45247,9521.06
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7044325,45247,1500
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7044326,45247,1000
Joint Data Team,31571,External Advice,5695,Mott MacDonald,7044327,45257,3138
Delivery Director - Metro,31571,External Advice,5695,Mott MacDonald,7044476,45257,3778.55
Active Travel Grant,31763,Monitoring,5695,Mott MacDonald,7044782,45259,1946.7
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7042076,45247,14817.5
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7044289,45247,20285.25
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7044442,45251,13905.54
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7044443,45251,6549.36
Metro Programme Director,60633,Tram Purchase Payments,5695,Mott MacDonald,7044477,45259,20438.88
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),5858,Chiltern Railways,3003944,45239,3714.26
Head of Swift,31604,IT Software Licenses and Applications,6248,ITSO Ltd,7043897,45239,16893.47
Metro Programme Director,60111,Land Advice,6275,Winckworth Sherwood,7041547,45245,4935
Metro Programme Director,60111,Land Advice,6275,Winckworth Sherwood,7043094,45240,1143
Metro Programme Director,60111,Land Advice,6275,Winckworth Sherwood,7043719,45245,2382.2
Metro Programme Director,60111,Land Advice,6275,Winckworth Sherwood,7044675,45257,975
Metro Programme Director,60111,Land Advice,6275,Winckworth Sherwood,7044676,45257,1152
Director of Network Resilience,30008,Agency Staff ( Established Posts),6316,AECOM Limited,7043490,45233,4965.4
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7042715,45251,288192.35
Sprint,60191,Design Works,6316,AECOM Limited,7042715,45251,91686.69
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7044556,45251,5000
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7044557,45251,16000
Delivery Director - Sustainable Transport,60191,Design Works,6316,AECOM Limited,7044558,45251,40805.95
Sprint,60191,Design Works,6316,AECOM Limited,7044559,45251,38279.83
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043494,45240,923.08
16 Summer Lane FM,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043494,45240,750
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043497,45240,1961.54
16 Summer Lane FM,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043497,45240,2500
Transport Assets,30852,Service Charge Expenditure,6355,Bruton Knowles (Mgt Fees),7035920,45239,12227.11
16 Summer Lane FM,30852,Service Charge Expenditure,6355,Bruton Knowles (Mgt Fees),7044763,45259,350721
Transport Assets,31571,External Advice,6355,Bruton Knowles (Mgt Fees),7044141,45247,700
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7043150,45240,2684.75
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7043852,45245,1428
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7043854,45240,1986.08
Metro Programme Director,60141,Legal Advice,6355,Bruton Knowles (Mgt Fees),7043851,45245,5775.5
Tendered Bus Services,32425,Subsidised Services,6434,Landflight Travel Services Ltd,40582,45252,70361.94
Tendered Bus Services,32425,Subsidised Services,6434,Landflight Travel Services Ltd,40583,45252,23464.28
Concessions Schemes,32430,Child Travel Pass Concession,6434,Landflight Travel Services Ltd,40580,45252,878.74
Safety and Security Manager,30754,CCTV,6550,British Telecommunications plc,7043598,45239,1065.39
Safety and Security Manager,30754,CCTV,6550,British Telecommunications plc,7043599,45239,59834.54
Safety and Security Manager,30754,CCTV,6550,British Telecommunications plc,7043600,45239,706.85
Safety and Security Manager,30754,CCTV,6550,British Telecommunications plc,7043601,45239,575.35
Safety and Security Manager,30754,CCTV,6550,British Telecommunications plc,7043602,45239,779.07
Safety and Security Manager,30754,CCTV,6550,British Telecommunications plc,7043650,45239,789.04
Head of Bus,60191,Design Works,6800,Atkins Transport Planning,7043576,45233,8955.3
Head of Bus,60191,Design Works,6800,Atkins Transport Planning,7043577,45233,17986.6
Director of Midlands Connect,31571,External Advice,6821,Network Rail,7043277,45239,9628.81
Investment Programme Financing,60560,Network Rail Costs,6821,Network Rail,7043427,45231,47167.94
Investment Programme Financing,60560,Network Rail Costs,6821,Network Rail,7043428,45231,72631.73
Head of IT Delivery,31603,IT Hardware,6867,Probrand Limited,7044447,45259,21586.4
ICT Project,31603,IT Hardware,6867,Probrand Limited,7044750,45259,515.84
Information Delivery Team,31452,Office Equipment,6951,Posturite UK Ltd,7044164,45247,967.11
"Tourism, Trade and Investment Programme",31671,Revenue Contributions to Third Parties,6973,West Midlands Growth Company Limited,3003961,45240,245804.27
UKSPF,31671,Revenue Contributions to Third Parties,6973,West Midlands Growth Company Limited,7044345,45247,1250000
Commonwealth Games Legacy Fund,31671,Revenue Contributions to Third Parties,6973,West Midlands Growth Company Limited,7044345,45247,750000
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044168,45245,810.9
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044169,45245,810.9
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044170,45245,928.3
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044171,45245,1085.11
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044173,45245,810.9
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044174,45245,1085.11
Director of Housing & Regeneration,60143,Insurance,6976,Lambert Smith Hampton,7044175,45245,1113.96
Adult Education,32751,Provider Delivery Fees - Grant,7007,City of Wolverhampton College,8013905,45251,1208459.16
Adult Education,32751,Provider Delivery Fees - Grant,7007,City of Wolverhampton College,8013913,45251,37641.3
Director of Housing & Regeneration,30010,Secondee Costs,7068,EDF Energy Customers Limited,7043628,45231,2359.68
Director of Housing & Regeneration,30010,Secondee Costs,7068,EDF Energy Customers Limited,7044011,45240,2439.48
Director of Housing & Regeneration,30601,Electricity,7068,EDF Energy Customers Limited,7042336,45231,2398.83
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7043007,45239,31387.61
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7043906,45257,13054.29
Director of Network Resilience,31571,External Advice,7127,Total Integrated Solutions Ltd,7038379,45239,9339.68
Metro Programme Director,60395,Physical Construction,7127,Total Integrated Solutions Ltd,7043908,45239,1000
Metro Programme Director,60395,Physical Construction,7127,Total Integrated Solutions Ltd,7044211,45245,1842.98
Director of Network Resilience,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7043830,45247,107092.1
Director of Network Resilience,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7043905,45240,5873.96
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042243,45245,1149.14
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042244,45245,1694.07
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042245,45245,1158
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043499,45231,1569.47
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043641,45240,1882.92
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043642,45240,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043643,45240,2535
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043967,45240,2730
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043978,45240,2470
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044279,45245,2470
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044281,45245,1546.21
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044574,45251,1287.03
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044575,45251,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044576,45251,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044577,45251,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044578,45251,1820
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7044579,45251,2590
Programme Support and Assurance,30115,Staff Recruitment Costs,7129,Venn Group,7043845,45259,6648.75
Sprint,60141,Legal Advice,7129,Venn Group,7043640,45240,577.5
Sprint,60141,Legal Advice,7129,Venn Group,7043966,45240,1165.56
Sprint,60141,Legal Advice,7129,Venn Group,7044573,45251,528
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7042815,45247,5146.5
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7042828,45251,949
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7042829,45251,3504
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7043848,45251,4489.5
Information Delivery Team,30509,Replaced Stop Flags,7176,Mallatite,7043706,45233,18584.08
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7043315,45233,11490.16
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7043707,45233,10140.01
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7043831,45239,82072.66
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7043840,45239,2872.54
Delivery Director - Sustainable Transport,60630,Land Acquisition,7187,Eversheds LLP,7043822,45239,1173
Managing Director for TfWM,31572,Consultants,7297,Steve Bramall,7043826,45233,1000
Integrated Data Team,31609,IT Consumables,7368,Mobius Networks Ltd,7043717,45251,1585
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,40582,45252,37190.76
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,40583,45252,4049.6
Concessions Schemes,32430,Child Travel Pass Concession,7385,Travel Express Ltd,40580,45252,691.72
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,40582,45252,15216.87
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,40583,45252,4877.29
Concessions Schemes,32430,Child Travel Pass Concession,7395,Banga Buses,40580,45252,932.04
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7042208,45251,5548.12
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7042520,45251,1224.32
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7043218,45251,922.56
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7043220,45251,10248.5
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7044217,45251,1727.32
Information Delivery Team,30503,Distribution of IBSS Info,7483,Mitie Cleaning and Environmental Services Ltd,7044220,45251,660.21
Head of Operational Assets - Bus Infrastructure,30758,Timetable Cases,7483,Mitie Cleaning and Environmental Services Ltd,7044218,45245,1881.42
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043312,45239,4696.22
Head of Operational Assets - Rail Car Parks,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043670,45231,2222.24
Head of Operational Assets - Rail Car Parks,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043671,45231,2222.24
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043675,45245,15528.54
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043677,45245,15528.54
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043679,45245,15528.54
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043755,45245,15528.54
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043832,45239,59184.3
Head of Operational Assets - Rail Car Parks,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043841,45239,2222.24
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7044241,45245,6446.34
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7044307,45245,15528.54
Head of Operational Assets - Bus Infrastructure,30884,Shelter Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7044216,45245,102280.72
