Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003908,45222,5701.69
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003908,45222,4677.1
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003908,45222,5947.6
Head of Swift,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,3420.23
Director of Midlands Connect,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,1128.58
Director of Housing & Regeneration,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,898.9
"Executive Director of Strategy, Integration and Ne",30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,2735.65
Technical Engagement,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,2919.15
ICT Project,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,4818.85
Head of Governance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,3413.71
Head of Finance & Business Planning,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,5947.6
Programme Support and Assurance,30009,Staff Agency Services,5229,Hays Specialist Recruitment,3003915,45224,3401.5
Leadership,30115,Staff Recruitment Costs,5229,Hays Specialist Recruitment,7043111,45215,3500
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042313,45204,1755
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042333,45208,632.5
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042382,45201,1695.95
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042415,45204,533.61
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042420,45204,2286
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042528,45204,834.12
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042531,45204,834.12
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042532,45204,596
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042544,45204,2011.2
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042617,45204,921.78
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042671,45204,920.09
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042761,45211,544.77
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7042984,45215,3239.3
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043034,45222,814.92
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043035,45222,814.92
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043040,45222,550.14
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043108,45218,2385.6
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043236,45218,1695.95
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043238,45218,5036.88
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043338,45224,1463.83
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043367,45229,1029.25
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043376,45229,13194.19
16 Summer Lane FM,30502,Routine Maintenance,5331,Trios Facilities Management limited,7043447,45229,1076.96
Head of Operational Assets - Bus Stations,30751,Window & Door Maintenance,5331,Trios Facilities Management limited,7042414,45208,631.15
Head of Operational Assets - Bus Stations,30751,Window & Door Maintenance,5331,Trios Facilities Management limited,7042573,45204,606.46
Head of Operational Assets - Bus Stations,30751,Window & Door Maintenance,5331,Trios Facilities Management limited,7042834,45208,1781.68
Head of Operational Assets - Bus Stations,30751,Window & Door Maintenance,5331,Trios Facilities Management limited,7043033,45222,537.68
Head of Operational Assets - Bus Stations,30751,Window & Door Maintenance,5331,Trios Facilities Management limited,7043181,45222,1635.2
16 Summer Lane FM,30752,Lift Maintenance,5331,Trios Facilities Management limited,7043369,45224,11500
Sprint,60343,Site Office Costs,5331,Trios Facilities Management limited,7043223,45229,2345.87
Tendered Bus Services,32425,Subsidised Services,5337,Stagecoach,40569,45224,213038.55
Tendered Bus Services,32425,Subsidised Services,5337,Stagecoach,40570,45224,77937.14
Director of Midlands Connect,31571,External Advice,5349,SYSTRA Ltd,7043340,45222,4944
Director of Midlands Connect,31571,External Advice,5349,SYSTRA Ltd,7043429,45224,6250
Ticketing Services Manager,31955,Commercial Card Processing,5372,Orion Security Print Ltd,7043294,45222,2011
Transport Assets,30661,Rents,5441,Sandwell MBC,7043159,45218,2940
Careers,31671,Revenue Contributions to Third Parties,5441,Sandwell MBC,7043113,45215,3444.62
Adult Education,32751,Provider Delivery Fees - Grant,5441,Sandwell MBC,8013490,45219,110833.33
Head of Operational Assets - Bus Stations,30721,Water Charges,5453,Water Plus,7042765,45208,545.56
16 Summer Lane FM,30721,Water Charges,5453,Water Plus,7042901,45211,1229.28
Head of Operational Assets - Bus Stations,30721,Water Charges,5467,Source For Business,7042446,45201,2396.3
Head of Operational Assets - Bus Stations,30721,Water Charges,5467,Source For Business,7043274,45229,2389.74
"Director of Policy, Strategy & Innovation",31571,External Advice,5476,Steer,7043202,45218,65751.25
Director of Midlands Connect,31571,External Advice,5476,Steer,7043433,45229,1781.25
Head of IT Delivery,31602,Telephone - Land Line,5493,Virgin Media Business,7042438,45201,582.1
Head of IT Delivery,31602,Telephone - Land Line,5493,Virgin Media Business,7042738,45222,582.1
Tendered Bus Services,32425,Subsidised Services,5533,Travel West Midlands,40569,45224,232091.74
Tendered Bus Services,32425,Subsidised Services,5533,Travel West Midlands,40570,45224,68591.99
Head of IT Delivery,31603,IT Hardware,5546,Vodafone Limited,7043180,45218,33896
Tendered Bus Services,32425,Subsidised Services,5550,Walsall Community Transport,40569,45224,34015.66
Tendered Bus Services,32425,Subsidised Services,5550,Walsall Community Transport,40570,45224,10379.62
Head of Network Transformation,60561,Contributions to 3rd Parties,5558,West Midlands Travel Ltd,3003836,45201,4113022.14
Transport Assets,30661,Rents,5572,Wolverhampton City Council,7043158,45218,5952
Sustainable Travel,60561,Contributions to 3rd Parties,5572,Wolverhampton City Council,3003867,45215,109615.48
Sustainable Travel,60561,Contributions to 3rd Parties,5572,Wolverhampton City Council,3003868,45215,179301.15
Sustainable Travel,60561,Contributions to 3rd Parties,5572,Wolverhampton City Council,3003869,45215,4332.68
CRSTS - Capital,60563,Local Authority CRSTS Costs,5572,Wolverhampton City Council,3003872,45218,499535
CRSTS - Revenue,60563,Local Authority CRSTS Costs,5572,Wolverhampton City Council,3003873,45218,2614579.07
Metro Programme Director,30601,Electricity,5600,Sundry Creditors,3003851,45204,8239.21
Metro Programme Director,30601,Electricity,5600,Sundry Creditors,3003852,45208,6449.34
Director of Housing & Regeneration,31571,External Advice,5600,Sundry Creditors,3003853,45211,75785.52
Metro Programme Director,60343,Site Office Costs,5600,Sundry Creditors,3003866,45215,1067
16 Summer Lane FM,30691,Rates,5603,Birmingham City Council,7041781,45218,130560
Delivery Director - Metro,31571,External Advice,5695,Mott MacDonald,7042149,45218,6065.51
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7042301,45224,11644.86
Director of Midlands Connect,31571,External Advice,5695,Mott MacDonald,7042921,45211,1500
Director of Strategic Partnerships and Integration,31571,External Advice,5695,Mott MacDonald,7043021,45211,9615
Executive Director WMRE,31571,External Advice,5695,Mott MacDonald,7043346,45224,22731
Executive Director WMRE,31571,External Advice,5695,Mott MacDonald,7043356,45224,8184
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7042261,45222,32247.25
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7043260,45222,34553.25
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7043389,45224,9648.76
Metro Programme Director,60001,Project Support Costs,5695,Mott MacDonald,7043390,45224,3920.32
Metro Programme Director,60633,Tram Purchase Payments,5695,Mott MacDonald,7043358,45224,17151.39
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),5858,Chiltern Railways,3003856,45211,3714.26
"Director of Policy, Strategy & Innovation",31767,Events / Exhibitions,6057,Landor Links Ltd,7042805,45208,1551.25
Industrial Strategy,31767,Events / Exhibitions,6151,Aurora Graphics and Displays,7043221,45222,701
Director of Housing & Regeneration,30115,Staff Recruitment Costs,6152,Michael Page International,7042524,45211,4838.73
"Director of Policy, Strategy & Innovation",31577,Professional Advice,6170,ITS United Kindom,7042986,45211,2700
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043492,45229,1909.2
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043495,45229,737.32
Transport Assets,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043496,45229,625
16 Summer Lane FM,30851,Management Agents Costs,6355,Bruton Knowles (Mgt Fees),7043498,45229,879
Transport Assets,30852,Service Charge Expenditure,6355,Bruton Knowles (Mgt Fees),7043372,45229,12227.11
Transport Assets,31571,External Advice,6355,Bruton Knowles (Mgt Fees),7042304,45201,850
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7042022,45222,2633
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7043155,45218,3877
Metro Programme Director,60111,Land Advice,6355,Bruton Knowles (Mgt Fees),7043366,45224,630
Tendered Bus Services,32425,Subsidised Services,6434,Landflight Travel Services Ltd,40569,45224,71308.29
Tendered Bus Services,32425,Subsidised Services,6434,Landflight Travel Services Ltd,40570,45224,23321.97
Concessions Schemes,32430,Child Travel Pass Concession,6434,Landflight Travel Services Ltd,40566,45224,668.31
Head of Swift,31767,Events / Exhibitions,6623,The Studio Venue Company,7043435,45224,3155
Investment Programme Financing,60560,Network Rail Costs,6821,Network Rail,7042436,45215,73778
Director of Development & Delivery,60560,Network Rail Costs,6821,Network Rail,7043130,45218,965.33
Head of IT Delivery,31603,IT Hardware,6867,Probrand Limited,7042634,45204,6559.77
Head of IT Delivery,31603,IT Hardware,6867,Probrand Limited,7042635,45204,995.47
Head of IT Delivery,31603,IT Hardware,6867,Probrand Limited,7043339,45222,41014.16
ICT Project,31606,Hardware Maintenance,6867,Probrand Limited,7041117,45229,42129.08
"Tourism, Trade and Investment Programme",31671,Revenue Contributions to Third Parties,6973,West Midlands Growth Company Limited,3003854,45211,173108.97
Adult Education,32751,Provider Delivery Fees - Grant,7007,City of Wolverhampton College,8013490,45219,1208459.16
Adult Education,32751,Provider Delivery Fees - Grant,7007,City of Wolverhampton College,8013497,45219,32505.17
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,7083,SWARCO Traffic Limited,7042974,45211,5402.6
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7042663,45224,955.47
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7042664,45224,3820.39
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7042666,45224,6510.01
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7042696,45224,3500
Safety and Security Manager,30754,CCTV,7127,Total Integrated Solutions Ltd,7042697,45224,18000
Director of Network Resilience,31606,Hardware Maintenance,7127,Total Integrated Solutions Ltd,7042832,45211,3326.13
Director of Network Resilience,31606,Hardware Maintenance,7127,Total Integrated Solutions Ltd,7042833,45211,3801.6
Metro Programme Director,60395,Physical Construction,7127,Total Integrated Solutions Ltd,7042698,45211,80761.65
Head of Operational Assets - Bus Infrastructure,60638,CCTV Supply and Installation,7127,Total Integrated Solutions Ltd,7042665,45204,6323.53
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042688,45208,2470
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042689,45208,2730
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042723,45208,1582.76
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042743,45208,1213.93
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042744,45208,1665.83
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042763,45208,1453.73
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042907,45211,2535
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7042910,45211,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043230,45224,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043231,45224,2405
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043384,45224,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043385,45224,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043386,45224,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043399,45224,2590
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043400,45224,2535
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043437,45224,1578.33
Head of Governance,30008,Agency Staff ( Established Posts),7129,Venn Group,7043438,45224,1472.55
Sprint,60141,Legal Advice,7129,Venn Group,7043398,45224,506.22
Head of Swift,31651,Consumables,7143,Digital ID LTD,7043006,45211,2149.5
Head of Finance & Business Planning,31571,External Advice,7156,Integra Associates,7042849,45218,1000
16 Summer Lane FM,31605,Postage,7157,Pitney Bowes Limited,7042684,45204,1023.72
Information Delivery Team,30509,Replaced Stop Flags,7176,Mallatite,7042604,45204,12037.18
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7042603,45204,13524.81
Head of Operational Assets - Bus Infrastructure,30757,Shelter Repairs,7176,Mallatite,7042759,45204,82072.66
Transport Assets,31573,Legal Fees,7187,Eversheds LLP,7042322,45201,3319
Transport Assets,31573,Legal Fees,7187,Eversheds LLP,7042323,45201,2806
Transport Assets,31573,Legal Fees,7187,Eversheds LLP,7042324,45201,2514
Transport Assets,31573,Legal Fees,7187,Eversheds LLP,7042633,45204,1000
Metro Programme Director,60141,Legal Advice,7187,Eversheds LLP,7042431,45201,810.5
Sprint,60630,Land Acquisition,7187,Eversheds LLP,7039532,45215,1774
Managing Director for TfWM,31572,Consultants,7297,Steve Bramall,7042656,45204,1000
Head of Operational Assets - Bus Infrastructure,30755,EPI Maintenance,7350,21st Century Passenger Systems Limited,7042599,45204,1911.46
Head of Operational Assets - Bus Infrastructure,30755,EPI Maintenance,7350,21st Century Passenger Systems Limited,7043283,45222,1892.39
Information Delivery Team,31608,Software Maintenance,7350,21st Century Passenger Systems Limited,7042509,45201,46564
Integrated Data Team,60640,RTI Supply and Installation,7350,21st Century Passenger Systems Limited,7042541,45201,6000
Head of Operational Assets - Bus Infrastructure,30755,EPI Maintenance,7368,Mobius Networks Ltd,7042631,45204,1585
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,40569,45224,12148.8
Tendered Bus Services,32425,Subsidised Services,7385,Travel Express Ltd,40570,45224,5938.96
Concessions Schemes,32430,Child Travel Pass Concession,7385,Travel Express Ltd,40566,45224,717.77
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,40569,45224,14631.87
Tendered Bus Services,32425,Subsidised Services,7395,Banga Buses,40570,45224,4957.29
Concessions Schemes,32430,Child Travel Pass Concession,7395,Banga Buses,40566,45224,858.97
Metro Programme Director,60141,Legal Advice,7431,Shoosmiths LLP,7043242,45222,17000
16 Summer Lane FM,31543,Courier Distribution,7465,City Sprint,7042888,45222,676.79
Director of Midlands Connect,31571,External Advice,7473,Association of Train Operating Companies,7042507,45211,14285.52
Head of Operational Assets - Bus Infrastructure,30758,Timetable Cases,7483,Mitie Cleaning and Environmental Services Ltd,7043217,45218,1031.73
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042493,45204,4696.36
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042494,45204,4696.39
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042495,45204,4696.38
Head of Operational Assets - Rail Car Parks,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042499,45204,2222.24
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042500,45204,59184.29
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042501,45204,59184.28
Head of Operational Assets - Bus Stations,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042502,45204,59184.28
16 Summer Lane FM,30883,Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043213,45218,595.28
Head of Operational Assets - Bus Infrastructure,30884,Shelter Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7042506,45204,1602.27
Head of Operational Assets - Bus Infrastructure,30884,Shelter Cleaning,7483,Mitie Cleaning and Environmental Services Ltd,7043215,45218,89352.12
Head of Operational Assets - Bus Infrastructure,30885,Cleaning & Inspection of Stop Poles,7483,Mitie Cleaning and Environmental Services Ltd,7042490,45204,6361.43
Head of Operational Assets - Bus Infrastructure,30885,Cleaning & Inspection of Stop Poles,7483,Mitie Cleaning and Environmental Services Ltd,7042491,45204,6361.43
Head of Operational Assets - Bus Infrastructure,30885,Cleaning & Inspection of Stop Poles,7483,Mitie Cleaning and Environmental Services Ltd,7042492,45204,6361.43
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7040360,45208,1537.77
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7040361,45208,1537.77
Sprint,60343,Site Office Costs,7483,Mitie Cleaning and Environmental Services Ltd,7041153,45208,1537.77
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),7495,XC Trains Ltd,3003858,45211,12021.41
Head of Governance,30104,Subs to Trade Bodies,7562,Thomson Reuters,7043291,45224,18488.07
Ticketing Services Manager,31953,Mobility Clinics,7691,Access Independent Ltd,7042388,45224,2565
Ticketing Services Manager,31953,Mobility Clinics,7691,Access Independent Ltd,7042525,45201,570
Delivery Director - Sustainable Transport,60615,Utilities Diversion,7717,BT Openreach,7043292,45224,270463.95
Safety and Security Manager,31576,Safety & Security,7846,British Transport Police,7043128,45218,11126.2
Head of Organisational Development,31201,Vehicle Maintenance,7855,RAC Fleet Services,7042448,45201,624
Director of Midlands Connect,31604,IT Software Licenses and Applications,7882,Basemap Limited,7043092,45218,5300
Head of Bus,31608,Software Maintenance,7882,Basemap Limited,7043351,45224,1750
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7040940,45211,7947.5
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7042377,45208,7425
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7042389,45208,9870.75
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7043381,45224,8167.5
Metro Programme Director,60001,Project Support Costs,7884,Turner & Townsend,7043383,45224,12733
Delivery Director - Rail,60141,Legal Advice,7884,Turner & Townsend,7042443,45201,19060.41
Director of Network Resilience,30008,Agency Staff ( Established Posts),7933,Integrated Transport Planning Ltd,7042526,45204,7399.84
Director of Integrated Network Services,31571,External Advice,7933,Integrated Transport Planning Ltd,7042777,45218,2114
Director of Midlands Connect,31571,External Advice,7996,WSP UK,7043440,45224,16670.9
Head of Swift,60001,Project Support Costs,7996,WSP UK,7042906,45224,23266.53
Head of Network Transformation,60054,Investigations and Surveys,7996,WSP UK,7042538,45215,13600
Head of Network Transformation,60054,Investigations and Surveys,7996,WSP UK,7042540,45215,22293
Head of Network Transformation,60191,Design Works,7996,WSP UK,7042536,45215,4100
Head of Network Transformation,60191,Design Works,7996,WSP UK,7042537,45215,10926
Head of Network Transformation,60191,Design Works,7996,WSP UK,7042539,45215,8841
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7042648,45211,24560.23
16 Summer Lane FM,31575,Security Services,8001,Man Commercial Protection Ltd,7042716,45204,15809.15
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7042717,45211,8318.31
Bus Service Improvement Plan (BSIP),31575,Security Services,8001,Man Commercial Protection Ltd,7042718,45211,11786.58
Safety and Security Manager,31575,Security Services,8001,Man Commercial Protection Ltd,7042912,45211,2637.1
Delivery Director - Rail,60391,Security Works,8001,Man Commercial Protection Ltd,7042015,45204,4964
Delivery Director - Rail,60391,Security Works,8001,Man Commercial Protection Ltd,7042016,45204,4972.5
Delivery Director - Rail,60391,Security Works,8001,Man Commercial Protection Ltd,7042175,45204,894
Delivery Director - Rail,60391,Security Works,8001,Man Commercial Protection Ltd,7042341,45204,722.24
Delivery Director - Rail,60391,Security Works,8001,Man Commercial Protection Ltd,7042926,45229,960
Media,31773,Press Cutting Service,8061,The Copyright Licensing Agency,7042425,45204,1129.24
16 Summer Lane FM,30502,Routine Maintenance,8118,MITIE Landscapes Ltd,7042877,45224,501.23
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,8118,MITIE Landscapes Ltd,7042999,45211,945
Head of Operational Assets - Rail Car Parks,30502,Routine Maintenance,8118,MITIE Landscapes Ltd,7043000,45211,1039.5
Metro Programme Director,60870,Training,8143,Construcciones Y Auxiliar De Ferrocarriles S.A.,7042724,45208,8860
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7042159,45208,2019.7
Head of IT Delivery,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7042201,45208,2097.57
ICT Project,31608,Software Maintenance,8242,Trustmarque Solutions Ltd,7042445,45201,1353.68
Metro Director,31571,External Advice,8274,ITS Testing Services UK Ltd,7041407,45224,3811.5
Metro Director,31571,External Advice,8274,ITS Testing Services UK Ltd,7041514,45208,1132.4
Metro Programme Director,60054,Investigations and Surveys,8274,ITS Testing Services UK Ltd,7042775,45208,566.5
Head of Operational Assets - Bus Stations,30502,Routine Maintenance,8302,Truvelo (UK) Ltd,7043261,45224,1980
Metro Director,30661,Rents,8448,National Grid Electricity Distribution,7043182,45218,638.22
Capital Financing,33651,Pensions Payroll,8492,WEST MIDLANDS PENSION FUND,7042292,45211,3440
Head of Operational Assets - Bus Infrastructure,60191,Design Works,8512,CDC TECHNICAL SERVICES LTD,7043363,45229,1305
Director of Communications,31770,Marketing,8550,BIG CAT GROUP,7042672,45208,3785.25
Director of Communications,31770,Marketing,8550,BIG CAT GROUP,7042674,45208,3785.25
UKSPF,31770,Marketing,8550,BIG CAT GROUP,7042675,45208,3632
UKSPF,31770,Marketing,8550,BIG CAT GROUP,7043224,45218,975
Information Delivery Team,31608,Software Maintenance,8585,NPTI - National Public Transport Information,7042649,45204,22296
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7042242,45201,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7042458,45201,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7042459,45201,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7042792,45211,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7043071,45224,1869.71
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7043464,45229,2077.45
Metro Programme Director,60001,Project Support Costs,8607,SF Recruitment Limited,7043465,45229,2077.45
Bus Service Improvement Plan (BSIP),31604,IT Software Licenses and Applications,8620,EUCLID LTD,7043403,45229,10201.95
Head of Swift,31606,Hardware Maintenance,8620,EUCLID LTD,7043176,45218,7500
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7042712,45204,6916.66
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7043160,45218,7287.49
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7043161,45218,9164.01
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7043162,45218,19189.6
Head of Swift,31608,Software Maintenance,8620,EUCLID LTD,7043176,45218,24000
Head of Swift,33653,Bank Charges,8620,EUCLID LTD,7043176,45218,13500
Head of IT Delivery,31606,Hardware Maintenance,8674,Canon (UK) Ltd,7042488,45204,6643.23
Head of IT Delivery,31606,Hardware Maintenance,8674,Canon (UK) Ltd,7042489,45204,5425.63
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7041796,45201,12945.65
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7041945,45222,12637.28
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7042115,45201,14762.58
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7043023,45218,5212.48
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7043026,45222,13302.4
Metro Programme Director,60001,Project Support Costs,8698,Ridge and Partners LLP,7043069,45218,10901.6
Delivery Director - Rail,60050,Feasibility Studies,8699,Jacobs UK Limited,7043064,45224,9492
Metro Programme Director,60560,Network Rail Costs,8701,Network Rail Infrastructure Ltd,7042440,45201,503.08
Director of Midlands Connect,30010,Secondee Costs,8703,Nottingham City Council,7043436,45224,12154.2
16 Summer Lane FM,30502,Routine Maintenance,8704,Chargemaster Ltd t/a bp Pulse,7042594,45204,1140
Head of Swift,60110,Financial & Commerical Advice,8717,PA Consulting,7042771,45208,7000
Metro Programme Director,60393,Early Contractor Involvement,8725,Colas Rail Limited,7043545,45229,9659991.67
Metro Programme Director,60191,Design Works,8747,Pell Frischmann,7042428,45201,346181.24
Head of Network Transformation,60191,Design Works,8747,Pell Frischmann,7042998,45215,6750
Head of Network Transformation,60191,Design Works,8747,Pell Frischmann,7043020,45215,3605.5
Metro Programme Director,60191,Design Works,8747,Pell Frischmann,7043442,45224,615701.83
Head of IT Delivery,31608,Software Maintenance,8761,IDDQD Limited,7043267,45224,756
Culture,31572,Consultants,8774,Ove Arup & Partners Ltd,7043248,45218,1225.06
Director of Network Resilience,60001,Project Support Costs,8774,Ove Arup & Partners Ltd,7042754,45211,12051.7
Capital Financing,31574,Audit Fees,8779,Cabinet Office,7043523,45229,1240
Business Planning & Performance Reporting,30112,Learning & Development,8782,University of Birmingham,7041712,45201,1345
Create Central Projects,31572,Consultants,8782,University of Birmingham,7042883,45211,15040
Head of Swift,31606,Hardware Maintenance,8806,Cammax Limited,7042700,45204,995
Sustainable Travel,60001,Project Support Costs,8829,Phil Jones Associates Limited,7042923,45211,5538.6
Head of Finance & Business Planning,30961,Insurance,8861,Gallagher Bassett International Ltd,7043320,45222,2095.6
Head of Bus,60191,Design Works,8872,Arcadis LLP,7041305,45201,9603.53
Head of Network Transformation,60191,Design Works,8872,Arcadis LLP,7042356,45215,15153.89
Director of Housing & Regeneration,31573,Legal Fees,8897,Trowers and Hamlins LLP,7042391,45222,3738.6
Director of Housing & Regeneration,31573,Legal Fees,8897,Trowers and Hamlins LLP,7042392,45222,1667.9
Director of Housing & Regeneration,31573,Legal Fees,8897,Trowers and Hamlins LLP,7042842,45222,816.7
"Director of Policy, Strategy & Innovation",60141,Legal Advice,8897,Trowers and Hamlins LLP,7042623,45208,4858.5
Head of Swift,60141,Legal Advice,8897,Trowers and Hamlins LLP,7042769,45208,4828
"Director of Policy, Strategy & Innovation",60141,Legal Advice,8897,Trowers and Hamlins LLP,7042802,45208,2067
