Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA E and B-NP-Agr-Mgt,ANGLING TRUST,1001535248,35318.33,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Advisory Services,DE7 5GF,SUPPLIER,,ENVEBPLW13009,Expense,948411215
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-CLA-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535377,36363.77,Professional Services Other-Technical Services-Civil engineering,EN11 9NX,CIS SUPPLIER,,ENV0000489C,Expense,GB424894330
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-EAN-Mgt,JACOBS UK LTD,1001535294,38322.25,Professional Services Other-Technical Services-Civil engineering,SE1 2QG,SUPPLIER,,ENV0004722C,Expense,GB624298920
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA E and B-NP-Agr-Mgt,ANGLING TRUST,1001535248,45715.66,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Advisory Services,DE7 5GF,SUPPLIER,,ENVEBPLW13009,Expense,948411215
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA E and B-NP-Agr-Mgt,ANGLING TRUST,1001535316,48703.66,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Advisory Services,DE7 5GF,SUPPLIER,,ENVEBPLW13009,Expense,948411215
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WSX-FCRM OPS W-Field Bawdrip,KIER INTERGRATED SERVICES LTD,1001535486,49793.57,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENVFRAINC014,Expense,1055 40018
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,MOTT MACDONALD LTD,1001535223,53303.62,Professional Services-CCL-Consultancy-Consultancy-Unclassified,CR0 2EE,SUPPLIER,,,Expense,GB 523765636
DEFRA,EA,18/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA FCRM Dir-AME-Asset Operations and Improvements,LAND RECOVERY RAIL LTD,1001535403,60756.97,Professional Services Other-Environmental Services-Flood protection or control services,CW1 5RQ,SUPPLIER,,,Expense,GB107686792
DEFRA,EA,18/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-SSD-Mgt,ONSITE CENTRAL LTD,1001535207,71922.00,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Services,WS13 8NF,CIS SUPPLIER,,ENV0005763C,Asset,918455404
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-GMC-FCRM-PSO Cheshire & M'yside,A E YATES LTD,1001535334,79451.61,Professional Services Other-Technical Services-Civil engineering,BL6 4SB,SUPPLIER,,ENV7004701R,Expense,GB145669831
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535181,88351.70,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENV0002418C,Expense,GB424894330
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,BAM NUTTALL LTD,1001535342,100664.50,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0002897C,Expense,GB340316204
DEFRA,EA,18/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA FCRM Dir-MPPD-PCM-NW,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535181,108126.82,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,,Expense,GB424894330
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001535329,119096.97,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0000727C,Expense,1055 40018
DEFRA,EA,18/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-Mids,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001535241,126894.08,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-DCS-Mgt,KIER INTERGRATED SERVICES LTD,1001535329,170078.59,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0002555C,Expense,1055 40018
DEFRA,EA,18/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-YOR-Mgt,BAM NUTTALL LTD,1001535400,174954.92,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0002212C,Asset,GB340316204
DEFRA,EA,18/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-EMD-Mgt,JACKSON CIVIL ENGINEERING LTD,1001535182,435152.78,Professional Services Other-Technical Services-Civil engineering,IP1 5LT,CIS SUPPLIER,,ENV0005276C,Asset,904443249
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,BAM NUTTALL LTD,1001535176,463904.78,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0000988C,Expense,GB340316204
DEFRA,EA,18/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001535329,1741586.20,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENVIMSW002033,Expense,1055 40018
DEFRA,EA,19/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - OTHER BOUGHT IN SERVICES,EA Ops-THM-FCRM OPS Lower-Field Wey,NATIONAL TRUST GWYNEDD,1001535770,27608.78,Professional Services Other-Environmental Services-Flood protection or control services,BA14 0ZT,Trust,,ENVFRM16S221,Expense,
DEFRA,EA,19/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PRINTING,EA E and B-NP-Agr-Mgt,PARAGON CC,1001535659,28508.94,Print and Print Management-Print and Print Management-Print and Print Management-Unclassified,RM9 6BF,SUPPLIER,,ENV6001320R,Expense,
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-EAN-Mgt,JEREMY BENN ASSOCIATES LTD,1001535745,29715.33,Professional Services Other-Technical Services-Coastal engineering,BD23 3AE,SUPPLIER,,ENV0002486C,Asset,665 3009 41
DEFRA,EA,19/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-EAN-Mgt,JEREMY BENN ASSOCIATES LTD,1001535745,31426.43,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0001891C,Expense,665 3009 41
DEFRA,EA,19/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-GMC-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535721,41393.77,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENV0000148C,Expense,GB424894330
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-THM-Mgt,WSP UK LTD,1001535682,42508.04,Professional Services-CCL-Consultancy-Consultancy-Unclassified,WC2A 1AF,SUPPLIER,,ENVIMSE500260,Asset,GB 905 0549 42
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-CLA-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535721,47173.85,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENV0005310C,Asset,GB424894330
DEFRA,EA,19/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-THM-Waterways-Team D,ATM LTD,1001535817,47293.60,Professional Services Other-Environmental Services-Flood protection or control services,YO51 9HY,CIS SUPPLIER,,ENVRESE500193,Expense,343036878
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535721,59735.18,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENV0004380C,Asset,GB424894330
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001535709,71555.07,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0001197C,Asset,1055 40018
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-THM-Mgt,WSP UK LTD,1001535682,121372.21,Professional Services-CCL-Consultancy-Consultancy-Unclassified,WC2A 1AF,SUPPLIER,,ENVIMSE500260,Asset,GB 905 0549 42
DEFRA,EA,19/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WC-Mgt,ECS ENGINEERING SERVICES LIMITED,1001535702,122087.90,Construction-Construction Service Providers-Building and Construction and Maintenance Services,NG17 2JZ,SUPPLIER,,ENV6006948R,Expense,
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001535709,211519.81,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0000377C,Asset,1055 40018
DEFRA,EA,19/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-YOR-Mgt,JBA BENTLEY LTD,1001535678,320834.70,Professional Services Other-Technical Services-Coastal engineering,LS10 1PZ,CIS SUPPLIER,,ENVIMNE790514,Asset,169090978
DEFRA,EA,19/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,JACKSON CIVIL ENGINEERING LTD,1001535644,638883.87,Professional Services Other-Technical Services-Civil engineering,IP15LT,CIS SUPPLIER,,ENV0001502C,Expense,904443249
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAINING,EA Ops-COO-SPP-Learning and Development,CALDERS CONFERENCE LTD,1001535944,25789.64,Learning and Development-Learning and Development-Education & Training Services,LS16 6RF,SUPPLIER,,ENVHOL&D00002,Expense,
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,AECOM LTD,1001535914,27532.00,Professional Services-CCL-Consultancy-Consultancy-Unclassified,E1 8FA,SUPPLIER,,,Expense,"611853162	"
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,RICARDO AEA LTD,1001536055,27790.12,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,OX11 0QR,CIS SUPPLIER,,,Expense,GB 212 836524
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,OVE ARUP & PARTNERS LTD,1001536025,28880.97,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0003357C,Expense,GB524461265
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-SW,AECOM LTD,1001535914,30912.46,Professional Services-CCL-Consultancy-Consultancy-Unclassified,E1 8FA,SUPPLIER,,,Expense,"611853162	"
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-THM-Mgt,DALCOUR MACLAREN LTD,1001535958,31121.17,Professional Services Other-Technical Services-Building Surveying val & plann,OX25 3QU,SUPPLIER,,ENVIMSE500177,Expense,823 6484 20
DEFRA,EA,20/06/2024,CA - PREPAYMENTS (NON-PFI) - LEASE CAR,EA Ops-COO-SFSO-DGFS-Planning & Performance,NOVUNA VEHICLE SOLUTIONS,1001536027,32746.75,Fleet-Vehicle Hire and Lease-Vehicle leasing,BA14 8QU,SUPPLIER,,,Asset,GB 823824822
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,AECOM LTD,1001535914,32948.43,Professional Services-CCL-Consultancy-Consultancy-Unclassified,E1 8FA,SUPPLIER,,,Expense,"611853162	"
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,RICARDO AEA LTD,1001536049,33816.46,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,OX11 0QJ,CIS SUPPLIER,,,Expense,GB 212 836524
DEFRA,EA,20/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,JEREMY BENN ASSOCIATES LTD,1001535956,38397.10,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0004749C,Asset,665 3009 41
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-YOR-FCRM W&SY-Mgt,BEVERLEY & NORTH HOLDERNESS INTERNAL DRAINAGE BOARD,1001535957,51448.92,Professional Services - CCL-Contingent Labour-Specialist Contractors,YO19 4SP,SUPPLIER,,ENV6006557R,Expense,171341489
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-NEA-Mgt,OVE ARUP & PARTNERS LTD,1001536025,52094.22,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002573C,Expense,GB524461265
DEFRA,EA,20/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,MOTT MACDONALD LTD,1001536099,53358.74,Professional Services Other-Technical Services-Coastal engineering,CR0 2EE,SUPPLIER,,ENVIMSE100377,Asset,GB 523765636
DEFRA,EA,20/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,WILLOW PUMPS LTD,1001535845,53978.58,Construction-Construction Service Providers-Building and Construction and Maintenance Services,SK10 2XF,CIS SUPPLIER,,ENV0004826C,Asset,619074339
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-THM-Waterways-Team D,ATM LTD,1001536024,70940.39,Professional Services Other-Environmental Services-Flood protection or control services,YO51 9HY,CIS SUPPLIER,,ENVRESE500193,Expense,343036878
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - PROFESSIONAL FEES,EA FCRM Dir-AAM-Efficiency & Portfolio-Portfolio,PROGRAM FRAMEWORK LTD,1001536129,72875.00,Professional Services - CCL-Consultancy-IT/IS Consultancy,EC3M 5DJ,SUPPLIER,,ENVFCPAM00300B00R,Expense,GB 867667460
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - FUEL,EA FCRM Dir-AME-Asset Operations and Improvements,CERTAS ENERGY UK LTD,1001536016,75009.20,Energy and Fuels-Fuel-Fuels,WA3 6XG,SUPPLIER,,ENV6006430R,Expense,84428 3419
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,MOTT MACDONALD LTD,1001536099,87650.19,Professional Services-CCL-Consultancy-Consultancy-Unclassified,CR0 2EE,SUPPLIER,,,Expense,GB 523765636
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-MGT,CAPGEMINI UK PLC,1001536003,93992.53,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111925R,Expense,GB232441107
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-MGT,CAPGEMINI UK PLC,1001536003,159488.18,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111925R,Expense,GB232441107
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-KSL-Mgt,CH2M HILL UK,1001536067,205957.36,Professional Services Other-Technical Services-Flood Management Consultancy (not civils),SW1P 2AL,SUPPLIER,,ENVIMSE100417,Expense,
DEFRA,EA,20/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,CH2M HILL UK,1001536067,237612.03,Professional Services Other-Technical Services-Flood Management Consultancy (not civils),SW1P 2AL,SUPPLIER,,ENVIMSE100417,Asset,
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-MGT,CAPGEMINI UK PLC,1001536003,260649.17,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111925R,Expense,GB232441107
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-SERV DEL,CAPGEMINI UK PLC,1001536003,378402.00,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111923,Expense,GB232441107
DEFRA,EA,20/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-EAN-Mgt,CH2M HILL UK,1001536067,410862.78,Professional Services Other-Technical Services-Flood Management Consultancy (not civils),SW1P 2AL,SUPPLIER,,ENVIMAN002893,Asset,
DEFRA,EA,20/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-YOR-Mgt,BAM NUTTALL LTD,1001535992,448952.34,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENVIMNE790516,Asset,GB340316204
DEFRA,EA,20/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-KSL-FCRM OPS East Kent-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001535955,476370.43,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENVRECOV014R,Expense,GB424894330
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-MGT,CAPGEMINI UK PLC,1001536003,476928.21,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111925R,Expense,GB232441107
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-MGT,CAPGEMINI UK PLC,1001536003,536395.94,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111925R,Expense,GB232441107
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-EAN-Mgt,CH2M HILL UK,1001536067,906304.00,Professional Services Other-Technical Services-Flood Management Consultancy (not civils),SW1P 2AL,SUPPLIER,,ENVIMAN002495,Expense,
DEFRA,EA,20/06/2024,CA - PREPAYMENTS (NON-PFI) - LEASE CAR,EA Ops-COO-SFSO-DGFS-Planning & Performance,NOVUNA VEHICLE SOLUTIONS,1001536027,916446.96,Fleet-Vehicle Hire and Lease-Vehicle leasing,BA14 8QU,SUPPLIER,,,Asset,GB 823824822
DEFRA,EA,20/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-MGT,CAPGEMINI UK PLC,1001536003,1140488.84,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111925R,Expense,GB232441107
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-KSL-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001536039,1275461.24,Professional Services Other-Technical Services-Civil engineering,EN11 9NX,CIS SUPPLIER,,ENVIMSO001254,Expense,GB424894330
DEFRA,EA,20/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,VAN OORD UK LTD,1001535926,2288899.18,Professional Services Other-Technical Services-Coastal engineering,BN5 9XQ,CIS SUPPLIER,,ENV0002657C,Expense,426932245
DEFRA,EA,21/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,OVE ARUP & PARTNERS LTD,1001536304,25328.74,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0004601C,Expense,GB524461265
DEFRA,EA,21/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-YOR-Mgt,OVE ARUP & PARTNERS LTD,1001536304,25397.53,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0003382C,Asset,GB524461265
DEFRA,EA,21/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,JEREMY BENN ASSOCIATES LTD,1001536217,26454.13,Professional Services Other-Technical Services-Civil engineering,BD23 3AE,SUPPLIER,,ENV0002204C,Expense,665 3009 41
DEFRA,EA,21/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,CH2M HILL UK,1001536355,28421.45,Professional Services Other-Technical Services-Flood Management Consultancy (not civils),SW1P 2AL,SUPPLIER,,ENVIMSE100383,Asset,
DEFRA,EA,21/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NW,AECOM LTD,1001536439,28481.64,Professional Services-CCL-Consultancy-Consultancy-Unclassified,E1 8FA,SUPPLIER,,,Expense,"611853162	"
DEFRA,EA,21/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WSX-Mgt,WSP BINNIES CONSORTIUM (MK2),1001536146,28835.88,Professional Services Other-Technical Services-Coastal engineering,RH1 1SH,SUPPLIER,,ENV0003104C,Expense,330315158
DEFRA,EA,21/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,OVE ARUP & PARTNERS LTD,1001536304,29689.30,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002572C,Expense,GB524461265
DEFRA,EA,21/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-YOR-FCRM OPS NY-Mgt,OVE ARUP & PARTNERS LTD,1001536304,32336.44,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV6006518R,Expense,GB524461265
DEFRA,EA,21/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-THM-Mgt,JACOBS UK LTD,1001536333,37028.81,Professional Services-CCL-Consultancy-Consultancy-Unclassified,SE1 2QG,SUPPLIER,,ENV0003198C,Asset,GB624298920
DEFRA,EA,21/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA FCRM Dir-MPPD-PCM-NE,OVE ARUP & PARTNERS LTD,1001536304,42418.17,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV7002366R,Expense,GB524461265
DEFRA,EA,21/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WMD-FCRM OPS West-Field Glouc,LAND & WATER SERVICES LTD,1001536232,42899.00,Professional Services Other-Environmental Services-Flood protection or control services,GU5 9AF,CIS SUPPLIER,,ENV6007076R,Expense,GB880055431
DEFRA,EA,21/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,OVE ARUP & PARTNERS LTD,1001536304,44755.01,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0001502C,Expense,GB524461265
DEFRA,EA,21/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - FIXED PLANT - SERVICE, REPAIRS & SPARES",EA Ops-KSL-FCRM OPS East Kent-Field Rother,ECS ENGINEERING SERVICES LTD,1001536340,45461.09,Facilities-Building Operation-Electrical equipment maintenance or repair,NG17 2JW,CIS SUPPLIER,,ENVRESE100095,Expense,646710631
DEFRA,EA,21/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-SW,AECOM LTD,1001536439,45876.96,Professional Services-CCL-Consultancy-Consultancy-Unclassified,E1 8FA,SUPPLIER,,,Expense,"611853162	"
DEFRA,EA,21/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-THM-Mgt,BAM NUTTALL LTD,1001536357,48772.93,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0004743C,Asset,GB340316204
