Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110406769-112696-6280355-1-2024,75364.26
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110406786-112696-1278681-1-2024,153441.72
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110406802-112696-31122798-1-2024,373473.58
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110406803-112696-3370557-1-2024,404466.84
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004387037-112904-58250-1-2024,58250
Home Office,Home Office,30/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004387037-112904-61500-1-2024,61500
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399440-351665-51190-1-2024,51190
Home Office,Home Office,30/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399443-351665-4505732-1-2024,450573.2
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399442-351665-535538-1-2024,535538
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,BJSS LIMITED,1701015-INV-UK027441-508104-9502491-1-2024,114029.89
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,BJSS LIMITED,1701015-INV-UK027165-508104-12159893-1-2024,145918.72
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,BJSS LIMITED,1701015-INV-UK027143-508104-13810347-1-2024,165724.16
Home Office,Home Office,31/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110406770-112696-2904569-1-2024,29045.69
Home Office,Home Office,31/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399438-351665-90273088-1-2024,902730.88
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1486609-2949716-560478-65331-1-2024,7839.72
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1830007-2949716-560478-1003032-1-2024,12036.38
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892018-2949716-560478-1027763-1-2024,12333.16
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2950555-560478-30833-1-2024,30833
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2950548-560478-30833-1-2024,36999.6
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2950556-560478-3898125-1-2024,38981.25
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2949716-560478-4115262-1-2024,49383.15
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262100-2949716-560478-542258-1-2024,54225.8
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1261001-2950549-560478-93582-1-2024,93582
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2950547-560478-45219198-1-2024,542630.38
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,CGI IT UK LTD,1892014-GB014121608-240306-14805163-1-2024,177661.96
Home Office,Home Office,02/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,PA CONSULTING SERVICES LTD,1892014-0000029232-100039-353287-1-2024,423944.4
Home Office,Home Office,03/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1261001-2938005-560478-93582-1-2024,93582
Home Office,Home Office,03/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892016-2942337-560478-45675767-1-2024,456757.67
Home Office,Home Office,03/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,EE LTD,1262100-1800316602-425623-9780064-1-2024,97800.64
Home Office,Home Office,03/01/2024,IT RUN COST,PSG - Public Safety Group,FUJITSU SERVICES LTD,1262100-1010008549-106173-20053659-1-2024,200536.59
Home Office,Home Office,03/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000633506-136199-4827957-1-2024,48279.57
Home Office,Home Office,03/01/2024,MEDALS,PSG - Public Safety Group,ROYAL MINT,1205011-RML-SINF-608567-101036-42900-1-2024,51480
Home Office,Home Office,03/01/2024,MEDALS,PSG - Public Safety Group,ROYAL MINT,1205011-RML-SINF-608566-101036-63000-1-2024,75600
Home Office,Home Office,04/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,DELOITTE LLP,1286565-8004237317-112904-11147542-1-2024,133770.5
Home Office,Home Office,04/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,FIMATIX UK LTD,1892014-INV-2006-56521-1233375-1-2024,123337.5
Home Office,Home Office,04/01/2024,IT RUN COST,PSG - Public Safety Group,IBM UNITED KINGDOM LTD,1486609-5812231910-101457-30895975-1-2024,308959.75
Home Office,Home Office,04/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,ITAD LTD,1286565-SIL007110-57425-10231624-1-2024,122779.49
Home Office,Home Office,04/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000618802-136199-10164582-1-2024,101645.82
Home Office,Home Office,04/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1292511-F42700-258111-2434369-1-2024,24343.69
Home Office,Home Office,04/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1292511-F35592-258111-11400004-1-2024,114000.04
Home Office,Home Office,04/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1292511-F39735-258111-16566551-1-2024,165665.51
Home Office,Home Office,04/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,TORCHLIGHT GROUP LTD,1286565-TLG-001726-50792-10091111-1-2024,121093.33
Home Office,Home Office,04/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1830007-392886-119598-17261479-1-2024,207137.75
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2952165-560478-340293-1-2024,4083.52
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262100-2952165-560478-535533-1-2024,5355.33
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892008-2952165-560478-188827-1-2024,22659.23
Home Office,Home Office,05/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295014-30782870-24-100385-106288-1-2024,1275.46
Home Office,Home Office,05/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295054-30782870-24-100385-777272-1-2024,9327.27
Home Office,Home Office,05/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,IBM UNITED KINGDOM LTD,1486609-5801240006-101457-87681-1-2024,87681
Home Office,Home Office,05/01/2024,IT RUN COST,PSG - Public Safety Group,IBM UNITED KINGDOM LTD,1486609-5801240007-101457-3343755-1-2024,334375.5
Home Office,Home Office,05/01/2024,IT RUN COST,PSG - Public Safety Group,MASTEK (UK) LTD,1486609-90399224-351665-29741898-1-2024,327160.88
Home Office,Home Office,05/01/2024,ADVICE,PSG - Public Safety Group,QINETIQ LTD,1233011-117074506-112688-10144902-1-2024,121738.82
Home Office,Home Office,05/01/2024,OTHER GOVERNMENT DEPARTMENTS,PSG - Public Safety Group,SUFFOLK COUNTY COUNCIL,1292511-9538336-177916-3466403-1-2024,34664.03
Home Office,Home Office,08/01/2024,IT RUN COST,PSG - Public Safety Group,IDENTITY E2E LTD,1486609-101911-384232-32942-1-2024,395.3
Home Office,Home Office,08/01/2024,IT RUN COST,PSG - Public Safety Group,IDENTITY E2E LTD,1486609-101911-384232-4845-1-2024,5329.5
Home Office,Home Office,08/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,IDENTITY E2E LTD,1486609-101911-384232-460350-1-2024,460350
Home Office,Home Office,08/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,QINETIQ LTD,1230011-117073533-112688-9294382-1-2024,111532.58
Home Office,Home Office,09/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,AIRWAVE SOLUTIONS LTD,1262100-HO-073-153581-59560502-1-2024,595605.02
Home Office,Home Office,09/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,CGI IT UK LTD,1892017-GB014121860-240306-23444-1-2024,23444
Home Office,Home Office,09/01/2024,IT RUN COST,PSG - Public Safety Group,CGI IT UK LTD,1200122-GB014121837-240306-364595-1-2024,36459.5
Home Office,Home Office,09/01/2024,CURRENT GRANTS TO OVERSEAS BODIES,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20011260-113026-2479-1-2024,24.79
Home Office,Home Office,09/01/2024,CURRENT GRANTS TO CENTRAL GOVERNMENT,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012074-113026-28023-1-2024,280.23
Home Office,Home Office,09/01/2024,ADVICE,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012074-113026-293202-1-2024,2932.02
Home Office,Home Office,09/01/2024,ADVICE,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20011260-113026-298771-1-2024,2987.71
Home Office,Home Office,09/01/2024,TRANSFERS,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012074-113026-563531-1-2024,5635.31
Home Office,Home Office,09/01/2024,TRANSFERS,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20011260-113026-1495772-1-2024,14957.72
Home Office,Home Office,09/01/2024,MISCELLANEOUS EXPENDITURE,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012074-113026-66000-1-2024,66000
Home Office,Home Office,09/01/2024,CURRENT GRANTS TO OVERSEAS BODIES,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012074-113026-29162583-1-2024,291625.83
Home Office,Home Office,09/01/2024,IT RUN COST,PSG - Public Safety Group,MASTEK (UK) LTD,1486609-90399225-351665-16824-1-2024,16824
Home Office,Home Office,09/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,MASTEK (UK) LTD,1486609-90399225-351665-11143469-1-2024,111434.69
Home Office,Home Office,09/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1414385-56259-4592208-1-2024,45922.08
Home Office,Home Office,09/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1414273-56259-6205028-1-2024,62050.28
Home Office,Home Office,09/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1422030-56259-8010617-1-2024,80106.17
Home Office,Home Office,09/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1415709-56259-12873347-1-2024,128733.47
Home Office,Home Office,09/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,UNIVERSITY OF CENTRAL LANCASHIRE,1292511-5114221-158472-7977739-1-2024,95732.87
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,AKHTER COMPUTERS LTD,1892014-SI0080581-102603-24014156-1-2024,288169.87
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892024-1001057739-136604-54945-1-2024,54945
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892023-1001058362-136604-8562662-1-2024,85626.62
Home Office,Home Office,10/01/2024,OTHER GOVERNMENT DEPARTMENTS,PSG - Public Safety Group,GREATER MANCHESTER COMBINED AUTHORITY,1292511-617932-261812-5409566-1-2024,54095.66
Home Office,Home Office,10/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000618827-136199-3044005-1-2024,30440.05
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000644748-136199-2900489-1-2024,34805.87
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,MASTEK (UK) LTD,1486609-90398963-351665-24114764-1-2024,265262.4
Home Office,Home Office,10/01/2024,TRANSFERS,PSG - Public Safety Group,NATIONAL CRIME AGENCY (NCA),1233013-SI\031241-343011-232806242-1-2024,2328062.42
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,OFFICE OF THE POLICE & CRIME COMMISSIONER FOR WARWICKSHIRE,1892008-W0060288-101736-26799-1-2024,26799
Home Office,Home Office,10/01/2024,ADVICE,PSG - Public Safety Group,QINETIQ LTD,1830007-117074265-112688-9192938-1-2024,91929.38
Home Office,Home Office,10/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SPECIALIST COMPUTER CENTRES PLC,1892016-OP/ N503067-100774-3142151-1-2024,31421.51
Home Office,Home Office,10/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SPECIALIST COMPUTER CENTRES PLC,1892016-OP/ N503772-100774-5770222-1-2024,57702.22
Home Office,Home Office,10/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SPECIALIST COMPUTER CENTRES PLC,1892016-OP/ N503066-100774-173040-1-2024,173040
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1262100-UK10/012024/3360-119598-21352-1-2024,21352
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1262100-1000002758-119598-4894418-1-2024,48944.18
Home Office,Home Office,10/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1262100-1000002761-119598-4894418-1-2024,48944.18
Home Office,Home Office,11/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892018-2950546-560478-22336-1-2024,22336
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892023-2933619-560478-51910-1-2024,51910
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,CERTUS ADVISORY LIMITED,1262100-466-566163-26490-1-2024,26490
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,CERTUS ADVISORY LIMITED,1262116-465-566163-4026989-1-2024,48323.87
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,CERTUS ADVISORY LIMITED,1262100-465-566163-7839763-1-2024,78397.63
Home Office,Home Office,11/01/2024,OTHER GOVERNMENT DEPARTMENTS,PSG - Public Safety Group,GREATER MANCHESTER COMBINED AUTHORITY,1292511-617379-261812-10896671-1-2024,108966.71
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,IBM UNITED KINGDOM LTD,1486609-5801240040-101457-19550297-1-2024,195502.97
Home Office,Home Office,11/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,METHODS  BUSINESS AND DIGITAL TECH LTD,1892011-SIN079044-119732-2403875-1-2024,24038.75
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,REPLY LTD,1892014-3231002487-311787-42950-1-2024,51540
Home Office,Home Office,11/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1438189-56259-3865402-1-2024,38654.02
Home Office,Home Office,11/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1418611-56259-3957448-1-2024,39574.48
Home Office,Home Office,11/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1262100-UK10/122023/922-119598-21352-1-2024,21352
Home Office,Home Office,12/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2956224-560478-22575-1-2024,27090
Home Office,Home Office,12/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2956225-560478-22575-1-2024,27090
Home Office,Home Office,12/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2956212-560478-45625-1-2024,54750
Home Office,Home Office,12/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1220012-30791401-24-100385-74928-1-2024,899.14
Home Office,Home Office,12/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295014-30791401-24-100385-142071-1-2024,1704.85
Home Office,Home Office,12/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295054-30791401-24-100385-1347223-1-2024,16166.7
Home Office,Home Office,12/01/2024,OTHER GOVERNMENT DEPARTMENTS,PSG - Public Safety Group,EAST SUSSEX FIRE AUTHORITY,1292511-8022002730-447190-508893-1-2024,50889.3
Home Office,Home Office,12/01/2024,IT RUN COST,PSG - Public Safety Group,IDENTITY E2E LTD,1262100-101912-384232-9277875-1-2024,92778.75
Home Office,Home Office,12/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,NETCOMPANY UK LIMITED,1892019-NCUK62776-465524-15201875-1-2024,152018.75
Home Office,Home Office,12/01/2024,IT RUN COST,PSG - Public Safety Group,PA CONSULTING SERVICES LTD,1262100-0000029221-100039-97080-1-2024,97080
Home Office,Home Office,12/01/2024,IT RUN COST,PSG - Public Safety Group,ROKE MANOR RESEARCH LIMITED,1262100-90034002-101796-53827-1-2024,53827
Home Office,Home Office,12/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1419486-56259-24150-1-2024,24150
Home Office,Home Office,12/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1419210-56259-2856341-1-2024,28563.41
Home Office,Home Office,12/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1418606-56259-7045935-1-2024,70459.35
Home Office,Home Office,12/01/2024,LEGAL ADVICE,PSG - Public Safety Group,TLT LLP,1262100-1419475-56259-16146635-1-2024,161466.35
Home Office,Home Office,15/01/2024,RESEARCH AND DEVELOPMENT,PSG - Public Safety Group,HM REVENUE & CUSTOMS,1286565-18000052092023-187546-64375-1-2024,64375
Home Office,Home Office,15/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1830007-10521521-119598-3194401-1-2024,383328.12
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892018-2955329-560478-147462-1-2024,1769.55
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1862112-2955329-560478-251762-1-2024,3021.15
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1830007-2955329-560478-411786-1-2024,4941.44
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1486609-2955329-560478-56304-1-2024,6756.48
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892023-2955329-560478-781652-1-2024,9379.83
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892008-2955329-560478-199346-1-2024,23921.53
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262100-2955329-560478-5712544-1-2024,57125.44
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2955329-560478-11226766-1-2024,134721.31
Home Office,Home Office,16/01/2024,RESEARCH,PSG - Public Safety Group,CM MONITOR LTD T/A BRITAIN THINKS,1292511-4168-1-407109-50000-1-2024,60000
Home Office,Home Office,16/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332182-425623-18856706-1-2024,188567.06
Home Office,Home Office,16/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,EMPIRIC SOLUTIONS LIMITED,1892009-SI0000079422-515778-63000-1-2024,63000
Home Office,Home Office,16/01/2024,CURRENT GRANTS TO OVERSEAS BODIES,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012712-113026-1294-1-2024,12.94
Home Office,Home Office,16/01/2024,TRANSFERS,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012712-113026-25965-1-2024,259.65
Home Office,Home Office,16/01/2024,CURRENT GRANTS TO CENTRAL GOVERNMENT,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012712-113026-130734-1-2024,1307.34
Home Office,Home Office,16/01/2024,ADVICE,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1286565-20012712-113026-533988-1-2024,5339.88
Home Office,Home Office,16/01/2024,FCO CHARGES,PSG - Public Safety Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1862114-20012712-113026-1062742-1-2024,10627.42
Home Office,Home Office,16/01/2024,PUBLIC OPIN SURVEY,PSG - Public Safety Group,IPSOS (MARKET RESEARCH) LTD,1200122-24000020-106668-34052-1-2024,34052
Home Office,Home Office,16/01/2024,IT RUN COST,PSG - Public Safety Group,MASON ADVISORY LTD,1262100-INV004493-51190-30559833-1-2024,305598.33
Home Office,Home Office,16/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1230011-F42699-258111-2482286-1-2024,24822.86
Home Office,Home Office,16/01/2024,AD PRODUCTION,PSG - Public Safety Group,OMNICOM MEDIA GROUP UK,1230011-F41080-258111-5739352-1-2024,57393.52
Home Office,Home Office,16/01/2024,OTHER GOVERNMENT DEPARTMENTS,PSG - Public Safety Group,WEST MIDLANDS FIRE AND RESCUE AUTHORITY,1292511-571016-512573-14277382-1-2024,142773.82
Home Office,Home Office,17/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892008-1001058360-136604-36670-1-2024,36670
Home Office,Home Office,17/01/2024,MISCELLANEOUS EXPENDITURE,PSG - Public Safety Group,HM REVENUE & CUSTOMS,1862112-18000053082023-187546-52808-1-2024,52808
Home Office,Home Office,17/01/2024,MISCELLANEOUS EXPENDITURE,PSG - Public Safety Group,HM REVENUE & CUSTOMS,1286565-18000052512023-187546-488759-1-2024,488759
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,LEIDOS INNOVATIONS UK LTD,1486609-INV02-000630120-136199-15462946-1-2024,154629.46
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,PSG - Public Safety Group,SOFTWARE AG (UK) LTD,1892014-1109014302-216241-169030-1-2024,202836
Home Office,Home Office,18/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892024-1001058426-136604-30280-1-2024,30280
Home Office,Home Office,18/01/2024,IT RUN COST,PSG - Public Safety Group,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,1892024-1001058425-136604-96140-1-2024,96140
Home Office,Home Office,18/01/2024,ADVICE,PSG - Public Safety Group,BARINGA PARTNERS LLP,1830007-36965-58339-20986835-1-2024,209868.35
Home Office,Home Office,18/01/2024,ADVICE,PSG - Public Safety Group,BLOOM PROCUREMENT SERVICES LTD,1830007-SIN048269-518536-848625-1-2024,101835
Home Office,Home Office,18/01/2024,OTHER ICT COSTS,PSG - Public Safety Group,NCC GROUP SECURITY SERVICES LTD,1486609-00114586-100598-25380-1-2024,30456
Home Office,Home Office,18/01/2024,IT RUN COST,PSG - Public Safety Group,VODAFONE LTD,1830007-393632-119598-17261479-1-2024,207137.75
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262116-2959353-560478-451688-1-2024,5420.26
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262115-2959353-560478-544328-1-2024,6531.94
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892018-2959353-560478-657391-1-2024,7888.69
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1486609-2959353-560478-11322-1-2024,13586.4
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892008-2959353-560478-1414452-1-2024,16973.42
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892023-2959353-560478-2918013-1-2024,35016.15
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1262100-2959353-560478-20023588-1-2024,200235.88
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,PSG - Public Safety Group,ALEXANDER MANN SOLUTIONS LTD,1892014-2959353-560478-27795441-1-2024,333545.31
Home Office,Home Office,19/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1220012-30801357-24-100385-75432-1-2024,905.18
Home Office,Home Office,19/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1262100-30801357-24-100385-117882-1-2024,1178.82
Home Office,Home Office,19/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295014-30801357-24-100385-183884-1-2024,2206.6
Home Office,Home Office,19/01/2024,FULL COST,PSG - Public Safety Group,BROOK STREET (UK) LTD,1295054-30801357-24-100385-1825288-1-2024,21903.39
Home Office,Home Office,19/01/2024,MISCELLANEOUS EXPENDITURE,PSG - Public Safety Group,DEPARTMENT FOR BUSINESS & TRADE,1205000-623110009025-528394-5512984-1-2024,55129.84
Home Office,Home Office,19/01/2024,IT RUN COST,PSG - Public Safety Group,EE LTD,1262100-1800332185-425623-8601971-1-2024,86019.71
