Department,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1282027-2959353-560478-283527-1-2024,3402.32
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1433609-2959353-560478-429609-1-2024,5155.31
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1283020-2959353-560478-756498-1-2024,9077.97
Home Office,Home Office,19/01/2024,FULL COST,HSG - Homeland Security Group,BROOK STREET (UK) LTD,1283020-30801357-24-100385-47712-1-2024,572.54
Home Office,Home Office,19/01/2024,IT RUN COST,HSG - Homeland Security Group,LEONARDO UK LTD,1433609-90245135-154349-27945-1-2024,33534
Home Office,Home Office,19/01/2024,SYSTEM CLEARING,HSG - Homeland Security Group,LEONARDO UK LTD,1433609-90245135-154349-89862707-1-2024,1078352.48
Home Office,Home Office,19/01/2024,BASIC SALARY,HSG - Homeland Security Group,POLICE & CRIME COMMISSIONER FOR SUSSEX (THE),1287000-1800052847-112720-342059-1-2024,34205.9
Home Office,Home Office,22/01/2024,RESEARCH AND DEVELOPMENT,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1283002-2960386-560478-25000-1-2024,30000
Home Office,Home Office,22/01/2024,EXTERNAL,HSG - Homeland Security Group,CSL - KPMG LLP,1286005-5502765250-478245-2693559-1-2024,26935.59
Home Office,Home Office,22/01/2024,OTHER,HSG - Homeland Security Group,CT CENTRE (MOD) LTD T/A DSTL,1283002-10002947-208273-5328635-1-2024,53286.35
Home Office,Home Office,24/01/2024,OTHER,HSG - Homeland Security Group,CT CENTRE (MOD) LTD T/A DSTL,1283002-10002998-208273-48406175-1-2024,484061.75
Home Office,Home Office,24/01/2024,OTHER,HSG - Homeland Security Group,CT CENTRE (MOD) LTD T/A DSTL,1283002-10002997-208273-61036995-1-2024,610369.95
Home Office,Home Office,24/01/2024,OTHER,HSG - Homeland Security Group,CT CENTRE (MOD) LTD T/A DSTL,1283002-10002996-208273-64817018-1-2024,648170.18
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1282027-2963750-560478-157515-1-2024,1890.18
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1283024-2963750-560478-263815-1-2024,3165.78
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1433609-2963750-560478-464238-1-2024,5570.86
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1283020-2963750-560478-962658-1-2024,11551.89
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,HSG - Homeland Security Group,ALEXANDER MANN SOLUTIONS LTD,1285006-2964818-560478-54821-1-2024,65785.2
Home Office,Home Office,26/01/2024,FULL COST,HSG - Homeland Security Group,BROOK STREET (UK) LTD,1283020-30816320-24-100385-47712-1-2024,572.54
Home Office,Home Office,26/01/2024,DEFENCE,HSG - Homeland Security Group,MINISTRY OF DEFENCE,1283002-7754651-192639-1575000-1-2024,1575000
Home Office,Home Office,29/01/2024,OTHER,HSG - Homeland Security Group,CT CENTRE (MOD) LTD T/A DSTL,1283002-10003011-208273-48212176-1-2024,482121.76
Home Office,Home Office,29/01/2024,RESEARCH AND DEVELOPMENT,HSG - Homeland Security Group,MAYORS OFFICE FOR POLICING AND CRIME (MOPC),1282000-9411053467-100548-47675109-1-2024,476751.09
Home Office,Home Office,30/01/2024,SYSTEM CLEARING,HSG - Homeland Security Group,LEONARDO UK LTD,1433609-90245502-154349-37315726-1-2024,447788.71
Home Office,Home Office,16/01/2024,LEGAL ADVICE,LS - Legal Services,GOVERNMENT LEGAL DEPARTMENT,1870000-A4104-113504-284500-1-2024,284500
Home Office,Home Office,16/01/2024,LEGAL ADVICE,LS - Legal Services,GOVERNMENT LEGAL DEPARTMENT,1870000-A4103-113504-2930250-1-2024,2930250
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771104-2949716-560478-17064-1-2024,2047.68
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771058-2949716-560478-400356-1-2024,4804.27
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771101-2949716-560478-569735-1-2024,6836.82
Home Office,Home Office,02/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771116-2949716-560478-1266903-1-2024,15202.84
Home Office,Home Office,02/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,ENTRUST CORPORATION,1701015-4010993-59373-9292195-1-2024,92921.95
Home Office,Home Office,02/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,REED IN PARTNERSHIP LTD,1771124-140667-59633-7946617-1-2024,79466.17
Home Office,Home Office,02/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,REED IN PARTNERSHIP LTD,1771124-140668-59633-20791077-1-2024,207910.77
Home Office,Home Office,03/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,PALLADIUM INTERNATIONAL LIMITED,1771124-319270-L9-0009-526764-9891202-1-2024,98912.02
Home Office,Home Office,04/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,INTERNATIONAL RESCUE COMMITTEE UK,1771124-IRC0212-59614-6368771-1-2024,63687.71
Home Office,Home Office,05/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771116-2952165-560478-272696-1-2024,3272.36
Home Office,Home Office,05/01/2024,IT,MBG - Migration & Borders Group,BLOOM PROCUREMENT SERVICES LTD,1771115-SIN048034-518536-9261053-1-2024,111132.64
Home Office,Home Office,05/01/2024,IT,MBG - Migration & Borders Group,BLOOM PROCUREMENT SERVICES LTD,1771115-SIN047970-518536-91883986-1-2024,1102607.83
Home Office,Home Office,05/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1431882-0000028854-100039-18785-1-2024,18785
Home Office,Home Office,05/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000028854-100039-33969864-1-2024,339698.64
Home Office,Home Office,08/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1701015-2952472-560478-90507-1-2024,90507
Home Office,Home Office,08/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771116-INV-0169-59459-66500-1-2024,79800
Home Office,Home Office,08/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,GET SKILLS EMPLOYMENT & TRAINING LTD,1771124-INV-0928-59591-6275192-1-2024,62751.92
Home Office,Home Office,08/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399195-351665-90476-1-2024,108571.2
Home Office,Home Office,08/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399091-351665-1195956-1-2024,143514.72
Home Office,Home Office,08/01/2024,IN COUNTRY ESCORT,MBG - Migration & Borders Group,MITIE CARE & CUSTODY LTD,1431122-186797/92944570-243944-4581162-1-2024,45811.62
Home Office,Home Office,08/01/2024,ADVICE,MBG - Migration & Borders Group,NEWTON EUROPE LTD,1771144-SIN003166-60579-987500-1-2024,1185000
Home Office,Home Office,09/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,ACCENTURE (UK) LTD,1701015-3003644471-106767-315135-1-2024,315135
Home Office,Home Office,09/01/2024,IT RUN COST,MBG - Migration & Borders Group,CONEXIA LTD,1771058-6032642406-158585-515-1-2024,618
Home Office,Home Office,09/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,CONEXIA LTD,1771119-6032642406-158585-21630-1-2024,25956
Home Office,Home Office,09/01/2024,FCO CHARGES,MBG - Migration & Borders Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771008-20011260-113026--27938-1-2024,-2793.8
Home Office,Home Office,10/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,COGNIZANT WORLDWIDE LTD,1701015-CW101-0001658883-468613-1682125-1-2024,168212.5
Home Office,Home Office,11/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004338158-112904-115500-1-2024,115500
Home Office,Home Office,11/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004338159-112904-115500-1-2024,115500
Home Office,Home Office,11/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004338160-112904-115500-1-2024,115500
Home Office,Home Office,11/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004338158-112904-116500-1-2024,116500
Home Office,Home Office,11/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004338159-112904-116500-1-2024,116500
Home Office,Home Office,11/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004338160-112904-116500-1-2024,116500
Home Office,Home Office,11/01/2024,RESEARCH AND DEVELOPMENT,MBG - Migration & Borders Group,IFF RESEARCH LTD,1771105-0018160-106307-283116-1-2024,33973.92
Home Office,Home Office,12/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,BJSS LIMITED,1701015-INV-UK027142-508104-11977625-1-2024,143731.5
Home Office,Home Office,12/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000029386-100039-148293-1-2024,148293
Home Office,Home Office,15/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,BIG INTEGRATION PARTNERSHIP,1407007-HO019-57594-201000-1-2024,201000
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771058-2955329-560478-433719-1-2024,5204.63
Home Office,Home Office,16/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771116-2955329-560478-454495-1-2024,5453.94
Home Office,Home Office,16/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CLARASYS LTD,1701015-INV105179-56484-2855449-1-2024,28554.49
Home Office,Home Office,16/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771116-INV-0172-59459-252605-1-2024,303126
Home Office,Home Office,16/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004237097-112904-103135-1-2024,103135
Home Office,Home Office,16/01/2024,FCO CHARGES,MBG - Migration & Borders Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771008-20012712-113026-6517-1-2024,65.17
Home Office,Home Office,16/01/2024,FCO CHARGES,MBG - Migration & Borders Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1862106-20012712-113026-332372-1-2024,3323.72
Home Office,Home Office,16/01/2024,RESEARCH AND DEVELOPMENT,MBG - Migration & Borders Group,IPSOS (MARKET RESEARCH) LTD,1771105-24000059-106668-23250-1-2024,27900
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,ACCENTURE (UK) LTD,1701015-3003645880-106767-2135600-1-2024,2135600
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,FUJITSU SERVICES LTD,1701015-1010008413-106173-163052-1-2024,195662.4
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,FUJITSU SERVICES LTD,1701015-1010008411-106173-177925-1-2024,213510
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,FUJITSU SERVICES LTD,1701015-1010008412-106173-182003-1-2024,218403.6
Home Office,Home Office,17/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,IBM UNITED KINGDOM LTD,1701015-5811230846-101457-32190-1-2024,32190
Home Office,Home Office,18/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110405247-112696-62000-1-2024,62000
Home Office,Home Office,18/01/2024,IT RUN COST,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000029242-100039-147726-1-2024,177271.2
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771104-2959353-560478-273024-1-2024,3276.29
Home Office,Home Office,19/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771116-2959353-560478-1136235-1-2024,13634.82
Home Office,Home Office,19/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110405350-112696-12081298-1-2024,120812.98
Home Office,Home Office,19/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110405366-112696-12451641-1-2024,149419.7
Home Office,Home Office,19/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,KINTO UK LTD,1431879-2685277-150319-2674873-1-2024,32098.47
Home Office,Home Office,19/01/2024,IT RUN COST,MBG - Migration & Borders Group,LEIDOS INNOVATIONS UK LTD,1701015-INV02-000633517-136199-2361185-1-2024,28334.22
Home Office,Home Office,19/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,THE GROWTH COMPANY,1771124-6093454-56410-13534146-1-2024,135341.46
Home Office,Home Office,22/01/2024,IT,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771098-2960383-560478-8586488-1-2024,103037.86
Home Office,Home Office,22/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771144-INV-0173-59459-81225-1-2024,97470
Home Office,Home Office,22/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771116-INV-0174-59459-164255-1-2024,197106
Home Office,Home Office,22/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771116-INV-0175-59459-174705-1-2024,209646
Home Office,Home Office,22/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771116-INV-0176-59459-183255-1-2024,219906
Home Office,Home Office,22/01/2024,ADVICE,MBG - Migration & Borders Group,CLOUD KUBED UK,1771116-INV-0177-59459-363455-1-2024,436146
Home Office,Home Office,22/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,REED IN PARTNERSHIP LTD,1771124-140940-59633-8824108-1-2024,88241.08
Home Office,Home Office,23/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,6POINT6 LTD,1701015-3946-338678-138505-1-2024,138505
Home Office,Home Office,23/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,6POINT6 LTD,1701015-3931-338678-9650475-1-2024,965047.5
Home Office,Home Office,23/01/2024,IT,MBG - Migration & Borders Group,BARINGA PARTNERS LLP,1771098-37091-58339-16416475-1-2024,196997.7
Home Office,Home Office,23/01/2024,FCO CHARGES,MBG - Migration & Borders Group,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1771008-20012850-113026-8657-1-2024,86.57
Home Office,Home Office,23/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,INTERNATIONAL RESCUE COMMITTEE UK,1771124-IRC0215-59614-6491519-1-2024,64915.19
Home Office,Home Office,23/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,LEIDOS INNOVATIONS UK LTD,1701015-INV02-000650644-136199-177947704-1-2024,1779477.04
Home Office,Home Office,23/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1431882-0000029542-100039-18785-1-2024,18785
Home Office,Home Office,23/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000029394-100039-46850-1-2024,56220
Home Office,Home Office,23/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000029415-100039-231500-1-2024,277800
Home Office,Home Office,23/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000029542-100039-32181288-1-2024,321812.88
Home Office,Home Office,23/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,PA CONSULTING SERVICES LTD,1701015-0000029533-100039-540462-1-2024,540462
Home Office,Home Office,23/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,REED IN PARTNERSHIP LTD,1771124-140941-59633-23249481-1-2024,232494.81
Home Office,Home Office,24/01/2024,IT RUN COST,MBG - Migration & Borders Group,BJSS LIMITED,1701015-INV-UK027437-508104-970475-1-2024,116457
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110405970-112696-503250-1-2024,503250
Home Office,Home Office,24/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,ENTRUST CORPORATION,1701015-7192724-59373-118000-1-2024,118000
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,ENTRUST CORPORATION,1701015-4011077-59373-12760598-1-2024,127605.98
Home Office,Home Office,24/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,GET SKILLS EMPLOYMENT & TRAINING LTD,1771124-INV-0955-59591-7177372-1-2024,71773.72
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,METHODS  BUSINESS AND DIGITAL TECH LTD,1701015-SIN078482-119732-61190-1-2024,73428
Home Office,Home Office,24/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,METHODS  BUSINESS AND DIGITAL TECH LTD,1701015-SIN078483-119732-7315875-1-2024,87790.5
Home Office,Home Office,25/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1701015-2600110405530-112696-7260387-1-2024,72603.87
Home Office,Home Office,25/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CLARASYS LTD,1701015-INV105257-56484-10395-1-2024,12474
Home Office,Home Office,25/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CLARASYS LTD,1771112-INV105257-56484-10780-1-2024,12936
Home Office,Home Office,25/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CLARASYS LTD,1771112-INV105192-56484-12320-1-2024,14784
Home Office,Home Office,25/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,CLARASYS LTD,1701015-INV105192-56484-31749-1-2024,38098.8
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DEPARTMENT FOR WORK & PENSIONS (DWP),1701015-4024109-148757-63998-1-2024,76797.6
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DEPARTMENT FOR WORK & PENSIONS (DWP),1701015-4024108-148757-80233-1-2024,96279.6
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,MASTEK (UK) LTD,1701015-90399421-351665-3833447-1-2024,383344.7
Home Office,Home Office,25/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,PARETO FRONTIERS LTD,1771116-020-59295-28500-1-2024,34200
Home Office,Home Office,25/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,TWIN TRAINING INTERNATIONAL LTD,1771124-REP LOT 5 008-59600-7402079-1-2024,74020.79
Home Office,Home Office,25/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,WE ARE SNOOK LTD,1701015-91481128-54458-54200-1-2024,54200
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771104-2963750-560478-204768-1-2024,2457.22
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771058-2963750-560478-633897-1-2024,7606.76
Home Office,Home Office,26/01/2024,CONTINGENT LABOUR OTHER,MBG - Migration & Borders Group,ALEXANDER MANN SOLUTIONS LTD,1771116-2963750-560478-1136235-1-2024,13634.82
Home Office,Home Office,26/01/2024,SYSTEM CLEARING,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004387046-112904-70000-1-2024,70000
Home Office,Home Office,26/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,MAXIMUS UK SERVICES LTD,1771124-5956-59613-11944486-1-2024,119444.86
Home Office,Home Office,26/01/2024,PERSONNEL RELATED,MBG - Migration & Borders Group,MAXIMUS UK SERVICES LTD,1771124-5955-59613-1435719-1-2024,143571.9
Home Office,Home Office,29/01/2024,ADVICE,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1771116-2600110405204-112696-2281225-1-2024,273747
Home Office,Home Office,29/01/2024,ADVICE,MBG - Migration & Borders Group,CAPGEMINI UK PLC,1771116-2600110405172-112696-1729000-1-2024,2074800
Home Office,Home Office,29/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004386708-112904-28506405-1-2024,342076.86
Home Office,Home Office,29/01/2024,OTHER ICT COSTS,MBG - Migration & Borders Group,DELOITTE LLP,1701015-8004387557-112904-820000-1-2024,984000
Home Office,Home Office,29/01/2024,ADVICE,MBG - Migration & Borders Group,NEWTON EUROPE LTD,1771144-SIN003207-60579-987500-1-2024,1185000
Home Office,Home Office,30/01/2024,IT RUN COST,MBG - Migration & Borders Group,CABINET OFFICE,1701015-3836579-113009-10733437-1-2024,128801.24
