Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1317.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1332.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1344.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1379.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1446.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1461.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1529
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1529
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1540.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1650.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1665.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),1698.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1698.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),1869.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),2556.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),2556.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7339.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7339.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7339.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7442.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7442.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7442.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7952.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45098,Health and Adult Care (formerly OCO),7952.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),7952.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45078,Health and Adult Care (formerly OCO),7952.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45078,Health and Adult Care (formerly OCO),1144.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45098,Health and Adult Care (formerly OCO),1372.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45078,Health and Adult Care (formerly OCO),1372.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45098,Health and Adult Care (formerly OCO),2082.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45078,Health and Adult Care (formerly OCO),2082.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45098,Health and Adult Care (formerly OCO),3559.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways SIL Limited,45078,Health and Adult Care (formerly OCO),3559.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),1536.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mangar International Ltd,45098,Health and Adult Care (formerly OCO),2100
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45098,Health and Adult Care (formerly OCO),1717.34
