Auth,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45265,Children & Young People,Short Breaks Service,7254.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45281,Children & Young People,Short Breaks Service,6234.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45281,Children & Young People,Short Breaks Service,864
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45281,Children & Young People,Short Breaks Service,4416
Bury Metropolitan Borough Council,Education,Aldercliffe Riding Establishment,45278,Children & Young People,LAC Education - Virtual School,570
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45267,Corporate Core Finance,Deputy Director of Finance,4325
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45281,Corporate Core Finance,Deputy Director of Finance,8650
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45281,Corporate Core Finance,Business Partners,2503.24
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45267,Corporate Core Finance,Business Partners,3129.05
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45273,Corporate Core Finance,Business Partners,2503.24
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45279,Department of Operations,General,815
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45279,Department of Operations,"3, Knowsley Place",815
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45278,Department of Operations,Catering Primary,610
Bury Metropolitan Borough Council,Financial Services,Allpay Ltd,45279,Health and Adult Care (formerly OCO),Personalisation & Business Support Team,658.77
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1140
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,775
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,865
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1385
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1270
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1493.9
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,657.8
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,657.8
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,745
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1220
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45280,Children & Young People,Safeguarding Team - External Legal,1820
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,955
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1125
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45281,Children & Young People,Safeguarding Team - External Legal,1040
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,975
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,630
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1045
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1140
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,657.8
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1185
Bury Metropolitan Borough Council,Health Care,Alpha Biolaboratories Legal Ltd,45282,Children & Young People,Safeguarding Team - External Legal,1290
Bury Metropolitan Borough Council,Passenger Transport,Alpha Luxury Minibus Ltd,45273,Children & Young People,Home To College Transport,3690.53
Bury Metropolitan Borough Council,Passenger Transport,Alpha Luxury Minibus Ltd,45273,Children & Young People,Home To College Transport,3857.64
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45280,Department of Operations,Parks Section 106,7771.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Altus Social Ltd,45273,Children & Young People,UASC Grant,3400
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Altus Social Ltd,45274,Children & Young People,UASC Grant,4250
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ambito Care and Education,45266,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,8416.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ambito Care and Education,45266,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3935.12
Bury Metropolitan Borough Council,Health Care,Amiable Medical Services Limited,45268,Health and Adult Care (formerly OCO),Local Reform & Community Voices Grant,1400
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Amicura Services Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,3037.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Anchor Homes,45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2520.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Anchor Homes,45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1170.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Anchor Homes,45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2520.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2631.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,747.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,661.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,666.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - North INT,535.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - North INT,636.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3644.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2700.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,883.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,518.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1040.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Rapid Response,1009.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,728.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,607.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,517.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1021.09
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1288.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,528.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,527.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1000.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,751.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2214.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2452.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,774.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1251.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1164.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,856.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1154.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,768.03
