Authority,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Bury East INT,908.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1898.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1650.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,632.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookdale Care Home Limited,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,5009.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookfield Care Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookfield Care Home,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookfield Care Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Brookfield Care Home,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2291.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45294,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2583
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45294,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,729.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2708.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2708.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45322,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,729.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45322,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2583
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45322,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2708.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45322,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2291.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Broughton House,45322,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2708.48
Bury Metropolitan Borough Council,Passenger Transport,Bucher Municipal Ltd,45317,Department of Operations,Transport Fleet Management,614.36
Bury Metropolitan Borough Council,Building Construction Materials and Services,Buckhurst Plant Hire Ltd,45299,Department of Operations,Transport Fleet Management,1174.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2008.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1339.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1339.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2603.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2644.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2753.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2773.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,908.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,795.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2562.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1021.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1565.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1093.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - ASC Safeguarding Team,795.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - ASC Safeguarding Team,1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2644.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,795.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,8667.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - ASC Safeguarding Team,5486.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,2679.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1669.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1809.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3062.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6124.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2903.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,956.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1587.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1513.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,861.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1093.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3201.26
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1339.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2296.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,990.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,935.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3260.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1339.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1232.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2969.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,908.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,835.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1600.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,1590.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2008.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1093.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,715.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2969.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1019.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1107.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2041.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2678.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6680.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,6003.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5607.18
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1722.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2969.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,908.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,835.11
Bury Metropolitan Borough Council,Facilities and Management Services,Bury BID Company Ltd,45302,"Business, Growth & Infrastructure",Economic Development & Projects,32310
Bury Metropolitan Borough Council,Education,Bury Church of England High School,45302,Non-Service Specific,COVID-19,4470
Bury Metropolitan Borough Council,Building Construction Materials and Services,Bury Electrics Ltd,45300,"Business, Growth & Infrastructure",Lettings - Managed Workspace,1150
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Bury Hospice,45322,Corporate Core Services,Strategic Partnerships,1911
Bury Metropolitan Borough Council,Art & Leisure Services,Bury Metro Arts Association Ltd,45322,Corporate Core Services,Strategic Partnerships,2000
Bury Metropolitan Borough Council,Building Construction Materials and Services,Bury Property Solutions,45310,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,505
Bury Metropolitan Borough Council,Building Construction Materials and Services,Bury Property Solutions,45316,Health and Adult Care (formerly OCO),CHOICES FOR LIVING WELL,1100
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,By the Bridge North West,45316,Children & Young People,Independent Foster Agency,4715.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,By the Bridge North West,45316,Children & Young People,Independent Foster Agency,4487.28
Bury Metropolitan Borough Council,Financial Services,Cabinet Office - Election Claims Unit,45312,Funding,Collection Fund I & E Account,156632
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cade Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,16242.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cade Care Ltd,45322,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,16242.88
Bury Metropolitan Borough Council,Consultancy,Campbell Reith Hill LLP,45308,"Business, Growth & Infrastructure",BLRF Pyramid Park,46363.26
Bury Metropolitan Borough Council,Consultancy,Campbell Reith Hill LLP,45310,"Business, Growth & Infrastructure",BLRF Pyramid Park,1960
Bury Metropolitan Borough Council,Consultancy,Campbell Reith Hill LLP,45317,"Business, Growth & Infrastructure",BLRF Pyramid Park,46363.26
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Capstone Foster Care (North) Ltd,45317,Children & Young People,Independent Foster Agency,3302.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1190.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,3873.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2301.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,514.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,773.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1136.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,747.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1468.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,806.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,678.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1579.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1973.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,501.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,772.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1864.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1541.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1500.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,703.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1371.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - North INT,562.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1459.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1659.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1033.09
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1343.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1209.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1359.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,896.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1554.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,778.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3668.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,3506.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1322.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,792.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,602.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1301.49
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2975.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,582.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,687.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1132.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,682.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3515.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,901.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,659.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1471.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,906.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,3349.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,686.31
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1934.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2160.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1572.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,556.34
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1093.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1123.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45301,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1607.16
