Authority,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45316,Children & Young People,Home/Hospital Tuition,585
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45316,Children & Young People,Home/Hospital Tuition,520
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,DFE Individual Grants,771.25
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,Home/Hospital Tuition,780
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,DFE Individual Grants,615
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,DFE Individual Grants,2525
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,Home/Hospital Tuition,1950
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,DFE Individual Grants,1301.25
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,DFE Individual Grants,3545
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,Home/Hospital Tuition,1820
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45317,Children & Young People,DFE Individual Grants,5895
Bury Metropolitan Borough Council,Education,Targeted Provision Ltd,45320,Children & Young People,Independent Fees,780
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45302,Department of Operations,HNS Maintenance,1777.43
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45302,Department of Operations,HNS Maintenance,1373.9
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45306,Department of Operations,HNS Maintenance,1632.82
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45306,Department of Operations,HNS Maintenance,1397.23
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45317,Department of Operations,HNS Maintenance,1408.88
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45317,Department of Operations,HNS Maintenance,1649.15
Bury Metropolitan Borough Council,Building Construction Materials and Services,Tarmac Trading Ltd,45317,Department of Operations,HNS Maintenance,1674.81
Bury Metropolitan Borough Council,Passenger Transport,Redacted,45317,Children & Young People,Home to School Transport SEN,592.03
Bury Metropolitan Borough Council,Passenger Transport,Willows Minibuses,45299,Children & Young People,Home to School Transport SEN,2682.56
Bury Metropolitan Borough Council,Passenger Transport,Willows Minibuses,45299,Children & Young People,Home to School Transport SEN,2587.2
Bury Metropolitan Borough Council,Vehicle Management,Dawsongroup Sweepers Ltd,45299,Department of Operations,Transport Fleet Management,2520.25
Bury Metropolitan Borough Council,Vehicle Management,Dawsongroup Sweepers Ltd,45299,Department of Operations,Transport Fleet Management,2520.25
Bury Metropolitan Borough Council,Vehicle Management,Dawsongroup Sweepers Ltd,45299,Department of Operations,Transport Fleet Management,2520.23
Bury Metropolitan Borough Council,Vehicle Management,Dawsongroup Sweepers Ltd,45299,Department of Operations,Transport Fleet Management,2520.25
Bury Metropolitan Borough Council,Vehicle Management,Econ Engineering Limited,45322,Department of Operations,Transport Fleet Management,3906
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,8770.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,11564.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45294,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2360.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2360.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45322,Health and Adult Care (formerly OCO),Community Care - Bury West INT,11564.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45322,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,8770.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45294,Health and Adult Care (formerly OCO),Community Care - North INT,511.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45322,Health and Adult Care (formerly OCO),Community Care - North INT,511.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2193.6
Bury Metropolitan Borough Council,Education,The Bolton Impact Trust,45310,Children & Young People,Independent Fees,9000
Bury Metropolitan Borough Council,Education,The Bolton Impact Trust,45310,Children & Young People,Independent Fees,9000
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Chimes Residental Care Home,45294,Health and Adult Care (formerly OCO),Community Care - North INT,2476.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Chimes Residental Care Home,45322,Health and Adult Care (formerly OCO),Community Care - North INT,2476.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Endorphins Group,45296,Children & Young People,Short Breaks Service,2097
Bury Metropolitan Borough Council,Education,The Essential English Centre Ltd,45321,"Business, Growth & Infrastructure",Economic Strategy & European Policy,810
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),The Fleet Care Home,45294,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3800
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),The Fleet Care Home,45322,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3800
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3339.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1510.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1828.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2644.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3498.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,4294.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1510.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2942.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,954.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1272.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2306.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,8309.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,4413.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45294,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2679.04
