Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3018.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3940
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Age Concern Manchester,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2698.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Agincare Southwark Ltd - Bluegrove House,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2340
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Agincare Southwark Ltd - Bluegrove House,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,4457.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45209,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45222,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),870
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45222,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),720
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Aidapt Bathrooms Ltd,45222,Health and Adult Care (formerly OCO),Integrated Community Equipment Service (ICES),1225
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45201,Children & Young People,Short Breaks Service,4336
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45201,Children & Young People,Short Breaks Service,526.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45201,Children & Young People,Short Breaks Service,2640
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45201,Children & Young People,Short Breaks Service,2401.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45201,Children & Young People,Short Breaks Service,704
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45208,Children & Young People,Short Breaks Service,1280
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45208,Children & Young People,Short Breaks Service,4496
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45208,Children & Young People,Short Breaks Service,526.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45208,Children & Young People,Short Breaks Service,2401.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45208,Children & Young People,Short Breaks Service,864
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45209,Children & Young People,Short Breaks Service,5216
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45215,Children & Young People,Short Breaks Service,559.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45215,Children & Young People,Short Breaks Service,864
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45215,Children & Young People,Short Breaks Service,2480
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45215,Children & Young People,Short Breaks Service,4416
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45215,Children & Young People,Short Breaks Service,2303
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45222,Children & Young People,Short Breaks Service,2066.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45222,Children & Young People,Short Breaks Service,864
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45222,Children & Young People,Short Breaks Service,658
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45222,Children & Young People,Short Breaks Service,4512
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45222,Children & Young People,Short Breaks Service,576
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45225,Children & Young People,Short Breaks Service,624
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45225,Children & Young People,Short Breaks Service,4416
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45225,Children & Young People,Short Breaks Service,2704
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Alcedo Orange Ltd T/A Alcedo Care Bury,45225,Children & Young People,Short Breaks Service,1595.65
Bury Metropolitan Borough Council,Building Construction Materials and Services,Aldercote Limited,45219,Department of Operations,Transport Fleet Management,671.67
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45201,Corporate Core Finance,Business Partners,3129.05
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45201,Corporate Core Finance,Business Partners,2816.15
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45204,Corporate Core Finance,Business Partners,3129.05
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45209,Corporate Core Finance,Business Partners,2816.15
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45210,Corporate Core Finance,Deputy Director of Finance,8650
Bury Metropolitan Borough Council,Human Resources,Allen Lane Limited,45219,Corporate Core Finance,Deputy Director of Finance,4325
Bury Metropolitan Borough Council,Financial Services,Allpay Ltd,45215,Health and Adult Care (formerly OCO),Personalisation & Business Support Team,683.42
Bury Metropolitan Borough Council,Healthcare,Alpha Biolaboratories Legal Ltd,45202,Children & Young People,Safeguarding Team - External Legal,500
Bury Metropolitan Borough Council,Healthcare,Alpha Biolaboratories Legal Ltd,45211,Children & Young People,Safeguarding Team - External Legal,685
Bury Metropolitan Borough Council,Passenger Transport,Alpha Luxury Minibus Ltd,45218,Children & Young People,Home To College Transport,2916.66
Bury Metropolitan Borough Council,Passenger Transport,Alpha Luxury Minibus Ltd,45218,Children & Young People,Home To College Transport,2928.25
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45209,Department of Operations,HNS Maintenance,648.94
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45209,Department of Operations,Rechargeable works RX 813 + 815,937.19
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45209,Department of Operations,HNS Maintenance,597.12
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45209,Department of Operations,Rechargeable works AN 813 + 815,761.54
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45210,Department of Operations,Rechargeable works AN 813 + 815,875.54
Bury Metropolitan Borough Council,Building Construction Materials and Services,Altitude Services Limited,45212,Department of Operations,Rechargeable works AN 813 + 815,551.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ambito Care and Education,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,8416.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ambito Care and Education,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3935.12
Bury Metropolitan Borough Council,Healthcare,Amiable Medical Services Limited,45202,Health and Adult Care (formerly OCO),Local Reform & Community Voices Grant,875
Bury Metropolitan Borough Council,Healthcare,Amiable Medical Services Limited,45218,Health and Adult Care (formerly OCO),Local Reform & Community Voices Grant,1575
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Amicura Services Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,3037.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Anchor Homes,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2520.2
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Anchor Removals Ltd,45205,Children & Young People,Curriculum Language Access Service,801.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,817.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,549.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,619.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - North INT,817.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - North INT,1267.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2462.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,972.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - North INT,661.14
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1795.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,1953.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Bury East INT,745.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - North INT,798.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Bury West INT,953.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,895.41
