Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,08/09/2023,2585.00,£0.00,HENRY,212095,Revenue,STC184612
South Tyneside Council,00CL,"Childrens, Adults, & Families Group",Agency Staff - Non-Teachers,Commissioning Unit - Transactional,08/09/2023,2720.92,£0.00,Hampton’s Resourcing,219040,Revenue,STC184630
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,08/09/2023,3050.56,£0.00,North East Autism Society,221004,Revenue,STC184690
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Fire Reform Act Portfolio Works,08/09/2023,3168.00,£0.00,Marian Engineering Limited,820004,Capital,STC184720
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,08/09/2023,3295.00,£0.00,Catch 22 Charity Limited,213500,Revenue,STC184773
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3407.52,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184800
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3407.52,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184801
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3423.95,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184804
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3423.95,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184805
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3489.36,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184819
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,08/09/2023,3565.68,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC184837
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3572.13,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184838
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Electricity at Work,08/09/2023,3676.00,£0.00,Ring Ready 20007 Limited,820001,Capital,STC184856
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,3759.06,£0.00,Swiis Foster Care Ltd,213500,Revenue,STC184869
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,08/09/2023,4491.50,£0.00,Bilton Hall Community Trust CIO,219830,Revenue,STC184977
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Monies Received,Housing Rents Suspense Account,08/09/2023,4678.40,£0.00,Karbon Homes Ltd formerly ISOS Housing Ltd,710010,Revenue,STC184996
South Tyneside Council,00CL,Business & Resources Group,Maintenance of Computer Equipment,ICT & Digital Services,08/09/2023,4742.00,£0.00,Nimble Group IT Ltd,230440,Revenue,STC185002
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,08/09/2023,5220.00,£0.00,George Vardy Haulage,227000,Revenue,STC185027
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,5304.10,£0.00,Action for Children,213500,Revenue,STC185033
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,08/09/2023,5868.72,£0.00,North East Autism Society,221004,Revenue,STC185081
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,08/09/2023,5868.72,£0.00,North East Autism Society,221004,Revenue,STC185082
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,08/09/2023,5890.00,£0.00,Action for Children,213500,Revenue,STC185087
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,08/09/2023,6620.00,£0.00,Direct Healthcare Group,221420,Revenue,STC185119
South Tyneside Council,00CL,Business & Resources Group,Software,ICT & Digital Services,08/09/2023,6850.00,£0.00,Paygate Solutions Limited,230440,Revenue,STC185128
South Tyneside Council,00CL,Economic Regeneration Group,Purchase of Stock Items,Cleaning Service,08/09/2023,7002.41,£0.00,Greenham Trading Limited,224400,Revenue,STC185135
South Tyneside Council,00CL,Business & Resources Group,Other Infrastructure Repairs,Bridges Structural,08/09/2023,7225.18,£0.00,Northumberland County Council,227770,Revenue,STC185144
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,South Shields Town Centre Regen,08/09/2023,7330.00,£0.00,Solmek Ltd,828512,Capital,STC185152
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Independent Sector Payments Public Health,Obesity - Green Exercise,08/09/2023,7500.00,£0.00,Groundwork South Tyneside & Newcastle,225018,Revenue,STC185156
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,08/09/2023,8000.00,£0.00,Dere Street Barristers,231100,Revenue,STC185177
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,08/09/2023,9880.00,£0.00,CD Passenger Services,218930,Revenue,STC185234
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Area Management Senior Staff,08/09/2023,9913.86,£0.00,Sunderland City Council,228501,Revenue,STC185236
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,08/09/2023,10203.68,£0.00,BCE Northern Limited,227630,Revenue,STC185248
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,08/09/2023,15495.00,£0.00,Lomax Training Services Limited,216191,Revenue,STC185355
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,West Holborn Renewable Energy Network,08/09/2023,15790.40,£0.00,The Coal Authority,854597,Capital,STC185358
South Tyneside Council,00CL,Business & Resources Group,Printing Contract,OCE Print Contract,08/09/2023,17027.23,£0.00,Canon (UK) Ltd,230080,Revenue,STC185380
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,08/09/2023,18122.25,£0.00,North East Concrete Limited,227630,Revenue,STC185398
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Physical Support,08/09/2023,20804.36,£0.00,Barchester - Hawthorns Care Centre,221001,Revenue,STC185429
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,08/09/2023,24005.20,£0.00,Lookers PLC,854500,Capital,STC185462
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,08/09/2023,24005.20,£0.00,Lookers PLC,854500,Capital,STC185463
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,08/09/2023,24005.20,£0.00,Lookers PLC,854500,Capital,STC185464
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Hospital to Home Service,Physical Support,08/09/2023,43960.98,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC185542
South Tyneside Council,00CL,Childrens Adults and Health,Out of Borough School Fees,OOB Education Placements,08/09/2023,53846.40,£0.00,Impact Childcare & Education Ltd (formerly ID Residential Ltd),211150,Revenue,STC185570
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,CP- Mortimer Primary Rewire,08/09/2023,54956.09,£0.00,S Davison (Electricals) Ltd,820337,Capital,STC185572
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,08/09/2023,174039.77,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC185641
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Sundry Costs,South Shields Town Centre Regen,08/09/2023,188812.80,£0.00,Northern Powergrid (NEDL),828512,Capital,STC185645
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,CES Pressure Nursing Alternating,11/09/2023,560.00,£0.00,Direct Healthcare Group,221430,Revenue,STC183198
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,11/09/2023,573.00,£0.00,Peart Access Ramps Ltd,819002,Capital,STC183218
South Tyneside Council,00CL,Business & Resources Group,Printing & Stationery Consumables,Admin - Central Admin,11/09/2023,651.42,£0.00,Lyreco UK Limited,231320,Revenue,STC183365
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Hebburn Comp Kitchen,11/09/2023,740.00,£0.00,Upnorth Engineering Services Limited,217540,Revenue,STC183573
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Summer Festival,11/09/2023,779.00,£0.00,John Nixon Limited,222840,Revenue,STC183621
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Sundry Costs,International Advanced Manufacturing Park,11/09/2023,814.38,£0.00,Northern Powergrid (NEDL),828527,Capital,STC183673
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,11/09/2023,1075.00,£0.00,Manor House Funeral Services Limited,237020,Revenue,STC183919
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,ICT & Digital Services,11/09/2023,1080.00,£0.00,APaaS Application Packaging Services Limited,230440,Revenue,STC183926
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11/09/2023,1113.00,£0.00,Peart Access Ramps Ltd,819000,Capital,STC183965
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,11/09/2023,1250.78,£0.00,Wolseley UK Limited,221420,Revenue,STC184096
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - General,Health Watch,11/09/2023,1875.00,£0.00,Carers Federation Limited,221640,Revenue,STC184411
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,11/09/2023,1907.50,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC184421
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11/09/2023,2284.00,£0.00,Peart Access Ramps Ltd,819000,Capital,STC184549
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11/09/2023,2639.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC184622
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,11/09/2023,2700.00,£0.00,Occupational Health and Wellbeing Ltd,230600,Revenue,STC184629
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,CES Pressure Nursing Alternating,11/09/2023,2749.75,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221430,Revenue,STC184638
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,CES Pressure Nursing Alternating,11/09/2023,2749.75,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221430,Revenue,STC184639
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,CES Pressure Nursing Alternating,11/09/2023,2749.75,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221430,Revenue,STC184640
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Support with Memory and Cognition,11/09/2023,3343.48,£0.00,Memory Lane Care Homes Ltd,221003,Revenue,STC184787
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11/09/2023,4063.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC184917
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11/09/2023,6823.82,£0.00,Easibathe and Easiaccess Solutions,819000,Capital,STC185127
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,11/09/2023,6859.50,£0.00,Asset Base South Tyneside CIC (Fit Belli Deli),219830,Revenue,STC185129
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,11/09/2023,7085.00,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC185138
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,11/09/2023,7126.53,£0.00,Easibathe and Easiaccess Solutions,819000,Capital,STC185139
South Tyneside Council,00CL,Balance Sheet,NNDR Refunds,Balance Sheet Corporate Finance,11/09/2023,8838.09,£0.00,NR - TSB BANK PLC109984,999999,Balance Sheet,STC185202
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - General,Voluntary Sector Funding,11/09/2023,10437.50,£0.00,Everyturn - previously Mental Health Concern,220020,Revenue,STC185256
South Tyneside Council,00CL,Economic Regeneration,Capital Advisors & Consultants Fees,Viking Energy Network Jarrow Phase 1,11/09/2023,12500.00,£0.00,Thornton-Firkin LLP,854570,Capital,STC185301
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Block Gross Accommodation Costs,Young Peoples Services Consortium,11/09/2023,13707.75,£0.00,Places for People Living+ Limited,222120,Revenue,STC185327
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Accommodation Costs,Supporting People Grants Paid,11/09/2023,17032.33,£0.00,Places for People Living+ Limited,222110,Revenue,STC185381
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,11/09/2023,17715.00,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC185394
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Nursing Care,Support with Memory and Cognition,11/09/2023,19610.07,£0.00,Memory Lane Care Homes Ltd,221003,Revenue,STC185410
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Block Gross Accommodation Costs,Young Peoples Services Consortium,11/09/2023,19914.42,£0.00,Places for People Living+ Limited,222120,Revenue,STC185412
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,11/09/2023,20437.50,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC185425
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,11/09/2023,27535.00,£0.00,National Literacy Trust,212095,Revenue,STC185488
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,Haven Court Non Commissioned Care,11/09/2023,27788.23,£0.00,South Tyneside Integrated Care Limited,220205,Revenue,STC185490
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,11/09/2023,41494.12,£0.00,Orbis Support Ltd,221004,Revenue,STC185534
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Extra Care Sheltered Accommodation,Physical Support,11/09/2023,46603.20,£0.00,Springfield Home Care Services Limited (Positive Life Choices part of Springfield H/Care),221001,Revenue,STC185552
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Equipment Purchases,CP - Hebburn Comprehensive Sports Hall Floor,11/09/2023,52000.00,£0.00,TSUK Interiors Limited,820251,Capital,STC185567
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,11/09/2023,57344.65,£0.00,Orbis Support Ltd,221004,Revenue,STC185574
South Tyneside Council,00CL,Balance Sheet,NNDR Refunds,Balance Sheet Corporate Finance,11/09/2023,65150.00,£0.00,NR - K W READER & SONS LIMITED106307,999999,Balance Sheet,STC185579
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Residential Care,Support with Memory and Cognition,11/09/2023,269754.18,£0.00,STFT Holdings Ltd,221003,Revenue,STC185651
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,500.00,£0.00,Redacted - Personal info,221004,Revenue,STC183067
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,12/09/2023,500.00,£0.00,Redacted - Personal info,213800,Revenue,STC183068
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Allowances,ILAC General,12/09/2023,500.00,£0.00,Redacted - Personal info,213300,Revenue,STC183069
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,12/09/2023,500.00,£0.00,Redacted - Personal info,213800,Revenue,STC183070
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12/09/2023,502.00,£0.00,Redacted - Personal info,213901,Revenue,STC183102
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Fairer Charging,Physical Support,12/09/2023,502.96,£0.00,Redacted - Personal info,221001,Revenue,STC183108
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,504.36,£0.00,Redacted - Personal info,221001,Revenue,STC183110
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,505.65,£0.00,Redacted - Personal info,221001,Revenue,STC183113
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Monies Received,Housing Rents Suspense Account,12/09/2023,512.16,£0.00,Debt Management (FCM),710010,Revenue,STC183127
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,514.20,£0.00,Redacted - Personal info,221004,Revenue,STC183130
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,12/09/2023,515.50,£0.00,Windoor Services Ltd,232860,Revenue,STC183131
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,12/09/2023,524.28,£0.00,Redacted - Personal info,221005,Revenue,STC183141
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,535.92,£0.00,Redacted - Personal info,221001,Revenue,STC183163
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,543.20,£0.00,Redacted - Personal info,221004,Revenue,STC183172
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,548.36,£0.00,Redacted - Personal info,221004,Revenue,STC183178
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,554.80,£0.00,Redacted - Personal info,221001,Revenue,STC183193
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,12/09/2023,556.57,£0.00,FT Leisure Ltd,232822,Revenue,STC183195
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,12/09/2023,566.00,£0.00,Redacted - Personal info,221003,Revenue,STC183204
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,566.00,£0.00,Redacted - Personal info,221001,Revenue,STC183205
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,566.00,£0.00,Redacted - Personal info,221004,Revenue,STC183206
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,12/09/2023,566.00,£0.00,Redacted - Personal info,221005,Revenue,STC183207
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,566.00,£0.00,Redacted - Personal info,221001,Revenue,STC183208
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12/09/2023,567.00,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC183210
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,12/09/2023,579.00,£0.00,Key Subject Tuition Ltd,216191,Revenue,STC183225
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,12/09/2023,579.66,£0.00,CDS Security and Fire Ltd (formerly CDS Security Ltd),232870,Revenue,STC183228
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,589.76,£0.00,Redacted - Personal info,221001,Revenue,STC183239
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,590.52,£0.00,Redacted - Personal info,221001,Revenue,STC183248
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,592.71,£0.00,Redacted - Personal info,221001,Revenue,STC183250
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,594.30,£0.00,Redacted - Personal info,221001,Revenue,STC183252
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,597.88,£0.00,Redacted - Personal info,221004,Revenue,STC183258
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183267
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183268
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183269
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183270
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183271
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183272
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183273
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183274
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,12/09/2023,600.00,£0.00,Redacted - Personal info,213300,Revenue,STC183275
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,12/09/2023,600.12,£0.00,Redacted - Personal info,221005,Revenue,STC183294
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,603.88,£0.00,Redacted - Personal info,221004,Revenue,STC183297
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,12/09/2023,605.50,£0.00,Windoor Services Ltd,232870,Revenue,STC183299
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,12/09/2023,614.58,£0.00,Redacted - Personal info,221003,Revenue,STC183307
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,621.18,£0.00,Redacted - Personal info,221004,Revenue,STC183312
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,622.60,£0.00,Redacted - Personal info,221001,Revenue,STC183313
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,630.68,£0.00,Redacted - Personal info,221004,Revenue,STC183333
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12/09/2023,636.00,£0.00,Redacted - Personal info,213800,Revenue,STC183337
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,637.30,£0.00,Redacted - Personal info,221001,Revenue,STC183341
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,639.92,£0.00,Redacted - Personal info,221001,Revenue,STC183342
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,643.76,£0.00,Redacted - Personal info,221004,Revenue,STC183348
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,12/09/2023,644.00,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC183349
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,649.20,£0.00,Redacted - Personal info,221004,Revenue,STC183355
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,12/09/2023,650.00,£0.00,Redacted - Personal info,213901,Revenue,STC183359
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,12/09/2023,668.00,£0.00,Redacted - Personal info,213800,Revenue,STC183443
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Fairer Charging,Mental Health Support,12/09/2023,668.36,£0.00,Redacted - Personal info,221005,Revenue,STC183445
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,669.64,£0.00,Redacted - Personal info,221004,Revenue,STC183455
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,672.00,£0.00,Redacted - Personal info,221004,Revenue,STC183460
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,12/09/2023,674.14,£0.00,Redacted - Personal info,213800,Revenue,STC183461
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221004,Revenue,STC183478
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221004,Revenue,STC183479
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221005,Revenue,STC183480
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Sensory Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221002,Revenue,STC183481
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221004,Revenue,STC183482
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221004,Revenue,STC183483
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,12/09/2023,679.20,£0.00,Redacted - Personal info,221001,Revenue,STC183484
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,12/09/2023,690.68,£0.00,Redacted - Personal info,221004,Revenue,STC183508
