Transparency Report August 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Exp Category Code,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109786,Anchor Hanover Group T/A The Cedars Home,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115950,Anchor Hanover Group T/A The Cedars Home,10467.9
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115950,Anchor Hanover Group T/A The Cedars Home,1400
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105917,Anchor Hanover Group T/A The Cedars Home,2136.02
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109786,Anchor Hanover Group T/A The Cedars Home,2136.02
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115950,Anchor Hanover Group T/A The Cedars Home,2136.02
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105917,Anchor Hanover Group T/A The Cedars Home,-1217.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109786,Anchor Hanover Group T/A The Cedars Home,-1217.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115950,Anchor Hanover Group T/A The Cedars Home,-1217.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105917,Anchor Hanover Group T/A The Cedars Home,-3434.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109786,Anchor Hanover Group T/A The Cedars Home,10284.73
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115950,Anchor Hanover Group T/A The Cedars Home,-1639.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DH100,6DH1,45534,SOT1116272,Andy Meakin Consultancy Services,5178.57
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45532,SOT1114395,ANEW Young People Services Limited,33511.43
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45532,SOT1114396,ANEW Young People Services Limited,27096.42
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45532,SOT1114395,ANEW Young People Services Limited,1129.28
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45532,SOT1114396,ANEW Young People Services Limited,3492.85
Stoke City Council,4CLGF,Non Departmental Costs,IC519,6IC5,45525,SOT1106597,Anthony Collins Solicitors,99999
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",qxale,6XL,45506,SOT1106080,Anthony Collins Solicitors,2450
Stoke City Council,4HRAHT,Housing Transformation,DK107,6DK1,45509,SOT1106390,Anthony Hodari Solicitors,666.2
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45506,SOT1105147,Apollo Eagle Consulting Ltd,7412.02
Stoke City Council,4PUBH,Public Health,EA118,6EA1,45513,SOT1108556,Apsley House Surgery,1824
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBE,6XFE,45532,SOT1107726,Arcadis Consulting (UK) Ltd,26338.84
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45509,SOT1096585,Archangel Enterprises Ltd,7489.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45526,SOT1109433,Archangel Enterprises Ltd,8026.41
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45509,SOT1096585,Archangel Enterprises Ltd,1744.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45526,SOT1109433,Archangel Enterprises Ltd,1858.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45509,SOT1096585,Archangel Enterprises Ltd,661.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45526,SOT1109433,Archangel Enterprises Ltd,923.4
Stoke City Council,4SCHL,Schools,DG134,6DG1,45513,SOT1107694,Arivatex Limited,929.6
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,6DA1,45511,SOT1107363,Arnold Clark Automobles Limited,2081.92
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,6DA1,45518,SOT1107616,Arnold Clark Automobles Limited,562.86
Stoke City Council,4HDG,"Housing, Development & Growth",DE250,6DE1,45527,SOT1114270,Arriva Midlands Limited,801.46
Stoke City Council,4HDG,"Housing, Development & Growth",DE250,6DE1,45527,SOT1114271,Arriva Midlands Limited,656.67
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNE,6XFE,45511,SOT1107339,Arthur J Gallagher Insurance Brokers Ltd,28000
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNE,6XFE,45511,SOT1107444,Arthur J Gallagher Insurance Brokers Ltd,61600
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNE,6XFE,45511,SOT1107445,Arthur J Gallagher Insurance Brokers Ltd,16800
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNE,6XFE,45511,SOT1107446,Arthur J Gallagher Insurance Brokers Ltd,11200
Stoke City Council,4PUBH,Public Health,EA174,6EA1,45532,SOT1115207,Asda Stores,568.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105860,Ash Hall Nursing Home,25166.57
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105860,Ash Hall Nursing Home,1216.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109728,Ash Hall Nursing Home,23664.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109728,Ash Hall Nursing Home,2535
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115893,Ash Hall Nursing Home,24170
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115893,Ash Hall Nursing Home,4983.09
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105860,Ash Hall Nursing Home,2361.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109728,Ash Hall Nursing Home,2361.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115893,Ash Hall Nursing Home,2361.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115893,Ash Hall Nursing Home,2259.77
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105860,Ash Hall Nursing Home,1932.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109728,Ash Hall Nursing Home,1932.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115893,Ash Hall Nursing Home,1932.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105860,Ash Hall Nursing Home,-2470.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109728,Ash Hall Nursing Home,-1901
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115893,Ash Hall Nursing Home,-1901
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115893,Ash Hall Nursing Home,-2259.77
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113884,Ash House Care Ltd,37842.01
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105966,Ashfields Care Home,795.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,de100,6DE1,45525,SOT1111252,Asist,34749.33
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,de100,6DE1,45532,SOT1111244,Asist,34749.33
Stoke City Council,4STAR,Strategy & Resources,DD113,6DD1,45534,SOT1116096,Askews & Holts Library Services Ltd,770.98
Stoke City Council,4SCHL,Schools,DE105,6DE1,45518,SOT1099670,ASM Sports (Uk) Ltd,3640
Stoke City Council,4SCHL,Schools,DG134,6DG1,45518,SOT1099669,ASM Sports (Uk) Ltd,910
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45513,SOT1107809,AspireOne Care Ltd,2914.29
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113843,AspireOne Care Ltd,18068.57
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113844,AspireOne Care Ltd,17050
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113845,AspireOne Care Ltd,14850
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113846,AspireOne Care Ltd,17457.43
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45511,SOT1106753,Atkinson Lewis,1445
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45525,SOT1110718,Atkinson Lewis,1211.67
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45527,SOT1107380,Atkinson Lewis,2110
Stoke City Council,4STAR,Strategy & Resources,DG105,6DG1,45532,SOT1114414,Atkinson Lewis,2035
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109641,Atrium Foster Care LTD,13080
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105934,Avery Heathcare Group,3950
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105934,Avery Heathcare Group,2618.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109802,Avery Heathcare Group,3950
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109802,Avery Heathcare Group,2618.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115965,Avery Heathcare Group,3950
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115965,Avery Heathcare Group,2618.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105934,Avery Heathcare Group,-1432.54
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109802,Avery Heathcare Group,-1432.54
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115965,Avery Heathcare Group,-1432.54
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105922,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,23458.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109790,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,14358.060000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115954,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,15676.260000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105922,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,5368.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109790,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,16497.160000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115954,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,8969.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105922,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,-13527.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109790,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,-7172.640000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115954,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,-7172.640000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105922,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,-2659.7400000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109790,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,-1905.9199999999998
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115954,Avery Homes Hanford Ltd T/A Hanford Court Care Hom,-3413.5600000000004
Stoke City Council,4HDG,"Housing, Development & Growth",DF100,6DF1,45506,SOT1105527,Axodel Uk Limited,3072
Stoke City Council,4STAR,Strategy & Resources,BH100,6BH1,45523,SOT1105213,B Hygienic Ltd,4612
Stoke City Council,4STAR,Strategy & Resources,BH100,6BH1,45532,SOT1115504,B Hygienic Ltd,2028
Stoke City Council,4STAR,Strategy & Resources,BH100,6BH1,45532,SOT1115505,B Hygienic Ltd,3588
Stoke City Council,4CITD,City Director,dh102,6DH1,45513,SOT1108583,BACS Payment Schemes Ltd,2354
Stoke City Council,4PUBH,Public Health,EA118,6EA1,45520,SOT1109486,Baddeley Green Surgery,3488
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45506,SOT1103420,Baltimore Consulting Ltd,5538.75
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45511,SOT1105573,Baltimore Consulting Ltd,5538.75
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45520,SOT1107724,Baltimore Consulting Ltd,5538.75
Stoke City Council,4PUBH,Public Health,AA700,6AA7,45534,SOT1109984,Baltimore Consulting Ltd,5538.75
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45513,SOT1105247,Barnardos Midlands,17364.96
Stoke City Council,4CITD,City Director,DE158,6DE1,45513,SOT1108603,Beam Up Ltd,30003.29
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,6EG1,45532,SOT1115333,Beam Up Ltd,7500
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45518,SOT1109593,Beechfield Education,38127.6
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45518,SOT1109598,Beechfield Education,41960
Stoke City Council,4PUBH,Public Health,EA118,6EA1,45516,SOT1108551,Belgrave Medical Centre,4394
Stoke City Council,4PUBH,Public Health,EA175,6EA1,45520,SOT1109285,Belgrave Medical Centre,920
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105955,BELONG LIMITED,8764.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109822,BELONG LIMITED,8764.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115984,BELONG LIMITED,8764.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105955,BELONG LIMITED,-2962.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109822,BELONG LIMITED,-2962.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115984,BELONG LIMITED,-2962.24
Stoke City Council,4HDG,"Housing, Development & Growth",DG107,6DG1,45511,SOT1106096,Bemrose Booth  Ltd T/A PARAGON ID,1104
Stoke City Council,4HDG,"Housing, Development & Growth",DG107,6DG1,45511,SOT1106645,Bemrose Booth  Ltd T/A PARAGON ID,816
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45506,SOT1105514,Bespoke Recycling Solutions Ltd ,108030
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45525,SOT1113870,Bespoke Transitions,29970.780000000002
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45525,SOT1113870,Bespoke Transitions,19413.97
Stoke City Council,4HDG,"Housing, Development & Growth",CA106,6CA1,45511,SOT1106562,Best Tyre Co Ltd,1238.2
Stoke City Council,4HDG,"Housing, Development & Growth",CA106,6CA1,45513,SOT1107743,Best Tyre Co Ltd,3970.5
Stoke City Council,4HDG,"Housing, Development & Growth",CA106,6CA1,45518,SOT1108677,Best Tyre Co Ltd,2831.5
Stoke City Council,4HDG,"Housing, Development & Growth",CA106,6CA1,45518,SOT1109407,Best Tyre Co Ltd,2679.75
Stoke City Council,4HDG,"Housing, Development & Growth",CA106,6CA1,45527,SOT1113702,Best Tyre Co Ltd,1587.3
Stoke City Council,4CAF,Children and Family Services,EG218,6EG1,45509,SOT1106412,BIG Healthcare,6018.75
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,6EG1,45516,SOT1109116,BIG Healthcare,26476.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45516,SOT1109116,BIG Healthcare,25146.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG436,6EG1,45516,SOT1109116,BIG Healthcare,12573.12
Stoke City Council,4HDG,"Housing, Development & Growth",de135,6DE1,45509,SOT1104541,BikeRight Limited,14616
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBE,6XFE,45527,SOT1114227,Birketts LLP,1750
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,6EG1,45516,SOT1109097,Birmingham City Council,1816
Stoke City Council,4CITD,City Director,DB104,6DB1,45505,SOT1105364,Blakemore Food Service Ltd,594.48
Stoke City Council,4CITD,City Director,DB104,6DB1,45526,SOT1110725,Blakemore Food Service Ltd,630.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DB104,6DB1,45526,SOT1113015,Blakemore Food Service Ltd,865.99
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DB104,6DB1,45534,SOT1113012,Blakemore Food Service Ltd,699.18
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45518,(blank),Blakemore Foodservice,2924.1
Stoke City Council,4STAR,Strategy & Resources,DE105,6DE1,45523,SOT1109597,BLOOM PROCUREMENT SERVICES LTD,45481.46
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113908,BLOSSOM CARE GROUP LTD,27678.57
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45532,SOT1114411,BLOSSOM CARE GROUP LTD,11607.14
Stoke City Council,4HDG,"Housing, Development & Growth",BA100,6BA1,45527,SOT1110729,Bluesky Environmental Solutions Ltd,5220
Stoke City Council,4HDG,"Housing, Development & Growth",BA100,6BA1,45527,SOT1114371,Bluesky Environmental Solutions Ltd,2037.6
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,6DA1,45527,SOT1110729,Bluesky Environmental Solutions Ltd,747
Stoke City Council,4CITD,City Director,de100,6DE1,45506,SOT1106178,Blythe Bridge High School,2000
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45532,SOT1115330,Blythe Bridge High School,14000
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45532,SOT1100671,Boden & Davies Ltd,6346.9
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45534,SOT1115687,Boden & Davies Ltd,4649.4
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45534,SOT1115688,Boden & Davies Ltd,6902.7
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45534,SOT1115691,Boden & Davies Ltd,5450.7
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45516,SOT1107717,Booker,530.41
Stoke City Council,4PUBH,Public Health,DB104,6DB1,45520,SOT1109941,Booker,1873.48
Stoke City Council,4PUBH,Public Health,DB104,6DB1,45520,SOT1109948,Booker,960.72
Stoke City Council,4PUBH,Public Health,EA174,6EA1,45532,SOT1115209,Boots The Chemist,1127.07
Stoke City Council,4PUBH,Public Health,EA174,6EA1,45532,SOT1115212,Boots The Chemists,553.9
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,6DA1,45511,SOT1107356,Boughton Engineering Limited,1241.83
Stoke City Council,4STARC,Strategy & Resources Capital,QXWBE,6XFE,45527,SOT1114277,Boyd-Thorpe Associates,8775
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105880,Bradwell Hall Nursing Home Limited,75649.84999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105881,Bradwell Hall Nursing Home Limited,37438.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109749,Bradwell Hall Nursing Home Limited,80436.16999999998
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109750,Bradwell Hall Nursing Home Limited,36052.33
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115913,Bradwell Hall Nursing Home Limited,50633.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115914,Bradwell Hall Nursing Home Limited,35448.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115914,Bradwell Hall Nursing Home Limited,950
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105880,Bradwell Hall Nursing Home Limited,43367.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105881,Bradwell Hall Nursing Home Limited,8928
