Transparency Report August 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Exp Category Code,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105991,BROOKLANDS REST HOME LIMITED,1917.9
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109854,BROOKLANDS REST HOME LIMITED,1917.9
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116014,BROOKLANDS REST HOME LIMITED,1917.9
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105921,Brooklyn Care Home,9109.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109789,Brooklyn Care Home,9109.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115953,Brooklyn Care Home,9109.66
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45518,SOT1107607,Brown Recycling Ltd,8438.1
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45518,SOT1109533,Brown Recycling Ltd,805.86
Stoke City Council,4PUBH,Public Health,DE126,6DE1,45506,SOT1106200,Brown Recycling Ltd,1059.58
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,6DA1,45523,SOT1110483,Broxap Limited,513
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45511,SOT1106656,Broxap Limited,744
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,6DA1,45513,SOT1107744,Brushtec Technology Ltd,2221.05
Stoke City Council,4STAR,Strategy & Resources,DF123,6DF1,45518,SOT1109406,Bry-Kol (FM) Limited,626.98
Stoke City Council,4HDG,"Housing, Development & Growth",CA101,6CA1,45513,SOT1104522,Buxtons Ltd,1058.34
Stoke City Council,4HDG,"Housing, Development & Growth",CC105,6CC1,45518,SOT1109341,Buxtons Ltd,1940
Stoke City Council,4CAFSC,Children & Family services CAP,QXABE,6XL,45505,SOT1105567,C & GE Lowndes,5590
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DK133,6DK1,45520,SOT1110259,C & S Building Services,550
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DK133,6DK1,45525,SOT1110818,C & S Building Services,1000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DK134,6DK1,45525,SOT1110819,C & S Building Services,520
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DK140,6DK1,45506,SOT1105929,C & S Building Services,800
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45511,SOT1106735,C..A..BENGRY LTD.,3499.98
Stoke City Council,4CAF,Children and Family Services,DB104,6DB1,45525,SOT1110775,C..A..BENGRY LTD.,3164.96
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45532,SOT1106401,C2C Consulting Engineers Ltd,834
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45532,SOT1115196,C2C Consulting Engineers Ltd,1020
Stoke City Council,4STAR,Strategy & Resources,DA114,6DA1,45533,000009808205924,C2E892300101P UKVI,3239
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45509,SOT1103117,CabAbility,1785
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45527,SOT1113934,CabAbility,2688
Stoke City Council,4CITD,City Director,dh101,6DH1,45516,SOT1098941,Canal & River Trust Limited,6362.6
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXCGR,6XG,45516,SOT1098941,Canal & River Trust Limited,5000
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",qxppp,6XM,45516,SOT1108938,Canford Audio Plc,1553.8
Stoke City Council,4CITD,City Director,de100,6DE1,45516,SOT1108964,Cannock Chase High School,3300
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWLE,6XFE,45516,SOT1108935,Capewell Contracts Limited,0
Stoke City Council,4HDG,"Housing, Development & Growth",EH110,6EH1,45513,SOT1108665,Capsticks Solicitors LLP,3000
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109625,Capstone Foster Care (Midlands) Ltd,82450.84
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45525,SOT1113899,Care All Around Limited,3653.57
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,9260
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,13790.710000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,9260
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,13105.000000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,9260
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,13105.000000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,5470
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,12236.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,5470
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,12236.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,5470
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,12236.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,1690
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,1690
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,1690
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,-1894.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,-2730.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,-2730.7
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,-1219.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,-1211.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,-1219.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,-1211.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,-2100.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,-1211.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45505,SOT1105968,Care Concepts Staffs LTD Formerly Salutem Care ,-613.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45519,SOT1109833,Care Concepts Staffs LTD Formerly Salutem Care ,-613.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45533,SOT1115995,Care Concepts Staffs LTD Formerly Salutem Care ,-613.12
Stoke City Council,4CAF,Children and Family Services,EA147,6EA1,45534,SOT1113871,CARE FOR ME HOUSING AND SUPPORT LLP,4081.81
Stoke City Council,4CAF,Children and Family Services,EG133,6EG1,45534,SOT1113871,CARE FOR ME HOUSING AND SUPPORT LLP,4081.81
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105965,Care Services Ltd T/A Oak House,8246
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109831,Care Services Ltd T/A Oak House,8246
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115993,Care Services Ltd T/A Oak House,8246
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113838,Caretech Community Services Ltd,18157.14
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113839,Caretech Community Services Ltd,16607.14
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113840,Caretech Community Services Ltd,18821.43
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113841,Caretech Community Services Ltd,18954.28
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG115,6EG1,45516,SOT1109103,Caretech Community Services Ltd,4266
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105914,Caretech Community Services Ltd,4547.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105915,Caretech Community Services Ltd,4241.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109783,Caretech Community Services Ltd,4547.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109784,Caretech Community Services Ltd,4241.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115947,Caretech Community Services Ltd,4547.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115948,Caretech Community Services Ltd,4241.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,6EG1,45516,SOT1109102,Caretech Community Services Ltd,26990.79
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG430,6EG1,45516,SOT1109102,Caretech Community Services Ltd,5310.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,6EG1,45516,SOT1109102,Caretech Community Services Ltd,14968
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG434,6EG1,45516,SOT1109102,Caretech Community Services Ltd,7128.51
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45520,SOT1109951,Carley Daines & Partners,2000
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45520,SOT1109952,Carley Daines & Partners,3000
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45520,SOT1109953,Carley Daines & Partners,3000
Stoke City Council,4SCHL,Schools,BA100,6BA1,45516,SOT1105433,Carson Powell Construction Ltd,925
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45518,SOT1106380,Castlefield Recruitment Limited,550
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45525,SOT1106379,Castlefield Recruitment Limited,2200
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45532,SOT1106376,Castlefield Recruitment Limited,2200
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45511,SOT1098345,Castlefield Recruitment Limited,1635
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45511,SOT1098602,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45511,SOT1098633,Castlefield Recruitment Limited,1750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45511,SOT1100359,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45518,SOT1099794,Castlefield Recruitment Limited,1907.5
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45518,SOT1100355,Castlefield Recruitment Limited,1750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45518,SOT1100411,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45518,SOT1100423,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45525,SOT1103826,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45525,SOT1103827,Castlefield Recruitment Limited,1771.25
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45525,SOT1106375,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45525,SOT1106378,Castlefield Recruitment Limited,1750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45532,SOT1106117,Castlefield Recruitment Limited,1635
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45532,SOT1106373,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45532,SOT1106374,Castlefield Recruitment Limited,3750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45532,SOT1106377,Castlefield Recruitment Limited,1750
Stoke City Council,4STAR,Strategy & Resources,AA700,6AA7,45534,SOT1116058,Castlefield Recruitment Limited,1750
Stoke City Council,4CAF,Children and Family Services,de100,6DE1,45513,SOT1107582,Changes Health & Wellbeing,26801.66
Stoke City Council,4CAF,Children and Family Services,de100,6DE1,45527,SOT1114273,Changes Health & Wellbeing,26801.66
Stoke City Council,4PUBH,Public Health,de100,6DE1,45513,SOT1107583,Changes Health & Wellbeing,5530
Stoke City Council,4PUBH,Public Health,de100,6DE1,45527,SOT1114274,Changes Health & Wellbeing,5530
Stoke City Council,4CAF,Children and Family Services,de100,6DE1,45513,SOT1108660,Changing Minds Wellbeing Ltd,38000
Stoke City Council,4CITD,City Director,de100,6DE1,45506,SOT1106179,Chaselea Alternative Provision Academy,4000
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107340,Cherry Hill Waste Ltd,2142
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107450,Cherry Hill Waste Ltd,-6707.2
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107451,Cherry Hill Waste Ltd,-7481.6
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107452,Cherry Hill Waste Ltd,13611.45
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107452,Cherry Hill Waste Ltd,47806.85
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107459,Cherry Hill Waste Ltd,1392.6
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,6DE1,45511,SOT1107464,Cherry Hill Waste Ltd,784.4
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45511,SOT1107452,Cherry Hill Waste Ltd,2536.65
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45511,SOT1107456,Cherry Hill Waste Ltd,560
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45511,SOT1107457,Cherry Hill Waste Ltd,10828.8
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45511,SOT1107459,Cherry Hill Waste Ltd,5675.6
Stoke City Council,4HDG,"Housing, Development & Growth",EH133,6EH1,45511,SOT1107459,Cherry Hill Waste Ltd,16538.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105979,Chesford Grange Care Ltd,50767.619999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109843,Chesford Grange Care Ltd,49822.619999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1116004,Chesford Grange Care Ltd,49822.619999999995
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105979,Chesford Grange Care Ltd,7648
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109843,Chesford Grange Care Ltd,7648
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1116004,Chesford Grange Care Ltd,7648
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105979,Chesford Grange Care Ltd,6451.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109843,Chesford Grange Care Ltd,15392.710000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1116004,Chesford Grange Care Ltd,8813.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105979,Chesford Grange Care Ltd,-4085.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109843,Chesford Grange Care Ltd,-4085.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1116004,Chesford Grange Care Ltd,-4085.5
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45532,SOT1115386,Cheshire East Borough Council,12283
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105925,Chesterton Lodge care home,13063
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105925,Chesterton Lodge care home,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109793,Chesterton Lodge care home,14287.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115957,Chesterton Lodge care home,15598.000000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115957,Chesterton Lodge care home,659.1
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105925,Chesterton Lodge care home,9192.199999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109793,Chesterton Lodge care home,9192.199999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115957,Chesterton Lodge care home,9192.199999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115957,Chesterton Lodge care home,1224.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105925,Chesterton Lodge care home,1633.7700000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109793,Chesterton Lodge care home,3955.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115957,Chesterton Lodge care home,3955.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105925,Chesterton Lodge care home,-1180.9499999999998
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109793,Chesterton Lodge care home,-1313.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115957,Chesterton Lodge care home,-1313.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105925,Chesterton Lodge care home,-2399.7200000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109793,Chesterton Lodge care home,-2399.7200000000003
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115957,Chesterton Lodge care home,-2399.7200000000003
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45527,SOT1114304,Childrens Choice Therapy Service Ltd,560
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114290,Childrens Choice Therapy Service Ltd,1777.4
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114303,Childrens Choice Therapy Service Ltd,1233.75
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105850,Chiltern Residential Homes Ltd,10077.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109719,Chiltern Residential Homes Ltd,10094
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115884,Chiltern Residential Homes Ltd,10007.09
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105850,Chiltern Residential Homes Ltd,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109719,Chiltern Residential Homes Ltd,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115884,Chiltern Residential Homes Ltd,1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105850,Chiltern Residential Homes Ltd,3936.3999999999996
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105850,Chiltern Residential Homes Ltd,5107.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109719,Chiltern Residential Homes Ltd,16843.54
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115884,Chiltern Residential Homes Ltd,5236.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109719,Chiltern Residential Homes Ltd,-1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115884,Chiltern Residential Homes Ltd,-1318.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45505,SOT1105850,Chiltern Residential Homes Ltd,-1135.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45519,SOT1109719,Chiltern Residential Homes Ltd,-1135.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45533,SOT1115884,Chiltern Residential Homes Ltd,-1135.24
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105826,Choices Housing Association,20281.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105833,Choices Housing Association,8838.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105837,Choices Housing Association,11946.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105851,Choices Housing Association,3360.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105854,Choices Housing Association,9782.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105894,Choices Housing Association,14993.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109697,Choices Housing Association,20281.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109703,Choices Housing Association,5380.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109707,Choices Housing Association,11946.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109720,Choices Housing Association,3360.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109722,Choices Housing Association,6324.54
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109763,Choices Housing Association,38978.51000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115862,Choices Housing Association,20281.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115868,Choices Housing Association,4639.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115872,Choices Housing Association,11946.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115885,Choices Housing Association,3360.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115887,Choices Housing Association,6324.54
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115927,Choices Housing Association,10351.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105907,Choices Housing Association (Dairy Close Resi Home,10333.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109776,Choices Housing Association (Dairy Close Resi Home,10333.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115940,Choices Housing Association (Dairy Close Resi Home,10333.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105823,Choices Housing Association Ltd,9699.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105824,Choices Housing Association Ltd,14435.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105891,Choices Housing Association Ltd,8782.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109694,Choices Housing Association Ltd,9699.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109695,Choices Housing Association Ltd,14435.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109760,Choices Housing Association Ltd,8782.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115859,Choices Housing Association Ltd,9699.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115860,Choices Housing Association Ltd,14435.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115924,Choices Housing Association Ltd,8782.26
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105899,Choices Housing Association/ Longeaves,6409.639999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109768,Choices Housing Association/ Longeaves,6409.639999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115932,Choices Housing Association/ Longeaves,6409.639999999999
